Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
16.0,50,0,12,16,0,38
32.0,50,0,12,16,0,40
48.0,50,0,12,16,0,9
64.0,50,0,12,16,0,37
80.0,50,0,12,16,0,39
96.0,50,0,12,16,0,8
112.0,50,0,12,16,0,29
128.0,55,0,12,16,0,22
144.0,60,0,12,16,0,17
160.0,80,0,12,16,0,2
176.0,95,0,12,16,0,6
192.0,100,0,12,16,0,34
208.0,105,0,12,16,0,33
224.0,110,0,12,16,0,41
240.0,115,0,12,16,0,31
256.0,115,0,12,16,0,5
272.0,130,0,12,16,0,40
288.0,145,0,12,16,0,2
304.0,155,0,12,16,0,24
320.0,165,0,12,16,0,11
336.0,170,0,12,16,0,11
352.0,170,0,12,16,0,11
368.0,175,0,12,16,0,11
384.0,185,0,12,16,0,11
400.0,205,0,12,16,0,11
416.0,210,0,12,16,0,11
432.0,220,0,12,16,0,18
448.0,230,0,12,16,0,39
464.0,230,0,12,16,0,41
480.0,240,0,12,16,0,18
496.0,245,0,12,16,0,17
512.0,250,0,12,16,0,21
528.0,265,0,12,16,0,29
544.0,275,0,12,16,0,14
560.0,285,0,12,16,0,22
576.0,290,0,12,16,0,39
592.0,300,0,12,16,0,36
608.0,305,0,12,16,0,18
624.0,305,0,12,16,0,41
640.0,320,0,12,16,0,29
656.0,330,0,12,16,0,42
672.0,340,0,12,16,0,2
688.0,345,0,12,16,0,2
704.0,355,0,12,16,0,2
720.0,360,0,12,16,0,2
736.0,365,0,12,16,0,2
752.0,375,0,12,16,0,2
768.0,385,0,12,16,0,2
784.0,390,0,12,16,0,11
800.0,415,0,12,16,0,11
816.0,415,0,12,16,0,11
832.0,415,0,12,16,0,11
848.0,425,0,12,16,0,11
864.0,435,0,12,16,0,11
880.0,435,0,12,16,0,11
896.0,455,0,12,16,0,17
912.0,465,0,12,16,0,38
928.0,475,0,12,16,0,26
944.0,475,0,12,16,0,37
960.0,480,0,12,16,0,15
976.0,490,0,12,16,0,14
