Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
16.0,50,0,12,0,0,45
32.0,50,0,12,0,0,45
48.0,50,0,12,0,0,45
64.0,50,0,12,0,0,45
80.0,50,0,12,0,0,45
96.0,50,0,12,0,0,45
112.0,50,0,12,0,0,14
128.0,55,0,12,0,0,45
144.0,60,0,12,0,0,41
160.0,80,0,12,0,0,45
176.0,95,0,12,0,0,45
192.0,100,0,12,0,0,45
208.0,105,0,12,0,0,45
224.0,110,0,12,0,0,45
240.0,115,0,12,0,0,44
256.0,115,0,12,0,0,11
272.0,55,0,12,0,0,45
288.0,65,0,12,0,0,45
304.0,75,0,12,0,0,45
320.0,85,0,12,0,0,11
336.0,90,0,12,0,0,45
352.0,90,0,12,0,0,45
368.0,95,0,12,0,0,45
384.0,100,0,12,0,0,11
400.0,120,0,12,0,0,44
416.0,125,0,12,0,0,45
432.0,135,0,12,0,0,1
448.0,145,0,12,0,0,45
464.0,145,0,12,0,0,41
480.0,155,0,12,0,0,45
496.0,155,0,12,0,0,45
512.0,160,0,12,0,0,45
528.0,175,0,12,0,0,44
544.0,185,0,12,0,0,11
560.0,195,0,12,0,0,45
576.0,200,0,12,0,0,41
592.0,205,0,12,0,0,45
608.0,210,0,12,0,0,1
624.0,160,0,12,0,0,14
640.0,175,0,12,0,0,41
656.0,185,0,12,0,0,45
672.0,190,0,12,0,0,11
688.0,195,0,12,0,0,45
704.0,200,0,12,0,0,42
720.0,200,0,12,0,0,45
736.0,210,0,12,0,0,45
752.0,220,0,12,0,0,41
768.0,230,0,12,0,0,44
784.0,185,0,12,0,0,14
800.0,200,0,12,0,0,45
816.0,200,0,12,0,0,2
832.0,200,4,12,0,0,45
848.0,210,4,12,0,0,45
864.0,220,4,12,0,0,2
880.0,220,8,12,0,0,45
896.0,235,8,13,0,0,44
912.0,245,8,13,0,0,45
928.0,250,12,13,0,0,45
944.0,250,12,13,0,0,11
960.0,260,16,13,0,0,45
976.0,265,16,13,0,0,45
992.0,270,16,13,0,0,44
1008.0,285,20,13,0,0,45
1024.0,295,20,13,0,0,45
1040.0,300,20,13,0,0,45
1056.0,305,24,13,0,0,45
1072.0,310,24,13,0,0,2
1088.0,315,24,13,0,0,11
1104.0,325,28,13,0,0,45
1120.0,330,28,13,0,0,1
1136.0,340,32,13,0,0,45
1152.0,355,32,14,0,0,45
1168.0,365,32,14,0,0,42
1184.0,365,36,14,0,0,11
1200.0,365,36,14,0,0,45
1216.0,370,40,14,0,0,1
1232.0,330,40,14,0,0,14
1248.0,330,40,14,0,0,45
1264.0,345,40,14,0,0,45
1280.0,365,44,14,0,0,45
1296.0,365,44,14,0,0,45
1312.0,365,48,14,0,0,44
1328.0,375,48,14,0,0,45
1344.0,380,52,14,0,0,45
1360.0,385,52,14,0,0,45
1376.0,400,56,14,0,0,14
1392.0,415,56,14,0,0,41
1408.0,420,60,14,0,0,42
1424.0,420,60,14,0,0,45
1440.0,425,64,14,0,0,45
1456.0,430,64,14,0,0,41
1472.0,440,68,14,0,0,1
1488.0,345,68,14,0,0,2
1504.0,360,72,15,0,0,42
1520.0,365,72,15,0,0,45
1536.0,375,76,15,0,0,41
1552.0,375,76,15,0,0,45
1568.0,380,80,15,0,0,1
1584.0,290,80,15,0,0,45
1600.0,300,84,15,0,0,11
1616.0,305,84,15,0,0,45
1632.0,320,88,15,0,0,1
1648.0,325,88,15,0,0,2
1664.0,330,88,15,0,0,44
1680.0,330,88,15,0,0,45
1696.0,345,92,15,0,0,2
1712.0,350,92,15,0,0,45
1728.0,355,96,15,0,0,45
1744.0,375,96,15,0,0,14
1760.0,380,96,15,0,0,45
1776.0,380,100,15,0,0,45
1792.0,380,100,15,0,0,45
1808.0,390,104,15,0,0,45
1824.0,405,104,15,0,0,14
1840.0,405,104,15,0,0,45
1856.0,415,104,15,0,0,45
1872.0,430,108,15,0,0,45
1888.0,435,108,15,0,0,42
1904.0,440,112,15,0,0,11
1920.0,440,112,15,0,0,42
1936.0,455,112,15,0,0,45
1952.0,465,116,15,0,0,11
1968.0,470,116,15,0,0,42
1984.0,480,120,15,0,0,45
2000.0,485,120,15,0,0,45
2016.0,495,120,15,0,0,42
2032.0,495,120,15,0,0,44
2048.0,500,124,15,0,0,45
2064.0,520,124,15,0,0,1
2080.0,420,128,15,0,0,1
2096.0,425,128,15,0,0,42
2112.0,445,128,15,0,0,44
2128.0,445,132,15,0,0,45
2144.0,450,132,15,0,0,45
2160.0,460,136,15,0,0,45
2176.0,465,136,15,0,0,45
