1,掠奪者任務,1.000,-0.0969,13440,0,20
2,掠奪者任務,0.998,-0.0969,13440,0,11
3,掠奪者任務,0.996,-0.0969,13440,0,12
4,掠奪者任務,0.994,0.7827,5984,5,3
5,掠奪者任務,0.992,0.0469,13440,2,13
6,掠奪者任務,0.990,0.7574,7072,6,5
7,掠奪者任務,0.988,0.7671,6656,5,5
8,掠奪者任務,0.986,0.1094,13440,3,9
9,掠奪者任務,0.984,-0.0969,13440,0,12
10,掠奪者任務,0.982,0.1094,13440,2,7
11,掠奪者任務,0.980,0.7812,6048,5,4
12,掠奪者任務,0.978,-0.0969,13440,0,14
13,掠奪者任務,0.976,-0.0969,13440,0,10
14,掠奪者任務,0.974,-0.0156,13440,1,10
15,掠奪者任務,0.972,-0.0969,13440,0,16
16,掠奪者任務,0.970,-0.0969,13440,0,11
17,掠奪者任務,0.968,0.7902,5664,5,2
18,掠奪者任務,0.967,0.0469,13440,2,12
19,掠奪者任務,0.965,-0.0781,13440,0,13
20,掠奪者任務,0.963,0.6868,10112,6,9
21,掠奪者任務,0.961,-0.0969,13440,0,12
22,掠奪者任務,0.959,0.7865,5824,5,2
23,掠奪者任務,0.957,0.1094,13440,2,3
24,掠奪者任務,0.955,-0.0969,13440,0,13
25,掠奪者任務,0.953,-0.0156,13440,0,0
26,掠奪者任務,0.951,0.7827,5984,5,3
27,掠奪者任務,0.949,0.7470,7520,5,5
28,掠奪者任務,0.947,-0.0781,13440,0,14
29,掠奪者任務,0.945,-0.0969,13440,0,13
30,掠奪者任務,0.944,-0.0156,13440,1,10
31,掠奪者任務,0.942,0.1719,13440,4,10
32,掠奪者任務,0.940,0.8028,5120,5,0
33,掠奪者任務,0.938,0.1094,13440,4,10
34,掠奪者任務,0.936,-0.0781,13440,0,13
35,掠奪者任務,0.934,0.7626,6848,5,7
36,掠奪者任務,0.932,0.7493,7424,5,10
37,掠奪者任務,0.930,-0.0969,13440,0,14
38,掠奪者任務,0.929,-0.0969,13440,0,15
39,掠奪者任務,0.927,-0.0969,13440,0,17
40,掠奪者任務,0.925,0.7574,7072,5,6
41,掠奪者任務,0.923,0.1719,13440,4,10
42,掠奪者任務,0.921,-0.0969,13440,0,15
43,掠奪者任務,0.919,0.1094,13440,3,11
44,掠奪者任務,0.918,0.7522,7296,5,9
45,掠奪者任務,0.916,0.7418,7744,5,7
46,掠奪者任務,0.914,-0.0781,13440,0,15
47,掠奪者任務,0.912,0.7812,6048,5,5
48,掠奪者任務,0.910,-0.0969,13440,0,14
49,掠奪者任務,0.908,0.7292,5600,5,2
50,掠奪者任務,0.907,0.7589,7008,5,10
51,掠奪者任務,0.905,0.7783,8864,5,11
52,掠奪者任務,0.903,-0.0969,13440,0,13
53,掠奪者任務,0.901,0.8118,4736,5,1
54,掠奪者任務,0.899,-0.0969,13440,0,13
55,掠奪者任務,0.898,0.8058,4992,5,2
56,掠奪者任務,0.896,0.7202,8672,5,10
57,掠奪者任務,0.894,0.7240,5824,5,3
58,掠奪者任務,0.892,-0.0781,13440,0,11
59,掠奪者任務,0.890,-0.0969,13440,0,10
60,掠奪者任務,0.889,0.7716,6464,5,2
61,掠奪者任務,0.887,-0.0969,13440,0,14
62,掠奪者任務,0.885,0.1719,13440,4,7
63,掠奪者任務,0.883,-0.0156,13440,1,15
64,掠奪者任務,0.882,0.7262,8416,5,7
65,掠奪者任務,0.880,0.1719,13440,4,9
66,掠奪者任務,0.878,0.1094,13440,3,11
67,掠奪者任務,0.876,0.1719,13440,4,12
68,掠奪者任務,0.874,-0.0969,13440,0,21
69,掠奪者任務,0.873,-0.0969,13440,0,16
70,掠奪者任務,0.871,0.7344,8064,5,6
71,掠奪者任務,0.869,-0.0969,13440,0,13
72,掠奪者任務,0.867,-0.0969,13440,0,13
73,掠奪者任務,0.866,0.0469,13440,2,15
74,掠奪者任務,0.864,0.8326,6528,6,8
75,掠奪者任務,0.862,-0.0969,13440,0,18
76,掠奪者任務,0.861,0.7991,5280,5,0
77,掠奪者任務,0.859,0.0469,13440,2,12
78,掠奪者任務,0.857,0.7783,6176,5,6
79,掠奪者任務,0.855,0.7932,5536,5,4
80,掠奪者任務,0.854,0.1094,13440,4,12
81,掠奪者任務,0.852,0.7760,6272,5,5
82,掠奪者任務,0.850,0.6481,11776,5,10
83,掠奪者任務,0.849,-0.0156,13440,1,10
84,掠奪者任務,0.847,0.1094,13440,4,15
85,掠奪者任務,0.845,0.8073,7616,6,9
86,掠奪者任務,0.844,-0.0969,13440,0,14
87,掠奪者任務,0.842,-0.0969,13440,0,13
88,掠奪者任務,0.840,0.7545,7200,5,5
89,掠奪者任務,0.838,-0.0969,13440,0,12
90,掠奪者任務,0.837,0.7999,5248,5,1
91,掠奪者任務,0.835,0.7887,5728,5,5
92,掠奪者任務,0.833,0.1094,13440,4,12
93,掠奪者任務,0.832,-0.0969,13440,0,14
94,掠奪者任務,0.830,0.7351,8032,5,9
95,掠奪者任務,0.828,-0.0969,13440,0,14
96,掠奪者任務,0.827,0.0469,13440,2,10
97,掠奪者任務,0.825,0.7708,6496,5,4
98,掠奪者任務,0.823,0.1094,13440,3,12
99,掠奪者任務,0.822,0.7336,8096,5,7
100,掠奪者任務,0.820,0.7597,6976,5,8
101,掠奪者任務,0.819,0.7574,7072,5,4
102,掠奪者任務,0.817,-0.0781,13440,0,11
103,掠奪者任務,0.815,0.7842,5920,5,2
104,掠奪者任務,0.814,0.7954,5440,5,2
105,掠奪者任務,0.812,0.6927,7168,5,6
106,掠奪者任務,0.810,0.1094,13440,4,6
107,掠奪者任務,0.809,0.8155,7264,5,9
108,掠奪者任務,0.807,0.7478,7488,5,6
109,掠奪者任務,0.806,0.7262,8416,5,9
110,掠奪者任務,0.804,0.7909,5632,5,4
111,掠奪者任務,0.802,-0.0969,13440,0,18
112,掠奪者任務,0.801,0.7686,6592,5,6
113,掠奪者任務,0.799,0.7909,5632,5,3
114,掠奪者任務,0.798,0.7121,9024,5,10
115,掠奪者任務,0.796,-0.0969,13440,0,12
116,掠奪者任務,0.794,0.1094,13440,4,8
117,掠奪者任務,0.793,0.7731,6400,5,6
118,掠奪者任務,0.791,0.7634,6816,5,8
119,掠奪者任務,0.790,0.7723,6432,5,3
120,掠奪者任務,0.788,-0.0969,13440,0,12
121,掠奪者任務,0.786,0.7656,6720,5,5
122,掠奪者任務,0.785,-0.0969,13440,0,19
123,掠奪者任務,0.783,-0.0781,13440,0,17
124,掠奪者任務,0.782,-0.0969,13440,0,18
125,掠奪者任務,0.780,0.1719,13440,3,8
126,掠奪者任務,0.779,0.8155,7264,5,2
127,掠奪者任務,0.777,0.7939,8192,5,9
128,掠奪者任務,0.775,0.7664,6688,5,6
129,掠奪者任務,0.774,-0.0969,13440,0,11
130,掠奪者任務,0.772,-0.0781,13440,0,15
131,掠奪者任務,0.771,0.1719,13440,3,10
132,掠奪者任務,0.769,0.1094,13440,3,9
133,掠奪者任務,0.768,0.8028,5120,5,1
134,掠奪者任務,0.766,0.7433,7680,5,10
135,掠奪者任務,0.765,-0.0969,13440,0,13
136,掠奪者任務,0.763,0.7165,6144,5,7
137,掠奪者任務,0.762,-0.0969,13440,0,13
138,掠奪者任務,0.760,0.7746,6336,5,2
139,掠奪者任務,0.759,-0.0969,13440,0,15
140,掠奪者任務,0.757,0.7932,5536,5,2
141,掠奪者任務,0.756,0.7478,7488,5,4
142,掠奪者任務,0.754,0.6905,7264,6,6
143,掠奪者任務,0.753,0.7865,5824,5,1
144,掠奪者任務,0.751,0.7247,8480,5,10
145,掠奪者任務,0.750,-0.0969,13440,0,14
146,掠奪者任務,0.748,0.7768,6240,5,2
147,掠奪者任務,0.747,0.7537,7232,5,5
148,掠奪者任務,0.745,-0.0969,13440,0,14
149,掠奪者任務,0.744,0.7656,6720,5,7
150,掠奪者任務,0.742,-0.0969,13440,0,0
151,掠奪者任務,0.741,-0.0781,13440,0,13
152,掠奪者任務,0.739,-0.0969,13440,0,12
153,掠奪者任務,0.738,0.1094,13440,3,9
154,掠奪者任務,0.736,-0.0781,13440,0,10
155,掠奪者任務,0.735,-0.0969,13440,0,12
156,掠奪者任務,0.733,-0.0781,13440,0,12
157,掠奪者任務,0.732,0.7894,5696,5,5
158,掠奪者任務,0.730,0.8244,6880,5,4
159,掠奪者任務,0.729,-0.0969,13440,0,19
160,掠奪者任務,0.727,0.7909,5632,5,5
161,掠奪者任務,0.726,0.1719,13440,4,12
