Episode,Reward,Loss,Entropy
975,21,7.5464,1.3916
976,36,15.6341,1.1818
977,11,9.0225,1.3528
978,36,3.4825,1.1935
979,11,3.0278,1.2307
980,46,1.7328,1.3031
981,46,5.7832,1.0575
982,21,1.4025,1.2438
983,11,4.4646,1.4203
984,26,2.0766,1.1463
985,11,2.9660,1.2113
986,21,3.2980,1.3308
987,1,15.9226,1.2400
988,46,3.2649,1.2709
989,11,13.3635,1.3654
990,21,2.7020,1.0880
991,11,4.8000,1.0019
992,46,3.1577,1.0618
993,36,4.4268,1.2329
994,26,11.3823,1.1266
995,1,20.4712,1.3379
996,1,3.3443,1.2303
997,1,9.0688,1.4192
998,1,2.7922,1.0731
999,26,4.6241,1.1323
1000,21,2.5570,1.3558
1001,36,3.9829,1.0861
1002,11,8.2630,1.3134
1003,21,2.1244,1.1072
1004,1,15.8085,1.0909
1005,1,8.1477,1.5933
1006,11,1.4201,1.5847
1007,21,8.1028,1.3290
1008,35,1.8441,1.1188
1009,36,13.5544,1.0484
1010,36,2.4152,1.1830
1011,11,7.8046,1.5381
1012,36,1.2415,1.2037
1013,11,12.6257,1.0979
1014,11,6.8734,1.1662
1015,11,4.5872,1.3939
1016,11,2.9641,1.3290
1017,1,9.4259,1.5133
1018,26,7.7737,1.2750
1019,21,2.8642,1.2038
1020,1,12.3966,1.0766
1021,11,2.9294,1.2388
1022,21,1.9334,1.5413
1023,35,1.8133,1.1733
1024,21,1.7063,1.2737
1025,11,3.6700,1.2754
1026,56,4.7560,1.1829
1027,35,4.1023,1.0742
1028,11,15.0352,1.3225
1029,11,9.7295,1.1417
1030,11,3.5617,1.2174
1031,11,1.8401,1.3589
1032,36,1.1104,1.3023
1033,21,1.5984,1.4124
1034,11,8.0810,1.3201
1035,21,0.9557,1.5272
1036,11,3.1715,1.0404
1037,11,6.6514,1.2450
1038,11,5.2575,1.3476
1039,11,5.0607,1.5266
1040,11,4.1757,1.5680
1041,11,4.7895,1.3024
1042,46,3.7854,1.1416
1043,37,3.2069,1.0890
1044,36,6.5765,1.2726
1045,11,4.9305,1.2477
1046,21,5.6202,1.3112
1047,36,6.4585,1.1661
1048,21,3.5666,1.3013
1049,71,8.6781,1.1839
1050,11,11.2079,1.0721
1051,21,3.4462,1.2233
1052,-9,23.4066,1.3769
1053,1,4.6810,1.2797
1054,11,1.5113,1.1456
1055,21,1.2347,1.2846
1056,21,0.7929,1.1639
1057,11,0.7017,1.3417
1058,36,0.4101,1.3220
1059,36,1.6307,1.2982
1060,26,2.6478,1.0800
1061,11,6.9022,1.3637
1062,46,3.9189,1.1920
1063,11,4.7725,1.2732
1064,36,2.8951,1.1562
1065,36,4.2768,1.0521
1066,36,0.6860,1.1855
1067,1,12.3155,1.1901
1068,1,4.0463,1.2735
1069,21,0.7756,1.5390
1070,11,3.5984,1.0646
1071,26,4.8891,1.1142
1072,56,0.9493,1.0812
1073,21,2.4533,1.1766
1074,11,2.6871,1.1509
1075,36,1.5352,1.2000
1076,36,1.9149,1.2217
1077,-9,34.0467,1.3026
1078,21,6.8776,1.2570
1079,36,1.9061,1.0416
1080,11,1.1413,1.5020
1081,11,5.2088,1.2987
1082,11,1.5297,1.2793
1083,36,0.9340,1.1260
1084,36,1.6147,1.2991
1085,11,2.5532,1.3809
1086,36,10.8688,1.2527
1087,21,3.5040,1.3889
1088,36,2.9330,1.2125
1089,11,9.3838,1.3557
1090,26,9.0730,1.3329
1091,36,4.2238,1.2617
1092,11,3.5433,1.1161
1093,36,2.4530,1.1933
1094,21,2.1827,1.5516
1095,36,4.1557,1.1477
1096,11,3.8211,1.2364
1097,21,2.0615,1.2828
1098,21,1.7569,1.2566
1099,36,4.1306,1.1791
1100,1,17.5873,1.5068
1101,11,2.3854,1.3626
1102,46,0.9284,1.2417
1103,11,4.1524,1.1927
1104,36,3.8775,1.3056
1105,11,5.3138,1.3571
1106,26,15.6196,1.2110
1107,21,10.2736,1.2008
1108,36,1.1659,1.0781
1109,1,11.2100,1.1540
1110,46,2.7774,0.9782
1111,11,11.5828,1.1187
1112,36,4.9808,1.0155
1113,1,16.7619,0.8253
1114,46,7.9606,1.1877
1115,11,1.4310,1.2918
1116,36,4.0144,0.9829
1117,11,6.8038,1.3705
1118,-9,12.7463,1.2295
1119,1,2.0728,1.4159
1120,36,14.7018,1.3928
1121,36,3.9099,1.0597
1122,11,6.8294,1.4214
1123,11,6.2266,1.0610
1124,11,4.9792,1.2745
1125,46,3.6785,1.1433
1126,56,4.6795,1.1865
1127,26,13.7618,1.3829
1128,26,6.5437,1.1503
1129,11,2.8481,1.1234
1130,21,2.3354,1.2092
1131,11,7.5778,1.4149
1132,21,1.1950,1.5489
1133,11,2.8013,1.1729
1134,46,3.2451,1.1524
1135,46,6.1224,1.1180
1136,46,10.3332,1.1830
1137,21,3.8934,1.5511
1138,11,5.4199,1.4066
1139,21,3.8448,1.1126
1140,21,2.2814,1.3795
1141,1,26.5010,1.2774
1142,-8,23.5825,1.4444
1143,36,8.7554,1.1002
1144,11,3.4655,1.2233
1145,1,4.1371,1.7029
1146,1,3.4143,1.2814
1147,26,8.5093,1.3796
1148,1,6.4530,1.2618
1149,21,6.7903,1.2987
1150,11,2.3307,1.3065
1151,21,0.3301,1.5052
1152,36,0.5219,1.2308
1153,36,7.2689,1.1935
1154,11,9.0480,1.1401
1155,26,10.1815,1.3857
1156,11,4.3593,1.1577
1157,36,0.9997,1.0838
1158,46,4.2962,1.2272
1159,36,6.2892,1.2949
1160,21,6.7028,1.4648
1161,56,3.1918,1.2578
1162,56,5.5381,1.1681
1163,21,5.4748,1.1577
1164,36,9.7732,1.4092
1165,21,8.3708,1.1412
1166,1,21.3053,1.3591
1167,1,8.5866,1.2245
1168,11,2.5320,1.1131
1169,21,2.7142,1.2369
1170,11,3.7009,1.1111
1171,11,2.4300,1.4034
1172,81,9.6365,1.2074
1173,11,4.4793,1.2510
1174,11,2.8637,1.0887
1175,71,14.3077,1.1554
1176,46,5.3264,1.3595
1177,26,17.4388,1.2845
1178,36,7.8632,1.1318
1179,1,13.4262,1.1845
1180,21,2.8484,1.3187
1181,11,7.6502,1.2085
1182,-9,17.1635,1.4772
1183,11,4.9777,1.2048
1184,26,1.6392,1.2390
1185,26,7.3758,1.0910
1186,36,1.7597,1.1108
1187,26,5.1611,1.2827
1188,21,2.8526,1.3037
1189,11,4.6673,1.3093
1190,21,10.1516,1.3365
1191,21,1.1662,1.3201
1192,36,1.3138,1.3108
1193,11,9.8041,1.2284
1194,11,2.5516,1.1097
1195,26,19.4225,1.3244
1196,26,7.3026,1.0591
1197,11,4.4611,1.4870
1198,36,1.8610,1.1700
1199,11,14.0292,1.5303
1200,11,6.2981,1.2065
1201,11,6.0926,1.5540
1202,36,1.5412,1.1704
1203,11,4.4998,1.4590
1204,-9,22.6853,1.6548
1205,36,0.2194,1.2342
1206,36,0.9657,1.0690
1207,1,3.6682,1.5728
1208,11,1.3749,1.5029
1209,26,5.0590,1.2363
1210,11,6.0691,1.4423
1211,1,14.9147,1.3821
1212,26,3.0397,1.0891
1213,36,3.0719,1.1499
1214,21,5.9127,1.4777
1215,11,7.9976,1.5019
1216,11,3.8190,1.4238
1217,11,4.9987,1.4690
1218,116,2.4652,1.1182
1219,1,17.4616,1.5831
1220,26,2.6850,1.2315
1221,11,1.8832,1.0917
1222,11,9.8388,1.2351
1223,36,5.1915,1.1768
1224,36,0.3841,1.2349
1225,1,15.5816,1.1277
1226,11,8.7322,1.2336
1227,21,2.5662,1.1867
1228,1,4.5614,1.1787
1229,36,3.3526,1.4388
1230,1,11.6992,1.4789
1231,21,1.3897,1.5533
1232,36,0.7434,1.0832
1233,36,5.9156,1.2916
1234,1,15.3845,1.2251
1235,35,3.1845,1.1000
1236,11,4.9808,1.0455
1237,21,1.7401,1.1939
1238,21,6.0094,1.2477
1239,26,18.7434,1.1505
1240,21,1.0950,1.1370
1241,46,5.9540,1.0676
1242,36,7.1579,1.3413
1243,21,3.0691,1.4170
1244,46,2.9111,1.3140
1245,21,2.2696,1.0825
1246,36,5.7150,1.2888
1247,1,10.5805,1.3381
1248,71,6.5379,1.1856
1249,36,10.7185,1.2859
1250,26,9.3114,1.1053
1251,11,4.6879,1.0438
1252,36,7.7170,1.1111
1253,1,6.8447,1.1720
1254,21,1.7960,1.3369
1255,46,1.7382,1.2800
1256,11,10.0902,1.5772
1257,11,2.7109,1.3724
1258,21,3.9976,1.2942
1259,21,0.4441,1.5263
1260,11,2.7518,1.2774
1261,11,4.5571,1.3119
1262,46,9.6409,1.2722
1263,36,4.1062,1.0850
1264,1,34.5937,1.4997
1265,36,4.0188,1.0934
1266,46,2.7565,1.2561
1267,11,4.4088,1.2038
1268,1,4.8907,1.2112
1269,1,7.1398,1.6467
1270,21,1.4972,1.3842
1271,56,2.5698,1.1670
1272,36,6.6042,1.1041
1273,36,13.2994,1.2013
1274,46,5.5014,1.2033
1275,46,4.7889,1.0646
1276,36,3.9134,1.0839
1277,26,7.0254,1.0809
1278,36,6.3743,1.0778
1279,11,8.2594,1.1389
1280,26,4.0614,1.3046
1281,36,10.8127,1.3267
1282,21,5.1215,1.1985
1283,21,4.8630,1.2068
1284,11,7.4314,1.3281
1285,21,2.7544,1.1061
1286,71,3.3464,1.1760
1287,11,6.3119,1.4294
1288,36,13.2911,1.2333
1289,116,6.9374,1.1648
1290,21,6.5982,1.3863
1291,36,8.6763,1.0978
1290,-9,47.7957,1.5172
1291,46,8.8801,1.2971
1292,1,5.8832,1.5096
1293,26,6.1595,1.2088
1294,36,4.5750,1.0827
1295,1,18.6688,1.6749
1296,106,3.8458,1.2077
1297,11,15.1985,1.2991
1298,1,12.4819,1.2328
1299,21,5.4530,1.2742
1300,36,2.3474,1.3080
1301,26,4.1060,1.1674
1302,21,1.8775,1.1145
1290,21,4.6701,1.0842
1291,11,4.7585,1.1045
