Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.7727,10944,5,0
2,掠奪者任務,0.995,1.0000,6512,5,0
3,掠奪者任務,0.990,0.9065,5488,5,0
4,掠奪者任務,0.985,-0.8700,13440,0,0
5,掠奪者任務,0.980,0.8912,5904,5,0
6,掠奪者任務,0.975,0.8810,6272,5,0
7,掠奪者任務,0.970,0.8984,5536,5,0
8,掠奪者任務,0.966,0.8636,7008,5,0
9,掠奪者任務,0.961,0.8949,5872,5,0
10,掠奪者任務,0.956,1.0000,6624,5,0
11,掠奪者任務,0.951,0.8715,6832,5,0
12,掠奪者任務,0.946,0.8411,8128,5,0
13,掠奪者任務,0.942,0.8782,6464,5,0
14,掠奪者任務,0.937,0.8550,7504,5,0
15,掠奪者任務,0.932,0.8764,6480,5,0
16,掠奪者任務,0.928,0.9013,5632,5,0
