Episode,Epsilon,Total_Reward,Barracks,TechLabs,Marauders,End_Loop,Reason,Is_Bottom_Right
1,1.000,1400,0,0,0,20160,Done,False
2,0.999,500,0,0,0,20160,Done,False
3,0.998,650,0,0,0,20160,Done,False
4,0.997,450,0,0,0,20160,Done,False
5,0.996,200,0,0,0,20160,Done,False
6,0.995,0,0,0,0,20160,Done,False
7,0.994,200,0,0,0,20160,Done,False
8,0.993,200,0,0,0,20160,Done,False
9,0.992,200,0,0,0,20160,Done,False
10,0.991,200,0,0,0,20160,Done,False
11,0.990,200,0,0,0,20160,Done,False
12,0.989,200,0,0,0,19520,Done,False
13,0.988,200,0,0,0,20160,Done,False
14,0.987,900,0,0,0,20160,Done,False
15,0.986,100,0,0,0,20160,Done,False
16,0.985,100,0,0,0,20160,Done,False
