Game_Loop,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,1
32.0,50,0,12,16,7
64.0,50,0,12,16,8
96.0,50,0,12,16,5
128.0,60,0,12,16,6
160.0,80,0,12,16,3
192.0,30,0,12,19,8
256.0,50,0,12,19,7
288.0,65,0,12,19,6
320.0,85,0,12,19,4
352.0,85,0,12,19,8
416.0,125,0,12,19,0
448.0,135,0,12,19,2
512.0,170,0,12,19,4
544.0,185,0,12,19,6
576.0,195,0,12,19,4
608.0,215,0,12,19,5
640.0,230,0,12,19,2
672.0,240,0,12,19,7
704.0,265,0,12,19,3
736.0,270,0,12,19,8
768.0,285,4,12,16,6
800.0,305,4,12,16,7
832.0,320,4,12,16,1
864.0,330,8,12,16,0
896.0,350,8,12,16,4
928.0,365,12,12,16,3
960.0,380,12,12,16,4
992.0,390,12,12,16,0
1024.0,415,16,12,16,3
1056.0,345,16,12,16,6
1088.0,365,16,12,19,5
1120.0,375,20,12,19,3
1152.0,390,20,12,19,6
1184.0,405,20,12,19,7
1216.0,420,24,12,19,2
1248.0,335,24,12,19,8
1312.0,355,28,12,22,0
1344.0,370,28,12,22,3
1376.0,380,32,12,22,3
1408.0,390,32,12,22,5
1472.0,420,36,12,19,7
1504.0,430,36,12,19,3
1536.0,435,36,12,19,0
1568.0,460,40,12,19,4
1600.0,465,40,12,19,0
1632.0,480,48,12,19,0
1664.0,485,48,12,19,7
1696.0,505,48,12,19,1
1728.0,525,56,12,19,6
1760.0,525,56,12,19,0
1824.0,560,64,12,19,3
1856.0,570,64,12,19,1
1888.0,575,64,12,19,2
1920.0,595,72,12,19,2
1952.0,510,72,12,19,3
2016.0,520,80,12,19,1
2048.0,540,80,12,19,1
2080.0,495,88,12,19,8
2112.0,505,88,12,16,8
2144.0,510,88,12,16,8
2176.0,525,96,12,22,6
2208.0,535,96,12,22,1
2240.0,500,100,12,22,7
2272.0,510,104,12,22,3
2304.0,515,104,12,22,1
2336.0,530,112,13,22,5
2368.0,535,112,13,22,6
2400.0,550,112,13,22,0
2432.0,560,120,13,22,4
2464.0,575,120,13,22,8
2496.0,585,120,13,19,7
2528.0,590,128,13,19,7
2560.0,605,128,13,19,4
2592.0,625,132,14,19,0
2624.0,630,136,14,19,0
2656.0,645,136,14,19,5
