Game_Loop,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,0
32.0,50,0,12,16,4
64.0,50,0,12,16,7
96.0,50,0,12,16,6
128.0,60,0,12,16,6
160.0,75,0,12,16,5
192.0,110,0,12,16,6
256.0,130,0,12,16,2
320.0,165,0,12,16,7
352.0,165,0,12,16,5
384.0,190,0,12,16,1
416.0,205,0,12,16,0
448.0,220,0,12,16,7
480.0,230,0,12,16,8
512.0,245,0,12,16,3
544.0,265,0,12,16,2
576.0,280,0,12,16,0
608.0,295,0,12,16,1
640.0,305,0,12,16,5
672.0,320,0,12,16,0
704.0,345,0,12,16,6
736.0,350,0,12,16,3
768.0,285,0,12,16,3
800.0,310,0,12,19,5
832.0,325,0,12,19,5
864.0,335,0,12,19,2
896.0,355,0,12,19,0
928.0,370,0,12,19,7
960.0,385,0,12,19,3
992.0,390,0,12,19,3
1024.0,420,0,12,19,3
1056.0,430,0,12,19,2
1088.0,345,0,12,19,5
1152.0,370,0,12,19,8
1184.0,385,0,12,19,7
1216.0,400,0,12,19,7
1280.0,420,0,12,19,8
1344.0,455,0,12,19,4
1376.0,460,4,12,19,5
1408.0,475,4,12,19,2
1440.0,490,8,12,19,3
1504.0,510,12,12,19,4
1536.0,520,16,12,19,0
1568.0,545,20,12,19,5
1600.0,550,20,12,19,4
1632.0,555,24,12,19,1
1664.0,565,28,12,19,4
1696.0,590,28,12,19,2
1728.0,600,32,12,19,5
1760.0,450,36,12,19,0
1792.0,470,40,12,19,1
1824.0,480,44,12,19,4
1856.0,490,44,12,19,1
1888.0,445,48,12,19,7
1920.0,465,52,12,19,8
1952.0,480,52,12,16,6
1984.0,480,56,12,16,7
2016.0,490,60,12,16,1
2048.0,515,60,12,16,2
2080.0,520,64,12,16,6
2176.0,560,76,13,19,4
2208.0,560,76,13,19,3
2240.0,570,80,13,19,6
2272.0,590,84,13,19,8
2304.0,605,84,13,16,9
2368.0,615,92,13,19,3
2432.0,655,96,13,19,3
2464.0,660,100,13,19,6
2496.0,675,104,13,19,6
2528.0,680,108,13,19,4
2592.0,715,112,13,19,8
2624.0,720,116,13,16,8
2656.0,735,116,13,16,9
2688.0,750,120,13,16,9
2720.0,760,124,13,16,8
2752.0,765,124,13,19,4
2784.0,780,128,13,19,8
2816.0,805,132,13,19,6
2848.0,810,136,13,19,1
2880.0,820,140,13,19,5
2912.0,825,140,13,19,3
2944.0,850,144,13,19,7
2976.0,860,148,13,19,4
3008.0,865,148,13,19,2
3040.0,880,152,13,19,1
3104.0,910,156,13,19,8
3168.0,930,164,13,19,0
3200.0,950,168,13,19,8
3232.0,955,172,13,16,6
3264.0,965,172,13,16,1
3296.0,930,176,13,16,4
3360.0,960,180,13,19,4
3392.0,960,184,13,19,7
3424.0,985,188,13,19,8
3488.0,1005,192,13,19,2
3520.0,1015,196,13,19,6
3552.0,1030,200,14,19,8
3584.0,1050,204,14,16,5
3616.0,1050,204,14,16,4
3648.0,1065,208,14,16,8
3712.0,1100,212,14,19,1
3744.0,1110,216,14,19,2
3776.0,1115,220,14,19,3
3808.0,1145,220,14,19,8
3840.0,1150,224,14,19,0
3872.0,1160,228,14,19,8
3904.0,1175,232,14,19,7
3968.0,1210,236,14,19,2
4000.0,1215,240,14,19,8
4032.0,1225,244,14,16,8
4064.0,1250,244,14,16,0
4096.0,1260,248,14,16,0
4128.0,1270,252,14,16,6
4160.0,1280,252,14,16,3
4224.0,1235,260,14,19,6
4256.0,1240,264,14,19,8
