Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
1,75,0,13440,Timeout,False
2,675,4,13440,Timeout,True
3,35,0,13440,Timeout,False
4,185,1,13440,Timeout,True
5,35,0,13440,Timeout,False
6,485,0,13440,Timeout,False
7,35,0,13440,Timeout,False
8,35,0,13440,Timeout,False
9,35,0,13440,Timeout,False
10,485,0,13440,Timeout,True
11,185,0,13440,Timeout,False
12,35,0,13440,Timeout,False
13,75,0,13440,Timeout,False
14,375,0,13440,Timeout,False
15,335,2,13440,Timeout,True
16,485,3,13440,Timeout,False
17,115,0,13440,Timeout,True
18,185,0,13440,Timeout,True
19,675,4,13440,Timeout,True
20,485,3,13440,Timeout,False
21,35,0,13440,Timeout,True
22,335,0,13440,Timeout,True
23,335,2,13440,Timeout,False
24,185,0,13440,Timeout,True
25,335,2,13440,Timeout,True
26,225,1,13440,Timeout,False
27,115,0,13440,Timeout,False
28,375,0,13440,Timeout,False
29,335,0,13440,Timeout,True
30,35,0,13440,Timeout,True
31,225,1,13440,Timeout,False
32,485,3,13440,Timeout,True
33,485,3,13440,Timeout,True
34,75,0,13440,Timeout,False
35,35,0,13440,Timeout,True
36,335,0,13440,Timeout,False
37,335,0,13440,Timeout,True
38,185,1,13440,Timeout,True
39,335,2,13440,Timeout,True
40,115,0,13440,Timeout,True
41,35,0,13440,Timeout,True
42,-4,0,13440,Timeout,False
43,35,0,13440,Timeout,True
44,1286,5,10400,Target_Reached,True
45,185,1,13440,Timeout,True
46,35,0,13440,Timeout,False
47,35,0,13440,Timeout,False
48,375,0,13440,Timeout,True
49,375,2,13440,Timeout,True
50,35,0,13440,Timeout,False
51,75,0,13440,Timeout,True
52,35,0,13440,Timeout,True
53,-4,0,13440,Timeout,False
54,-4,0,13440,Timeout,False
55,185,0,13440,Timeout,True
56,35,0,13440,Timeout,False
57,35,0,13440,Timeout,False
58,75,0,13440,Timeout,False
59,485,3,13440,Timeout,True
60,35,0,13440,Timeout,False
61,115,0,13440,Timeout,False
62,35,0,13440,Timeout,True
63,35,0,13440,Timeout,False
64,115,0,13440,Timeout,False
65,335,2,13440,Timeout,True
66,35,0,13440,Timeout,False
67,75,0,13440,Timeout,False
68,485,3,13440,Timeout,True
69,-4,0,13440,Timeout,True
70,-4,0,13440,Timeout,True
71,35,0,13440,Timeout,True
72,115,0,13440,Timeout,True
73,35,0,13440,Timeout,True
74,75,0,13440,Timeout,True
75,1326,5,11584,Target_Reached,True
76,35,0,13440,Timeout,True
77,185,0,13440,Timeout,True
78,115,0,13440,Timeout,False
79,35,0,13440,Timeout,True
80,35,0,13440,Timeout,False
81,35,0,13440,Timeout,False
82,35,0,13440,Timeout,False
83,35,0,13440,Timeout,True
84,115,0,13440,Timeout,False
85,335,2,13440,Timeout,True
86,35,0,13440,Timeout,False
87,-4,0,13440,Timeout,False
88,75,0,13440,Timeout,False
89,75,0,13440,Timeout,True
90,185,1,13440,Timeout,True
91,185,1,13440,Timeout,False
92,35,0,13440,Timeout,True
93,35,0,13440,Timeout,False
94,185,1,13440,Timeout,False
95,115,0,13440,Timeout,True
96,75,0,13440,Timeout,False
97,35,0,13440,Timeout,False
98,35,0,13440,Timeout,True
99,-4,0,13440,Timeout,False
100,35,0,13440,Timeout,False
101,635,0,13440,Timeout,False
102,335,2,13440,Timeout,True
103,485,3,13440,Timeout,True
104,35,0,13440,Timeout,True
105,-4,0,13440,Timeout,True
106,-4,0,13440,Timeout,False
107,75,0,13440,Timeout,False
108,35,0,13440,Timeout,True
109,-4,0,13440,Timeout,False
110,-4,0,13440,Timeout,False
111,-4,0,13440,Timeout,True
112,35,0,13440,Timeout,True
113,35,0,13440,Timeout,True
114,335,0,13440,Timeout,False
115,305,0,13440,Timeout,False
116,-4,0,13440,Timeout,False
117,75,0,13440,Timeout,True
118,35,0,13440,Timeout,True
119,35,0,13440,Timeout,True
120,185,0,13440,Timeout,False
121,1286,5,12256,Target_Reached,True
122,35,0,13440,Timeout,False
123,-4,0,13440,Timeout,False
124,35,0,13440,Timeout,False
125,-4,0,13440,Timeout,False
126,35,0,13440,Timeout,False
127,115,0,13440,Timeout,False
128,-4,0,13440,Timeout,False
129,155,0,13440,Timeout,False
130,-4,0,13440,Timeout,True
131,375,2,13440,Timeout,False
132,485,0,13440,Timeout,False
133,35,0,13440,Timeout,True
134,50,0,13440,Timeout,True
135,265,0,13440,Timeout,True
136,635,4,13440,Timeout,True
137,-4,0,13440,Timeout,False
138,335,2,13440,Timeout,True
139,1285,5,13056,Target_Reached,False
140,-4,0,13440,Timeout,True
141,1285,5,13056,Target_Reached,False
142,-4,0,13440,Timeout,False
143,75,0,13440,Timeout,False
144,-4,0,13440,Timeout,True
145,90,0,13440,Timeout,False
146,35,0,13440,Timeout,True
147,-4,0,13440,Timeout,False
148,335,2,13440,Timeout,True
149,185,1,13440,Timeout,True
150,35,0,13440,Timeout,True
151,-4,0,13440,Timeout,True
152,-4,0,13440,Timeout,False
153,265,1,13440,Timeout,False
154,-4,0,13440,Timeout,True
155,115,0,13440,Timeout,False
156,-4,0,13440,Timeout,True
157,-4,0,13440,Timeout,False
158,-4,0,13440,Timeout,True
159,185,0,13440,Timeout,False
160,35,0,13440,Timeout,True
161,335,0,13440,Timeout,False
162,35,0,13440,Timeout,False
163,35,0,13440,Timeout,True
164,-4,0,13440,Timeout,True
165,115,0,13440,Timeout,False
166,75,0,13440,Timeout,False
167,-4,0,13440,Timeout,False
168,-4,0,13440,Timeout,False
169,-4,0,13440,Timeout,True
170,35,0,13440,Timeout,True
171,35,0,13440,Timeout,False
172,35,0,13440,Timeout,True
173,35,0,13440,Timeout,False
174,265,0,13440,Timeout,True
175,75,0,13440,Timeout,False
176,-4,0,13440,Timeout,False
177,-4,0,13440,Timeout,False
178,35,0,13440,Timeout,False
179,185,0,13440,Timeout,True
180,415,2,13440,Timeout,True
181,195,0,13440,Timeout,False
182,525,0,13440,Timeout,False
183,35,0,13440,Timeout,True
184,75,0,13440,Timeout,False
185,225,0,13440,Timeout,False
186,-4,0,13440,Timeout,True
187,-4,0,13440,Timeout,False
188,-4,0,13440,Timeout,False
189,-4,0,13440,Timeout,False
190,35,0,13440,Timeout,False
191,75,0,13440,Timeout,True
192,35,0,13440,Timeout,True
193,35,0,13440,Timeout,True
194,335,2,13440,Timeout,False
195,375,0,13440,Timeout,True
196,75,0,13440,Timeout,False
197,335,0,13440,Timeout,False
198,35,0,13440,Timeout,True
199,75,0,13440,Timeout,False
200,185,1,13440,Timeout,True
