Episode,Epsilon,Total_Reward,Barracks,TechLabs,Marauders,End_Loop,Reason,Is_Bottom_Right
1,1.000,0,0,0,0,20160,Done,False
2,0.999,0,0,0,0,20160,Done,False
3,0.998,0,0,0,0,20160,Done,False
4,0.997,0,0,0,0,20160,Done,False
5,0.996,0,0,0,0,20160,Done,False
6,0.995,0,0,0,0,20160,Done,False
7,0.994,0,0,0,0,20160,Done,False
8,0.993,0,0,0,0,20160,Done,False
9,0.992,0,0,0,0,20160,Done,False
10,0.991,0,0,0,0,20160,Done,False
11,0.990,0,0,0,0,20160,Done,False
12,0.989,0,0,0,0,20160,Done,False
13,0.988,0,0,0,0,20160,Done,False
14,0.987,0,0,0,0,20160,Done,False
15,0.986,0,0,0,0,20160,Done,False
16,0.985,0,0,0,0,20160,Done,False
17,0.984,0,0,0,0,20160,Done,False
18,0.983,0,0,0,0,20160,Done,False
19,0.982,0,0,0,0,20160,Done,False
20,0.981,0,0,0,0,20160,Done,False
21,0.980,0,0,0,0,20160,Done,False
22,0.979,0,0,0,0,20160,Done,False
23,0.978,0,0,0,0,20160,Done,False
24,0.977,0,0,0,0,20160,Done,False
25,0.976,0,0,0,0,20160,Done,False
26,0.975,0,0,0,0,20160,Done,False
27,0.974,0,0,0,0,20160,Done,False
28,0.973,0,0,0,0,20160,Done,False
29,0.972,0,0,0,0,20160,Done,False
30,0.971,0,0,0,0,20160,Done,False
31,0.970,0,0,0,0,20160,Done,False
32,0.969,0,0,0,0,20160,Done,False
33,0.968,0,0,0,0,20160,Done,False
34,0.968,0,0,0,0,20160,Done,False
35,0.967,0,0,0,0,17440,Done,False
36,0.966,0,0,0,0,20160,Done,False
37,0.965,0,0,0,0,15744,Done,False
38,0.964,0,0,0,0,20160,Done,False
39,0.963,0,0,0,0,20160,Done,False
40,0.962,0,0,0,0,20160,Done,False
41,0.961,0,0,0,0,20160,Done,False
42,0.960,0,0,0,0,20160,Done,False
43,0.959,0,0,0,0,20160,Done,False
44,0.958,0,0,0,0,20160,Done,False
45,0.957,0,0,0,0,20160,Done,False
46,0.956,0,0,0,0,20160,Done,False
47,0.955,0,0,0,0,20160,Done,False
48,0.954,0,0,0,0,20160,Done,False
49,0.953,0,0,0,0,20160,Done,False
50,0.952,0,0,0,0,20160,Done,False
51,0.951,0,0,0,0,20160,Done,False
52,0.950,0,0,0,0,20160,Done,False
53,0.949,0,0,0,0,20160,Done,False
54,0.948,0,0,0,0,20160,Done,False
55,0.947,0,0,0,0,20160,Done,False
56,0.946,0,0,0,0,20160,Done,False
57,0.946,0,0,0,0,20160,Done,False
58,0.945,0,0,0,0,20160,Done,False
59,0.944,0,0,0,0,20160,Done,False
60,0.943,0,0,0,0,20160,Done,False
61,0.942,0,0,0,0,20160,Done,False
62,0.941,0,0,0,0,20160,Done,False
63,0.940,0,0,0,0,20160,Done,False
64,0.939,0,0,0,0,20160,Done,False
65,0.938,0,0,0,0,20160,Done,False
66,0.937,0,0,0,0,20160,Done,False
67,0.936,0,0,0,0,20160,Done,False
68,0.935,0,0,0,0,20160,Done,False
69,0.934,0,0,0,0,20160,Done,False
70,0.933,0,0,0,0,20160,Done,False
71,0.932,0,0,0,0,20160,Done,False
72,0.931,0,0,0,0,20160,Done,False
73,0.930,0,0,0,0,20160,Done,False
74,0.930,0,0,0,0,20160,Done,False
75,0.929,0,0,0,0,20160,Done,False
76,0.928,0,0,0,0,20160,Done,False
77,0.927,0,0,0,0,20160,Done,False
78,0.926,0,0,0,0,20160,Done,False
79,0.925,0,0,0,0,20160,Done,False
80,0.924,0,0,0,0,20160,Done,False
81,0.923,0,0,0,0,20160,Done,False
82,0.922,0,0,0,0,20160,Done,False
83,0.921,0,0,0,0,20160,Done,False
84,0.920,0,0,0,0,20160,Done,False
85,0.919,0,0,0,0,20160,Done,False
86,0.918,0,0,0,0,20160,Done,False
87,0.918,0,0,0,0,11376,Done,False
88,0.917,0,0,0,0,20160,Done,False
89,0.916,0,0,0,0,20160,Done,False
90,0.915,0,0,0,0,20160,Done,False
91,0.914,0,0,0,0,20160,Done,False
92,0.913,0,0,0,0,20160,Done,False
93,0.912,0,0,0,0,20160,Done,False
94,0.911,0,0,0,0,20160,Done,False
95,0.910,0,0,0,0,20160,Done,False
96,0.909,0,0,0,0,20160,Done,False
97,0.908,0,0,0,0,20160,Done,False
98,0.908,0,0,0,0,20160,Done,False
99,0.907,0,0,0,0,20160,Done,False
100,0.906,0,0,0,0,20160,Done,False
101,0.905,0,0,0,0,20160,Done,False
102,0.904,0,0,0,0,20160,Done,False
103,0.903,0,0,0,0,20160,Done,False
104,0.902,0,0,0,0,20160,Done,False
105,0.901,0,0,0,0,20160,Done,False
106,0.900,0,0,0,0,20160,Done,False
107,0.899,0,0,0,0,20160,Done,False
108,0.898,0,0,0,0,20160,Done,False
109,0.898,0,0,0,0,20160,Done,False
110,0.897,0,0,0,0,20160,Done,False
111,0.896,0,0,0,0,20160,Done,False
112,0.895,0,0,0,0,20160,Done,False
113,0.894,0,0,0,0,20160,Done,False
114,0.893,0,0,0,0,20160,Done,False
115,0.892,0,0,0,0,20160,Done,False
116,0.891,0,0,0,0,16240,Done,False
117,0.890,0,0,0,0,20160,Done,False
118,0.890,0,0,0,0,20160,Done,False
119,0.889,0,0,0,0,20160,Done,False
120,0.888,0,0,0,0,20160,Done,False
121,0.887,0,0,0,0,20160,Done,False
122,0.886,0,0,0,0,20160,Done,False
123,0.885,0,0,0,0,20160,Done,False
124,0.884,0,0,0,0,20160,Done,False
125,0.883,0,0,0,0,20160,Done,False
126,0.882,0,0,0,0,20160,Done,False
127,0.882,0,0,0,0,20160,Done,False
128,0.881,0,0,0,0,20160,Done,False
129,0.880,0,0,0,0,20160,Done,False
130,0.879,0,0,0,0,20160,Done,False
131,0.878,0,0,0,0,20160,Done,False
132,0.877,0,0,0,0,20160,Done,False
133,0.876,0,0,0,0,20160,Done,False
134,0.875,0,0,0,0,20160,Done,False
135,0.875,0,0,0,0,20160,Done,False
136,0.874,0,0,0,0,20160,Done,False
137,0.873,0,0,0,0,20160,Done,False
138,0.872,0,0,0,0,20160,Done,False
139,0.871,0,0,0,0,20160,Done,False
140,0.870,0,0,0,0,20160,Done,False
141,0.869,0,0,0,0,20160,Done,False
142,0.868,0,0,0,0,20160,Done,False
143,0.868,0,0,0,0,20160,Done,False
144,0.867,0,0,0,0,20160,Done,False
145,0.866,0,0,0,0,20160,Done,False
146,0.865,0,0,0,0,20160,Done,False
147,0.864,0,0,0,0,20160,Done,False
148,0.863,0,0,0,0,20160,Done,False
149,0.862,0,0,0,0,20160,Done,False
150,0.862,0,0,0,0,20160,Done,False
151,0.861,0,0,0,0,20160,Done,False
152,0.860,0,0,0,0,20160,Done,False
153,0.859,0,0,0,0,20160,Done,False
154,0.858,0,0,0,0,20160,Done,False
155,0.857,0,0,0,0,20160,Done,False
156,0.856,0,0,0,0,20160,Done,False
157,0.855,0,0,0,0,20160,Done,False
158,0.855,0,0,0,0,20160,Done,False
159,0.854,0,0,0,0,20160,Done,False
160,0.853,0,0,0,0,20160,Done,False
161,0.852,0,0,0,0,20160,Done,False
162,0.851,0,0,0,0,20160,Done,False
163,0.850,0,0,0,0,20160,Done,False
164,0.850,0,0,0,0,20160,Done,False
165,0.849,0,0,0,0,20160,Done,False
166,0.848,0,0,0,0,20160,Done,False
167,0.847,0,0,0,0,20160,Done,False
168,0.846,0,0,0,0,20160,Done,False
169,0.845,0,0,0,0,20160,Done,False
170,0.844,0,0,0,0,20160,Done,False
171,0.844,0,0,0,0,20160,Done,False
172,0.843,0,0,0,0,20160,Done,False
173,0.842,0,0,0,0,20160,Done,False
174,0.841,0,0,0,0,20160,Done,False
175,0.840,0,0,0,0,20160,Done,False
176,0.839,0,0,0,0,20160,Done,False
177,0.839,0,0,0,0,20160,Done,False
178,0.838,0,0,0,0,20160,Done,False
179,0.837,0,0,0,0,20160,Done,False
180,0.836,0,0,0,0,17584,Done,False
181,0.835,0,0,0,0,20160,Done,False
182,0.834,0,0,0,0,20160,Done,False
183,0.834,0,0,0,0,20160,Done,False
184,0.833,0,0,0,0,20160,Done,False
185,0.832,0,0,0,0,20160,Done,False
186,0.831,0,0,0,0,20160,Done,False
187,0.830,0,0,0,0,20160,Done,False
188,0.829,0,0,0,0,20160,Done,False
189,0.829,0,0,0,0,20160,Done,False
190,0.828,0,0,0,0,20160,Done,False
191,0.827,0,0,0,0,20160,Done,False
192,0.826,0,0,0,0,20160,Done,False
193,0.825,0,0,0,0,20160,Done,False
194,0.824,0,0,0,0,20160,Done,False
195,0.824,0,0,0,0,20160,Done,False
196,0.823,0,0,0,0,20160,Done,False
197,0.822,0,0,0,0,20160,Done,False
198,0.821,0,0,0,0,20160,Done,False
199,0.820,0,0,0,0,20160,Done,False
200,0.819,0,0,0,0,20160,Done,False
201,0.819,0,0,0,0,20160,Done,False
202,0.818,0,0,0,0,20160,Done,False
203,0.817,0,0,0,0,20160,Done,False
204,0.816,0,0,0,0,20160,Done,False
205,0.815,0,0,0,0,20160,Done,False
206,0.815,0,0,0,0,20160,Done,False
207,0.814,0,0,0,0,20160,Done,False
208,0.813,0,0,0,0,20160,Done,False
209,0.812,0,0,0,0,20160,Done,False
210,0.811,0,0,0,0,20160,Done,False
211,0.810,0,0,0,0,20160,Done,False
212,0.810,0,0,0,0,20160,Done,False
213,0.809,0,0,0,0,20160,Done,False
214,0.808,0,0,0,0,20160,Done,False
215,0.807,0,0,0,0,20160,Done,False
216,0.806,0,0,0,0,20160,Done,False
217,0.806,0,0,0,0,20160,Done,False
218,0.805,0,0,0,0,20160,Done,False
219,0.804,0,0,0,0,20160,Done,False
220,0.803,0,0,0,0,20160,Done,False
221,0.802,0,0,0,0,20160,Done,False
222,0.802,0,0,0,0,20160,Done,False
223,0.801,0,0,0,0,20160,Done,False
224,0.800,0,0,0,0,20160,Done,False
225,0.799,0,0,0,0,20160,Done,False
226,0.798,0,0,0,0,20160,Done,False
227,0.798,0,0,0,0,20160,Done,False
228,0.797,0,0,0,0,20160,Done,False
229,0.796,0,0,0,0,20160,Done,False
230,0.795,0,0,0,0,20160,Done,False
231,0.794,0,0,0,0,20160,Done,False
