Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
346,75,0,13440,Timeout,True
347,35,0,13440,Timeout,True
348,-4,0,13440,Timeout,False
349,35,0,13440,Timeout,False
350,-4,0,13440,Timeout,False
351,185,0,13440,Timeout,False
352,415,2,13440,Timeout,True
353,75,0,13440,Timeout,True
354,185,1,13440,Timeout,True
355,185,0,13440,Timeout,False
356,185,0,13440,Timeout,True
357,485,3,13440,Timeout,True
358,185,0,13440,Timeout,False
359,75,0,13440,Timeout,False
360,35,0,13440,Timeout,True
361,485,3,13440,Timeout,True
362,35,0,13440,Timeout,False
363,635,0,13440,Timeout,True
364,335,2,13440,Timeout,True
365,75,0,13440,Timeout,False
366,1286,5,11040,Target_Reached,False
367,185,1,13440,Timeout,True
368,35,0,13440,Timeout,False
369,485,3,13440,Timeout,True
370,75,0,13440,Timeout,True
371,485,3,13440,Timeout,True
372,35,0,13440,Timeout,True
373,525,3,13440,Timeout,False
374,35,0,13440,Timeout,True
375,75,0,13440,Timeout,True
376,335,2,13440,Timeout,True
377,335,2,13440,Timeout,False
378,335,2,13440,Timeout,True
379,265,0,13440,Timeout,True
380,75,0,13440,Timeout,True
381,35,0,13440,Timeout,False
382,185,1,13440,Timeout,True
383,35,0,13440,Timeout,False
384,35,0,13440,Timeout,False
385,265,0,13440,Timeout,False
386,35,0,13440,Timeout,False
387,185,1,13440,Timeout,True
388,225,1,13440,Timeout,True
389,485,3,13440,Timeout,True
390,-4,0,13440,Timeout,True
391,35,0,13440,Timeout,False
392,35,0,13440,Timeout,True
393,35,0,13440,Timeout,False
394,35,0,13440,Timeout,True
395,185,1,13440,Timeout,True
396,75,0,13440,Timeout,False
397,335,2,13440,Timeout,True
398,525,2,13440,Timeout,False
399,115,0,13440,Timeout,False
400,35,0,13440,Timeout,False
401,75,0,13440,Timeout,False
402,225,1,13440,Timeout,True
403,185,0,13440,Timeout,False
404,635,4,13440,Timeout,True
405,1286,5,12352,Target_Reached,True
406,185,1,13440,Timeout,False
407,35,0,13440,Timeout,True
408,35,0,13440,Timeout,True
409,485,3,13440,Timeout,False
410,35,0,13440,Timeout,False
411,35,0,13440,Timeout,False
412,35,0,13440,Timeout,True
413,185,0,13440,Timeout,False
414,225,0,13440,Timeout,False
415,415,2,13440,Timeout,True
416,35,0,13440,Timeout,True
417,335,0,13440,Timeout,False
418,485,3,13440,Timeout,True
419,35,0,13440,Timeout,False
420,35,0,13440,Timeout,False
421,185,0,13440,Timeout,False
422,185,1,13440,Timeout,True
423,-4,0,13440,Timeout,False
424,225,1,13440,Timeout,False
425,35,0,13440,Timeout,True
426,75,0,13440,Timeout,False
427,155,0,13440,Timeout,False
428,35,0,13440,Timeout,False
429,35,0,13440,Timeout,True
430,485,3,13440,Timeout,True
431,335,2,13440,Timeout,True
432,485,0,13440,Timeout,False
433,-4,0,13440,Timeout,False
434,185,1,13440,Timeout,True
435,335,2,13440,Timeout,True
436,185,1,13440,Timeout,False
437,-4,0,13440,Timeout,False
438,185,1,13440,Timeout,True
439,335,2,13440,Timeout,False
440,185,0,13440,Timeout,True
441,-4,0,13440,Timeout,False
442,185,1,13440,Timeout,True
443,1366,5,12064,Target_Reached,True
444,1286,5,10432,Target_Reached,False
445,35,0,13440,Timeout,False
446,335,0,13440,Timeout,False
447,185,0,13440,Timeout,False
448,185,0,13440,Timeout,False
449,335,0,13440,Timeout,False
450,35,0,13440,Timeout,True
451,335,2,13440,Timeout,True
452,35,0,13440,Timeout,True
453,-4,0,13440,Timeout,False
454,335,0,13440,Timeout,False
455,35,0,13440,Timeout,False
456,185,0,13440,Timeout,False
457,185,0,13440,Timeout,True
458,635,4,13440,Timeout,True
459,485,3,13440,Timeout,True
460,75,0,13440,Timeout,False
461,35,0,13440,Timeout,False
462,485,3,13440,Timeout,True
463,335,0,13440,Timeout,False
464,335,0,13440,Timeout,True
465,35,0,13440,Timeout,False
466,75,0,13440,Timeout,False
467,115,0,13440,Timeout,False
468,635,4,13440,Timeout,False
469,1286,5,10016,Target_Reached,False
470,35,0,13440,Timeout,False
471,265,1,13440,Timeout,True
472,35,0,13440,Timeout,False
473,1285,5,13376,Target_Reached,False
474,485,0,13440,Timeout,True
475,35,0,13440,Timeout,False
476,-4,0,13440,Timeout,False
477,-4,0,13440,Timeout,False
478,-4,0,13440,Timeout,False
479,565,3,13440,Timeout,True
480,335,2,13440,Timeout,True
481,35,0,13440,Timeout,False
482,35,0,13440,Timeout,False
483,35,0,13440,Timeout,True
484,415,0,13440,Timeout,False
485,35,0,13440,Timeout,True
486,485,3,13440,Timeout,False
487,35,0,13440,Timeout,True
488,-4,0,13440,Timeout,False
489,635,4,13440,Timeout,True
490,75,0,13440,Timeout,False
491,185,0,13440,Timeout,False
492,335,2,13440,Timeout,False
493,35,0,13440,Timeout,True
494,-4,0,13440,Timeout,False
495,-4,0,13440,Timeout,False
496,485,3,13440,Timeout,True
497,75,0,13440,Timeout,False
498,185,0,13440,Timeout,False
499,185,0,13440,Timeout,False
500,75,0,13440,Timeout,False
501,1326,5,11776,Target_Reached,True
502,485,3,13440,Timeout,True
503,-4,0,13440,Timeout,True
504,115,0,13440,Timeout,False
505,185,1,13440,Timeout,True
506,1286,5,10304,Target_Reached,False
507,35,0,13440,Timeout,False
508,225,0,13440,Timeout,False
509,75,0,13440,Timeout,False
510,35,0,13440,Timeout,False
511,35,0,13440,Timeout,False
512,35,0,13440,Timeout,True
513,335,0,13440,Timeout,False
514,185,1,13440,Timeout,True
515,35,0,13440,Timeout,False
516,35,0,13440,Timeout,True
517,485,3,13440,Timeout,True
518,35,0,13440,Timeout,False
519,35,0,13440,Timeout,True
520,335,2,13440,Timeout,True
521,335,2,13440,Timeout,True
522,35,0,13440,Timeout,True
523,335,0,13440,Timeout,False
524,35,0,13440,Timeout,True
525,185,1,13440,Timeout,True
526,-4,0,13440,Timeout,False
527,675,4,13440,Timeout,True
528,415,2,13440,Timeout,False
529,185,0,13440,Timeout,False
530,-4,0,13440,Timeout,False
531,335,2,13440,Timeout,True
532,335,2,13440,Timeout,True
533,75,0,13440,Timeout,False
534,185,1,13440,Timeout,True
535,185,1,13440,Timeout,True
536,-4,0,13440,Timeout,False
537,35,0,13440,Timeout,True
538,185,1,13440,Timeout,True
539,635,0,13440,Timeout,False
540,75,0,13440,Timeout,False
541,335,2,13440,Timeout,False
542,130,0,13440,Timeout,True
543,185,1,13440,Timeout,False
544,75,0,13440,Timeout,False
545,-4,0,13440,Timeout,False
546,35,0,13440,Timeout,True
547,485,3,13440,Timeout,True
548,115,0,13440,Timeout,False
549,75,0,13440,Timeout,False
550,-4,0,13440,Timeout,False
551,335,0,13440,Timeout,True
552,185,1,13440,Timeout,True
553,35,0,13440,Timeout,False
554,335,0,13440,Timeout,False
555,185,1,13440,Timeout,False
556,485,3,13440,Timeout,True
557,-4,0,13440,Timeout,False
558,-4,0,13440,Timeout,False
559,-4,0,13440,Timeout,True
560,-4,0,13440,Timeout,True
561,335,2,13440,Timeout,True
562,35,0,13440,Timeout,True
563,455,0,13440,Timeout,False
564,485,0,13440,Timeout,False
565,35,0,13440,Timeout,True
566,35,0,13440,Timeout,False
567,485,0,13440,Timeout,True
568,335,2,13440,Timeout,True
569,185,1,13440,Timeout,True
570,75,0,13440,Timeout,False
571,185,1,13440,Timeout,True
572,75,0,13440,Timeout,False
573,-4,0,13440,Timeout,False
574,185,0,13440,Timeout,True
575,335,0,13440,Timeout,True
576,635,4,13440,Timeout,True
577,185,0,13440,Timeout,False
578,335,2,13440,Timeout,False
579,335,0,13440,Timeout,False
580,335,2,13440,Timeout,False
581,35,0,13440,Timeout,True
582,-4,0,13440,Timeout,False
583,75,0,13440,Timeout,False
584,185,1,13440,Timeout,True
585,185,1,13440,Timeout,True
586,35,0,13440,Timeout,True
587,335,2,13440,Timeout,True
588,75,0,13440,Timeout,False
589,185,0,13440,Timeout,False
590,265,1,13440,Timeout,True
591,75,0,13440,Timeout,False
592,115,0,13440,Timeout,False
593,375,2,13440,Timeout,True
594,115,0,13440,Timeout,False
595,35,0,13440,Timeout,False
596,35,0,13440,Timeout,False
597,-4,0,13440,Timeout,False
598,35,0,13440,Timeout,False
599,715,4,13440,Timeout,True
600,635,0,13440,Timeout,True
601,185,1,13440,Timeout,False
602,75,0,13440,Timeout,False
603,265,1,13440,Timeout,True
604,335,2,13440,Timeout,True
605,375,0,13440,Timeout,True
606,-4,0,13440,Timeout,False
607,35,0,13440,Timeout,False
608,185,0,13440,Timeout,True
609,35,0,13440,Timeout,False
610,185,0,13440,Timeout,False
611,485,0,13440,Timeout,True
612,265,1,13440,Timeout,False
613,185,1,13440,Timeout,False
614,1285,5,13248,Target_Reached,True
615,1285,5,13056,Target_Reached,True
616,-4,0,13440,Timeout,False
617,35,0,13440,Timeout,True
618,75,0,13440,Timeout,False
619,265,1,13440,Timeout,True
620,335,2,13440,Timeout,True
621,335,2,13440,Timeout,True
622,185,1,13440,Timeout,False
623,335,2,13440,Timeout,True
624,35,0,13440,Timeout,True
625,35,0,13440,Timeout,False
626,75,0,13440,Timeout,False
627,115,0,13440,Timeout,False
628,1366,5,12352,Target_Reached,True
629,35,0,13440,Timeout,True
630,265,1,13440,Timeout,True
631,225,1,13440,Timeout,False
632,-4,0,13440,Timeout,False
633,185,0,13440,Timeout,False
634,335,2,13440,Timeout,True
635,185,1,13440,Timeout,True
636,335,2,13440,Timeout,True
637,35,0,13440,Timeout,False
638,-4,0,13440,Timeout,False
639,1286,5,12640,Target_Reached,True
640,485,0,13440,Timeout,True
641,565,3,13440,Timeout,True
642,305,0,13440,Timeout,True
643,335,2,13440,Timeout,True
644,675,4,13440,Timeout,True
645,185,1,13440,Timeout,True
646,675,3,13440,Timeout,True
647,335,2,13440,Timeout,True
648,35,0,13440,Timeout,False
649,185,1,13440,Timeout,True
650,335,2,13440,Timeout,True
651,225,1,13440,Timeout,True
652,485,3,13440,Timeout,False
653,35,0,13440,Timeout,False
654,35,0,13440,Timeout,False
655,35,0,13440,Timeout,False
656,335,2,13440,Timeout,True
657,525,3,13440,Timeout,True
658,335,0,13440,Timeout,False
659,485,3,13440,Timeout,True
660,185,1,13440,Timeout,True
661,485,3,13440,Timeout,True
662,35,0,13440,Timeout,False
663,185,0,13440,Timeout,True
664,185,0,13440,Timeout,False
665,185,1,13440,Timeout,True
666,485,0,13440,Timeout,False
667,485,3,13440,Timeout,True
668,265,0,13440,Timeout,False
669,35,0,13440,Timeout,False
670,75,0,13440,Timeout,False
671,1287,5,9152,Target_Reached,False
672,265,1,13440,Timeout,True
673,635,4,13440,Timeout,False
674,335,2,13440,Timeout,True
675,35,0,13440,Timeout,False
676,1286,5,10592,Target_Reached,False
677,35,0,13440,Timeout,False
678,185,1,13440,Timeout,False
679,375,2,13440,Timeout,True
680,35,0,13440,Timeout,True
681,35,0,13440,Timeout,False
682,35,0,13440,Timeout,False
683,265,0,13440,Timeout,True
684,35,0,13440,Timeout,True
685,115,0,13440,Timeout,True
686,115,0,13440,Timeout,False
687,185,1,13440,Timeout,True
688,185,1,13440,Timeout,True
689,415,2,13440,Timeout,True
690,35,0,13440,Timeout,False
691,185,1,13440,Timeout,True
692,185,0,13440,Timeout,False
693,35,0,13440,Timeout,True
694,635,0,13440,Timeout,True
695,635,4,13440,Timeout,False
696,185,0,13440,Timeout,False
697,335,2,13440,Timeout,True
698,485,0,13440,Timeout,True
699,565,3,13440,Timeout,True
700,485,3,13440,Timeout,True
701,-4,0,13440,Timeout,False
702,335,2,13440,Timeout,True
703,75,0,13440,Timeout,False
704,185,1,13440,Timeout,True
705,635,4,13440,Timeout,False
706,185,1,13440,Timeout,False
707,35,0,13440,Timeout,False
708,35,0,13440,Timeout,False
709,185,1,13440,Timeout,True
710,-4,0,13440,Timeout,False
711,265,1,13440,Timeout,True
712,185,1,13440,Timeout,True
713,35,0,13440,Timeout,False
714,35,0,13440,Timeout,True
715,185,0,13440,Timeout,True
716,35,0,13440,Timeout,False
717,115,0,13440,Timeout,False
718,335,0,13440,Timeout,True
719,185,1,13440,Timeout,False
720,185,1,13440,Timeout,False
721,185,0,13440,Timeout,False
722,185,1,13440,Timeout,False
723,335,2,13440,Timeout,True
724,35,0,13440,Timeout,False
725,75,0,13440,Timeout,False
726,335,0,13440,Timeout,True
727,335,2,13440,Timeout,False
728,35,0,13440,Timeout,True
729,635,4,13440,Timeout,True
730,75,0,13440,Timeout,False
731,35,0,13440,Timeout,False
732,485,0,13440,Timeout,False
733,35,0,13440,Timeout,True
734,-4,0,13440,Timeout,False
735,115,0,13440,Timeout,True
736,-4,0,13440,Timeout,False
737,35,0,13440,Timeout,False
738,-4,0,13440,Timeout,False
739,335,2,13440,Timeout,True
740,-4,0,13440,Timeout,False
741,485,3,13440,Timeout,False
742,35,0,13440,Timeout,False
743,185,1,13440,Timeout,True
744,75,0,13440,Timeout,False
745,-4,0,13440,Timeout,False
746,1285,5,13088,Target_Reached,True
747,-4,0,13440,Timeout,False
748,335,2,13440,Timeout,False
749,485,3,13440,Timeout,True
750,265,1,13440,Timeout,True
751,335,2,13440,Timeout,True
752,415,2,13440,Timeout,True
753,-4,0,13440,Timeout,False
754,335,2,13440,Timeout,True
755,335,2,13440,Timeout,True
756,35,0,13440,Timeout,False
757,-4,0,13440,Timeout,False
758,75,0,13440,Timeout,False
759,335,2,13440,Timeout,True
760,335,1,13440,Timeout,False
761,-4,0,13440,Timeout,False
762,-4,0,13440,Timeout,True
763,225,1,13440,Timeout,False
764,115,0,13440,Timeout,False
765,115,0,13440,Timeout,False
766,35,0,13440,Timeout,True
767,185,0,13440,Timeout,False
768,35,0,13440,Timeout,False
769,75,0,13440,Timeout,True
770,415,2,13440,Timeout,False
771,335,0,13440,Timeout,True
772,525,3,13440,Timeout,True
773,35,0,13440,Timeout,False
774,35,0,13440,Timeout,False
775,335,2,13440,Timeout,True
776,335,2,13440,Timeout,True
777,335,2,13440,Timeout,True
778,75,0,13440,Timeout,True
779,335,2,13440,Timeout,True
780,35,0,13440,Timeout,False
781,-4,0,13440,Timeout,False
782,35,0,13440,Timeout,False
783,485,0,13440,Timeout,True
784,35,0,13440,Timeout,False
785,635,4,13440,Timeout,True
786,225,1,13440,Timeout,False
787,185,1,13440,Timeout,False
788,-4,0,13440,Timeout,False
789,35,0,13440,Timeout,False
790,35,0,13440,Timeout,True
791,75,0,13440,Timeout,False
792,335,2,13440,Timeout,True
793,35,0,13440,Timeout,False
794,485,3,13440,Timeout,True
795,185,1,13440,Timeout,True
796,-4,0,13440,Timeout,False
797,185,0,13440,Timeout,True
798,635,4,13440,Timeout,True
799,485,0,13440,Timeout,True
800,185,1,13440,Timeout,True
801,185,0,13440,Timeout,True
802,35,0,13440,Timeout,False
803,35,0,13440,Timeout,True
804,335,2,13440,Timeout,True
805,335,0,13440,Timeout,False
806,485,3,13440,Timeout,True
807,35,0,13440,Timeout,False
808,185,0,13440,Timeout,False
809,35,0,13440,Timeout,False
810,375,0,13440,Timeout,False
811,115,0,13440,Timeout,True
812,75,0,13440,Timeout,True
813,-4,0,13440,Timeout,False
814,635,0,13440,Timeout,True
815,635,4,13440,Timeout,True
816,265,1,13440,Timeout,True
817,335,0,13440,Timeout,True
818,485,3,13440,Timeout,True
819,335,2,13440,Timeout,False
820,335,0,13440,Timeout,True
821,185,1,13440,Timeout,True
822,335,2,13440,Timeout,False
823,35,0,13440,Timeout,False
824,115,0,13440,Timeout,False
825,335,0,13440,Timeout,True
826,675,4,13440,Timeout,True
827,185,1,13440,Timeout,True
828,75,0,13440,Timeout,False
829,1286,5,11232,Target_Reached,False
830,280,1,13440,Timeout,True
831,485,0,13440,Timeout,True
832,485,0,13440,Timeout,False
833,185,1,13440,Timeout,False
834,185,1,13440,Timeout,True
835,115,0,13440,Timeout,False
836,35,0,13440,Timeout,False
837,185,0,13440,Timeout,True
838,185,0,13440,Timeout,False
839,335,2,13440,Timeout,True
840,335,2,13440,Timeout,True
841,185,0,13440,Timeout,False
842,185,1,13440,Timeout,True
843,35,0,13440,Timeout,False
844,75,0,13440,Timeout,False
845,35,0,13440,Timeout,True
846,375,0,13440,Timeout,False
847,35,0,13440,Timeout,True
848,35,0,13440,Timeout,False
849,335,2,13440,Timeout,False
850,-4,0,13440,Timeout,False
851,225,1,13440,Timeout,False
852,335,2,13440,Timeout,False
853,485,3,13440,Timeout,True
854,35,0,13440,Timeout,True
855,265,1,13440,Timeout,True
856,225,1,13440,Timeout,True
857,35,0,13440,Timeout,True
858,185,0,13440,Timeout,False
859,35,0,13440,Timeout,True
860,485,0,13440,Timeout,False
861,675,0,13440,Timeout,False
