Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
1,115,0,13440,Timeout,True
2,35,0,13440,Timeout,False
3,75,0,13440,Timeout,False
4,335,0,13440,Timeout,False
5,-4,0,13440,Timeout,False
6,265,1,13440,Timeout,True
7,635,4,13440,Timeout,False
8,335,2,13440,Timeout,True
9,35,0,13440,Timeout,True
10,-4,0,13440,Timeout,False
11,-4,0,13440,Timeout,False
12,185,0,13440,Timeout,False
13,155,0,13440,Timeout,False
14,185,0,13440,Timeout,False
15,185,0,13440,Timeout,False
16,415,2,13440,Timeout,False
17,335,0,13440,Timeout,False
18,185,1,13440,Timeout,False
19,185,0,13440,Timeout,True
20,375,0,13440,Timeout,False
21,185,1,13440,Timeout,False
22,335,2,13440,Timeout,True
23,35,0,13440,Timeout,True
24,75,0,13440,Timeout,False
25,185,0,13440,Timeout,True
26,485,0,13440,Timeout,False
27,-4,0,13440,Timeout,False
28,35,0,13440,Timeout,True
29,565,3,13440,Timeout,True
30,35,0,13440,Timeout,True
31,115,0,13440,Timeout,False
32,-4,0,13440,Timeout,True
33,35,0,13440,Timeout,False
34,185,1,13440,Timeout,False
35,35,0,13440,Timeout,True
36,485,3,13440,Timeout,True
37,35,0,13440,Timeout,False
38,635,4,13440,Timeout,True
39,185,1,13440,Timeout,True
40,335,0,13440,Timeout,False
41,185,0,13440,Timeout,False
42,185,0,13440,Timeout,True
43,185,1,13440,Timeout,True
44,485,3,13440,Timeout,True
45,185,0,13440,Timeout,True
46,1285,5,12928,Target_Reached,True
47,75,0,13440,Timeout,True
48,35,0,13440,Timeout,False
49,1286,5,11264,Target_Reached,False
50,485,0,13440,Timeout,False
51,-4,0,13440,Timeout,False
52,335,0,13440,Timeout,False
53,35,0,13440,Timeout,True
54,185,1,13440,Timeout,True
55,635,4,13440,Timeout,False
56,335,0,13440,Timeout,False
57,185,0,13440,Timeout,False
58,185,1,13440,Timeout,True
59,35,0,13440,Timeout,False
60,155,0,13440,Timeout,False
61,35,0,13440,Timeout,False
62,335,2,13440,Timeout,False
63,485,2,13440,Timeout,True
64,35,0,13440,Timeout,False
65,185,1,13440,Timeout,True
66,35,0,13440,Timeout,False
67,35,0,13440,Timeout,True
68,115,0,13440,Timeout,False
69,35,0,13440,Timeout,False
70,35,0,13440,Timeout,True
71,225,0,13440,Timeout,True
72,35,0,13440,Timeout,False
73,35,0,13440,Timeout,False
74,185,1,13440,Timeout,False
75,335,0,13440,Timeout,True
76,35,0,13440,Timeout,False
77,265,1,13440,Timeout,True
78,35,0,13440,Timeout,True
79,35,0,13440,Timeout,False
80,635,4,13440,Timeout,True
81,185,1,13440,Timeout,False
82,35,0,13440,Timeout,True
83,335,2,13440,Timeout,True
84,35,0,13440,Timeout,False
85,335,2,13440,Timeout,True
86,485,3,13440,Timeout,True
87,185,1,13440,Timeout,True
88,635,4,13440,Timeout,False
89,35,0,13440,Timeout,True
90,35,0,13440,Timeout,True
91,35,0,13440,Timeout,True
92,185,0,13440,Timeout,True
93,185,1,13440,Timeout,False
94,35,0,13440,Timeout,True
95,185,1,13440,Timeout,True
96,35,0,13440,Timeout,False
97,185,1,13440,Timeout,True
98,35,0,13440,Timeout,True
99,635,0,13440,Timeout,False
100,75,0,13440,Timeout,False
101,335,0,13440,Timeout,True
102,185,0,13440,Timeout,False
103,185,1,13440,Timeout,False
104,185,1,13440,Timeout,False
105,35,0,13440,Timeout,True
106,185,1,13440,Timeout,True
107,185,1,13440,Timeout,True
108,335,0,13440,Timeout,False
109,185,0,13440,Timeout,False
110,335,0,13440,Timeout,False
111,185,0,13440,Timeout,True
112,185,1,13440,Timeout,False
113,35,0,13440,Timeout,False
114,35,0,13440,Timeout,False
115,335,2,13440,Timeout,False
116,35,0,13440,Timeout,False
117,185,1,13440,Timeout,True
118,-4,0,13440,Timeout,True
119,335,2,13440,Timeout,True
120,-4,0,13440,Timeout,False
121,115,0,13440,Timeout,True
122,185,1,13440,Timeout,True
123,115,0,13440,Timeout,False
124,-4,0,13440,Timeout,False
125,415,2,13440,Timeout,True
126,485,3,13440,Timeout,False
127,185,0,13440,Timeout,False
128,75,0,13440,Timeout,False
129,185,1,13440,Timeout,False
130,335,0,13440,Timeout,False
131,185,0,13440,Timeout,False
132,485,3,13440,Timeout,True
133,75,0,13440,Timeout,True
134,35,0,13440,Timeout,True
135,335,2,13440,Timeout,True
136,185,1,13440,Timeout,True
137,35,0,13440,Timeout,False
138,35,0,13440,Timeout,False
139,335,2,13440,Timeout,True
140,335,2,13440,Timeout,True
141,115,0,13440,Timeout,False
142,335,2,13440,Timeout,True
143,35,0,13440,Timeout,True
144,485,3,13440,Timeout,True
145,-4,0,13440,Timeout,False
146,-4,0,13440,Timeout,False
147,185,1,13440,Timeout,True
148,35,0,13440,Timeout,True
149,35,0,13440,Timeout,True
150,335,2,13440,Timeout,True
151,485,3,13440,Timeout,True
152,635,4,13440,Timeout,True
153,185,0,13440,Timeout,False
154,115,0,13440,Timeout,False
155,225,1,13440,Timeout,False
156,75,0,13440,Timeout,True
157,75,0,13440,Timeout,False
158,335,1,13440,Timeout,False
159,75,0,13440,Timeout,False
160,335,2,13440,Timeout,True
161,185,0,13440,Timeout,False
162,375,2,13440,Timeout,True
163,185,1,13440,Timeout,True
164,35,0,13440,Timeout,False
165,225,0,13440,Timeout,False
166,265,1,13440,Timeout,True
167,185,0,13440,Timeout,True
168,485,3,13440,Timeout,True
169,565,1,13440,Timeout,False
170,335,0,13440,Timeout,False
171,185,1,13440,Timeout,True
172,35,0,13440,Timeout,False
173,35,0,13440,Timeout,True
174,335,2,13440,Timeout,True
175,485,3,13440,Timeout,False
176,335,2,13440,Timeout,True
177,415,2,13440,Timeout,True
178,335,0,13440,Timeout,True
179,75,0,13440,Timeout,True
180,185,0,13440,Timeout,True
181,185,1,13440,Timeout,True
182,-4,0,13440,Timeout,False
183,485,0,13440,Timeout,False
184,-4,0,13440,Timeout,False
185,75,0,13440,Timeout,False
186,225,0,13440,Timeout,True
187,485,3,13440,Timeout,True
188,185,1,13440,Timeout,True
189,35,0,13440,Timeout,True
190,485,3,13440,Timeout,True
191,265,0,13440,Timeout,True
192,675,3,13440,Timeout,True
193,75,0,13440,Timeout,False
194,715,3,13440,Timeout,True
195,75,0,13440,Timeout,True
196,1286,5,12000,Target_Reached,False
197,225,0,13440,Timeout,False
198,185,0,13440,Timeout,False
199,-4,0,13440,Timeout,False
200,35,0,13440,Timeout,False
201,335,2,13440,Timeout,True
202,-4,0,13440,Timeout,False
203,335,0,13440,Timeout,False
204,375,2,13440,Timeout,True
205,485,3,13440,Timeout,True
206,35,0,13440,Timeout,False
207,1285,5,13184,Target_Reached,False
208,335,0,13440,Timeout,False
209,1286,5,11040,Target_Reached,False
210,375,0,13440,Timeout,False
211,75,0,13440,Timeout,False
212,335,2,13440,Timeout,True
213,635,4,13440,Timeout,False
214,265,1,13440,Timeout,True
215,185,0,13440,Timeout,True
216,485,3,13440,Timeout,True
217,335,0,13440,Timeout,False
218,185,1,13440,Timeout,False
219,415,0,13440,Timeout,False
220,185,1,13440,Timeout,True
221,-4,0,13440,Timeout,False
222,185,0,13440,Timeout,True
223,185,0,13440,Timeout,False
224,35,0,13440,Timeout,False
225,525,3,13440,Timeout,True
226,185,0,13440,Timeout,False
227,75,0,13440,Timeout,False
228,35,0,13440,Timeout,True
229,635,4,13440,Timeout,True
230,185,1,13440,Timeout,True
231,35,0,13440,Timeout,True
232,-4,0,13440,Timeout,False
233,35,0,13440,Timeout,False
234,375,0,13440,Timeout,False
235,265,1,13440,Timeout,True
236,35,0,13440,Timeout,False
237,185,0,13440,Timeout,False
238,115,0,13440,Timeout,False
239,35,0,13440,Timeout,True
240,335,2,13440,Timeout,True
241,35,0,13440,Timeout,True
242,185,0,13440,Timeout,False
243,185,0,13440,Timeout,False
244,485,0,13440,Timeout,False
245,635,0,13440,Timeout,False
246,185,1,13440,Timeout,True
247,335,0,13440,Timeout,True
248,35,0,13440,Timeout,False
249,415,2,13440,Timeout,True
250,335,2,13440,Timeout,True
251,35,0,13440,Timeout,True
252,115,0,13440,Timeout,False
253,265,1,13440,Timeout,True
254,35,0,13440,Timeout,True
255,185,1,13440,Timeout,False
256,415,0,13440,Timeout,True
257,35,0,13440,Timeout,False
258,635,0,13440,Timeout,False
259,185,0,13440,Timeout,False
260,335,2,13440,Timeout,True
261,335,2,13440,Timeout,True
262,-4,0,13440,Timeout,False
263,335,2,13440,Timeout,True
264,-4,0,13440,Timeout,False
265,1066,5,11712,Target_Reached,True
266,-4,0,13440,Timeout,False
267,335,2,13440,Timeout,True
268,265,1,13440,Timeout,True
269,455,2,13440,Timeout,False
270,415,0,13440,Timeout,True
271,75,0,13440,Timeout,False
272,35,0,13440,Timeout,True
273,335,0,13440,Timeout,False
274,485,3,13440,Timeout,False
275,185,1,13440,Timeout,True
276,335,2,13440,Timeout,False
277,225,0,13440,Timeout,False
278,1286,5,10944,Target_Reached,False
279,185,1,13440,Timeout,False
280,-4,0,13440,Timeout,False
281,635,4,13440,Timeout,False
282,225,1,13440,Timeout,False
283,335,0,13440,Timeout,False
284,35,0,13440,Timeout,True
285,525,3,13440,Timeout,True
286,75,0,13440,Timeout,False
287,185,0,13440,Timeout,True
288,35,0,13440,Timeout,True
289,75,0,13440,Timeout,True
290,225,0,13440,Timeout,False
291,185,1,13440,Timeout,True
292,185,1,13440,Timeout,True
293,305,0,13440,Timeout,False
294,35,0,13440,Timeout,False
295,225,0,13440,Timeout,True
296,75,0,13440,Timeout,True
297,635,4,13440,Timeout,True
298,375,2,13440,Timeout,True
299,35,0,13440,Timeout,False
300,185,1,13440,Timeout,False
301,335,2,13440,Timeout,True
302,335,2,13440,Timeout,True
303,335,0,13440,Timeout,False
304,35,0,13440,Timeout,True
305,185,1,13440,Timeout,False
306,485,3,13440,Timeout,True
307,335,2,13440,Timeout,True
308,35,0,13440,Timeout,False
309,265,0,13440,Timeout,False
310,335,0,13440,Timeout,True
311,35,0,13440,Timeout,False
312,525,1,13440,Timeout,False
313,35,0,13440,Timeout,True
314,335,2,13440,Timeout,True
315,35,0,13440,Timeout,False
316,335,0,13440,Timeout,False
317,115,0,13440,Timeout,False
318,225,0,13440,Timeout,True
319,75,0,13440,Timeout,False
320,35,0,13440,Timeout,True
321,185,1,13440,Timeout,False
322,485,3,13440,Timeout,True
323,635,4,13440,Timeout,True
324,185,1,13440,Timeout,True
325,115,0,13440,Timeout,True
326,185,0,13440,Timeout,False
327,35,0,13440,Timeout,True
328,485,0,13440,Timeout,False
329,185,1,13440,Timeout,True
330,185,1,13440,Timeout,True
331,485,3,13440,Timeout,True
332,185,0,13440,Timeout,True
333,335,2,13440,Timeout,True
334,155,0,13440,Timeout,False
335,185,1,13440,Timeout,False
336,225,0,13440,Timeout,False
337,35,0,13440,Timeout,False
338,635,4,13440,Timeout,True
339,335,2,13440,Timeout,True
340,-4,0,13440,Timeout,False
341,-4,0,13440,Timeout,False
342,565,3,13440,Timeout,True
343,185,0,13440,Timeout,False
344,35,0,13440,Timeout,False
345,335,0,13440,Timeout,True
