Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
1,335,2,13440,Timeout,True
2,225,1,13440,Timeout,True
3,335,0,13440,Timeout,False
4,75,0,13440,Timeout,False
5,635,4,13440,Timeout,True
6,115,0,13440,Timeout,True
7,185,0,13440,Timeout,False
8,35,0,13440,Timeout,False
9,-4,0,13440,Timeout,False
10,185,1,13440,Timeout,True
11,75,0,13440,Timeout,False
12,185,0,13440,Timeout,True
13,185,1,13440,Timeout,False
14,115,0,13440,Timeout,True
15,-4,0,13440,Timeout,False
16,185,1,13440,Timeout,False
17,35,0,13440,Timeout,True
18,-4,0,13440,Timeout,False
19,185,1,13440,Timeout,True
20,335,2,13440,Timeout,True
21,35,0,13440,Timeout,False
22,35,0,13440,Timeout,False
23,35,0,13440,Timeout,False
24,185,0,13440,Timeout,False
25,75,0,13440,Timeout,False
26,415,2,13440,Timeout,True
27,335,0,13440,Timeout,False
28,-4,0,13440,Timeout,False
29,715,0,13440,Timeout,False
30,-4,0,13440,Timeout,False
31,35,0,13440,Timeout,False
32,35,0,13440,Timeout,False
33,335,2,13440,Timeout,True
34,485,3,13440,Timeout,True
35,75,0,13440,Timeout,False
36,185,1,13440,Timeout,True
37,185,0,13440,Timeout,False
38,35,0,13440,Timeout,False
39,335,2,13440,Timeout,True
40,-4,0,13440,Timeout,False
41,225,1,13440,Timeout,True
42,265,1,13440,Timeout,True
43,350,2,13440,Timeout,True
44,635,4,13440,Timeout,True
45,375,2,13440,Timeout,True
46,-4,0,13440,Timeout,False
47,75,0,13440,Timeout,False
48,115,0,13440,Timeout,True
49,200,1,13440,Timeout,True
50,35,0,13440,Timeout,True
51,485,3,13440,Timeout,True
52,35,0,13440,Timeout,True
53,1285,5,12832,Target_Reached,True
54,485,0,13440,Timeout,False
55,485,0,13440,Timeout,False
56,485,3,13440,Timeout,True
57,185,1,13440,Timeout,True
58,35,0,13440,Timeout,False
59,485,3,13440,Timeout,False
60,335,0,13440,Timeout,True
61,335,2,13440,Timeout,True
62,375,2,13440,Timeout,True
63,335,0,13440,Timeout,False
64,1286,5,10688,Target_Reached,False
65,35,0,13440,Timeout,True
66,335,2,13440,Timeout,False
67,335,2,13440,Timeout,True
68,415,0,13440,Timeout,True
69,35,0,13440,Timeout,False
70,75,0,13440,Timeout,False
71,35,0,13440,Timeout,False
72,-4,0,13440,Timeout,False
73,35,0,13440,Timeout,True
74,635,4,13440,Timeout,True
75,335,2,13440,Timeout,True
76,35,0,13440,Timeout,True
77,185,1,13440,Timeout,True
78,485,0,13440,Timeout,True
79,-4,0,13440,Timeout,True
80,485,0,13440,Timeout,True
81,225,0,13440,Timeout,False
82,185,1,13440,Timeout,True
83,75,0,13440,Timeout,False
84,35,0,13440,Timeout,False
85,35,0,13440,Timeout,True
86,-4,0,13440,Timeout,False
87,-4,0,13440,Timeout,False
88,35,0,13440,Timeout,False
89,265,0,13440,Timeout,False
90,335,0,13440,Timeout,False
91,185,1,13440,Timeout,True
92,35,0,13440,Timeout,True
93,35,0,13440,Timeout,True
94,185,1,13440,Timeout,True
95,265,0,13440,Timeout,False
96,185,1,13440,Timeout,True
97,35,0,13440,Timeout,True
98,635,4,13440,Timeout,True
99,115,0,13440,Timeout,True
100,35,0,13440,Timeout,False
101,335,2,13440,Timeout,True
102,35,0,13440,Timeout,False
103,335,2,13440,Timeout,False
104,-4,0,13440,Timeout,False
105,335,2,13440,Timeout,False
106,35,0,13440,Timeout,False
107,265,1,13440,Timeout,True
108,155,0,13440,Timeout,False
109,115,0,13440,Timeout,True
