Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
1,35,0,13440,Timeout,False
2,185,1,13440,Timeout,True
3,335,0,13440,Timeout,False
4,-4,0,13440,Timeout,False
5,35,0,13440,Timeout,False
6,-4,0,13440,Timeout,True
7,35,0,13440,Timeout,True
8,185,1,13440,Timeout,False
9,35,0,13440,Timeout,False
10,635,4,13440,Timeout,False
11,635,4,13440,Timeout,True
12,375,0,13440,Timeout,False
13,35,0,13440,Timeout,False
14,305,1,13440,Timeout,True
15,35,0,13440,Timeout,False
16,185,1,13440,Timeout,True
17,225,1,13440,Timeout,True
18,485,3,13440,Timeout,True
19,-4,0,13440,Timeout,True
20,485,3,13440,Timeout,False
21,185,0,13440,Timeout,False
22,185,1,13440,Timeout,True
23,185,0,13440,Timeout,False
24,-4,0,13440,Timeout,False
25,75,0,13440,Timeout,False
26,35,0,13440,Timeout,False
27,35,0,13440,Timeout,True
28,35,0,13440,Timeout,True
29,115,0,13440,Timeout,True
30,35,0,13440,Timeout,True
31,185,0,13440,Timeout,True
32,35,0,13440,Timeout,False
33,635,4,13440,Timeout,True
34,185,0,13440,Timeout,True
35,35,0,13440,Timeout,False
36,115,0,13440,Timeout,True
37,35,0,13440,Timeout,False
38,185,1,13440,Timeout,False
39,35,0,13440,Timeout,True
40,35,0,13440,Timeout,True
41,335,0,13440,Timeout,True
42,225,0,13440,Timeout,False
43,-4,0,13440,Timeout,False
44,35,0,13440,Timeout,True
45,185,0,13440,Timeout,False
46,35,0,13440,Timeout,False
47,35,0,13440,Timeout,False
48,185,0,13440,Timeout,False
49,75,0,13440,Timeout,False
50,-4,0,13440,Timeout,False
51,185,0,13440,Timeout,False
52,-4,0,13440,Timeout,False
53,115,0,13440,Timeout,False
54,-4,0,13440,Timeout,False
55,225,0,13440,Timeout,True
56,35,0,13440,Timeout,True
57,35,0,13440,Timeout,True
58,185,1,13440,Timeout,False
59,35,0,13440,Timeout,False
60,35,0,13440,Timeout,True
61,185,0,13440,Timeout,True
62,35,0,13440,Timeout,False
63,185,0,13440,Timeout,False
64,35,0,13440,Timeout,False
65,485,3,13440,Timeout,True
66,35,0,13440,Timeout,False
67,75,0,13440,Timeout,True
68,-4,0,13440,Timeout,True
69,335,1,13440,Timeout,False
70,-4,0,13440,Timeout,False
71,75,0,13440,Timeout,True
72,375,2,13440,Timeout,True
73,75,0,13440,Timeout,True
74,-4,0,13440,Timeout,True
75,185,0,13440,Timeout,False
76,635,4,13440,Timeout,True
77,185,1,13440,Timeout,True
78,35,0,13440,Timeout,True
79,75,0,13440,Timeout,True
80,35,0,13440,Timeout,False
81,335,0,13440,Timeout,False
82,-4,0,13440,Timeout,False
83,1137,5,8576,Target_Reached,False
84,-4,0,13440,Timeout,True
85,185,0,13440,Timeout,True
86,35,0,13440,Timeout,False
87,35,0,13440,Timeout,False
88,-4,0,13440,Timeout,False
89,1286,5,10176,Target_Reached,True
90,335,0,13440,Timeout,False
91,265,0,13440,Timeout,True
92,35,0,13440,Timeout,True
93,35,0,13440,Timeout,False
94,35,0,13440,Timeout,False
95,485,3,13440,Timeout,True
96,35,0,13440,Timeout,True
97,-4,0,13440,Timeout,True
98,75,0,13440,Timeout,False
99,35,0,13440,Timeout,False
100,35,0,13440,Timeout,True
101,185,1,13440,Timeout,True
102,185,0,13440,Timeout,False
103,35,0,13440,Timeout,False
104,35,0,13440,Timeout,False
105,35,0,13440,Timeout,False
106,35,0,13440,Timeout,True
107,75,0,13440,Timeout,True
108,-4,0,13440,Timeout,False
109,185,1,13440,Timeout,True
110,35,0,13440,Timeout,False
111,185,1,13440,Timeout,False
112,75,0,13440,Timeout,False
113,335,0,13440,Timeout,True
114,185,1,13440,Timeout,False
115,-4,0,13440,Timeout,False
116,635,4,13440,Timeout,True
117,-4,0,13440,Timeout,False
118,75,0,13440,Timeout,False
119,155,0,13440,Timeout,False
120,35,0,13440,Timeout,True
121,75,0,13440,Timeout,True
122,335,2,13440,Timeout,True
123,75,0,13440,Timeout,True
124,485,0,13440,Timeout,True
125,35,0,13440,Timeout,False
126,1286,5,11264,Target_Reached,True
127,185,0,13440,Timeout,True
128,185,0,13440,Timeout,False
129,185,0,13440,Timeout,False
130,-4,0,13440,Timeout,False
131,35,0,13440,Timeout,True
132,35,0,13440,Timeout,True
133,-4,0,13440,Timeout,False
134,75,0,13440,Timeout,False
135,35,0,13440,Timeout,False
136,485,3,13440,Timeout,False
137,35,0,13440,Timeout,True
138,-4,0,13440,Timeout,False
139,35,0,13440,Timeout,True
140,35,0,13440,Timeout,True
141,-4,0,13440,Timeout,True
142,-4,0,13440,Timeout,False
143,-4,0,13440,Timeout,False
144,-4,0,13440,Timeout,True
145,-4,0,13440,Timeout,True
146,485,0,13440,Timeout,True
147,35,0,13440,Timeout,False
148,-4,0,13440,Timeout,False
149,35,0,13440,Timeout,False
150,185,0,13440,Timeout,True
151,-4,0,13440,Timeout,False
152,35,0,13440,Timeout,True
153,-4,0,13440,Timeout,True
154,35,0,13440,Timeout,True
155,75,0,13440,Timeout,True
156,35,0,13440,Timeout,False
157,155,0,13440,Timeout,False
158,35,0,13440,Timeout,True
159,335,2,13440,Timeout,False
160,185,1,13440,Timeout,False
161,-4,0,13440,Timeout,False
162,50,0,13440,Timeout,True
163,35,0,13440,Timeout,False
164,-4,0,13440,Timeout,False
165,75,0,13440,Timeout,True
166,1286,5,11424,Target_Reached,False
167,-4,0,13440,Timeout,True
168,485,3,13440,Timeout,False
169,115,0,13440,Timeout,True
170,50,0,13440,Timeout,False
171,675,4,13440,Timeout,True
172,-4,0,13440,Timeout,False
173,-4,0,13440,Timeout,True
174,-4,0,13440,Timeout,True
175,-4,0,13440,Timeout,True
176,-4,0,13440,Timeout,True
177,-4,0,13440,Timeout,True
178,485,0,13440,Timeout,True
179,985,5,12960,Target_Reached,False
180,185,1,13440,Timeout,True
181,35,0,13440,Timeout,True
182,155,0,13440,Timeout,False
183,-4,0,13440,Timeout,False
184,-4,0,13440,Timeout,True
185,1366,5,11904,Target_Reached,False
186,35,0,13440,Timeout,False
187,-4,0,13440,Timeout,True
188,35,0,13440,Timeout,False
189,35,0,13440,Timeout,True
190,-4,0,13440,Timeout,False
191,35,0,13440,Timeout,True
192,-4,0,13440,Timeout,True
193,50,0,13440,Timeout,False
194,-4,0,13440,Timeout,True
195,35,0,13440,Timeout,True
196,-4,0,13440,Timeout,True
197,35,0,13440,Timeout,True
198,-4,0,13440,Timeout,False
199,-4,0,13440,Timeout,True
200,35,0,13440,Timeout,True
