5280.0,1595,491,14,19,6
5312.0,1610,499,14,19,0
5376.0,1620,507,14,19,5
5408.0,1645,511,14,19,6
5440.0,1660,515,14,19,5
5472.0,1665,523,14,19,5
5504.0,1670,523,14,19,7
5536.0,1695,527,14,19,3
5568.0,1710,535,14,19,5
5600.0,1715,539,14,19,5
5632.0,1715,539,14,19,2
5664.0,1745,547,14,19,5
5696.0,1760,551,14,19,5
5728.0,1760,555,14,19,7
5760.0,1775,559,14,19,5
5792.0,1790,563,14,19,1
5824.0,1805,571,14,19,3
5856.0,1805,571,14,19,2
5888.0,1830,575,14,19,2
5920.0,1840,583,14,19,1
5952.0,1850,587,14,19,0
5984.0,1860,587,14,19,5
6016.0,1885,595,14,19,2
6048.0,1885,599,14,19,4
6080.0,1900,603,14,19,4
6112.0,1910,607,14,19,5
6176.0,1935,619,14,19,7
6208.0,1950,619,14,19,4
6240.0,1960,623,14,19,0
6272.0,1975,631,14,19,3
6304.0,1995,635,14,19,5
6336.0,2000,635,14,19,1
6368.0,2005,643,14,19,7
6400.0,2020,647,14,19,7
6432.0,1945,626,14,19,4
6464.0,1945,630,14,19,7
6560.0,1890,617,14,19,1
6592.0,1895,621,14,19,7
6624.0,1915,629,14,19,8
6656.0,1925,633,14,19,2
6688.0,1935,633,14,19,6
6720.0,1940,641,14,19,0
6752.0,1960,645,14,19,1
6784.0,1970,649,14,19,6
6816.0,1980,653,14,19,0
6848.0,2000,657,14,19,4
6880.0,2015,665,14,19,7
6912.0,1915,640,14,19,5
6944.0,1935,644,14,19,4
6976.0,1945,652,14,19,3
7008.0,1960,656,14,19,4
7040.0,1965,656,14,19,0
7072.0,1990,664,14,19,8
7104.0,1990,668,14,16,9
7168.0,1610,676,14,22,1
7232.0,1630,688,14,19,2
7264.0,1650,688,14,19,6
7296.0,1655,692,14,19,0
7328.0,1670,700,14,19,1
7360.0,1680,704,14,19,3
7392.0,1695,704,14,19,7
7424.0,1705,712,14,19,5
7456.0,1715,716,14,19,8
7488.0,1720,720,14,19,7
7552.0,1755,728,14,19,2
7584.0,1755,736,14,19,6
7616.0,1770,736,14,19,8
7712.0,1795,752,14,19,2
7744.0,1810,752,14,19,6
7776.0,1820,760,14,19,7
7808.0,1735,739,14,19,4
7840.0,1740,743,14,19,2
7872.0,1760,747,14,19,5
