7904.0,1765,751,14,19,7
7936.0,1780,759,14,19,5
7968.0,1785,759,14,19,8
8000.0,1800,763,14,16,2
8032.0,1805,771,14,16,2
8064.0,1825,775,14,16,7
8096.0,1830,775,14,16,7
8128.0,1840,783,14,16,2
8160.0,1745,787,14,16,5
8192.0,1760,791,14,16,0
8224.0,1765,795,14,16,3
8256.0,1775,799,14,16,3
8320.0,1795,807,14,19,2
8352.0,1805,811,14,19,7
8384.0,1820,819,14,19,3
8416.0,1825,823,14,19,6
8448.0,1830,823,14,19,0
8480.0,1850,831,14,19,6
8512.0,1855,835,14,19,2
8544.0,1860,839,14,19,7
8576.0,1865,843,14,19,8
8640.0,1890,855,14,22,1
8736.0,1920,867,14,19,4
8768.0,1925,871,14,19,1
8800.0,1885,871,14,19,7
8832.0,1900,879,14,19,0
8864.0,1905,883,14,19,8
8896.0,1915,887,14,22,6
8928.0,1930,891,14,22,2
8960.0,1935,895,14,22,5
8992.0,1795,903,14,22,7
9024.0,1800,903,14,22,6
9056.0,1810,907,15,22,1
9088.0,1815,915,15,22,4
9120.0,1825,919,15,22,7
9152.0,1830,919,15,22,2
9184.0,1845,927,15,22,3
9216.0,1855,931,15,22,4
9248.0,1865,935,15,22,0
9280.0,1865,939,15,22,3
9344.0,1885,951,15,19,4
9376.0,1895,955,15,19,3
9408.0,1900,959,15,19,1
9440.0,1910,967,15,19,5
9472.0,1920,971,15,19,5
9504.0,1925,975,15,19,8
9536.0,1935,983,15,19,4
9568.0,1945,987,15,19,7
9600.0,1950,991,15,19,0
9632.0,1955,999,15,19,3
9664.0,1965,1003,15,19,4
9696.0,1980,1011,15,19,1
9728.0,1980,1015,15,19,6
9760.0,1985,1019,15,19,8
9792.0,2000,1027,15,16,1
9824.0,2010,1031,15,16,5
9856.0,2010,1035,15,16,8
9888.0,2020,1043,15,19,8
9984.0,2040,1059,15,19,5
10016.0,2055,1063,15,19,8
10048.0,2060,1067,15,16,7
10080.0,2070,1071,15,16,2
10112.0,2080,1075,15,16,5
10176.0,2095,1087,15,19,7
10208.0,2100,1091,15,19,1
10240.0,2115,1099,15,19,8
10304.0,2125,1107,15,22,7
10336.0,2135,1115,15,22,4
10368.0,2145,1119,15,22,4
10400.0,2145,1127,15,22,0
10432.0,2160,1131,15,22,5
10464.0,2165,1135,15,22,2
10496.0,2175,1143,15,22,0
10528.0,2175,1147,15,22,8
10560.0,2195,1151,15,22,0
10624.0,2205,1163,15,19,8
10688.0,2225,1175,15,19,6
10720.0,2230,1179,15,19,5
10752.0,2235,1187,15,19,1
10784.0,2245,1191,15,19,3
10816.0,2255,1195,15,19,4
10848.0,2260,1203,15,19,5
10880.0,2270,1207,15,19,4
10912.0,2275,1211,15,19,4
10944.0,2285,1219,15,19,5
10976.0,2290,1223,15,19,6
11008.0,2300,1227,15,19,4
11040.0,2305,1235,15,19,3
11072.0,2320,1235,15,19,7
11104.0,2325,1243,15,19,4
11136.0,2330,1247,15,19,3
11168.0,2340,1251,15,19,4
11200.0,2350,1259,15,19,5
11232.0,2360,1263,15,19,1
11264.0,2360,1267,15,19,0
11328.0,2385,1279,15,19,5
11360.0,2390,1283,15,19,1
11392.0,2390,1291,15,19,0
11424.0,2410,1295,15,19,7
11456.0,2415,1303,15,19,5
11488.0,2420,1307,15,19,1
11520.0,2420,1311,15,19,3
11552.0,2445,1319,15,19,7
11584.0,2445,1323,15,19,1
11616.0,2450,1327,15,19,4
11680.0,2475,1339,15,19,1
11712.0,2425,1343,15,19,6
11744.0,2430,1351,15,19,4
11776.0,2440,1355,15,19,1
11808.0,2455,1363,15,19,4
11840.0,2455,1367,15,19,8
11872.0,2465,1371,15,16,5
11904.0,2480,1379,15,16,1
11936.0,2485,1383,15,16,5
12000.0,2495,1395,16,19,5
12032.0,2510,1399,16,19,3
12064.0,2515,1403,16,19,8
12096.0,2525,1411,16,19,5
12160.0,2395,1419,16,19,6
12192.0,2405,1423,16,19,3
12224.0,2415,1427,16,19,1
12256.0,2420,1435,16,19,7
12288.0,2430,1439,16,19,1
12352.0,2455,1451,16,19,2
12384.0,2460,1455,16,19,4
12416.0,2475,1459,16,19,6
12448.0,2480,1467,16,19,1
12480.0,2490,1471,16,19,6
12512.0,2500,1479,16,19,6
12544.0,2510,1483,16,19,3
12576.0,2520,1487,16,19,3
12608.0,2525,1495,16,19,1
12640.0,2545,1499,16,19,6
12672.0,2545,1503,16,19,6
12704.0,2555,1511,16,19,8
12736.0,2575,1515,16,16,8
12768.0,2580,1519,16,16,2
12800.0,2585,1527,16,16,3
12832.0,2595,1531,16,16,4
12864.0,2610,1539,16,16,7
12896.0,2620,1543,16,16,1
12928.0,2630,1547,16,16,1
12960.0,2635,1555,16,16,6
12992.0,2645,1559,16,16,7
13024.0,2655,1563,16,16,5
13088.0,2670,1575,16,19,5
13120.0,2685,1579,16,19,8
13184.0,2705,1591,16,22,7
13216.0,2710,1595,16,22,1
13248.0,2725,1599,16,22,7
13280.0,2735,1603,16,22,1
13344.0,2705,1615,16,19,8
13376.0,2715,1619,16,22,1
13440.0,2680,1631,16,19,8
