Episode,Epsilon,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
677,0.508,331,2,13440,Timeout,True
678,0.508,601,0,13440,Timeout,False
679,0.507,31,0,13440,Timeout,True
680,0.507,31,0,13440,Timeout,False
681,0.506,481,0,13440,Timeout,False
682,0.506,71,0,13440,Timeout,False
683,0.505,1284,5,9152,Target_Reached,True
684,0.505,181,0,13440,Timeout,False
685,0.504,1282,5,12560,Target_Reached,True
686,0.504,71,0,13440,Timeout,True
687,0.503,1322,5,12624,Target_Reached,False
688,0.503,331,2,13440,Timeout,True
689,0.502,751,4,13440,Timeout,False
690,0.502,1283,5,10704,Target_Reached,True
691,0.501,481,3,13440,Timeout,True
692,0.501,331,2,13440,Timeout,True
693,0.500,111,0,13440,Timeout,False
694,0.500,31,0,13440,Timeout,False
695,0.499,751,3,13440,Timeout,False
696,0.499,-8,0,13440,Timeout,False
697,0.498,111,0,13440,Timeout,True
698,0.498,481,0,13440,Timeout,True
699,0.497,331,0,13440,Timeout,True
700,0.497,711,4,13440,Timeout,True
701,0.496,481,3,13440,Timeout,True
702,0.496,71,0,13440,Timeout,False
703,0.495,631,0,13440,Timeout,True
704,0.495,31,0,13440,Timeout,False
705,0.494,31,0,13440,Timeout,False
706,0.494,71,0,13440,Timeout,False
707,0.493,481,3,13440,Timeout,True
708,0.493,31,0,13440,Timeout,False
709,0.492,671,0,13440,Timeout,False
710,0.492,671,0,13440,Timeout,False
711,0.491,1282,5,11488,Target_Reached,True
712,0.491,521,3,13440,Timeout,True
713,0.490,481,3,13440,Timeout,True
714,0.490,181,1,13440,Timeout,True
715,0.490,521,0,13440,Timeout,False
716,0.489,-8,0,13440,Timeout,True
717,0.489,481,0,13440,Timeout,True
718,0.488,31,0,13440,Timeout,True
719,0.488,631,4,13440,Timeout,True
720,0.487,221,1,13440,Timeout,True
721,0.487,71,0,13440,Timeout,False
722,0.486,631,4,13440,Timeout,True
723,0.486,181,1,13440,Timeout,False
724,0.485,181,1,13440,Timeout,False
725,0.485,631,0,13440,Timeout,False
726,0.484,1284,5,9536,Target_Reached,True
727,0.484,331,0,13440,Timeout,True
728,0.483,221,0,13440,Timeout,False
729,0.483,1282,5,11216,Target_Reached,True
730,0.482,111,0,13440,Timeout,True
731,0.482,1402,5,12288,Target_Reached,True
732,0.481,1322,5,11664,Target_Reached,True
733,0.481,31,0,13440,Timeout,False
734,0.480,1282,5,11808,Target_Reached,False
735,0.480,481,3,13440,Timeout,True
736,0.479,31,0,13440,Timeout,False
737,0.479,31,0,13440,Timeout,False
738,0.478,1283,5,10112,Target_Reached,False
739,0.478,261,0,13440,Timeout,False
740,0.477,481,3,13440,Timeout,True
741,0.477,1282,5,11584,Target_Reached,True
742,0.476,631,4,13440,Timeout,True
743,0.476,31,0,13440,Timeout,False
744,0.476,31,0,13440,Timeout,False
745,0.475,1281,5,12880,Target_Reached,True
746,0.475,631,4,13440,Timeout,True
747,0.474,1283,5,10832,Target_Reached,True
748,0.474,711,4,13440,Timeout,True
749,0.473,31,0,13440,Timeout,True
750,0.473,221,1,13440,Timeout,False
751,0.472,71,0,13440,Timeout,False
752,0.472,521,3,13440,Timeout,False
753,0.471,411,0,13440,Timeout,True
754,0.471,671,4,13440,Timeout,False
755,0.470,151,0,13440,Timeout,False
756,0.470,221,0,13440,Timeout,False
757,0.469,31,0,13440,Timeout,False
758,0.469,181,0,13440,Timeout,False
759,0.468,631,4,13440,Timeout,False
760,0.468,31,0,13440,Timeout,False
761,0.467,481,3,13440,Timeout,False
762,0.467,1283,5,10416,Target_Reached,False
763,0.467,31,0,13440,Timeout,False
764,0.466,1282,5,11728,Target_Reached,True
765,0.466,71,0,13440,Timeout,True
766,0.465,631,4,13440,Timeout,True
767,0.465,481,3,13440,Timeout,True
768,0.464,1323,5,9744,Target_Reached,True
769,0.464,31,0,13440,Timeout,True
770,0.463,1282,5,12064,Target_Reached,True
771,0.463,331,0,13440,Timeout,True
772,0.462,631,4,13440,Timeout,False
773,0.462,181,0,13440,Timeout,True
774,0.461,1284,5,9200,Target_Reached,True
775,0.461,1361,5,13296,Target_Reached,True
776,0.461,181,1,13440,Timeout,False
777,0.460,31,0,13440,Timeout,False
778,0.460,181,1,13440,Timeout,False
779,0.459,631,4,13440,Timeout,True
780,0.459,411,2,13440,Timeout,True
781,0.458,521,3,13440,Timeout,False
782,0.458,111,0,13440,Timeout,False
783,0.457,31,0,13440,Timeout,True
784,0.457,331,2,13440,Timeout,True
785,0.456,481,0,13440,Timeout,False
786,0.456,31,0,13440,Timeout,False
787,0.455,181,0,13440,Timeout,False
788,0.455,481,3,13440,Timeout,True
789,0.455,1281,5,13136,Target_Reached,True
790,0.454,1283,5,10000,Target_Reached,False
791,0.454,481,3,13440,Timeout,True
792,0.453,481,3,13440,Timeout,False
793,0.453,331,0,13440,Timeout,False
794,0.452,31,0,13440,Timeout,False
795,0.452,331,0,13440,Timeout,True
796,0.451,1281,5,12912,Target_Reached,True
797,0.451,71,0,13440,Timeout,False
798,0.450,31,0,13440,Timeout,False
799,0.450,181,0,13440,Timeout,False
800,0.450,331,2,13440,Timeout,False
801,0.449,481,3,13440,Timeout,True
802,0.449,1283,5,11120,Target_Reached,False
803,0.448,31,0,13440,Timeout,False
804,0.448,631,0,13440,Timeout,False
805,0.447,31,0,13440,Timeout,False
806,0.447,331,2,13440,Timeout,False
807,0.446,1285,5,7712,Target_Reached,False
808,0.446,631,4,13440,Timeout,True
809,0.446,481,3,13440,Timeout,False
810,0.445,631,4,13440,Timeout,False
811,0.445,221,0,13440,Timeout,False
812,0.444,631,0,13440,Timeout,False
813,0.444,1283,5,11088,Target_Reached,True
814,0.443,331,2,13440,Timeout,True
815,0.443,31,0,13440,Timeout,False
816,0.442,181,0,13440,Timeout,True
817,0.442,31,0,13440,Timeout,False
818,0.442,31,0,13440,Timeout,False
819,0.441,181,0,13440,Timeout,False
820,0.441,1281,5,13392,Target_Reached,True
821,0.440,1283,5,9792,Target_Reached,False
822,0.440,-8,0,13440,Timeout,True
823,0.439,221,1,13440,Timeout,False
824,0.439,31,0,13440,Timeout,False
825,0.438,1281,5,12992,Target_Reached,True
826,0.438,221,1,13440,Timeout,False
827,0.438,221,0,13440,Timeout,True
828,0.437,31,0,13440,Timeout,False
829,0.437,631,4,13440,Timeout,False
830,0.436,451,2,13440,Timeout,False
831,0.436,1283,5,10544,Target_Reached,False
832,0.435,521,3,13440,Timeout,False
833,0.435,31,0,13440,Timeout,True
834,0.435,111,0,13440,Timeout,True
835,0.434,181,0,13440,Timeout,False
836,0.434,31,0,13440,Timeout,True
837,0.433,181,0,13440,Timeout,False
838,0.433,31,0,13440,Timeout,False
839,0.432,481,0,13440,Timeout,True
840,0.432,521,3,13440,Timeout,True
841,0.432,181,1,13440,Timeout,True
842,0.431,31,0,13440,Timeout,True
843,0.431,481,0,13440,Timeout,False
844,0.430,631,4,13440,Timeout,True
845,0.430,31,0,13440,Timeout,False
846,0.429,1282,5,12464,Target_Reached,True
847,0.429,631,0,13440,Timeout,False
848,0.429,481,0,13440,Timeout,False
849,0.428,1283,5,10112,Target_Reached,True
850,0.428,481,0,13440,Timeout,True
851,0.427,1361,5,13280,Target_Reached,True
852,0.427,631,4,13440,Timeout,True
853,0.426,451,2,13440,Timeout,True
854,0.426,371,2,13440,Timeout,True
855,0.426,181,0,13440,Timeout,False
856,0.425,181,1,13440,Timeout,False
857,0.425,181,1,13440,Timeout,True
858,0.424,181,1,13440,Timeout,False
859,0.424,631,4,13440,Timeout,False
860,0.423,631,4,13440,Timeout,True
861,0.423,31,0,13440,Timeout,True
862,0.423,631,3,13440,Timeout,False
863,0.422,31,0,13440,Timeout,True
864,0.422,31,0,13440,Timeout,False
865,0.421,31,0,13440,Timeout,True
866,0.421,1284,5,9104,Target_Reached,True
867,0.420,71,0,13440,Timeout,False
868,0.420,481,3,13440,Timeout,False
869,0.420,331,0,13440,Timeout,False
870,0.419,-8,0,13440,Timeout,True
871,0.419,1282,5,11296,Target_Reached,True
872,0.418,1322,5,11392,Target_Reached,False
873,0.418,71,0,13440,Timeout,False
874,0.418,31,0,13440,Timeout,False
875,0.417,71,0,13440,Timeout,False
876,0.417,711,2,13440,Timeout,True
877,0.416,31,0,13440,Timeout,False
878,0.416,481,3,13440,Timeout,False
879,0.415,411,0,13440,Timeout,False
880,0.415,631,4,13440,Timeout,True
881,0.415,371,2,13440,Timeout,True
882,0.414,331,2,13440,Timeout,False
883,0.414,31,0,13440,Timeout,False
884,0.413,1284,5,9184,Target_Reached,True
885,0.413,-8,0,13440,Timeout,False
886,0.413,-8,0,13440,Timeout,True
887,0.412,1282,5,11392,Target_Reached,True
888,0.412,1284,5,8832,Target_Reached,False
889,0.411,31,0,13440,Timeout,False
890,0.411,31,0,13440,Timeout,True
891,0.410,1283,5,10800,Target_Reached,True
892,0.410,1283,5,11168,Target_Reached,True
893,0.410,631,4,13440,Timeout,True
894,0.409,481,3,13440,Timeout,True
895,0.409,-8,0,13440,Timeout,False
896,0.408,71,0,13440,Timeout,False
897,0.408,31,0,13440,Timeout,False
898,0.408,181,1,13440,Timeout,True
899,0.407,1283,5,9760,Target_Reached,True
900,0.407,181,1,13440,Timeout,True
901,0.406,481,0,13440,Timeout,True
902,0.406,521,3,13440,Timeout,False
903,0.406,111,0,13440,Timeout,False
904,0.405,71,0,13440,Timeout,False
905,0.405,71,0,13440,Timeout,True
906,0.404,1282,5,12480,Target_Reached,True
907,0.404,1282,5,12160,Target_Reached,False
908,0.404,521,0,13440,Timeout,False
909,0.403,-8,0,13440,Timeout,True
910,0.403,221,1,13440,Timeout,False
911,0.402,1283,5,10096,Target_Reached,True
912,0.402,31,0,13440,Timeout,True
913,0.402,631,4,13440,Timeout,False
914,0.401,-8,0,13440,Timeout,True
915,0.401,331,0,13440,Timeout,False
916,0.400,481,3,13440,Timeout,False
917,0.400,1283,5,10288,Target_Reached,True
918,0.400,31,0,13440,Timeout,False
919,0.399,1282,5,12192,Target_Reached,True
920,0.399,1283,5,9808,Target_Reached,True
921,0.398,181,0,13440,Timeout,False
922,0.398,181,1,13440,Timeout,False
923,0.398,1282,5,11936,Target_Reached,True
924,0.397,71,0,13440,Timeout,True
925,0.397,-8,0,13440,Timeout,True
926,0.396,411,0,13440,Timeout,False
927,0.396,31,0,13440,Timeout,True
928,0.396,481,0,13440,Timeout,True
929,0.395,221,0,13440,Timeout,False
930,0.395,-8,0,13440,Timeout,False
931,0.394,71,0,13440,Timeout,False
932,0.394,181,1,13440,Timeout,True
933,0.394,31,0,13440,Timeout,False
934,0.393,-8,0,13440,Timeout,False
935,0.393,331,0,13440,Timeout,False
936,0.392,521,2,13440,Timeout,False
937,0.392,31,0,13440,Timeout,True
938,0.392,1284,5,9584,Target_Reached,True
939,0.391,1283,5,10848,Target_Reached,False
940,0.391,71,0,13440,Timeout,True
941,0.390,31,0,13440,Timeout,True
942,0.390,631,4,13440,Timeout,False
943,0.390,1282,5,12112,Target_Reached,True
944,0.389,331,2,13440,Timeout,True
945,0.389,331,1,13440,Timeout,False
946,0.388,181,1,13440,Timeout,False
947,0.388,1283,5,10128,Target_Reached,False
948,0.388,331,2,13440,Timeout,True
949,0.387,181,0,13440,Timeout,False
950,0.387,1282,5,11792,Target_Reached,True
951,0.387,1282,5,11440,Target_Reached,True
952,0.386,331,2,13440,Timeout,False
953,0.386,451,2,13440,Timeout,False
954,0.385,181,0,13440,Timeout,True
955,0.385,31,0,13440,Timeout,False
956,0.385,331,2,13440,Timeout,False
957,0.384,481,0,13440,Timeout,True
958,0.384,1284,5,8720,Target_Reached,True
959,0.383,1281,5,13360,Target_Reached,True
960,0.383,31,0,13440,Timeout,False
961,0.383,181,0,13440,Timeout,False
962,0.382,-8,0,13440,Timeout,True
963,0.382,31,0,13440,Timeout,False
964,0.382,-8,0,13440,Timeout,False
965,0.381,331,0,13440,Timeout,True
966,0.381,31,0,13440,Timeout,False
967,0.380,-8,0,13440,Timeout,True
968,0.380,1174,5,8928,Target_Reached,False
969,0.380,-8,0,13440,Timeout,False
970,0.379,331,0,13440,Timeout,True
971,0.379,1281,5,13072,Target_Reached,True
972,0.379,31,0,13440,Timeout,False
973,0.378,111,0,13440,Timeout,True
974,0.378,1362,5,11904,Target_Reached,False
975,0.377,31,0,13440,Timeout,False
976,0.377,71,0,13440,Timeout,False
977,0.377,331,1,13440,Timeout,False
978,0.376,631,4,13440,Timeout,True
979,0.376,481,3,13440,Timeout,True
980,0.376,631,1,13440,Timeout,True
981,0.375,1281,5,12864,Target_Reached,False
982,0.375,71,0,13440,Timeout,True
983,0.374,1282,5,12400,Target_Reached,False
984,0.374,331,1,13440,Timeout,False
985,0.374,301,0,13440,Timeout,False
986,0.373,331,0,13440,Timeout,False
987,0.373,481,0,13440,Timeout,False
988,0.373,221,1,13440,Timeout,False
989,0.372,31,0,13440,Timeout,True
990,0.372,711,4,13440,Timeout,True
991,0.371,31,0,13440,Timeout,False
992,0.371,631,4,13440,Timeout,True
993,0.371,31,0,13440,Timeout,False
994,0.370,31,0,13440,Timeout,True
995,0.370,1281,5,13200,Target_Reached,True
996,0.370,1283,5,9872,Target_Reached,True
997,0.369,1362,5,11936,Target_Reached,True
998,0.369,631,0,13440,Timeout,False
999,0.368,601,3,13440,Timeout,True
1000,0.368,-8,0,13440,Timeout,False
