Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
1,35,0,13440,Timeout,False
2,35,0,13440,Timeout,False
3,185,1,13440,Timeout,True
4,115,0,13440,Timeout,True
5,35,0,13440,Timeout,False
6,225,1,13440,Timeout,True
7,185,0,13440,Timeout,False
8,35,0,13440,Timeout,True
9,185,0,13440,Timeout,False
10,75,0,13440,Timeout,False
11,335,2,13440,Timeout,True
12,-4,0,13440,Timeout,False
13,75,0,13440,Timeout,True
14,335,2,13440,Timeout,True
15,565,3,13440,Timeout,True
16,335,2,13440,Timeout,True
17,35,0,13440,Timeout,True
18,565,3,13440,Timeout,True
19,185,1,13440,Timeout,True
20,185,1,13440,Timeout,False
21,35,0,13440,Timeout,False
22,265,1,13440,Timeout,True
23,485,3,13440,Timeout,True
24,35,0,13440,Timeout,False
25,-4,0,13440,Timeout,True
26,335,0,13440,Timeout,True
27,35,0,13440,Timeout,False
28,335,2,13440,Timeout,False
29,35,0,13440,Timeout,True
30,225,1,13440,Timeout,False
31,-4,0,13440,Timeout,False
32,-4,0,13440,Timeout,False
33,35,0,13440,Timeout,True
34,335,2,13440,Timeout,True
35,35,0,13440,Timeout,False
36,155,0,13440,Timeout,True
37,115,0,13440,Timeout,False
38,485,3,13440,Timeout,True
39,35,0,13440,Timeout,False
40,635,4,13440,Timeout,True
41,185,0,13440,Timeout,True
42,635,4,13440,Timeout,True
43,35,0,13440,Timeout,True
44,115,0,13440,Timeout,False
45,35,0,13440,Timeout,True
46,185,1,13440,Timeout,True
47,485,3,13440,Timeout,True
48,485,3,13440,Timeout,True
49,335,2,13440,Timeout,True
50,335,2,13440,Timeout,True
51,1286,5,12160,Target_Reached,True
52,35,0,13440,Timeout,True
53,35,0,13440,Timeout,False
54,335,2,13440,Timeout,True
55,75,0,13440,Timeout,False
56,115,0,13440,Timeout,True
57,185,1,13440,Timeout,True
58,565,3,13440,Timeout,True
59,185,0,13440,Timeout,False
60,35,0,13440,Timeout,False
61,335,2,13440,Timeout,True
62,415,2,13440,Timeout,True
63,185,0,13440,Timeout,False
64,35,0,13440,Timeout,True
65,185,1,13440,Timeout,True
66,-4,0,13440,Timeout,False
67,35,0,13440,Timeout,True
68,35,0,13440,Timeout,False
69,185,1,13440,Timeout,True
70,75,0,13440,Timeout,True
71,-4,0,13440,Timeout,False
72,185,0,13440,Timeout,True
73,35,0,13440,Timeout,False
74,335,2,13440,Timeout,False
75,335,2,13440,Timeout,True
76,115,0,13440,Timeout,False
77,185,1,13440,Timeout,True
78,35,0,13440,Timeout,False
79,565,3,13440,Timeout,True
80,185,1,13440,Timeout,True
81,335,2,13440,Timeout,False
82,485,3,13440,Timeout,False
83,185,1,13440,Timeout,True
84,675,0,13440,Timeout,True
85,185,0,13440,Timeout,False
86,375,2,13440,Timeout,True
87,335,2,13440,Timeout,True
88,565,3,13440,Timeout,True
89,485,3,13440,Timeout,True
90,115,0,13440,Timeout,True
91,35,0,13440,Timeout,False
92,185,1,13440,Timeout,True
93,35,0,13440,Timeout,False
94,225,0,13440,Timeout,False
95,485,0,13440,Timeout,False
96,415,2,13440,Timeout,True
97,185,0,13440,Timeout,True
98,265,1,13440,Timeout,True
99,185,0,13440,Timeout,True
100,115,0,13440,Timeout,False
101,35,0,13440,Timeout,True
102,75,0,13440,Timeout,False
103,-4,0,13440,Timeout,False
104,635,0,13440,Timeout,True
105,415,2,13440,Timeout,True
106,485,3,13440,Timeout,True
107,75,0,13440,Timeout,False
108,185,1,13440,Timeout,True
109,485,3,13440,Timeout,True
110,35,0,13440,Timeout,False
111,335,2,13440,Timeout,False
112,185,0,13440,Timeout,False
113,335,2,13440,Timeout,True
114,485,3,13440,Timeout,True
115,185,1,13440,Timeout,False
116,185,1,13440,Timeout,True
117,185,0,13440,Timeout,False
118,35,0,13440,Timeout,False
119,35,0,13440,Timeout,False
120,35,0,13440,Timeout,False
121,185,1,13440,Timeout,False
122,35,0,13440,Timeout,True
123,335,2,13440,Timeout,False
124,35,0,13440,Timeout,True
125,-4,0,13440,Timeout,False
126,115,0,13440,Timeout,False
127,335,0,13440,Timeout,True
128,525,3,13440,Timeout,False
129,75,0,13440,Timeout,False
130,335,2,13440,Timeout,True
131,225,1,13440,Timeout,True
132,155,0,13440,Timeout,False
133,-4,0,13440,Timeout,False
134,-4,0,13440,Timeout,False
135,75,0,13440,Timeout,True
136,185,0,13440,Timeout,True
137,335,2,13440,Timeout,False
138,485,3,13440,Timeout,True
