Episode,Epsilon,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
187,0.830,1363,5,10592,Target_Reached,True
188,0.829,1172,5,12656,Target_Reached,True
189,0.829,1283,5,10672,Target_Reached,True
190,0.828,71,0,13440,Timeout,False
191,0.827,371,1,13440,Timeout,False
192,0.826,221,1,13440,Timeout,False
193,0.825,1282,5,12528,Target_Reached,True
194,0.824,181,1,13440,Timeout,False
195,0.824,181,1,13440,Timeout,False
196,0.823,631,4,13440,Timeout,False
197,0.822,371,0,13440,Timeout,False
198,0.821,31,0,13440,Timeout,False
199,0.820,1282,5,11584,Target_Reached,True
200,0.819,671,4,13440,Timeout,False
201,0.819,1283,5,11072,Target_Reached,True
202,0.818,631,4,13440,Timeout,True
203,0.817,671,4,13440,Timeout,False
204,0.816,1284,5,8336,Target_Reached,True
205,0.815,1283,5,9824,Target_Reached,False
206,0.815,71,0,13440,Timeout,False
207,0.814,671,0,13440,Timeout,True
208,0.813,631,4,13440,Timeout,False
209,0.812,521,0,13440,Timeout,False
210,0.811,481,0,13440,Timeout,False
211,0.810,1283,5,9872,Target_Reached,True
212,0.810,1282,5,11408,Target_Reached,True
213,0.809,521,3,13440,Timeout,True
214,0.808,1282,5,11248,Target_Reached,True
215,0.807,331,2,13440,Timeout,True
216,0.806,371,2,13440,Timeout,False
217,0.806,1324,5,8960,Target_Reached,True
218,0.805,671,1,13440,Timeout,False
219,0.804,1281,5,13120,Target_Reached,True
220,0.803,631,4,13440,Timeout,True
221,0.802,331,2,13440,Timeout,True
222,0.802,1284,5,9136,Target_Reached,False
223,0.801,261,1,13440,Timeout,True
224,0.800,481,3,13440,Timeout,True
225,0.799,1281,5,12928,Target_Reached,True
226,0.798,1284,5,9280,Target_Reached,False
227,0.798,1283,5,10784,Target_Reached,True
228,0.797,451,2,13440,Timeout,False
229,0.796,221,1,13440,Timeout,False
230,0.795,371,0,13440,Timeout,False
231,0.794,521,3,13440,Timeout,False
232,0.794,1322,5,12000,Target_Reached,False
233,0.793,521,0,13440,Timeout,True
234,0.792,111,0,13440,Timeout,True
235,0.791,631,0,13440,Timeout,False
236,0.790,521,1,13440,Timeout,False
237,0.790,561,0,13440,Timeout,True
238,0.789,261,0,13440,Timeout,True
239,0.788,631,4,13440,Timeout,False
240,0.787,31,0,13440,Timeout,False
241,0.787,71,0,13440,Timeout,False
242,0.786,1282,5,12416,Target_Reached,False
243,0.785,671,0,13440,Timeout,False
244,0.784,601,2,13440,Timeout,False
245,0.783,631,0,13440,Timeout,True
246,0.783,1284,5,8112,Target_Reached,False
247,0.782,1282,5,11488,Target_Reached,True
248,0.781,331,2,13440,Timeout,False
249,0.780,631,4,13440,Timeout,True
250,0.779,1211,5,13360,Target_Reached,True
251,0.779,181,0,13440,Timeout,False
252,0.778,31,0,13440,Timeout,True
253,0.777,1284,5,8048,Target_Reached,False
254,0.776,1281,5,12896,Target_Reached,True
255,0.776,1283,5,11104,Target_Reached,True
256,0.775,711,4,13440,Timeout,True
257,0.774,221,1,13440,Timeout,False
258,0.773,1283,5,10064,Target_Reached,True
259,0.772,631,4,13440,Timeout,True
260,0.772,1284,5,9584,Target_Reached,True
261,0.771,181,0,13440,Timeout,False
262,0.770,1282,5,12400,Target_Reached,True
263,0.769,561,3,13440,Timeout,False
264,0.769,1282,5,12240,Target_Reached,True
265,0.768,1363,5,11152,Target_Reached,True
266,0.767,1282,5,11920,Target_Reached,True
267,0.766,631,4,13440,Timeout,True
268,0.766,631,4,13440,Timeout,False
269,0.765,1282,5,11360,Target_Reached,False
270,0.764,1284,5,9456,Target_Reached,False
271,0.763,31,0,13440,Timeout,False
272,0.763,411,0,13440,Timeout,True
273,0.762,-8,0,13440,Timeout,False
274,0.761,1362,5,12336,Target_Reached,False
275,0.760,1282,5,11536,Target_Reached,True
276,0.759,631,0,13440,Timeout,True
277,0.759,-8,0,13440,Timeout,False
278,0.758,1321,5,12944,Target_Reached,False
279,0.757,521,0,13440,Timeout,False
280,0.756,1282,5,12032,Target_Reached,True
281,0.756,481,0,13440,Timeout,False
282,0.755,1363,5,10944,Target_Reached,True
283,0.754,31,0,13440,Timeout,False
284,0.753,1282,5,12064,Target_Reached,True
285,0.753,261,0,13440,Timeout,True
286,0.752,521,3,13440,Timeout,True
287,0.751,481,0,13440,Timeout,False
288,0.750,631,4,13440,Timeout,True
289,0.750,181,0,13440,Timeout,False
290,0.749,181,0,13440,Timeout,False
291,0.748,1285,5,7696,Target_Reached,True
292,0.747,111,0,13440,Timeout,False
293,0.747,521,3,13440,Timeout,False
294,0.746,1403,5,10720,Target_Reached,False
295,0.745,371,2,13440,Timeout,False
296,0.744,1282,5,11360,Target_Reached,True
297,0.744,1282,5,11712,Target_Reached,False
298,0.743,631,3,13440,Timeout,True
299,0.742,1282,5,12432,Target_Reached,False
300,0.741,331,1,13440,Timeout,False
301,0.741,31,0,13440,Timeout,False
302,0.740,-8,0,13440,Timeout,False
303,0.739,221,1,13440,Timeout,True
304,0.738,-8,0,13440,Timeout,False
305,0.738,411,2,13440,Timeout,True
306,0.737,71,0,13440,Timeout,False
307,0.736,1283,5,10176,Target_Reached,False
308,0.736,1283,5,11008,Target_Reached,False
309,0.735,31,0,13440,Timeout,True
310,0.734,331,0,13440,Timeout,True
311,0.733,1282,5,11648,Target_Reached,True
312,0.733,1282,5,12480,Target_Reached,False
313,0.732,671,4,13440,Timeout,True
314,0.731,31,0,13440,Timeout,True
315,0.730,1282,5,11680,Target_Reached,True
316,0.730,1283,5,10112,Target_Reached,False
317,0.729,221,0,13440,Timeout,False
318,0.728,561,3,13440,Timeout,True
319,0.727,521,3,13440,Timeout,True
320,0.727,1282,5,11264,Target_Reached,True
321,0.726,1402,5,12672,Target_Reached,True
322,0.725,1285,5,7456,Target_Reached,True
323,0.725,711,4,13440,Timeout,True
324,0.724,631,4,13440,Timeout,False
325,0.723,31,0,13440,Timeout,True
326,0.722,521,0,13440,Timeout,False
327,0.722,1284,5,9216,Target_Reached,True
328,0.721,1283,5,10224,Target_Reached,False
329,0.720,181,0,13440,Timeout,True
330,0.720,111,0,13440,Timeout,True
331,0.719,1282,5,11952,Target_Reached,False
332,0.718,671,0,13440,Timeout,False
333,0.717,1281,5,13440,Target_Reached,True
334,0.717,331,2,13440,Timeout,False
335,0.716,1283,5,9712,Target_Reached,False
336,0.715,31,0,13440,Timeout,False
337,0.715,1284,5,9360,Target_Reached,True
338,0.714,331,0,13440,Timeout,True
339,0.713,601,2,13440,Timeout,True
340,0.712,1403,5,10560,Target_Reached,True
341,0.712,1284,5,8304,Target_Reached,True
342,0.711,481,0,13440,Timeout,True
343,0.710,451,0,13440,Timeout,True
344,0.710,181,0,13440,Timeout,False
345,0.709,1283,5,9920,Target_Reached,False
346,0.708,71,0,13440,Timeout,True
347,0.707,1283,5,9632,Target_Reached,True
348,0.707,1322,5,12112,Target_Reached,False
349,0.706,1285,5,7904,Target_Reached,False
350,0.705,1283,5,10688,Target_Reached,False
351,0.705,1282,5,11296,Target_Reached,True
352,0.704,331,2,13440,Timeout,True
353,0.703,111,0,13440,Timeout,True
354,0.702,1284,5,8368,Target_Reached,True
355,0.702,31,0,13440,Timeout,True
356,0.701,1322,5,12336,Target_Reached,False
357,0.700,1324,5,8128,Target_Reached,False
358,0.700,1362,5,11728,Target_Reached,True
359,0.699,331,2,13440,Timeout,True
360,0.698,1283,5,10112,Target_Reached,True
361,0.698,1282,5,12608,Target_Reached,True
362,0.697,1322,5,11200,Target_Reached,True
363,0.696,-8,0,13440,Timeout,False
364,0.695,1361,5,12912,Target_Reached,False
365,0.695,1284,5,9232,Target_Reached,False
366,0.694,1323,5,10112,Target_Reached,False
367,0.693,1283,5,10400,Target_Reached,False
368,0.693,1284,5,8192,Target_Reached,True
369,0.692,631,4,13440,Timeout,True
370,0.691,1282,5,12064,Target_Reached,True
371,0.691,1282,5,11648,Target_Reached,True
372,0.690,1284,5,8816,Target_Reached,False
373,0.689,411,0,13440,Timeout,True
374,0.689,1212,5,11344,Target_Reached,True
375,0.688,1285,5,7920,Target_Reached,True
376,0.687,181,1,13440,Timeout,True
377,0.686,1363,5,9632,Target_Reached,True
378,0.686,1283,5,9600,Target_Reached,True
379,0.685,1281,5,13040,Target_Reached,False
380,0.684,631,4,13440,Timeout,True
381,0.684,671,0,13440,Timeout,True
382,0.683,1284,5,8336,Target_Reached,True
383,0.682,711,2,13440,Timeout,True
384,0.682,1321,5,13232,Target_Reached,True
385,0.681,1361,5,12976,Target_Reached,False
386,0.680,181,0,13440,Timeout,True
387,0.680,411,0,13440,Timeout,True
388,0.679,521,0,13440,Timeout,True
389,0.678,1132,5,12640,Target_Reached,False
390,0.678,1282,5,11456,Target_Reached,False
391,0.677,661,0,13440,Timeout,True
392,0.676,1281,5,13264,Target_Reached,True
393,0.676,31,0,13440,Timeout,True
394,0.675,481,1,13440,Timeout,False
395,0.674,1361,5,13280,Target_Reached,True
396,0.674,711,4,13440,Timeout,True
397,0.673,31,0,13440,Timeout,False
398,0.672,1283,5,10960,Target_Reached,True
399,0.672,1282,5,12544,Target_Reached,True
400,0.671,1283,5,10496,Target_Reached,False
401,0.670,521,1,13440,Timeout,False
402,0.670,521,2,13440,Timeout,False
403,0.669,1284,5,8352,Target_Reached,False
404,0.668,1282,5,11456,Target_Reached,False
405,0.668,31,0,13440,Timeout,True
406,0.667,31,0,13440,Timeout,False
407,0.666,1361,5,13072,Target_Reached,True
408,0.666,1403,5,10048,Target_Reached,False
409,0.665,1284,5,8048,Target_Reached,True
410,0.664,1323,5,11024,Target_Reached,True
411,0.664,1322,5,12112,Target_Reached,False
412,0.663,1282,5,11904,Target_Reached,False
413,0.662,1281,5,13424,Target_Reached,False
414,0.662,1322,5,12736,Target_Reached,False
415,0.661,711,4,13440,Timeout,False
416,0.660,71,0,13440,Timeout,False
417,0.660,31,0,13440,Timeout,True
418,0.659,1282,5,12224,Target_Reached,True
419,0.658,1363,5,9648,Target_Reached,False
420,0.658,1324,5,9344,Target_Reached,False
421,0.657,671,4,13440,Timeout,True
422,0.656,181,1,13440,Timeout,True
423,0.656,331,0,13440,Timeout,False
424,0.655,71,0,13440,Timeout,True
425,0.654,1361,5,12816,Target_Reached,False
426,0.654,631,0,13440,Timeout,True
427,0.653,1284,5,8544,Target_Reached,True
428,0.652,631,4,13440,Timeout,False
429,0.652,631,4,13440,Timeout,True
430,0.651,1403,5,9648,Target_Reached,False
431,0.650,631,4,13440,Timeout,True
432,0.650,671,4,13440,Timeout,False
433,0.649,331,0,13440,Timeout,False
434,0.648,1284,5,8832,Target_Reached,True
435,0.648,1324,5,8672,Target_Reached,False
436,0.647,1321,5,13216,Target_Reached,True
437,0.646,1362,5,12656,Target_Reached,True
438,0.646,1322,5,12352,Target_Reached,False
439,0.645,671,0,13440,Timeout,True
440,0.645,331,1,13440,Timeout,True
441,0.644,561,0,13440,Timeout,True
442,0.643,1283,5,11152,Target_Reached,True
443,0.643,1363,5,10464,Target_Reached,False
444,0.642,481,3,13440,Timeout,True
445,0.641,631,4,13440,Timeout,False
446,0.641,1284,5,8288,Target_Reached,True
447,0.640,31,0,13440,Timeout,False
448,0.639,1283,5,10304,Target_Reached,False
449,0.639,1402,5,12320,Target_Reached,False
450,0.638,1283,5,10432,Target_Reached,True
451,0.637,481,0,13440,Timeout,True
452,0.637,1403,5,10688,Target_Reached,False
453,0.636,481,3,13440,Timeout,True
454,0.636,221,0,13440,Timeout,False
455,0.635,1281,5,13152,Target_Reached,False
456,0.634,1283,5,10016,Target_Reached,False
457,0.634,1283,5,10224,Target_Reached,True
458,0.633,1283,5,11152,Target_Reached,True
459,0.632,31,0,13440,Timeout,False
460,0.632,1283,5,10464,Target_Reached,False
461,0.631,1324,5,8624,Target_Reached,False
462,0.631,1282,5,12560,Target_Reached,True
463,0.630,1322,5,12768,Target_Reached,False
464,0.629,1404,5,9184,Target_Reached,False
465,0.629,1323,5,9696,Target_Reached,True
466,0.628,711,0,13440,Timeout,True
467,0.627,521,3,13440,Timeout,True
468,0.627,1283,5,11072,Target_Reached,False
469,0.626,1322,5,11280,Target_Reached,False
470,0.625,1282,5,12624,Target_Reached,True
471,0.625,71,0,13440,Timeout,True
472,0.624,1363,5,9712,Target_Reached,False
473,0.624,181,1,13440,Timeout,True
474,0.623,1283,5,10432,Target_Reached,False
475,0.622,1362,5,12720,Target_Reached,True
476,0.622,671,0,13440,Timeout,False
477,0.621,-8,0,13440,Timeout,False
478,0.620,711,4,13440,Timeout,True
479,0.620,631,0,13440,Timeout,False
480,0.619,1322,5,12672,Target_Reached,False
481,0.619,1281,5,12880,Target_Reached,False
482,0.618,31,0,13440,Timeout,False
483,0.617,1323,5,10368,Target_Reached,False
484,0.617,601,0,13440,Timeout,False
485,0.616,1284,5,8848,Target_Reached,False
486,0.616,1283,5,10448,Target_Reached,True
487,0.615,671,0,13440,Timeout,True
488,0.614,1283,5,9616,Target_Reached,False
489,0.614,1322,5,12112,Target_Reached,True
490,0.613,31,0,13440,Timeout,False
491,0.612,711,4,13440,Timeout,False
492,0.612,31,0,13440,Timeout,False
493,0.611,1362,5,12304,Target_Reached,False
494,0.611,1282,5,12752,Target_Reached,False
495,0.610,181,0,13440,Timeout,True
496,0.609,1361,5,13136,Target_Reached,True
497,0.609,1281,5,12960,Target_Reached,True
498,0.608,631,4,13440,Timeout,True
499,0.608,481,0,13440,Timeout,True
500,0.607,1283,5,9824,Target_Reached,False
501,0.606,791,0,13440,Timeout,False
502,0.606,411,2,13440,Timeout,False
503,0.605,221,1,13440,Timeout,False
504,0.605,1403,5,10624,Target_Reached,False
505,0.604,1282,5,11472,Target_Reached,True
506,0.603,561,3,13440,Timeout,True
507,0.603,1284,5,9520,Target_Reached,False
508,0.602,1283,5,10224,Target_Reached,False
509,0.602,631,4,13440,Timeout,False
510,0.601,1282,5,11936,Target_Reached,True
511,0.600,1282,5,12368,Target_Reached,True
512,0.600,481,3,13440,Timeout,True
513,0.599,1282,5,11920,Target_Reached,True
514,0.599,331,0,13440,Timeout,False
515,0.598,331,2,13440,Timeout,False
516,0.597,631,0,13440,Timeout,True
517,0.597,1402,6,12256,Target_Reached,True
518,0.596,1282,5,12288,Target_Reached,False
519,0.596,1283,5,10640,Target_Reached,True
520,0.595,1282,5,11472,Target_Reached,False
521,0.594,181,0,13440,Timeout,False
522,0.594,1283,5,10704,Target_Reached,False
523,0.593,1283,5,10448,Target_Reached,True
524,0.593,751,4,13440,Timeout,False
525,0.592,1282,5,11392,Target_Reached,False
526,0.591,1285,5,7696,Target_Reached,False
527,0.591,-8,0,13440,Timeout,False
528,0.590,1283,5,10208,Target_Reached,True
529,0.590,31,0,13440,Timeout,False
530,0.589,181,0,13440,Timeout,False
531,0.588,1283,5,10176,Target_Reached,True
532,0.588,1284,5,8624,Target_Reached,True
533,0.587,1283,5,10176,Target_Reached,True
534,0.587,1283,5,9760,Target_Reached,True
535,0.586,1283,5,11184,Target_Reached,True
536,0.586,1363,5,9616,Target_Reached,True
537,0.585,1281,5,13360,Target_Reached,True
538,0.584,31,0,13440,Timeout,True
539,0.584,1283,5,10704,Target_Reached,False
540,0.583,1281,5,13344,Target_Reached,False
541,0.583,1283,5,9888,Target_Reached,False
542,0.582,331,2,13440,Timeout,True
543,0.581,1282,5,12640,Target_Reached,False
544,0.581,671,4,13440,Timeout,False
545,0.580,221,1,13440,Timeout,False
546,0.580,181,0,13440,Timeout,True
547,0.579,1281,5,13104,Target_Reached,False
548,0.579,181,1,13440,Timeout,False
549,0.578,631,0,13440,Timeout,True
550,0.577,181,1,13440,Timeout,False
551,0.577,331,2,13440,Timeout,True
552,0.576,521,3,13440,Timeout,False
553,0.576,1324,5,9360,Target_Reached,False
554,0.575,1284,5,9376,Target_Reached,True
555,0.574,1284,5,8848,Target_Reached,False
556,0.574,331,2,13440,Timeout,False
557,0.573,1322,5,11440,Target_Reached,False
558,0.573,1282,5,12464,Target_Reached,True
559,0.572,31,0,13440,Timeout,False
560,0.572,1283,5,10272,Target_Reached,False
561,0.571,221,1,13440,Timeout,True
562,0.570,1212,5,11536,Target_Reached,True
563,0.570,31,0,13440,Timeout,False
564,0.569,1131,5,12848,Target_Reached,False
565,0.569,711,4,13440,Timeout,True
566,0.568,1283,5,9664,Target_Reached,True
567,0.568,71,0,13440,Timeout,False
568,0.567,331,2,13440,Timeout,False
569,0.566,1321,5,13424,Target_Reached,False
570,0.566,-8,0,13440,Timeout,False
571,0.565,521,1,13440,Timeout,False
572,0.565,1282,5,11344,Target_Reached,False
573,0.564,31,0,13440,Timeout,False
574,0.564,-8,0,13440,Timeout,True
575,0.563,1282,5,12320,Target_Reached,False
576,0.563,1285,5,7456,Target_Reached,False
577,0.562,411,1,13440,Timeout,True
578,0.561,631,4,13440,Timeout,False
579,0.561,-8,0,13440,Timeout,False
580,0.560,1323,5,10864,Target_Reached,True
581,0.560,1132,5,11392,Target_Reached,False
582,0.559,1283,5,10768,Target_Reached,False
583,0.559,31,0,13440,Timeout,False
584,0.558,1283,5,10608,Target_Reached,False
585,0.558,1281,5,12848,Target_Reached,True
586,0.557,31,0,13440,Timeout,False
587,0.556,631,4,13440,Timeout,False
588,0.556,111,0,13440,Timeout,True
589,0.555,31,0,13440,Timeout,False
590,0.555,371,2,13440,Timeout,False
591,0.554,1363,5,11104,Target_Reached,True
592,0.554,-8,0,13440,Timeout,False
593,0.553,31,0,13440,Timeout,True
594,0.553,1282,5,11760,Target_Reached,True
595,0.552,31,0,13440,Timeout,True
596,0.551,1283,5,10256,Target_Reached,True
597,0.551,-8,0,13440,Timeout,False
598,0.550,1283,5,11136,Target_Reached,False
599,0.550,1283,5,10928,Target_Reached,False
600,0.549,1284,5,8128,Target_Reached,False
601,0.549,1133,5,11072,Target_Reached,True
602,0.548,1283,5,10784,Target_Reached,False
603,0.548,1284,5,8240,Target_Reached,False
604,0.547,481,3,13440,Timeout,False
605,0.546,71,0,13440,Timeout,True
606,0.546,1283,5,10352,Target_Reached,False
607,0.545,331,2,13440,Timeout,True
608,0.545,1323,5,11152,Target_Reached,False
609,0.544,1283,5,10656,Target_Reached,True
610,0.544,1362,5,12368,Target_Reached,False
611,0.543,481,3,13440,Timeout,True
612,0.543,-8,0,13440,Timeout,False
613,0.542,711,4,13440,Timeout,True
614,0.542,1281,5,13200,Target_Reached,True
615,0.541,1282,5,11664,Target_Reached,False
616,0.540,481,0,13440,Timeout,False
617,0.540,1284,5,9392,Target_Reached,False
618,0.539,1284,5,8176,Target_Reached,False
619,0.539,1281,5,13248,Target_Reached,True
620,0.538,1281,5,13232,Target_Reached,True
621,0.538,1283,5,9728,Target_Reached,True
622,0.537,1284,5,9504,Target_Reached,True
623,0.537,411,2,13440,Timeout,True
624,0.536,1321,5,12848,Target_Reached,True
625,0.536,521,0,13440,Timeout,True
626,0.535,1282,5,12176,Target_Reached,False
627,0.535,1284,5,8912,Target_Reached,False
628,0.534,1282,5,12288,Target_Reached,True
629,0.533,1362,5,11520,Target_Reached,True
630,0.533,1284,5,9360,Target_Reached,True
631,0.532,1283,5,10944,Target_Reached,True
632,0.532,631,4,13440,Timeout,False
633,0.531,481,3,13440,Timeout,False
634,0.531,671,4,13440,Timeout,False
635,0.530,631,0,13440,Timeout,True
636,0.530,71,0,13440,Timeout,False
637,0.529,631,4,13440,Timeout,True
638,0.529,481,3,13440,Timeout,False
639,0.528,521,0,13440,Timeout,True
640,0.528,1284,5,9024,Target_Reached,False
641,0.527,1323,5,11040,Target_Reached,False
642,0.527,1283,5,10192,Target_Reached,False
643,0.526,521,3,13440,Timeout,False
644,0.526,1364,5,8288,Target_Reached,False
645,0.525,1283,5,9888,Target_Reached,False
646,0.524,1281,5,13008,Target_Reached,True
647,0.524,601,3,13440,Timeout,True
648,0.523,1283,5,10464,Target_Reached,False
