Game_Loop,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,2
32.0,50,0,12,16,7
64.0,50,0,12,16,2
160.0,80,0,12,16,3
192.0,35,0,12,19,1
224.0,35,0,12,19,3
256.0,55,0,12,19,0
288.0,70,0,12,19,7
320.0,90,0,12,19,1
352.0,90,0,12,19,1
384.0,65,0,12,19,0
448.0,95,0,12,16,8
480.0,100,0,12,19,8
512.0,120,0,12,16,8
608.0,165,0,12,19,0
640.0,185,0,13,19,4
672.0,200,0,13,19,2
768.0,135,4,13,19,7
832.0,165,4,13,16,8
864.0,185,8,13,16,9
928.0,210,12,13,19,0
960.0,225,12,13,19,0
992.0,240,12,13,19,7
1024.0,260,16,13,19,0
1120.0,295,20,13,19,4
1152.0,315,20,13,19,2
1184.0,235,20,13,19,6
1216.0,245,24,13,19,2
1248.0,260,24,13,19,3
1280.0,275,28,13,19,8
1312.0,295,28,13,19,3
1376.0,320,32,13,16,8
1440.0,355,32,13,19,2
1472.0,365,36,13,19,0
1504.0,385,36,13,19,8
1536.0,400,36,13,16,3
1568.0,420,40,13,16,8
1600.0,420,40,13,19,1
1632.0,445,44,13,19,0
1728.0,490,48,13,19,4
1760.0,500,48,13,19,5
1792.0,365,48,13,19,7
1824.0,380,52,13,19,0
1856.0,395,52,13,19,1
1888.0,405,52,13,19,8
1952.0,440,56,13,19,6
1984.0,445,60,13,19,2
2016.0,455,60,13,19,8
2112.0,505,64,13,19,2
2144.0,410,64,13,19,3
2176.0,430,68,13,19,1
2208.0,445,68,13,19,2
2240.0,455,68,13,19,1
2272.0,470,72,13,19,0
2304.0,480,72,13,19,2
2336.0,500,76,13,19,7
2368.0,510,76,13,19,5
2400.0,530,76,13,19,2
2432.0,535,80,13,19,4
2464.0,550,80,13,19,6
2560.0,590,84,13,19,1
2592.0,605,84,13,19,8
2656.0,635,88,13,19,4
2688.0,650,92,13,19,0
2720.0,665,92,13,19,7
2816.0,705,96,13,19,6
2848.0,715,96,13,19,2
2880.0,730,100,13,19,5
2912.0,740,100,13,19,1
