Episode,Epsilon,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
49,0.953,1321,5,13216,Target_Reached,False
50,0.952,1283,5,10848,Target_Reached,True
51,0.951,481,0,13440,Timeout,True
52,0.950,631,4,13440,Timeout,True
53,0.949,1282,5,12720,Target_Reached,True
54,0.948,711,4,13440,Timeout,True
55,0.947,711,0,13440,Timeout,True
56,0.946,631,4,13440,Timeout,False
57,0.946,-8,0,13440,Timeout,False
58,0.945,1361,5,13104,Target_Reached,True
59,0.944,411,2,13440,Timeout,True
60,0.943,481,3,13440,Timeout,True
61,0.942,1322,5,11808,Target_Reached,True
62,0.941,1282,5,12208,Target_Reached,True
63,0.940,331,2,13440,Timeout,False
64,0.939,411,0,13440,Timeout,True
65,0.938,1282,5,12240,Target_Reached,True
66,0.937,711,4,13440,Timeout,True
67,0.936,371,0,13440,Timeout,False
68,0.935,371,2,13440,Timeout,False
69,0.934,331,2,13440,Timeout,True
70,0.933,1363,5,9600,Target_Reached,True
71,0.932,181,1,13440,Timeout,True
72,0.931,411,1,13440,Timeout,True
73,0.930,71,0,13440,Timeout,True
74,0.930,601,3,13440,Timeout,False
75,0.929,1284,5,9424,Target_Reached,False
76,0.928,31,0,13440,Timeout,False
77,0.927,1324,5,9136,Target_Reached,True
78,0.926,31,0,13440,Timeout,False
79,0.925,71,0,13440,Timeout,True
80,0.924,221,1,13440,Timeout,False
81,0.923,1282,5,11568,Target_Reached,False
82,0.922,561,3,13440,Timeout,False
83,0.921,31,0,13440,Timeout,False
84,0.920,481,0,13440,Timeout,False
85,0.919,331,0,13440,Timeout,False
86,0.918,521,3,13440,Timeout,False
87,0.918,411,2,13440,Timeout,True
88,0.917,1281,5,13280,Target_Reached,True
89,0.916,31,0,13440,Timeout,False
90,0.915,671,0,13440,Timeout,False
91,0.914,181,1,13440,Timeout,False
92,0.913,671,4,13440,Timeout,True
93,0.912,71,0,13440,Timeout,False
94,0.911,411,2,13440,Timeout,True
95,0.910,31,0,13440,Timeout,False
96,0.909,521,3,13440,Timeout,True
97,0.908,631,0,13440,Timeout,False
98,0.908,221,0,13440,Timeout,False
99,0.907,631,0,13440,Timeout,True
100,0.906,411,0,13440,Timeout,False
101,0.905,31,0,13440,Timeout,False
102,0.904,331,2,13440,Timeout,True
103,0.903,371,0,13440,Timeout,False
104,0.902,1362,5,12624,Target_Reached,False
105,0.901,521,0,13440,Timeout,False
106,0.900,261,1,13440,Timeout,True
107,0.899,371,0,13440,Timeout,False
108,0.898,301,1,13440,Timeout,False
109,0.898,521,3,13440,Timeout,True
110,0.897,491,2,13440,Timeout,False
111,0.896,671,0,13440,Timeout,True
112,0.895,371,1,13440,Timeout,False
113,0.894,301,1,13440,Timeout,False
114,0.893,711,4,13440,Timeout,True
115,0.892,1283,5,10080,Target_Reached,True
116,0.891,31,0,13440,Timeout,True
117,0.890,671,1,13440,Timeout,False
118,0.890,331,2,13440,Timeout,False
119,0.889,331,0,13440,Timeout,False
120,0.888,1363,5,9664,Target_Reached,True
121,0.887,301,1,13440,Timeout,False
122,0.886,181,0,13440,Timeout,False
123,0.885,371,0,13440,Timeout,False
124,0.884,261,0,13440,Timeout,False
125,0.883,671,4,13440,Timeout,True
126,0.882,261,1,13440,Timeout,False
127,0.882,181,0,13440,Timeout,False
128,0.881,521,3,13440,Timeout,True
129,0.880,1282,5,11952,Target_Reached,True
130,0.879,331,0,13440,Timeout,False
131,0.878,481,3,13440,Timeout,True
132,0.877,561,3,13440,Timeout,False
133,0.876,671,4,13440,Timeout,False
134,0.875,1283,5,10800,Target_Reached,True
135,0.875,181,1,13440,Timeout,True
136,0.874,261,1,13440,Timeout,False
137,0.873,711,0,13440,Timeout,True
138,0.872,481,3,13440,Timeout,False
139,0.871,371,2,13440,Timeout,True
140,0.870,261,0,13440,Timeout,False
141,0.869,631,4,13440,Timeout,True
142,0.868,561,3,13440,Timeout,True
143,0.868,481,3,13440,Timeout,False
144,0.867,221,0,13440,Timeout,False
145,0.866,111,0,13440,Timeout,False
146,0.865,331,2,13440,Timeout,True
147,0.864,221,1,13440,Timeout,False
148,0.863,371,0,13440,Timeout,True
149,0.862,481,3,13440,Timeout,True
150,0.862,221,1,13440,Timeout,False
151,0.861,71,0,13440,Timeout,True
152,0.860,181,1,13440,Timeout,False
153,0.859,481,3,13440,Timeout,True
154,0.858,631,4,13440,Timeout,True
155,0.857,331,2,13440,Timeout,True
156,0.856,111,0,13440,Timeout,True
157,0.855,371,0,13440,Timeout,False
158,0.855,31,0,13440,Timeout,False
159,0.854,521,2,13440,Timeout,True
160,0.853,711,4,13440,Timeout,True
161,0.852,181,1,13440,Timeout,True
162,0.851,631,4,13440,Timeout,True
163,0.850,1361,5,13408,Target_Reached,True
164,0.850,181,0,13440,Timeout,True
165,0.849,-8,0,13440,Timeout,False
166,0.848,181,0,13440,Timeout,False
167,0.847,181,1,13440,Timeout,True
168,0.846,71,0,13440,Timeout,False
169,0.845,631,0,13440,Timeout,True
170,0.844,301,0,13440,Timeout,False
171,0.844,71,0,13440,Timeout,False
172,0.843,31,0,13440,Timeout,False
173,0.842,221,1,13440,Timeout,True
174,0.841,71,0,13440,Timeout,False
175,0.840,411,2,13440,Timeout,True
176,0.839,31,0,13440,Timeout,False
177,0.839,261,0,13440,Timeout,True
178,0.838,1282,5,11504,Target_Reached,True
179,0.837,1362,5,11552,Target_Reached,True
180,0.836,71,0,13440,Timeout,False
181,0.835,31,0,13440,Timeout,True
182,0.834,521,3,13440,Timeout,False
183,0.834,181,0,13440,Timeout,False
184,0.833,221,0,13440,Timeout,True
185,0.832,111,0,13440,Timeout,False
186,0.831,181,0,13440,Timeout,False
187,0.830,521,3,13440,Timeout,False
188,0.829,411,2,13440,Timeout,True
189,0.829,71,0,13440,Timeout,False
190,0.828,411,0,13440,Timeout,False
191,0.827,181,0,13440,Timeout,False
192,0.826,181,1,13440,Timeout,True
193,0.825,1283,5,10016,Target_Reached,True
194,0.824,561,0,13440,Timeout,False
195,0.824,31,0,13440,Timeout,False
196,0.823,371,0,13440,Timeout,False
197,0.822,31,0,13440,Timeout,False
198,0.821,221,1,13440,Timeout,False
199,0.820,631,4,13440,Timeout,True
200,0.819,31,0,13440,Timeout,True
201,0.819,1321,5,13360,Target_Reached,True
202,0.818,31,0,13440,Timeout,False
203,0.817,371,2,13440,Timeout,True
204,0.816,671,0,13440,Timeout,False
205,0.815,411,2,13440,Timeout,False
206,0.815,601,3,13440,Timeout,True
207,0.814,411,2,13440,Timeout,True
208,0.813,-8,0,13440,Timeout,False
209,0.812,331,0,13440,Timeout,True
210,0.811,181,0,13440,Timeout,False
211,0.810,261,0,13440,Timeout,False
212,0.810,331,2,13440,Timeout,True
213,0.809,331,2,13440,Timeout,True
214,0.808,261,0,13440,Timeout,True
215,0.807,681,3,13440,Timeout,False
216,0.806,331,0,13440,Timeout,True
217,0.806,1285,5,7728,Target_Reached,False
218,0.805,331,0,13440,Timeout,True
219,0.804,631,4,13440,Timeout,True
220,0.803,31,0,13440,Timeout,False
221,0.802,671,4,13440,Timeout,True
222,0.802,261,0,13440,Timeout,False
223,0.801,1281,5,12992,Target_Reached,False
224,0.800,261,0,13440,Timeout,False
225,0.799,1322,5,11360,Target_Reached,False
226,0.798,71,0,13440,Timeout,False
227,0.798,521,1,13440,Timeout,False
228,0.797,481,3,13440,Timeout,False
229,0.796,181,1,13440,Timeout,False
230,0.795,371,2,13440,Timeout,False
231,0.794,371,2,13440,Timeout,True
232,0.794,181,0,13440,Timeout,True
233,0.793,-8,0,13440,Timeout,False
234,0.792,1362,5,12576,Target_Reached,True
235,0.791,-8,0,13440,Timeout,False
236,0.790,671,0,13440,Timeout,False
237,0.790,411,0,13440,Timeout,True
238,0.789,481,3,13440,Timeout,True
239,0.788,221,1,13440,Timeout,False
240,0.787,331,0,13440,Timeout,False
241,0.787,521,0,13440,Timeout,False
242,0.786,31,0,13440,Timeout,False
243,0.785,331,2,13440,Timeout,False
244,0.784,481,0,13440,Timeout,False
245,0.783,371,0,13440,Timeout,False
246,0.783,331,2,13440,Timeout,False
247,0.782,1283,5,10736,Target_Reached,True
248,0.781,411,0,13440,Timeout,True
249,0.780,371,0,13440,Timeout,True
250,0.779,1282,5,11600,Target_Reached,True
251,0.779,561,2,13440,Timeout,False
252,0.778,1283,5,10400,Target_Reached,False
253,0.777,671,4,13440,Timeout,True
254,0.776,71,0,13440,Timeout,False
255,0.776,1284,5,8288,Target_Reached,False
256,0.775,1362,5,12128,Target_Reached,True
257,0.774,331,2,13440,Timeout,False
258,0.773,631,4,13440,Timeout,True
259,0.772,1283,5,10400,Target_Reached,True
260,0.772,751,0,13440,Timeout,True
261,0.771,181,1,13440,Timeout,False
262,0.770,481,0,13440,Timeout,False
263,0.769,1283,5,10256,Target_Reached,True
264,0.769,181,1,13440,Timeout,True
265,0.768,481,3,13440,Timeout,True
266,0.767,1283,5,10944,Target_Reached,True
267,0.766,791,4,13440,Timeout,False
268,0.766,1282,5,11632,Target_Reached,True
269,0.765,1284,5,9552,Target_Reached,True
270,0.764,151,0,13440,Timeout,True
271,0.763,31,0,13440,Timeout,True
272,0.763,1284,5,9584,Target_Reached,False
273,0.762,31,0,13440,Timeout,True
274,0.761,561,3,13440,Timeout,True
275,0.760,1282,5,11824,Target_Reached,True
276,0.759,1281,5,12800,Target_Reached,False
277,0.759,1282,5,12704,Target_Reached,False
278,0.758,371,1,13440,Timeout,False
279,0.757,1363,5,10160,Target_Reached,True
280,0.756,261,0,13440,Timeout,True
281,0.756,1284,5,8864,Target_Reached,False
282,0.755,331,0,13440,Timeout,True
283,0.754,221,1,13440,Timeout,True
284,0.753,1285,5,7680,Target_Reached,False
285,0.753,481,3,13440,Timeout,False
286,0.752,1283,5,11008,Target_Reached,True
287,0.751,331,0,13440,Timeout,True
288,0.750,371,0,13440,Timeout,False
289,0.750,181,1,13440,Timeout,False
290,0.749,1133,5,9744,Target_Reached,False
291,0.748,31,0,13440,Timeout,False
292,0.747,481,3,13440,Timeout,False
293,0.747,31,0,13440,Timeout,False
294,0.746,1283,5,10912,Target_Reached,False
295,0.745,1284,5,8720,Target_Reached,False
296,0.744,151,0,13440,Timeout,False
297,0.744,1282,5,11504,Target_Reached,False
298,0.743,31,0,13440,Timeout,False
299,0.742,331,0,13440,Timeout,False
300,0.741,631,4,13440,Timeout,True
301,0.741,671,0,13440,Timeout,True
302,0.740,371,0,13440,Timeout,False
303,0.739,31,0,13440,Timeout,False
304,0.738,261,0,13440,Timeout,True
305,0.738,371,2,13440,Timeout,True
306,0.737,71,0,13440,Timeout,False
307,0.736,181,1,13440,Timeout,True
308,0.736,411,2,13440,Timeout,False
309,0.735,111,0,13440,Timeout,True
310,0.734,481,3,13440,Timeout,False
311,0.733,411,2,13440,Timeout,False
312,0.733,331,2,13440,Timeout,True
313,0.732,1322,5,12384,Target_Reached,True
314,0.731,481,0,13440,Timeout,True
315,0.730,631,4,13440,Timeout,True
316,0.730,1282,5,11328,Target_Reached,True
317,0.729,331,2,13440,Timeout,True
318,0.728,521,3,13440,Timeout,False
319,0.727,71,0,13440,Timeout,False
320,0.727,1282,5,11936,Target_Reached,True
321,0.726,1284,5,8416,Target_Reached,True
322,0.725,221,1,13440,Timeout,False
323,0.725,671,0,13440,Timeout,True
324,0.724,1325,5,7664,Target_Reached,False
325,0.723,1364,5,9520,Target_Reached,True
326,0.722,31,0,13440,Timeout,False
327,0.722,1283,5,10480,Target_Reached,True
328,0.721,1284,5,8624,Target_Reached,False
329,0.720,261,0,13440,Timeout,True
330,0.720,711,0,13440,Timeout,True
331,0.719,1282,5,11344,Target_Reached,True
332,0.718,71,0,13440,Timeout,True
333,0.717,371,0,13440,Timeout,False
334,0.717,631,4,13440,Timeout,True
335,0.716,31,0,13440,Timeout,False
336,0.715,481,3,13440,Timeout,False
337,0.715,631,4,13440,Timeout,True
338,0.714,181,1,13440,Timeout,True
339,0.713,221,0,13440,Timeout,False
340,0.712,31,0,13440,Timeout,False
341,0.712,1281,5,13008,Target_Reached,False
342,0.711,1282,5,11536,Target_Reached,True
343,0.710,411,2,13440,Timeout,False
344,0.710,31,0,13440,Timeout,False
345,0.709,1281,5,13184,Target_Reached,True
346,0.708,481,3,13440,Timeout,True
347,0.707,221,1,13440,Timeout,True
348,0.707,221,1,13440,Timeout,False
349,0.706,1281,5,13168,Target_Reached,True
350,0.705,181,1,13440,Timeout,False
351,0.705,561,2,13440,Timeout,False
352,0.704,631,4,13440,Timeout,True
353,0.703,1282,5,11600,Target_Reached,True
354,0.702,711,4,13440,Timeout,True
355,0.702,221,0,13440,Timeout,False
356,0.701,71,0,13440,Timeout,False
357,0.700,221,1,13440,Timeout,False
358,0.700,1282,5,12208,Target_Reached,False
359,0.699,371,0,13440,Timeout,True
360,0.698,151,0,13440,Timeout,True
361,0.698,221,0,13440,Timeout,True
362,0.697,181,0,13440,Timeout,False
363,0.696,1282,5,12560,Target_Reached,True
364,0.695,31,0,13440,Timeout,False
365,0.695,1362,5,11792,Target_Reached,True
366,0.694,1362,5,12144,Target_Reached,True
367,0.693,331,2,13440,Timeout,False
368,0.693,331,2,13440,Timeout,True
369,0.692,1323,5,10864,Target_Reached,False
370,0.691,481,0,13440,Timeout,True
371,0.691,411,2,13440,Timeout,True
372,0.690,221,1,13440,Timeout,False
373,0.689,1283,5,11120,Target_Reached,True
374,0.689,71,0,13440,Timeout,False
375,0.688,631,4,13440,Timeout,True
376,0.687,-8,0,13440,Timeout,False
377,0.686,331,0,13440,Timeout,False
378,0.686,1321,5,12864,Target_Reached,True
379,0.685,331,1,13440,Timeout,False
380,0.684,331,2,13440,Timeout,True
381,0.684,221,1,13440,Timeout,True
382,0.683,1282,5,12416,Target_Reached,True
383,0.682,371,2,13440,Timeout,False
384,0.682,111,0,13440,Timeout,True
385,0.681,31,0,13440,Timeout,True
386,0.680,631,4,13440,Timeout,True
387,0.680,181,0,13440,Timeout,True
388,0.679,221,1,13440,Timeout,False
389,0.678,1283,5,10368,Target_Reached,True
390,0.678,181,1,13440,Timeout,False
391,0.677,181,1,13440,Timeout,False
392,0.676,151,0,13440,Timeout,True
393,0.676,671,0,13440,Timeout,False
394,0.675,561,2,13440,Timeout,False
395,0.674,71,0,13440,Timeout,False
396,0.674,331,2,13440,Timeout,True
397,0.673,261,1,13440,Timeout,True
398,0.672,31,0,13440,Timeout,True
399,0.672,631,4,13440,Timeout,True
400,0.671,221,0,13440,Timeout,False
401,0.670,-8,0,13440,Timeout,True
402,0.670,521,3,13440,Timeout,False
403,0.669,181,1,13440,Timeout,False
404,0.668,631,4,13440,Timeout,False
405,0.668,1282,5,12128,Target_Reached,True
406,0.667,1283,5,10400,Target_Reached,True
407,0.666,1324,5,8752,Target_Reached,True
408,0.666,1283,5,9808,Target_Reached,True
409,0.665,261,0,13440,Timeout,False
410,0.664,671,0,13440,Timeout,False
411,0.664,631,0,13440,Timeout,True
412,0.663,181,1,13440,Timeout,True
413,0.662,221,0,13440,Timeout,True
414,0.662,1282,5,11600,Target_Reached,False
415,0.661,181,1,13440,Timeout,True
416,0.660,31,0,13440,Timeout,False
417,0.660,411,1,13440,Timeout,False
418,0.659,1284,5,9456,Target_Reached,False
419,0.658,221,0,13440,Timeout,False
420,0.658,111,0,13440,Timeout,False
421,0.657,1361,5,12944,Target_Reached,True
422,0.656,221,1,13440,Timeout,False
423,0.656,1282,5,11888,Target_Reached,False
424,0.655,411,1,13440,Timeout,False
425,0.654,221,0,13440,Timeout,False
426,0.654,331,0,13440,Timeout,True
427,0.653,631,0,13440,Timeout,False
428,0.652,181,0,13440,Timeout,False
429,0.652,671,4,13440,Timeout,True
430,0.651,561,3,13440,Timeout,True
431,0.650,31,0,13440,Timeout,False
432,0.650,331,2,13440,Timeout,False
433,0.649,1322,5,12592,Target_Reached,False
434,0.648,371,2,13440,Timeout,False
435,0.648,331,0,13440,Timeout,True
436,0.647,181,1,13440,Timeout,False
437,0.646,631,0,13440,Timeout,True
438,0.646,301,1,13440,Timeout,True
439,0.645,631,0,13440,Timeout,True
440,0.645,221,1,13440,Timeout,False
441,0.644,31,0,13440,Timeout,True
442,0.643,31,0,13440,Timeout,False
443,0.643,521,3,13440,Timeout,True
444,0.642,181,1,13440,Timeout,True
445,0.641,481,3,13440,Timeout,True
446,0.641,631,4,13440,Timeout,False
447,0.640,261,0,13440,Timeout,False
448,0.639,111,0,13440,Timeout,False
449,0.639,711,3,13440,Timeout,True
450,0.638,261,1,13440,Timeout,True
451,0.637,481,3,13440,Timeout,True
452,0.637,1283,5,10736,Target_Reached,True
453,0.636,1281,5,13232,Target_Reached,True
454,0.636,481,1,13440,Timeout,False
455,0.635,331,0,13440,Timeout,False
456,0.634,151,0,13440,Timeout,False
457,0.634,331,2,13440,Timeout,True
458,0.633,481,3,13440,Timeout,False
459,0.632,181,1,13440,Timeout,False
460,0.632,1282,5,12048,Target_Reached,False
461,0.631,1283,5,10128,Target_Reached,False
462,0.631,181,0,13440,Timeout,True
463,0.630,-8,0,13440,Timeout,True
464,0.629,371,0,13440,Timeout,True
465,0.629,111,0,13440,Timeout,True
466,0.628,481,3,13440,Timeout,False
467,0.627,71,0,13440,Timeout,False
468,0.627,1282,5,12192,Target_Reached,True
469,0.626,1282,5,12368,Target_Reached,False
470,0.625,31,0,13440,Timeout,False
471,0.625,331,2,13440,Timeout,True
472,0.624,1322,5,12320,Target_Reached,True
473,0.624,1283,5,9616,Target_Reached,True
474,0.623,371,1,13440,Timeout,False
475,0.622,631,4,13440,Timeout,False
476,0.622,1281,5,12928,Target_Reached,False
477,0.621,1285,5,7776,Target_Reached,False
478,0.620,1362,5,12112,Target_Reached,True
479,0.620,1281,5,13344,Target_Reached,True
480,0.619,1284,5,9504,Target_Reached,False
481,0.619,181,0,13440,Timeout,False
482,0.618,671,0,13440,Timeout,False
483,0.617,71,0,13440,Timeout,False
484,0.617,1282,5,11712,Target_Reached,True
485,0.616,1282,5,11616,Target_Reached,True
486,0.616,1282,5,12272,Target_Reached,True
487,0.615,1281,5,13312,Target_Reached,True
488,0.614,481,3,13440,Timeout,True
489,0.614,631,4,13440,Timeout,False
490,0.613,1281,5,13392,Target_Reached,True
491,0.612,1284,5,8544,Target_Reached,True
492,0.612,671,3,13440,Timeout,True
493,0.611,331,1,13440,Timeout,False
494,0.611,481,3,13440,Timeout,False
495,0.610,1283,5,10208,Target_Reached,False
496,0.609,631,3,13440,Timeout,False
497,0.609,561,2,13440,Timeout,False
498,0.608,1283,5,10192,Target_Reached,True
499,0.608,261,1,13440,Timeout,True
500,0.607,521,0,13440,Timeout,False
501,0.606,1323,5,10560,Target_Reached,True
502,0.606,1281,5,13440,Target_Reached,False
503,0.605,71,0,13440,Timeout,False
504,0.605,1283,5,10080,Target_Reached,True
505,0.604,31,0,13440,Timeout,True
506,0.603,111,0,13440,Timeout,True
507,0.603,1362,5,11360,Target_Reached,False
508,0.602,481,3,13440,Timeout,False
509,0.602,1322,5,12496,Target_Reached,True
510,0.601,631,0,13440,Timeout,False
511,0.600,181,0,13440,Timeout,False
512,0.600,1282,5,11984,Target_Reached,True
513,0.599,31,0,13440,Timeout,True
514,0.599,31,0,13440,Timeout,False
515,0.598,561,3,13440,Timeout,True
516,0.597,221,1,13440,Timeout,False
517,0.597,1283,5,10400,Target_Reached,True
518,0.596,521,2,13440,Timeout,False
519,0.596,711,0,13440,Timeout,True
520,0.595,411,2,13440,Timeout,True
521,0.594,481,3,13440,Timeout,False
522,0.594,71,0,13440,Timeout,False
523,0.593,561,3,13440,Timeout,True
524,0.593,181,1,13440,Timeout,True
525,0.592,561,0,13440,Timeout,True
526,0.591,331,2,13440,Timeout,True
527,0.591,31,0,13440,Timeout,False
528,0.590,-8,0,13440,Timeout,False
529,0.590,1282,5,11648,Target_Reached,True
530,0.589,31,0,13440,Timeout,True
531,0.588,181,1,13440,Timeout,False
532,0.588,1282,5,11360,Target_Reached,True
533,0.587,481,3,13440,Timeout,True
534,0.587,331,2,13440,Timeout,False
535,0.586,1283,5,10688,Target_Reached,True
536,0.586,1283,5,10240,Target_Reached,True
537,0.585,1282,5,11200,Target_Reached,False
538,0.584,1282,5,12352,Target_Reached,False
539,0.584,1283,5,10880,Target_Reached,True
540,0.583,1282,5,11712,Target_Reached,True
541,0.583,1322,5,12592,Target_Reached,True
542,0.582,221,0,13440,Timeout,False
543,0.581,331,2,13440,Timeout,False
544,0.581,301,1,13440,Timeout,True
545,0.580,1282,5,11680,Target_Reached,True
546,0.580,631,0,13440,Timeout,True
547,0.579,1324,5,8640,Target_Reached,False
548,0.579,631,4,13440,Timeout,True
549,0.578,31,0,13440,Timeout,False
550,0.577,1282,5,11744,Target_Reached,True
551,0.577,1283,5,10192,Target_Reached,True
552,0.576,181,1,13440,Timeout,True
553,0.576,1322,5,11280,Target_Reached,True
554,0.575,1282,5,12752,Target_Reached,True
555,0.574,71,0,13440,Timeout,False
556,0.574,1283,5,10048,Target_Reached,True
557,0.573,181,1,13440,Timeout,True
558,0.573,181,1,13440,Timeout,False
559,0.572,1282,5,12016,Target_Reached,False
560,0.572,481,0,13440,Timeout,False
561,0.571,31,0,13440,Timeout,True
562,0.570,491,1,13440,Timeout,False
563,0.570,181,1,13440,Timeout,True
564,0.569,1283,5,10816,Target_Reached,True
565,0.569,521,3,13440,Timeout,False
566,0.568,221,0,13440,Timeout,False
567,0.568,31,0,13440,Timeout,False
568,0.567,481,3,13440,Timeout,False
569,0.566,1281,5,13216,Target_Reached,False
570,0.566,1282,5,11360,Target_Reached,True
571,0.565,1282,5,12112,Target_Reached,True
572,0.565,1283,5,11136,Target_Reached,True
573,0.564,711,4,13440,Timeout,True
574,0.564,1282,5,11872,Target_Reached,True
575,0.563,71,0,13440,Timeout,False
576,0.563,1282,5,12224,Target_Reached,True
577,0.562,261,1,13440,Timeout,False
578,0.561,1062,5,11456,Target_Reached,True
579,0.561,31,0,13440,Timeout,False
580,0.560,331,0,13440,Timeout,False
581,0.560,631,4,13440,Timeout,True
582,0.559,1282,5,11504,Target_Reached,True
583,0.559,481,0,13440,Timeout,False
584,0.558,601,3,13440,Timeout,True
585,0.558,1322,5,11296,Target_Reached,True
586,0.557,1363,5,10992,Target_Reached,True
587,0.556,521,0,13440,Timeout,False
588,0.556,1321,5,12992,Target_Reached,False
589,0.555,1322,5,12176,Target_Reached,True
590,0.555,1281,5,13184,Target_Reached,False
591,0.554,481,2,13440,Timeout,True
592,0.554,1281,5,12848,Target_Reached,False
593,0.553,1283,5,10608,Target_Reached,True
594,0.553,481,0,13440,Timeout,True
595,0.552,111,0,13440,Timeout,True
596,0.551,1282,5,11552,Target_Reached,True
597,0.551,31,0,13440,Timeout,False
598,0.550,1282,5,12096,Target_Reached,True
599,0.550,331,0,13440,Timeout,True
600,0.549,561,0,13440,Timeout,False
601,0.549,31,0,13440,Timeout,False
602,0.548,331,2,13440,Timeout,True
603,0.548,1282,5,11776,Target_Reached,False
604,0.547,1282,5,11472,Target_Reached,True
605,0.546,371,0,13440,Timeout,True
606,0.546,521,3,13440,Timeout,False
607,0.545,561,3,13440,Timeout,True
608,0.545,1283,5,11088,Target_Reached,True
609,0.544,31,0,13440,Timeout,False
610,0.544,331,2,13440,Timeout,False
611,0.543,221,0,13440,Timeout,True
612,0.543,331,2,13440,Timeout,True
613,0.542,1282,5,11968,Target_Reached,True
614,0.542,711,4,13440,Timeout,False
615,0.541,31,0,13440,Timeout,True
616,0.540,31,0,13440,Timeout,False
617,0.540,411,0,13440,Timeout,True
618,0.539,261,0,13440,Timeout,False
619,0.539,111,0,13440,Timeout,False
620,0.538,181,0,13440,Timeout,True
621,0.538,31,0,13440,Timeout,True
622,0.537,1282,5,12208,Target_Reached,True
623,0.537,1362,5,12432,Target_Reached,False
624,0.536,31,0,13440,Timeout,False
625,0.536,631,4,13440,Timeout,True
626,0.535,1324,5,9024,Target_Reached,False
627,0.535,1283,5,9984,Target_Reached,True
628,0.534,221,1,13440,Timeout,False
629,0.533,181,1,13440,Timeout,False
630,0.533,631,0,13440,Timeout,True
631,0.532,221,0,13440,Timeout,False
632,0.532,1282,5,12096,Target_Reached,False
633,0.531,631,4,13440,Timeout,True
634,0.531,71,0,13440,Timeout,True
635,0.530,631,4,13440,Timeout,True
636,0.530,561,3,13440,Timeout,True
637,0.529,71,0,13440,Timeout,True
638,0.529,181,0,13440,Timeout,False
639,0.528,31,0,13440,Timeout,True
640,0.528,1283,5,10848,Target_Reached,False
641,0.527,521,3,13440,Timeout,True
642,0.527,71,0,13440,Timeout,False
643,0.526,631,4,13440,Timeout,True
644,0.526,1322,5,11312,Target_Reached,False
645,0.525,31,0,13440,Timeout,False
646,0.524,71,0,13440,Timeout,True
647,0.524,1361,5,13376,Target_Reached,True
648,0.523,31,0,13440,Timeout,False
649,0.523,31,0,13440,Timeout,False
650,0.522,1281,5,13424,Target_Reached,False
651,0.522,181,1,13440,Timeout,True
652,0.521,221,1,13440,Timeout,False
653,0.521,31,0,13440,Timeout,True
654,0.520,331,1,13440,Timeout,False
655,0.520,451,0,13440,Timeout,False
656,0.519,711,4,13440,Timeout,True
657,0.519,31,0,13440,Timeout,True
658,0.518,1281,5,13072,Target_Reached,False
659,0.518,1322,5,11792,Target_Reached,True
660,0.517,481,0,13440,Timeout,False
661,0.517,331,2,13440,Timeout,True
662,0.516,1281,5,12912,Target_Reached,True
663,0.516,371,2,13440,Timeout,False
664,0.515,31,0,13440,Timeout,True
665,0.515,31,0,13440,Timeout,True
666,0.514,111,0,13440,Timeout,False
667,0.514,111,0,13440,Timeout,True
668,0.513,31,0,13440,Timeout,False
669,0.513,1282,5,11616,Target_Reached,True
