Game_Loop,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,5
32.0,50,0,12,16,5
64.0,50,0,12,16,1
160.0,80,0,12,16,1
192.0,60,0,12,16,8
224.0,60,0,12,16,7
256.0,85,0,12,16,1
288.0,50,0,12,16,3
320.0,70,0,12,16,4
352.0,70,0,12,16,6
384.0,100,0,12,16,5
416.0,120,0,12,16,0
448.0,130,0,13,16,2
480.0,35,0,13,16,7
512.0,55,0,13,16,5
544.0,75,0,13,16,6
576.0,85,0,13,16,3
608.0,30,0,13,16,3
640.0,45,0,13,16,1
672.0,60,0,13,16,6
704.0,80,0,14,16,5
736.0,90,0,14,16,3
768.0,30,0,14,16,2
800.0,50,0,14,19,3
832.0,65,0,14,19,2
864.0,80,0,14,19,6
896.0,95,0,14,19,3
928.0,110,0,14,19,5
960.0,135,0,14,19,1
992.0,140,0,14,19,8
1056.0,255,0,14,19,7
1120.0,275,0,14,16,8
1152.0,300,0,14,16,3
1184.0,320,0,14,16,1
1216.0,335,0,14,16,2
1248.0,345,0,14,16,2
1280.0,260,0,14,16,8
1344.0,295,0,14,19,4
1376.0,305,4,14,19,5
1408.0,175,4,14,19,5
1440.0,185,4,14,19,0
1472.0,205,8,14,19,7
1504.0,220,8,14,19,5
1536.0,230,8,14,19,0
1568.0,250,12,14,19,8
1600.0,265,12,14,19,3
1632.0,275,12,14,19,6
1664.0,285,16,14,19,2
1696.0,355,16,14,19,8
1824.0,415,24,14,19,7
1856.0,435,24,14,19,8
1888.0,440,24,14,16,8
1920.0,460,28,14,19,3
1952.0,480,28,14,19,8
2016.0,500,32,14,19,8
2048.0,525,32,14,16,2
2080.0,535,36,14,16,0
2112.0,555,36,14,16,6
2144.0,560,36,14,16,1
2176.0,575,40,14,16,1
2272.0,575,44,14,19,6
2304.0,580,44,14,19,6
2336.0,610,44,14,19,2
2368.0,620,48,14,19,7
2400.0,635,48,14,19,8
2464.0,665,52,15,19,4
2496.0,680,52,15,19,0
2528.0,690,56,15,19,5
2560.0,560,56,15,19,1
2592.0,575,56,15,19,6
2624.0,580,60,15,19,4
2720.0,625,64,15,19,4
2752.0,640,64,15,19,6
2784.0,655,68,15,19,6
2816.0,670,68,15,19,5
2848.0,685,68,15,19,5
2880.0,700,72,15,19,1
2976.0,745,76,15,19,8
3040.0,775,76,15,16,8
3104.0,805,80,15,19,6
3136.0,820,84,15,19,5
3168.0,835,84,15,19,2
3200.0,750,84,15,19,8
3232.0,770,84,15,16,6
3264.0,780,84,15,16,2
3296.0,790,84,15,16,2
3328.0,810,84,15,16,2
3360.0,825,84,15,16,3
3392.0,845,84,15,16,4
3424.0,850,84,15,16,8
3456.0,870,84,15,19,8
3520.0,905,84,15,19,2
3552.0,810,84,15,19,4
3584.0,830,84,15,19,0
3616.0,840,84,15,19,5
3648.0,865,84,15,19,4
3680.0,870,84,15,19,0
3712.0,890,84,15,19,8
3744.0,900,84,15,16,2
3776.0,925,84,15,16,0
3808.0,930,84,15,16,7
3840.0,950,84,15,16,2
3872.0,965,84,15,16,6
3904.0,980,84,15,16,5
3936.0,840,84,15,16,0
3968.0,855,84,15,16,2
4000.0,925,84,15,16,2
4032.0,935,84,15,16,2
4064.0,955,84,15,16,4
4096.0,965,84,15,16,5
4128.0,930,84,15,16,3
4160.0,945,84,15,16,6
4192.0,965,84,15,16,7
4224.0,975,84,15,16,2
4256.0,1040,84,15,16,6
4288.0,1055,84,15,16,7
4320.0,1075,84,15,16,4
4352.0,1085,84,15,16,0
