Episode,Timestamp,Reward,PolicyLoss,ValueLoss,Loss,Entropy,LR
74,14:09:20,73.0,0.000000,12.162165,12.112797,0.9874,9.98e-05
75,14:09:25,118.68,0.000000,20.833233,20.783281,0.9990,9.98e-05
76,14:09:31,107.55,-0.000000,18.013294,17.963593,0.9940,9.98e-05
77,14:09:37,101.58,0.000000,17.289209,17.239933,0.9855,9.98e-05
78,14:09:42,115.11,0.000000,18.825123,18.775339,0.9957,9.98e-05
79,14:09:48,92.99,0.000000,14.026828,13.976873,0.9991,9.98e-05
80,14:09:53,92.99,-0.000000,13.367020,13.317066,0.9991,9.98e-05
81,14:10:01,112.37,0.000000,18.897579,18.848721,0.9772,9.98e-05
82,14:10:07,92.03,0.000000,12.194463,12.144847,0.9923,9.98e-05
83,14:10:13,93.34,0.000000,16.798712,16.749014,0.9940,9.98e-05
84,14:10:18,106.06,0.000000,18.478161,18.428965,0.9839,9.97e-05
85,14:10:24,117.52,0.000000,25.509230,25.460203,0.9805,9.97e-05
86,14:10:30,116.01,-0.000000,24.676756,24.626968,0.9957,9.97e-05
87,14:10:36,85.96,-0.000000,10.813788,10.763412,1.0075,9.97e-05
88,14:10:41,103.56,0.000000,20.918556,20.869448,0.9822,9.97e-05
89,14:10:47,73.97,-0.000000,14.387265,14.337399,0.9973,9.97e-05
90,14:10:52,107.39,0.000000,18.408459,18.359346,0.9822,9.97e-05
91,14:11:05,92.89,-0.000000,14.049783,14.000168,0.9923,9.97e-05
92,14:11:10,84.43,0.000000,9.604278,9.554407,0.9974,9.97e-05
93,14:11:15,94.94,0.000000,15.667170,15.617382,0.9958,9.97e-05
94,14:11:21,97.07,0.000000,18.763279,18.713747,0.9906,9.97e-05
95,14:11:27,107.96,0.000000,23.564461,23.515097,0.9873,9.97e-05
96,14:11:32,94.42,0.000000,17.629904,17.580370,0.9907,9.97e-05
97,14:11:38,97.54,0.000000,13.279152,13.229710,0.9888,9.97e-05
98,14:11:44,81.33,0.000000,12.912026,12.862495,0.9906,9.97e-05
99,14:11:49,104.57,0.000000,15.096873,15.047425,0.9890,9.97e-05
100,14:11:55,117.64,-0.000000,24.875341,24.826229,0.9822,9.97e-05
101,14:12:03,106.06,-0.000000,18.908758,18.859480,0.9856,9.97e-05
102,14:12:09,84.37,-0.000000,16.425686,16.375313,1.0075,9.97e-05
103,14:12:15,126.12,-0.000000,25.022680,24.973656,0.9805,9.97e-05
104,14:12:20,72.02,0.000000,13.486695,13.437328,0.9873,9.97e-05
105,14:12:26,93.44,-0.000000,18.286678,18.236557,1.0024,9.97e-05
106,14:12:31,83.48,-0.000000,12.816108,12.766914,0.9839,9.97e-05
107,14:12:38,104.51,-0.000000,14.814045,14.764009,1.0007,9.97e-05
108,14:12:43,103.0,0.000000,15.608405,15.558702,0.9941,9.97e-05
109,14:12:48,84.36,0.000000,12.881022,12.831742,0.9856,9.97e-05
110,14:12:53,103.55,0.000000,17.140024,17.090157,0.9973,9.97e-05
111,14:13:02,95.01,-0.000000,18.228315,18.178535,0.9956,9.97e-05
112,14:13:07,93.3,0.000000,17.185959,17.136005,0.9991,9.97e-05
113,14:13:13,94.51,0.000000,15.456224,15.407033,0.9838,9.97e-05
114,14:13:18,113.07,-0.000000,19.657036,19.607422,0.9923,9.97e-05
115,14:13:24,105.51,-0.000000,19.061430,19.011900,0.9906,9.97e-05
116,14:13:29,104.55,0.000000,21.034409,20.984709,0.9940,9.97e-05
117,14:13:35,103.59,0.000000,16.339624,16.290348,0.9855,9.96e-05
118,14:13:41,114.46,0.000000,26.707600,26.658237,0.9872,9.96e-05
119,14:13:46,106.14,0.000000,18.922178,18.872728,0.9890,9.96e-05
120,14:13:52,84.22,0.000000,10.479687,10.429654,1.0007,9.96e-05
121,14:14:00,91.55,-0.000000,12.701008,12.651560,0.9890,9.96e-05
122,14:14:06,82.83,0.000000,12.879448,12.829588,0.9972,9.96e-05
123,14:14:11,102.44,-0.000000,16.276825,16.226868,0.9991,9.96e-05
124,14:14:17,106.1,0.000000,23.999668,23.950218,0.9890,9.96e-05
125,14:14:23,113.97,0.000000,18.450130,18.400513,0.9923,9.96e-05
126,14:14:29,95.68,-0.000000,19.646242,19.597471,0.9754,9.96e-05
127,14:14:34,124.56,-0.000000,23.954237,23.904873,0.9873,9.96e-05
128,14:14:40,91.48,0.000000,12.662507,12.612635,0.9974,9.96e-05
129,14:14:45,96.01,0.000000,18.557102,18.507824,0.9856,9.96e-05
130,14:14:51,92.91,-0.000000,11.611437,11.562239,0.9840,9.96e-05
131,14:14:59,105.64,-0.000000,19.836962,19.787262,0.9940,9.96e-05
132,14:15:04,103.47,0.000000,22.291891,22.242105,0.9957,9.96e-05
133,14:15:10,69.95,-0.000000,10.646633,10.596176,1.0091,9.96e-05
134,14:15:15,101.55,-0.000000,18.996469,18.946346,1.0025,9.96e-05
135,14:15:20,63.35,0.000000,11.718139,11.668941,0.9840,9.96e-05
136,14:15:26,92.44,0.000000,18.282963,18.233097,0.9973,9.96e-05
137,14:15:31,102.23,0.000000,22.399956,22.350084,0.9974,9.96e-05
138,14:15:50,114.47,0.000000,21.991512,21.941978,0.9907,9.96e-05
139,14:15:57,81.86,0.000000,16.895798,16.846773,0.9805,9.96e-05
140,14:16:03,72.84,0.000000,14.563707,14.513668,1.0008,9.96e-05
141,14:16:15,106.06,0.000000,17.398415,17.348461,0.9991,9.96e-05
142,14:16:21,104.11,0.000000,18.287054,18.237860,0.9839,9.96e-05
143,14:16:26,94.01,0.000000,20.620089,20.570641,0.9890,9.96e-05
144,14:16:32,80.82,0.000000,13.166117,13.116844,0.9855,9.96e-05
145,14:16:37,72.32,0.000000,10.476154,10.426714,0.9888,9.96e-05
146,14:16:43,93.38,0.000000,13.510521,13.460227,1.0059,9.96e-05
147,14:16:48,102.87,-0.000000,18.441578,18.392044,0.9907,9.96e-05
148,14:16:54,90.88,-0.000000,16.460468,16.411188,0.9856,9.96e-05
149,14:17:00,84.41,-0.000000,14.238291,14.188766,0.9905,9.96e-05
150,14:17:05,104.64,-0.000000,16.864103,16.814659,0.9889,9.96e-05
151,14:17:12,99.56,0.000000,17.677883,17.628519,0.9873,9.95e-05
152,14:17:18,91.98,0.000000,12.962747,12.913045,0.9940,9.95e-05
153,14:17:24,78.92,-0.000000,13.808376,13.758251,1.0025,9.95e-05
154,14:17:29,84.5,0.000000,11.036624,10.986843,0.9956,9.95e-05
155,14:17:35,96.03,0.000000,15.854007,15.804814,0.9838,9.95e-05
156,14:17:41,93.83,0.000000,17.225122,17.175591,0.9906,9.95e-05
157,14:17:46,106.63,0.000000,18.150902,18.101114,0.9958,9.95e-05
158,14:17:52,96.05,-0.000000,18.113853,18.063816,1.0007,9.95e-05
159,14:17:57,108.09,-0.000000,21.040447,20.991169,0.9856,9.95e-05
160,14:18:03,106.09,-0.000000,24.532928,24.483568,0.9872,9.95e-05
161,14:18:14,81.9,-0.000000,13.764621,13.715088,0.9907,9.95e-05
162,14:18:20,108.15,0.000000,18.898619,18.848663,0.9991,9.95e-05
163,14:18:25,83.47,-0.000000,18.460964,18.411774,0.9838,9.95e-05
164,14:18:31,132.65,0.000000,34.140144,34.090530,0.9923,9.95e-05
165,14:18:37,106.56,0.000000,16.388178,16.338560,0.9924,9.95e-05
166,14:18:42,118.09,0.000000,25.835922,25.786053,0.9974,9.95e-05
167,14:18:47,97.03,0.000000,21.755617,21.706169,0.9890,9.95e-05
168,14:18:53,94.46,0.000000,15.323174,15.273811,0.9872,9.95e-05
169,14:18:58,90.36,0.000000,17.649805,17.600019,0.9957,9.95e-05
170,14:19:04,108.06,0.000000,15.978840,15.929813,0.9805,9.95e-05
171,14:19:12,117.64,-0.000000,20.650814,20.600861,0.9991,9.95e-05
172,14:19:17,118.45,0.000000,25.288494,25.239296,0.9839,9.95e-05
173,14:19:22,94.07,0.000000,12.376461,12.326422,1.0008,9.95e-05
174,14:19:28,95.55,0.000000,16.458889,16.409868,0.9804,9.95e-05
175,14:19:34,94.46,0.000000,12.062530,12.012664,0.9973,9.95e-05
176,14:19:39,81.33,-0.000000,12.267024,12.216986,1.0008,9.95e-05
177,14:19:44,82.92,0.000000,12.236823,12.187799,0.9805,9.95e-05
178,14:19:50,104.02,0.000000,19.121006,19.071388,0.9924,9.95e-05
179,14:19:55,95.48,0.000000,19.403364,19.353920,0.9889,9.95e-05
180,14:20:01,93.9,0.000000,13.633979,13.585036,0.9789,9.95e-05
181,14:20:08,92.48,0.000000,14.552570,14.503626,0.9789,9.95e-05
182,14:20:14,106.51,-0.000000,17.437195,17.388084,0.9822,9.95e-05
183,14:20:19,61.27,0.000000,12.854755,12.805732,0.9805,9.95e-05
184,14:20:25,75.05,0.000000,13.951055,13.901355,0.9940,9.94e-05
185,14:20:30,107.16,-0.000000,18.775015,18.725145,0.9974,9.94e-05
186,14:20:36,103.04,0.000000,21.381123,21.331419,0.9941,9.94e-05
187,14:20:41,80.0,0.000000,18.986378,18.937521,0.9771,9.94e-05
188,14:20:46,112.96,0.000000,25.814667,25.764793,0.9975,9.94e-05
189,14:20:52,107.12,0.000000,20.155825,20.106712,0.9822,9.94e-05
190,14:20:57,105.43,-0.000000,22.128378,22.078255,1.0024,9.94e-05
191,14:21:32,104.84,0.000000,18.350502,18.300295,1.0041,9.94e-05
192,14:21:37,84.49,-0.000000,9.494025,9.444494,0.9906,9.94e-05
193,14:21:42,113.56,0.000000,19.021255,18.972403,0.9771,9.94e-05
194,14:21:48,100.45,0.000000,16.888893,16.839025,0.9974,9.94e-05
195,14:21:54,96.91,0.000000,15.476152,15.427049,0.9821,9.94e-05
196,14:21:59,104.63,-0.000000,17.111670,17.061630,1.0008,9.94e-05
197,14:22:05,116.56,0.000000,22.990498,22.940966,0.9906,9.94e-05
198,14:22:10,84.89,0.000000,15.844112,15.794581,0.9906,9.94e-05
199,14:22:16,82.47,0.000000,14.723471,14.673433,1.0008,9.94e-05
200,14:22:21,80.64,0.000000,9.470057,9.420268,0.9958,9.94e-05
201,14:22:28,100.43,0.000000,12.825538,12.775498,1.0008,9.94e-05
202,14:22:33,84.96,-0.000000,15.616904,15.567880,0.9805,9.94e-05
203,14:22:39,84.59,-0.000000,17.389250,17.339380,0.9974,9.94e-05
204,14:22:44,118.54,0.000000,20.462460,20.413521,0.9788,9.94e-05
205,14:22:50,85.54,-0.000000,19.581100,19.531147,0.9991,9.94e-05
206,14:22:56,103.53,0.000000,18.709867,18.660248,0.9924,9.94e-05
207,14:23:01,103.99,-0.000000,20.576498,20.527136,0.9872,9.94e-05
208,14:23:07,79.86,0.000000,12.293951,12.244752,0.9840,9.94e-05
209,14:23:13,95.48,-0.000000,22.526840,22.477562,0.9856,9.94e-05
210,14:23:19,82.28,-0.000000,13.719082,13.669804,0.9856,9.94e-05
211,14:23:30,92.45,-0.000000,18.901730,18.852449,0.9856,9.94e-05
212,14:23:36,95.55,0.000000,18.363760,18.313976,0.9957,9.94e-05
213,14:23:42,96.03,0.000000,18.982826,18.933968,0.9772,9.94e-05
214,14:23:48,127.57,-0.000000,28.013542,27.964685,0.9771,9.94e-05
215,14:23:55,102.53,0.000000,16.320494,16.270538,0.9991,9.94e-05
216,14:24:01,89.34,-0.000000,14.412769,14.362734,1.0007,9.94e-05
217,14:24:07,105.04,0.000000,19.421131,19.371515,0.9923,9.93e-05
218,14:24:12,84.4,0.000000,13.144827,13.095211,0.9923,9.93e-05
219,14:24:18,103.47,0.000000,16.576485,16.527121,0.9873,9.93e-05
220,14:24:24,104.06,0.000000,18.799423,18.749554,0.9974,9.93e-05
221,14:24:32,94.42,0.000000,17.747019,17.697315,0.9941,9.93e-05
222,14:24:38,95.97,0.000000,16.907415,16.857042,1.0075,9.93e-05
223,14:24:44,80.87,0.000000,12.203480,12.153362,1.0024,9.93e-05
224,14:24:50,95.4,0.000000,15.767359,15.718163,0.9839,9.93e-05
225,14:24:56,114.54,0.000000,21.048683,20.998560,1.0025,9.93e-05
226,14:25:02,52.26,0.000000,8.547519,8.497143,1.0075,9.93e-05
227,14:25:08,102.33,0.000000,15.568012,15.518564,0.9890,9.93e-05
228,14:25:14,126.02,0.000000,27.881182,27.832069,0.9822,9.93e-05
229,14:25:20,125.04,0.000000,24.613771,24.564577,0.9839,9.93e-05
230,14:25:26,94.52,0.000000,18.205626,18.156773,0.9771,9.93e-05
231,14:25:34,115.01,-0.000000,28.898708,28.848835,0.9975,9.93e-05
232,14:25:40,75.92,0.000000,12.117296,12.067176,1.0024,9.93e-05
233,14:25:46,84.55,-0.000000,9.668425,9.619064,0.9872,9.93e-05
234,14:25:51,100.55,0.000000,15.107650,15.057357,1.0059,9.93e-05
235,14:25:57,105.91,0.000000,19.435642,19.386114,0.9906,9.93e-05
236,14:26:03,97.02,0.000000,20.610062,20.560360,0.9940,9.93e-05
237,14:26:08,114.84,0.000000,18.156059,18.106356,0.9941,9.93e-05
238,14:26:13,104.06,0.000000,18.335056,18.284595,1.0092,9.93e-05
239,14:26:19,92.03,0.000000,16.284536,16.235344,0.9838,9.93e-05
240,14:26:24,103.53,0.000000,21.247797,21.198347,0.9890,9.93e-05
241,14:26:50,103.0,0.000000,19.715864,19.666332,0.9906,9.93e-05
242,14:26:55,105.88,0.000000,19.557724,19.508112,0.9922,9.93e-05
243,14:27:00,101.05,0.000000,17.280516,17.230814,0.9940,9.93e-05
244,14:27:06,82.88,-0.000000,13.424169,13.374804,0.9873,9.93e-05
245,14:27:11,124.59,0.000000,24.773933,24.724060,0.9975,9.93e-05
246,14:27:17,102.51,0.000000,18.889914,18.840553,0.9872,9.93e-05
247,14:27:22,91.95,0.000000,18.261435,18.212156,0.9856,9.93e-05
248,14:27:28,92.9,-0.000000,20.452707,20.403849,0.9772,9.93e-05
249,14:27:34,92.85,0.000000,18.213501,18.164137,0.9873,9.93e-05
250,14:27:39,84.59,-0.000000,13.947271,13.897399,0.9975,9.93e-05
251,14:27:47,93.95,0.000000,18.288212,18.238342,0.9974,9.92e-05
252,14:27:53,96.04,0.000000,17.898142,17.848698,0.9889,9.92e-05
253,14:27:59,94.46,0.000000,19.940825,19.890789,1.0007,9.92e-05
254,14:28:05,117.58,-0.000000,22.151455,22.101837,0.9923,9.92e-05
255,14:28:10,91.4,0.000000,12.047677,11.998824,0.9771,9.92e-05
256,14:28:16,107.6,-0.000000,19.083941,19.033817,1.0024,9.92e-05
257,14:28:21,96.41,-0.000000,19.612246,19.563303,0.9788,9.92e-05
258,14:28:27,84.46,0.000000,20.308098,20.258568,0.9906,9.92e-05
259,14:28:32,111.01,0.000000,19.756569,19.706360,1.0042,9.92e-05
260,14:28:38,80.53,-0.000000,12.657740,12.607617,1.0024,9.92e-05
261,14:29:14,96.07,0.000000,18.249329,18.199287,1.0008,9.92e-05
262,14:29:19,100.39,-0.000000,17.320297,17.270847,0.9890,9.92e-05
263,14:29:25,92.48,-0.000000,19.348410,19.298542,0.9974,9.92e-05
264,14:29:31,127.71,-0.000000,21.563086,21.513977,0.9822,9.92e-05
265,14:29:36,92.93,0.000000,16.729834,16.680553,0.9856,9.92e-05
266,14:29:42,95.03,-0.000000,18.719173,18.669388,0.9957,9.92e-05
267,14:29:47,102.98,-0.000000,23.261223,23.211435,0.9957,9.92e-05
268,14:29:53,92.93,0.000000,13.477404,13.427786,0.9924,9.92e-05
269,14:29:58,104.67,-0.000000,16.692923,16.643562,0.9872,9.92e-05
270,14:30:04,103.51,0.000000,20.469734,20.420290,0.9889,9.92e-05
271,14:30:12,95.09,0.000000,17.727915,17.678379,0.9907,9.92e-05
272,14:30:18,127.06,0.000000,26.228102,26.178568,0.9907,9.92e-05
273,14:30:24,61.76,-0.000000,12.536913,12.488306,0.9721,9.92e-05
274,14:30:29,122.48,0.000000,21.307972,21.258356,0.9923,9.92e-05
275,14:30:46,119.58,0.000000,27.953297,27.904444,0.9771,9.92e-05
276,14:30:53,93.41,0.000000,18.488585,18.439226,0.9872,9.92e-05
277,14:30:58,118.13,-0.000000,24.327925,24.278221,0.9941,9.92e-05
278,14:31:03,105.02,-0.000000,16.876354,16.826061,1.0058,9.92e-05
279,14:31:10,105.12,-0.000000,26.585676,26.536318,0.9872,9.92e-05
280,14:31:15,127.75,0.000000,30.050032,30.000835,0.9839,9.92e-05
281,14:31:35,105.1,-0.000000,21.605442,21.556417,0.9805,9.92e-05
282,14:31:41,114.87,-0.000000,18.807570,18.758287,0.9856,9.92e-05
283,14:31:46,113.62,0.000000,21.302439,21.252317,1.0024,9.92e-05
284,14:31:52,72.44,-0.000000,13.343570,13.293953,0.9923,9.91e-05
285,14:31:58,93.94,-0.000000,12.291780,12.241660,1.0024,9.91e-05
286,14:32:05,114.5,0.000000,23.738958,23.689175,0.9957,9.91e-05
287,14:32:11,106.69,0.000000,20.519772,20.470917,0.9771,9.91e-05
288,14:32:17,121.09,0.000000,20.897785,20.848503,0.9857,9.91e-05
289,14:32:22,117.62,0.000000,22.324825,22.275801,0.9805,9.91e-05
290,14:32:28,106.04,-0.000000,19.506222,19.456692,0.9906,9.91e-05
291,14:32:37,135.53,-0.000000,32.186943,32.137329,0.9923,9.91e-05
292,14:32:42,115.46,0.000000,19.443331,19.393461,0.9974,9.91e-05
293,14:32:48,114.63,0.000000,19.767538,19.718092,0.9889,9.91e-05
294,14:32:53,91.93,0.000000,11.739383,11.688920,1.0093,9.91e-05
295,14:32:59,94.52,0.000000,18.801136,18.751099,1.0008,9.91e-05
296,14:33:05,106.02,0.000000,16.552101,16.502905,0.9839,9.91e-05
297,14:33:10,106.53,0.000000,17.331806,17.282614,0.9839,9.91e-05
298,14:33:16,106.51,0.000000,18.335411,18.285202,1.0042,9.91e-05
299,14:33:22,114.52,0.000000,19.428429,19.378471,0.9991,9.91e-05
300,14:33:27,95.46,0.000000,18.831287,18.781670,0.9923,9.91e-05
301,14:34:01,70.38,-0.000000,8.632071,8.582199,0.9974,9.91e-05
302,14:34:07,62.35,-0.000000,8.205853,8.156573,0.9856,9.91e-05
303,14:34:12,103.51,0.000000,17.307106,17.257486,0.9924,9.91e-05
304,14:34:18,101.84,-0.000000,17.137598,17.088318,0.9856,9.91e-05
305,14:34:24,72.73,-0.000000,9.498720,9.449186,0.9907,9.91e-05
306,14:34:29,96.4,-0.000000,17.373320,17.323872,0.9890,9.91e-05
307,14:34:35,102.99,-0.000000,19.521116,19.471413,0.9941,9.91e-05
308,14:34:41,102.01,0.000000,18.498293,18.449350,0.9788,9.91e-05
309,14:34:46,115.61,-0.000000,26.870825,26.821203,0.9924,9.91e-05
310,14:34:52,70.42,-0.000000,12.204153,12.154621,0.9906,9.91e-05
311,14:35:00,102.51,0.000000,20.648016,20.598654,0.9873,9.91e-05
312,14:35:05,103.45,0.000000,21.786745,21.737463,0.9856,9.91e-05
313,14:35:10,138.13,0.000000,27.635290,27.586607,0.9737,9.91e-05
314,14:35:16,75.87,-0.000000,22.167059,22.117693,0.9873,9.91e-05
315,14:35:22,83.77,0.000000,8.827803,8.778440,0.9873,9.91e-05
316,14:35:27,95.46,0.000000,14.703266,14.653565,0.9940,9.91e-05
317,14:35:32,103.93,0.000000,13.818344,13.768728,0.9923,9.90e-05
318,14:35:37,61.82,-0.000000,6.567125,6.518017,0.9822,9.90e-05
319,14:35:43,96.52,-0.000000,15.913296,15.863428,0.9974,9.90e-05
320,14:35:49,81.98,0.000000,18.877735,18.828032,0.9941,9.90e-05
321,14:36:01,107.48,-0.000000,16.372883,16.323179,0.9941,9.90e-05
322,14:36:06,83.94,0.000000,17.083456,17.034266,0.9838,9.90e-05
323,14:36:12,127.65,0.000000,26.718357,26.668400,0.9992,9.90e-05
324,14:36:17,89.25,-0.000000,14.032064,13.983210,0.9771,9.90e-05
325,14:36:23,106.49,0.000000,22.855553,22.805765,0.9957,9.90e-05
326,14:36:29,93.89,0.000000,19.317663,19.268044,0.9924,9.90e-05
327,14:36:35,95.6,-0.000000,13.178562,13.129197,0.9873,9.90e-05
328,14:36:40,93.48,0.000000,18.200819,18.150610,1.0042,9.90e-05
329,14:36:45,93.03,-0.000000,17.974907,17.925289,0.9924,9.90e-05
330,14:36:51,103.12,0.000000,18.959278,18.909662,0.9923,9.90e-05
331,14:36:59,104.27,0.000000,13.886966,13.837095,0.9974,9.90e-05
332,14:37:05,103.41,-0.000000,14.418490,14.368537,0.9991,9.90e-05
333,14:37:11,83.41,0.000000,13.714297,13.664430,0.9974,9.90e-05
334,14:37:16,105.47,0.000000,23.563709,23.513678,1.0006,9.90e-05
335,14:37:21,84.37,0.000000,10.789542,10.740093,0.9890,9.90e-05
336,14:37:27,84.9,-0.000000,15.158091,15.108898,0.9839,9.90e-05
337,14:37:33,102.9,-0.000000,16.763832,16.713713,1.0024,9.90e-05
338,14:37:39,82.41,0.000000,12.680597,12.631072,0.9905,9.90e-05
339,14:37:45,92.47,0.000000,16.502823,16.453966,0.9771,9.90e-05
340,14:37:50,105.02,-0.000000,22.159578,22.109707,0.9974,9.90e-05
341,14:38:05,72.37,-0.000000,15.584455,15.535434,0.9804,9.90e-05
342,14:38:11,125.48,-0.000000,24.360394,24.311117,0.9855,9.90e-05
343,14:38:16,93.49,0.000000,14.699501,14.649883,0.9924,9.90e-05
344,14:38:22,98.5,0.000000,16.854809,16.804771,1.0008,9.90e-05
345,14:38:28,84.49,0.000000,14.073798,14.024185,0.9923,9.90e-05
346,14:38:34,92.65,0.000000,12.679214,12.630522,0.9738,9.90e-05
347,14:38:39,78.1,0.000000,11.755651,11.706201,0.9890,9.90e-05
348,14:38:45,124.64,-0.000000,22.980740,22.931543,0.9839,9.90e-05
349,14:38:50,113.63,-0.000000,19.276897,19.227196,0.9940,9.90e-05
350,14:38:56,103.92,0.000000,13.804591,13.755647,0.9789,9.90e-05
351,14:39:04,116.05,-0.000000,23.946022,23.896488,0.9907,9.89e-05
352,14:39:10,118.07,-0.000000,23.374973,23.324598,1.0075,9.89e-05
353,14:39:15,97.01,-0.000000,19.166056,19.117365,0.9738,9.89e-05
354,14:39:21,105.08,0.000000,18.255198,18.204908,1.0058,9.89e-05
355,14:39:26,113.12,-0.000000,24.091904,24.041693,1.0042,9.89e-05
356,14:39:31,113.5,-0.000000,22.002617,21.953339,0.9856,9.89e-05
357,14:39:37,83.98,-0.000000,15.543896,15.493516,1.0076,9.89e-05
358,14:39:42,102.4,0.000000,17.417252,17.368139,0.9823,9.89e-05
359,14:39:48,95.38,0.000000,19.155485,19.106205,0.9856,9.89e-05
360,14:39:53,95.46,0.000000,17.039120,16.989334,0.9957,9.89e-05
361,14:40:02,82.92,0.000000,20.290745,20.241474,0.9854,9.89e-05
362,14:40:07,101.37,0.000000,19.903469,19.853769,0.9940,9.89e-05
363,14:40:13,82.94,-0.000000,18.697403,18.647282,1.0024,9.89e-05
364,14:40:18,92.96,0.000000,15.418688,15.369660,0.9806,9.89e-05
365,14:40:24,115.01,0.000000,16.750771,16.700727,1.0009,9.89e-05
366,14:40:30,114.51,0.000000,18.397558,18.347517,1.0008,9.89e-05
367,14:40:35,100.99,-0.000000,15.571880,15.521926,0.9991,9.89e-05
368,14:40:41,117.05,0.000000,24.235828,24.186884,0.9789,9.89e-05
369,14:40:47,114.36,0.000000,18.384373,18.335009,0.9873,9.89e-05
370,14:40:52,126.1,0.000000,24.603249,24.553635,0.9923,9.89e-05
371,14:41:20,92.85,-0.000000,12.572489,12.522787,0.9940,9.89e-05
372,14:41:25,102.45,0.000000,18.288204,18.239012,0.9838,9.89e-05
373,14:41:30,94.58,0.000000,21.083778,21.034245,0.9907,9.89e-05
374,14:41:36,91.5,-0.000000,15.187288,15.137925,0.9873,9.89e-05
375,14:41:42,82.96,0.000000,18.078825,18.028620,1.0041,9.89e-05
376,14:41:47,86.0,0.000000,16.873997,16.824379,0.9924,9.89e-05
377,14:41:52,93.98,0.000000,15.599409,15.549709,0.9940,9.89e-05
378,14:41:57,103.48,0.000000,22.860897,22.811199,0.9940,9.89e-05
379,14:42:03,105.98,0.000000,21.176483,21.126024,1.0092,9.89e-05
380,14:42:09,126.97,0.000000,24.139011,24.088970,1.0008,9.89e-05
381,14:42:17,93.01,0.000000,17.431463,17.382187,0.9855,9.89e-05
382,14:42:23,70.83,0.000000,16.871758,16.822149,0.9922,9.89e-05
383,14:42:28,83.98,0.000000,12.816710,12.767262,0.9890,9.89e-05
384,14:42:34,82.94,0.000000,13.981064,13.932206,0.9772,9.88e-05
385,14:42:40,84.92,-0.000000,11.666049,11.616347,0.9940,9.88e-05
386,14:42:46,109.1,0.000000,18.535418,18.485384,1.0007,9.88e-05
387,14:42:51,93.5,-0.000000,18.777346,18.728323,0.9804,9.88e-05
388,14:42:57,116.11,0.000000,24.181061,24.131441,0.9924,9.88e-05
389,14:43:02,93.37,0.000000,10.629808,10.580783,0.9805,9.88e-05
390,14:43:07,73.36,-0.000000,12.107760,12.058651,0.9822,9.88e-05
391,14:43:16,93.61,0.000000,19.669436,19.619226,1.0042,9.88e-05
392,14:43:21,105.55,0.000000,18.219069,18.169453,0.9923,9.88e-05
393,14:43:27,94.4,0.000000,18.924696,18.874319,1.0076,9.88e-05
394,14:43:32,113.32,-0.000000,25.563253,25.513721,0.9906,9.88e-05
395,14:43:38,87.49,-0.000000,13.823536,13.773330,1.0041,9.88e-05
396,14:43:43,86.02,-0.000000,13.894821,13.844869,0.9990,9.88e-05
397,14:43:49,117.13,0.000000,27.744036,27.694672,0.9873,9.88e-05
398,14:43:55,92.33,-0.000000,18.815493,18.766212,0.9856,9.88e-05
399,14:44:01,114.64,-0.000000,18.766865,18.717247,0.9924,9.88e-05
400,14:44:08,105.57,-0.000000,23.934025,23.884411,0.9923,9.88e-05
401,14:44:17,85.41,-0.000000,15.508921,15.458708,1.0043,9.88e-05
402,14:44:23,106.48,0.000000,18.722240,18.672621,0.9924,9.88e-05
403,14:44:28,104.55,-0.000000,22.255987,22.207047,0.9788,9.88e-05
404,14:44:34,111.01,0.000000,22.681074,22.632475,0.9720,9.88e-05
405,14:44:41,81.96,-0.000000,11.328301,11.278516,0.9957,9.88e-05
406,14:44:47,73.85,0.000000,14.411789,14.361835,0.9991,9.88e-05
407,14:44:53,82.47,-0.000000,9.891054,9.842113,0.9788,9.88e-05
408,14:44:59,75.83,-0.000000,13.433725,13.384530,0.9839,9.88e-05
409,14:45:05,117.05,-0.000000,24.332672,24.282377,1.0059,9.88e-05
410,14:45:10,74.42,-0.000000,12.206876,12.158020,0.9771,9.88e-05
411,14:45:36,91.97,0.000000,11.794049,11.743847,1.0040,9.88e-05
412,14:45:53,137.52,-0.000000,31.514139,31.464188,0.9990,9.88e-05
413,14:45:59,105.55,0.000000,22.450144,22.400528,0.9923,9.88e-05
414,14:46:06,115.05,-0.000000,23.813120,23.762999,1.0024,9.88e-05
415,14:46:12,91.38,0.000000,15.340832,15.291129,0.9940,9.88e-05
416,14:46:18,96.48,0.000000,15.974691,15.924146,1.0109,9.88e-05
417,14:46:25,115.09,0.000000,20.681103,20.631824,0.9856,9.87e-05
418,14:46:31,103.41,0.000000,18.657721,18.608696,0.9805,9.87e-05
419,14:46:38,104.05,0.000000,19.560379,19.511608,0.9754,9.87e-05
420,14:46:44,107.07,0.000000,22.084511,22.035486,0.9805,9.87e-05
421,14:46:52,101.44,0.000000,14.812626,14.763601,0.9805,9.87e-05
422,14:46:58,90.43,-0.000000,17.878971,17.829357,0.9923,9.87e-05
423,14:47:04,115.06,0.000000,18.693552,18.643934,0.9924,9.87e-05
424,14:47:09,82.9,-0.000000,16.238630,16.188761,0.9974,9.87e-05
425,14:47:15,91.53,0.000000,16.326559,16.277279,0.9856,9.87e-05
426,14:47:20,86.43,-0.000000,13.506013,13.456480,0.9907,9.87e-05
427,14:47:26,92.05,0.000000,15.188899,15.138945,0.9991,9.87e-05
