Episode,Reward,Loss,Entropy,LR
653,10.52,-0.2113,8.3174,0.0003
654,37.14,0.2383,8.3173,0.0003
655,11.53,0.0671,8.3174,0.0003
656,18.77,0.4019,8.3174,0.0003
657,14.62,0.1062,8.3174,0.0003
658,23.02,0.5131,8.3176,0.0003
659,14.29,-0.4619,8.3176,0.0003
660,17.55,-0.4364,8.3176,0.0003
661,31.64,0.8334,8.3175,0.0003
662,5.89,0.1308,8.3175,0.0003
663,3.9,-0.1618,8.3175,0.0003
664,11.91,-0.5904,8.3175,0.0003
665,29.18,0.4149,8.3174,0.0003
666,22.36,2.6715,8.3175,0.0003
667,6.17,-0.8072,8.3174,0.0003
668,7.48,-0.5173,8.3175,0.0003
669,18.87,0.3261,8.3175,0.0003
670,23.61,0.1987,8.3175,0.0003
671,4.26,-0.1796,8.3175,0.0003
672,15.04,0.1799,8.3176,0.0003
673,21.28,-0.2819,8.3176,0.0003
674,28.14,-0.2117,8.3176,0.0003
675,25.81,0.0114,8.3176,0.0003
676,12.79,-0.0592,8.3176,0.0003
677,17.52,-0.2088,8.3176,0.0003
678,9.93,0.1752,8.3175,0.0003
679,16.17,-0.2646,8.3175,0.0003
680,24.38,0.3196,8.3175,0.0003
681,14.19,-0.273,8.3176,0.0003
682,13.02,0.0346,8.3176,0.0003
683,17.41,0.3764,8.3176,0.0003
684,15.45,0.0564,8.3176,0.0003
685,11.51,-0.0712,8.3176,0.0003
686,12.89,-0.5597,8.3176,0.0003
687,14.11,0.3409,8.3176,0.0003
688,31.33,-0.044,8.3176,0.0003
689,11.65,0.3695,8.3176,0.0003
690,9.77,0.1148,8.3176,0.0003
691,8.49,-0.0402,8.3176,0.0003
692,14.31,-0.1426,8.3177,0.0003
693,13.83,0.0231,8.3177,0.0003
694,22.24,-0.1978,8.3177,0.0003
695,5.29,0.4657,8.3177,0.0003
696,15.49,-0.3533,8.3177,0.0003
697,11.37,-0.1665,8.3177,0.0003
698,15.44,0.1853,8.3177,0.0003
699,7.94,-0.0357,8.3177,0.0003
700,19.8,0.5174,8.3177,0.0003
701,21.14,-0.1989,8.3177,0.0003
702,28.07,0.1546,8.3177,0.0003
703,13.95,0.2175,8.3176,0.0003
704,13.72,0.1731,8.3177,0.0003
705,4.7,-0.4005,8.3177,0.0003
706,14.45,0.0392,8.3177,0.0003
707,15.78,-0.1538,8.3177,0.0003
708,14.77,-0.0235,8.3177,0.0003
709,6.62,0.0033,8.3177,0.0003
710,4.39,0.2534,8.3177,0.0003
711,7.59,0.0838,8.3176,0.0003
712,22.67,0.3231,8.3176,0.0003
713,31.32,0.165,8.3176,0.0003
714,3.5,-0.4247,8.3176,0.0003
715,22.08,0.8423,8.3177,0.0003
716,20.06,0.1165,8.3177,0.0003
717,20.36,-0.0478,8.3176,0.0003
718,4.95,-0.0265,8.3176,0.0003
719,20.12,0.256,8.3174,0.0003
720,15.22,0.0914,8.3174,0.0003
721,17.21,-0.3168,8.3175,0.0003
722,28.39,0.8377,8.3176,0.0003
723,10.35,0.5116,8.3176,0.0003
724,18.33,-0.5565,8.3177,0.0003
725,15.49,0.1988,8.3177,0.0003
726,24.88,-0.106,8.3176,0.0003
727,12.1,-0.038,8.3176,0.0003
728,4.05,0.1588,8.3176,0.0003
729,12.4,-0.0348,8.3176,0.0003
730,5.9,0.0591,8.3176,0.0003
731,5.95,-0.1697,8.3176,0.0003
732,12.4,-0.0098,8.3176,0.0003
733,44.09,1.1562,8.3176,0.0003
734,15.12,0.4688,8.3176,0.0003
735,24.67,0.1181,8.3176,0.0003
736,9.82,0.5242,8.3176,0.0003
737,9.48,0.4648,8.3175,0.0003
738,9.13,-0.0292,8.3175,0.0003
739,10.76,0.3513,8.3175,0.0003
740,15.9,-0.0296,8.3176,0.0003
741,14.3,0.5831,8.3175,0.0003
742,23.36,0.1216,8.3175,0.0003
743,8.94,-0.012,8.3175,0.0003
744,15.47,0.0872,8.3176,0.0003
745,13.22,0.3201,8.3176,0.0003
746,14.09,-0.2366,8.3175,0.0003
747,35.0,1.9477,8.3172,0.0003
748,2.94,0.073,8.3171,0.0003
749,4.12,-0.2712,8.3172,0.0003
750,28.92,2.004,8.3173,0.0003
751,24.75,-0.0346,8.3174,0.0003
752,31.54,0.5497,8.3174,0.0003
753,13.32,-0.0307,8.3176,0.0003
754,11.53,-0.2323,8.3175,0.0003
755,13.53,0.2895,8.3175,0.0003
756,16.39,-0.2077,8.3175,0.0003
757,20.42,-0.2453,8.3175,0.0003
758,19.12,0.2929,8.3175,0.0003
759,11.99,-0.1703,8.3175,0.0003
760,10.52,0.0167,8.3175,0.0003
761,11.3,-0.1531,8.3176,0.0003
762,30.8,-0.0322,8.3176,0.0003
763,25.35,0.3436,8.3176,0.0003
764,19.33,-0.3348,8.3175,0.0003
765,11.21,-0.4897,8.3175,0.0003
766,8.42,-0.2923,8.3174,0.0003
767,9.38,-0.1613,8.3174,0.0003
768,17.92,0.4802,8.3174,0.0003
769,12.52,1.1584,8.3175,0.0003
770,10.61,-0.1258,8.3175,0.0003
771,18.16,0.0092,8.3175,0.0003
772,28.42,0.8949,8.3174,0.0003
773,12.14,0.279,8.3175,0.0003
774,23.04,0.0478,8.3175,0.0003
775,8.76,1.3618,8.3176,0.0003
776,14.59,-0.1555,8.3177,0.0003
777,28.22,0.5609,8.3177,0.0003
778,7.18,0.3257,8.3177,0.0003
779,14.49,0.2181,8.3177,0.0003
780,6.13,-0.4289,8.3177,0.0003
781,8.28,-0.2822,8.3177,0.0003
782,15.35,-0.9121,8.3177,0.0003
783,5.73,0.0325,8.3177,0.0003
784,8.62,0.5084,8.3176,0.0003
785,21.67,0.1761,8.3176,0.0003
786,16.95,0.0202,8.3176,0.0003
787,9.52,0.0067,8.3176,0.0003
788,8.16,0.4808,8.3176,0.0003
789,7.71,-0.6617,8.3176,0.0003
790,14.15,-0.0751,8.3176,0.0003
791,26.87,-0.0159,8.3176,0.0003
792,20.93,0.6812,8.3176,0.0003
793,4.74,0.0942,8.3176,0.0003
794,4.41,-0.4307,8.3175,0.0003
795,32.43,0.4477,8.3174,0.0003
796,49.56,0.535,8.3174,0.0003
797,3.63,-0.1156,8.3175,0.0003
798,7.99,-0.6665,8.3175,0.0003
799,10.99,1.3841,8.3175,0.0003
800,14.07,0.0431,8.3175,0.0003
801,15.09,0.0256,8.3175,0.0003
802,8.07,-0.2536,8.3175,0.0003
803,14.16,0.0557,8.3175,0.0003
804,25.02,0.0485,8.3175,0.0003
805,24.03,-0.0216,8.3175,0.0003
806,10.75,0.3282,8.3176,0.0003
807,20.78,0.0988,8.3176,0.0003
808,22.73,0.2645,8.3176,0.0003
809,7.35,-0.0153,8.3176,0.0003
810,18.01,0.5047,8.3176,0.0003
811,20.61,0.1103,8.3176,0.0003
812,10.89,0.0892,8.3175,0.0003
813,19.44,0.1888,8.3176,0.0003
814,41.04,1.4023,8.3175,0.0003
815,10.89,0.231,8.3175,0.0003
816,6.95,-0.0877,8.3175,0.0003
817,15.82,-0.3632,8.3175,0.0003
818,3.74,0.098,8.3175,0.0003
819,11.99,0.6837,8.3175,0.0003
820,7.16,-0.3565,8.3175,0.0003
821,14.97,2.5625,8.3175,0.0003
822,14.27,-0.3875,8.3175,0.0003
823,14.2,0.1066,8.3175,0.0003
824,17.29,-0.2707,8.3175,0.0003
825,11.38,0.3542,8.3175,0.0003
826,15.53,0.4746,8.3175,0.0003
827,15.24,-0.1382,8.3175,0.0003
828,16.66,-0.1994,8.3175,0.0003
829,8.36,0.2691,8.3175,0.0003
830,5.5,0.301,8.3175,0.0003
831,12.34,-0.1536,8.3175,0.0003
832,11.74,-0.0886,8.3175,0.0003
833,12.52,-0.0927,8.3175,0.0003
834,25.16,0.7464,8.3174,0.0003
835,16.36,0.2306,8.3175,0.0003
836,18.24,-0.0193,8.3175,0.0003
837,23.23,0.8313,8.3175,0.0003
838,17.99,-0.0224,8.3174,0.0003
839,12.22,0.4896,8.3174,0.0003
840,9.79,0.8557,8.3174,0.0003
841,8.42,0.1954,8.3174,0.0003
842,16.79,0.4809,8.3175,0.0003
843,7.47,0.1093,8.3175,0.0003
844,13.0,0.5021,8.3175,0.0003
845,11.98,-0.1084,8.3175,0.0003
846,24.2,0.4597,8.3175,0.0003
847,13.02,0.0402,8.3176,0.0003
848,4.07,-0.0576,8.3176,0.0003
849,10.05,-0.0776,8.3176,0.0003
850,31.88,0.3415,8.3175,0.0003
851,13.71,0.3353,8.3175,0.0003
852,23.23,-0.1312,8.3173,0.0003
853,7.76,0.0595,8.3173,0.0003
854,12.82,1.1226,8.3174,0.0003
855,16.11,1.6976,8.3174,0.0003
856,25.38,3.7758,8.3174,0.0003
857,26.19,0.2729,8.3175,0.0003
858,9.63,0.0302,8.3176,0.0003
859,15.2,-0.0552,8.3176,0.0003
860,6.68,0.2818,8.3176,0.0003
861,12.88,-0.1093,8.3176,0.0003
862,18.49,0.3157,8.3176,0.0003
863,11.01,-0.7315,8.3177,0.0003
864,11.67,1.3249,8.3177,0.0003
865,4.94,0.0602,8.3177,0.0003
866,13.28,0.124,8.3177,0.0003
867,13.32,-0.5313,8.3177,0.0003
868,8.76,0.5547,8.3177,0.0003
869,23.3,0.1304,8.3177,0.0003
870,19.5,-0.3622,8.3177,0.0003
871,7.72,-0.8374,8.3177,0.0003
872,33.87,1.0194,8.3177,0.0003
873,14.52,-0.4374,8.3177,0.0003
874,32.31,1.4543,8.3177,0.0003
875,14.46,-0.5027,8.3177,0.0003
876,13.61,-0.021,8.3177,0.0003
877,7.97,0.4661,8.3177,0.0003
878,12.55,0.2681,8.3177,0.0003
879,14.73,-0.1036,8.3177,0.0003
880,19.89,-0.0768,8.3176,0.0003
881,3.97,-0.5898,8.3176,0.0003
882,10.78,0.0721,8.3176,0.0003
883,18.9,0.1459,8.3176,0.0003
884,17.69,0.2181,8.3176,0.0003
885,19.43,-0.0127,8.3176,0.0003
886,13.44,-0.0816,8.3176,0.0003
887,12.71,0.3701,8.3176,0.0003
888,11.48,-0.1089,8.3176,0.0003
889,22.47,-0.0945,8.3176,0.0003
890,18.07,-0.0338,8.3176,0.0003
891,32.51,0.4552,8.3176,0.0003
892,7.54,0.2832,8.3176,0.0003
893,6.23,0.1396,8.3175,0.0003
894,13.7,0.2138,8.3175,0.0003
895,4.33,-0.2928,8.3175,0.0003
896,10.09,-0.0136,8.3175,0.0003
897,42.06,0.2836,8.3175,0.0003
898,15.84,0.1341,8.3175,0.0003
899,7.96,-0.3358,8.3175,0.0003
900,39.32,0.4786,8.3175,0.0003
901,34.29,0.2155,8.3175,0.0003
902,21.78,0.1948,8.3175,0.0003
903,17.74,-0.4884,8.3176,0.0003
904,6.88,0.0889,8.3176,0.0003
905,30.13,0.2882,8.3175,0.0003
906,19.82,0.7078,8.3174,0.0003
907,19.55,-0.2141,8.3175,0.0003
908,16.63,-0.0428,8.3175,0.0003
909,31.7,0.4672,8.3175,0.0003
910,19.38,-0.5235,8.3176,0.0003
911,20.17,0.1573,8.3176,0.0003
912,10.81,0.1263,8.3176,0.0003
913,9.23,-0.6485,8.3176,0.0003
914,17.87,-0.076,8.3176,0.0003
915,4.33,-0.4556,8.3176,0.0003
916,22.56,0.9105,8.3176,0.0003
917,26.75,0.3538,8.3175,0.0003
918,7.82,0.3088,8.3175,0.0003
919,17.18,0.0579,8.3176,0.0003
920,24.59,0.1379,8.3176,0.0003
921,16.49,-0.0688,8.3176,0.0003
922,10.47,0.3854,8.3176,0.0003
923,14.24,0.4453,8.3176,0.0003
924,13.08,0.3104,8.3176,0.0003
925,15.97,-0.3502,8.3176,0.0003
926,24.86,0.4935,8.3176,0.0003
927,7.32,0.2614,8.3176,0.0003
928,10.49,-0.2179,8.3176,0.0003
929,34.62,0.1492,8.3176,0.0003
930,9.22,-0.0131,8.3176,0.0003
931,8.08,0.2511,8.3176,0.0003
932,28.83,1.4599,8.3175,0.0003
933,12.88,0.1223,8.3174,0.0003
934,11.6,0.1713,8.3175,0.0003
935,28.87,0.353,8.3176,0.0003
936,10.19,0.0024,8.3175,0.0003
937,9.35,-0.5888,8.3176,0.0003
938,7.82,0.3949,8.3176,0.0003
939,14.86,-0.3739,8.3176,0.0003
940,13.46,0.1878,8.3176,0.0003
941,19.18,0.496,8.3176,0.0003
942,9.57,-0.3128,8.3176,0.0003
943,29.71,0.4554,8.3175,0.0003
944,33.04,0.4994,8.3176,0.0003
945,17.2,0.433,8.3176,0.0003
946,21.08,-0.1664,8.3176,0.0003
947,9.67,0.0622,8.3177,0.0003
948,38.14,0.9615,8.3177,0.0003
949,47.92,1.0396,8.3177,0.0003
