Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-4250,13440,1,1
2,掠奪者任務,0.995,-6290,13440,1,6
3,掠奪者任務,0.990,-5530,13440,4,14
4,掠奪者任務,0.985,-2920,13440,0,0
5,掠奪者任務,0.980,-8140,13440,1,17
6,掠奪者任務,0.975,-4680,10048,4,9
