Time,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,11
16.0,50,0,12,16,18
32.0,50,0,12,16,2
48.0,50,0,12,16,18
64.0,50,0,12,16,2
80.0,50,0,12,16,11
96.0,50,0,12,16,11
112.0,50,0,12,16,1
128.0,55,0,12,16,1
144.0,60,0,12,16,18
160.0,80,0,12,16,34
176.0,95,0,12,16,34
192.0,105,0,12,16,1
208.0,5,0,12,16,18
224.0,10,0,12,16,11
240.0,15,0,12,16,18
256.0,15,0,12,16,11
272.0,30,0,12,16,34
288.0,40,0,12,16,34
304.0,50,0,12,16,1
320.0,60,0,12,16,1
336.0,65,0,12,16,34
352.0,65,0,12,16,34
368.0,70,0,12,16,1
384.0,70,0,12,16,2
400.0,90,0,12,16,18
416.0,95,0,12,16,34
432.0,110,0,12,16,2
448.0,115,0,12,16,11
464.0,45,0,12,16,11
480.0,50,0,12,16,18
496.0,50,0,12,16,18
512.0,55,0,12,16,1
528.0,65,0,12,19,11
544.0,75,0,12,19,1
560.0,90,0,12,19,1
576.0,90,0,12,19,34
592.0,95,0,12,19,34
608.0,100,0,12,19,1
624.0,0,0,12,19,1
640.0,5,0,12,19,11
656.0,15,0,12,19,1
672.0,25,0,12,19,18
688.0,35,0,12,19,2
704.0,35,0,12,19,11
720.0,40,0,12,19,34
736.0,45,0,12,19,1
752.0,50,0,12,19,1
768.0,55,0,12,19,2
784.0,60,0,12,19,1
800.0,80,0,12,19,2
816.0,80,0,12,19,34
832.0,80,0,12,19,11
848.0,90,0,12,19,11
864.0,90,0,12,19,34
880.0,95,0,12,19,34
896.0,105,0,12,19,11
912.0,110,0,12,19,1
928.0,125,0,12,19,2
944.0,125,0,12,19,2
960.0,125,0,12,19,2
976.0,135,0,12,19,2
992.0,140,0,12,19,2
1008.0,140,0,12,19,11
1024.0,150,0,12,19,11
1040.0,160,0,12,19,34
1056.0,170,0,12,19,18
1072.0,170,0,12,19,1
1088.0,75,0,12,19,2
1104.0,80,4,12,19,2
1120.0,85,4,12,19,18
1136.0,90,4,12,19,18
1152.0,100,4,12,19,2
1168.0,105,4,12,19,34
1184.0,115,4,12,19,18
1200.0,115,8,12,19,11
1216.0,120,8,12,19,1
1232.0,125,8,12,19,1
1248.0,30,8,12,19,34
1264.0,35,8,12,19,18
1280.0,45,8,12,19,2
1296.0,50,8,12,19,34
1312.0,55,12,12,19,11
1328.0,60,12,12,19,18
1344.0,65,12,12,19,2
1360.0,65,12,12,19,18
1376.0,75,12,12,19,11
1392.0,80,12,12,19,1
1408.0,85,16,12,19,2
1424.0,90,16,12,19,2
1440.0,95,16,12,19,2
1456.0,100,16,12,19,1
1472.0,5,16,12,19,18
1488.0,5,16,12,19,34
1504.0,15,20,12,19,2
1520.0,20,20,12,19,11
1536.0,25,20,12,19,18
1552.0,30,20,12,19,2
1568.0,35,20,12,19,18
1584.0,45,20,12,19,34
1600.0,45,24,12,19,2
1616.0,45,24,12,19,34
1632.0,55,24,12,19,2
1648.0,65,24,12,19,18
1664.0,65,24,12,19,34
1680.0,70,24,12,19,11
1696.0,75,28,12,19,11
1712.0,85,28,12,19,18
1728.0,85,28,12,19,1
1744.0,95,28,12,19,18
1760.0,95,28,12,19,2
1776.0,105,28,12,19,34
1792.0,105,32,12,19,1
1808.0,10,32,12,19,1
1824.0,20,32,12,19,2
1840.0,25,32,12,19,18
1856.0,25,32,12,19,11
1872.0,35,32,12,16,18
1888.0,40,32,12,16,2
1904.0,45,32,12,16,34
1920.0,50,36,12,16,2
1936.0,60,36,12,16,1
1952.0,60,36,12,16,2
1968.0,65,36,12,16,18
1984.0,70,36,12,16,34
2000.0,75,36,12,16,18
2016.0,80,36,12,16,2
2032.0,85,36,12,16,11
2048.0,90,36,12,16,2
2064.0,100,36,12,16,18
2080.0,100,40,12,16,2
2096.0,105,40,12,16,2
2112.0,115,40,12,16,2
2128.0,120,40,12,16,2
2144.0,120,40,12,16,11
2160.0,125,40,12,16,11
2176.0,140,40,12,16,1
2192.0,40,40,12,16,18
2208.0,40,40,12,16,18
2224.0,50,40,12,16,11
2240.0,55,40,12,16,2
2256.0,60,44,12,16,34
2272.0,60,44,12,16,11
2288.0,65,44,12,16,34
2304.0,80,44,12,16,11
2320.0,80,44,12,16,11
2336.0,80,44,12,16,34
2352.0,90,44,12,16,18
2368.0,100,44,12,16,18
2384.0,100,44,12,16,18
2400.0,100,44,12,16,34
2416.0,120,48,12,16,34
2432.0,120,48,12,16,34
2448.0,120,48,12,16,2
2464.0,125,48,12,19,34
2480.0,135,48,12,19,1
2496.0,40,48,12,19,2
2512.0,40,48,12,16,18
2528.0,40,48,12,16,18
2544.0,60,48,12,16,1
2560.0,60,48,12,16,11
2576.0,60,48,12,16,34
2592.0,60,52,12,16,1
2608.0,70,52,12,16,34
2624.0,80,52,12,16,18
2640.0,80,52,12,16,18
2656.0,85,52,12,16,11
2672.0,20,52,12,16,11
2688.0,25,52,12,16,18
2704.0,25,52,12,16,11
2720.0,30,52,12,16,18
2736.0,40,52,12,16,11
2752.0,45,56,12,16,1
2768.0,45,56,12,16,18
2784.0,55,56,12,16,2
2800.0,60,56,12,16,11
2816.0,70,56,12,16,18
2832.0,70,56,12,16,11
2848.0,75,56,12,16,2
2864.0,80,56,12,16,34
2880.0,85,56,12,16,11
2896.0,85,56,12,16,2
2912.0,100,60,12,16,34
2928.0,105,60,12,16,2
2944.0,110,60,12,16,34
2960.0,110,60,12,16,11
2976.0,120,60,12,16,11
2992.0,120,60,12,16,18
3008.0,125,60,12,16,1
3024.0,135,60,12,16,2
3040.0,145,60,12,16,2
3056.0,145,60,12,16,11
3072.0,150,60,12,22,18
3088.0,150,64,12,22,1
3104.0,160,64,12,22,34
3120.0,160,64,12,22,18
3136.0,165,64,12,22,2
3152.0,180,64,12,22,2
3168.0,185,64,12,22,1
3184.0,85,64,12,22,1
3216.0,100,64,12,22,34
3232.0,100,64,12,22,18
3248.0,100,68,12,22,18
3264.0,120,68,12,22,1
3280.0,120,68,12,22,34
3296.0,125,68,12,22,1
3312.0,25,72,12,22,34
3328.0,30,72,12,22,1
3344.0,40,72,12,22,18
3360.0,45,72,12,22,34
3376.0,45,72,12,22,18
3392.0,60,72,12,22,11
3408.0,60,76,12,22,11
3424.0,65,80,12,22,34
3440.0,65,80,12,22,2
3456.0,70,80,12,22,18
3472.0,85,80,12,22,34
3488.0,85,80,12,22,2
3504.0,95,84,12,22,34
3520.0,100,84,12,22,11
3536.0,105,84,12,22,11
3552.0,105,84,12,22,1
3568.0,5,84,12,22,1
3584.0,25,92,12,22,34
3600.0,25,92,12,22,18
3616.0,30,92,12,22,34
3632.0,35,92,12,22,18
3648.0,35,92,12,22,34
3664.0,40,92,12,22,11
3680.0,40,96,12,22,34
3696.0,45,96,12,22,2
3712.0,55,96,12,22,2
3728.0,60,96,12,22,1
3744.0,65,96,12,22,2
3760.0,70,100,12,19,18
3776.0,70,104,12,19,11
3792.0,75,104,12,19,1
3808.0,80,104,12,19,18
3824.0,85,104,12,19,18
3840.0,90,104,12,19,18
3856.0,100,104,12,19,18
3872.0,105,108,12,19,1
3888.0,105,108,12,19,18
3904.0,105,108,12,19,11
3920.0,115,112,12,19,18
3936.0,115,112,12,19,34
3952.0,125,116,12,19,18
3968.0,125,116,12,19,11
3984.0,135,116,12,19,18
4000.0,140,116,12,19,34
4016.0,145,116,12,19,1
4032.0,145,116,12,19,1
4048.0,150,120,12,19,34
4064.0,155,120,12,19,18
4080.0,160,124,12,19,18
4096.0,165,124,12,19,1
4112.0,175,124,12,19,34
4128.0,180,124,12,19,18
4144.0,180,128,12,19,1
4160.0,85,128,12,19,18
4176.0,85,128,12,19,18
4192.0,95,128,12,19,11
4208.0,95,128,12,19,1
4224.0,100,128,12,22,1
4240.0,115,132,12,22,2
4256.0,115,136,12,22,11
4272.0,115,136,12,22,18
4288.0,120,136,12,22,1
4304.0,125,136,12,22,11
4320.0,130,136,12,22,2
4336.0,135,140,12,22,1
4352.0,145,140,12,22,34
4368.0,150,140,12,22,2
4384.0,150,140,12,22,34
4400.0,150,140,12,22,18
4416.0,155,148,12,22,1
4432.0,160,148,12,22,34
4448.0,170,148,12,22,2
4464.0,175,148,12,22,11
4480.0,180,148,12,22,34
4496.0,185,148,12,22,2
4512.0,185,152,12,22,2
4528.0,185,152,12,22,34
4544.0,190,152,12,22,1
4560.0,205,152,12,22,2
4576.0,210,152,12,22,1
4592.0,210,156,12,22,34
4608.0,215,160,12,22,18
4624.0,215,160,12,22,34
4640.0,220,160,12,22,11
4656.0,220,160,12,22,34
4672.0,235,160,12,22,2
4688.0,245,160,12,22,18
4704.0,245,164,12,22,34
4720.0,250,164,12,22,2
4736.0,250,164,12,22,18
4752.0,250,168,12,22,11
4768.0,255,168,12,22,1
4784.0,265,172,12,22,2
4800.0,270,172,12,22,11
4816.0,280,172,12,22,11
4832.0,280,172,12,22,11
4848.0,285,172,12,22,34
4864.0,285,172,12,22,18
4880.0,285,176,12,22,11
4896.0,295,176,12,22,2
4912.0,305,176,12,22,34
4928.0,315,180,12,22,1
4944.0,315,180,12,22,18
4960.0,320,180,12,22,18
4976.0,320,184,12,22,34
4992.0,320,184,12,22,11
5008.0,325,184,12,22,34
5024.0,330,184,12,22,2
5040.0,340,184,12,22,34
5056.0,350,188,12,22,1
5072.0,250,188,12,22,34
5088.0,255,192,12,22,11
5104.0,260,192,12,22,18
5120.0,260,192,12,22,2
5136.0,260,192,12,22,11
5152.0,270,196,12,22,1
5168.0,280,196,12,22,34
5184.0,285,196,12,22,11
