Time,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,8
16.0,50,0,12,16,4
32.0,50,0,12,16,11
48.0,50,0,12,16,26
64.0,50,0,12,16,24
80.0,50,0,12,16,3
96.0,50,0,12,16,32
112.0,50,0,12,16,14
128.0,5,0,12,16,4
144.0,10,0,12,16,31
160.0,30,0,12,16,6
176.0,45,0,12,16,20
192.0,55,0,12,16,29
208.0,55,0,12,16,3
224.0,60,0,12,16,28
240.0,65,0,12,16,3
256.0,65,0,12,16,18
272.0,80,0,12,16,29
288.0,95,0,12,16,40
320.0,115,0,12,16,24
336.0,120,0,12,16,8
352.0,120,0,12,16,17
368.0,125,0,12,16,2
384.0,130,0,13,16,33
400.0,150,0,13,16,20
416.0,160,0,13,16,17
432.0,170,0,13,16,12
448.0,175,0,13,16,40
464.0,180,0,13,16,35
480.0,190,0,13,16,37
496.0,195,0,13,16,20
512.0,200,0,13,16,12
528.0,220,0,13,16,40
544.0,225,0,13,16,31
560.0,235,0,13,16,14
576.0,235,0,13,16,28
592.0,250,0,13,16,13
608.0,255,0,13,16,26
624.0,260,0,13,16,14
656.0,280,0,13,16,1
672.0,195,0,13,16,38
688.0,200,0,13,16,12
704.0,210,0,13,16,21
720.0,210,0,13,16,40
736.0,215,0,13,16,16
752.0,230,0,13,16,16
768.0,235,0,13,16,11
784.0,245,0,13,16,32
800.0,270,0,13,16,34
816.0,270,0,13,16,19
832.0,270,0,13,16,9
848.0,275,0,13,16,30
864.0,285,0,13,16,35
880.0,290,0,13,16,15
