,0,1,2,3,4,5,6
"(1, 0, 0, 0, 0, 0, -10)",-0.005612445554571716,-0.0054596436425667,-0.004986698474907,-0.0050122769144895,-0.0059112687386419,-0.0054787611029819,-0.0045731577483589
"(1, 0, 0, 0, 0, 0, -9)",-0.012261608765045283,-0.01132655426815019,-0.011374083391728712,-0.0122630328014513,-0.0132828807673823,-0.0118589850240504,-0.0122430441930644
"(0, 0, 0, 0, 0, 0, -17)",-0.0005,-0.000995,-0.0006172031295499,-0.0005,-0.0009995,-0.000995,0.048455995
"(1, 0, 0, 0, 0, 0, -17)",-0.0014985005,-0.0014985005,-0.0014985005,-0.0014985005,-0.00198806045,-0.0014985005,-0.00153801995
"(0, 0, 0, 0, 0, 0, -16)",-0.0005,-0.0005,0.0,-0.0005,-0.0005,-0.0005,0.0
"(1, 0, 0, 0, 0, 0, 6)",0.06127271014417457,-0.14815693198610913,-0.14501238568032682,-0.14337845328759943,-0.14159630719854102,-0.15051860891727709,-0.14824680316683936
"(1, 0, 0, 0, 0, 0, -11)",-0.005976921361354794,-0.007395012682572749,-0.005975360484820679,-0.006393044299439127,-0.0059577655033065564,-0.005446218069400409,-0.005445736981075332
"(0, 0, 0, 0, 0, 0, -9)",-0.0019866045436893664,0.0405154487381012,-0.0033939929797416122,-0.0035883190680648,-0.0037329201657423,-0.0032529026207213,-0.0031104502724357
"(0, 0, 0, 0, 0, 0, 6)",-0.0002814211396152,0.14314228000316367,-0.0004021540761403,0.045100862862453954,-5.4700639590339954e-05,0.0453925151155885,-0.0005619375830924
"(0, 0, 0, 0, 0, 0, 5)",0.0,0.0,0.1931412485679353,0.0012382712371114,0.0,0.0491985917630467,0.0487648488354844
"(0, 0, 0, 0, 0, 0, 4)",0.0466999363625906,0.001370442953354,0.0064762819079389,0.23122171394579347,0.0022011785170329,0.049045691207124,0.0041031657739268
"(0, 0, 0, 0, 0, 0, -14)",0.020763364690466888,-0.002827176215801249,-0.0028355775129124093,-0.003283938115948031,0.04157221627294793,-0.002181520668425433,-0.0026914235300215445
"(1, 0, 0, 0, 0, 0, -13)",-0.005437370964296002,-0.00496420729203328,-0.0044731061821369,-0.0054058134765264,-0.004482041937062862,-0.0049287997073301296,-0.004955108647380291
"(1, 0, 0, 0, 0, 0, -12)",-0.0035025999949569553,-0.003972446942212264,-0.0034892055051279,-0.0039678927873357,-0.0035338383737262805,-0.003972487273936713,-0.003095232114522063
"(0, 0, 0, 0, 0, 0, -11)",0.09709718292016599,-0.000995,-0.00020976880794641196,-0.0005,-0.0009995,0.0468883671462816,-0.0005
"(0, 0, 0, 0, 0, 0, -10)",-0.002490518484005,-0.0019970019995,-0.0034627953101283,-0.0019970019995,-0.0019970019995,-0.00198365,-0.002490518484005
"(0, 0, 0, 0, 0, 0, -2)",0.0032370175216132136,0.0019833540630686,0.0038872395460575163,0.004954271710219171,-0.0170026218894642,0.1250318427689932,0.0006340437086602
"(1, 1, 0, 0, 0, 0, 4)",-0.23398939151062675,-0.23444417810277426,-0.23394122526391584,-0.23464610159880184,-0.23420805150504354,-0.23389827891245613,-0.23382470353942877
"(1, 1, 0, 0, 0, 0, 3)",-0.2666054688973618,-0.2663240003902696,-0.2660620518659799,-0.26633201745946605,-0.266107532342508,-0.26622053391993666,-0.2663774170470187
"(1, 1, 0, 0, 0, 0, 2)",-0.2537755050531426,-0.2536130767725739,-0.2518868071918868,-0.25399200757162266,-0.25176828767359155,-0.25174794652472515,-0.25231134326592736
"(1, 1, 0, 0, 0, 0, 1)",-0.5086693923760364,-1.0908725239552444,-0.45671641166060306,-0.5398938183672001,-0.5376706567743769,-0.4566915149506082,-0.5645172237282141
"(1, 1, 0, 0, 0, 0, 0)",-10.185382800671947,-10.13909604470299,-10.181975960048097,-10.178342396814008,-10.18202724349519,-10.139317025647461,-10.182120981281393
"(0, 1, 0, 0, 0, 0, -8)",0.05135100250611237,0.07143446309261281,0.07581848985755583,0.18976754524692294,0.0771329536273155,0.09200691332435296,0.033966759786206294
"(0, 0, 0, 0, 0, 0, -8)",0.04020584264089184,0.12501873351179113,0.017365512055766235,0.16981121549089723,0.12751132332884624,0.05153352361915441,0.149297860720526
"(0, 0, 0, 0, 0, 0, -7)",0.2766694734928734,0.625341360147515,0.2734034715019505,0.6266700099757507,0.19247017849824985,0.3695057177495539,0.18194860391221188
"(0, 0, 0, 0, 0, 0, 2)",0.4303801991785224,0.2829677933332043,0.5747366601339138,0.5221933909674212,0.28397546238514665,0.3583065715555944,0.5156467372756918
"(0, 0, 0, 0, 0, 0, 11)",0.0,0.0,0.0,0.049222276502328,0.0,0.0,0.0
"(1, 0, 0, 0, 0, 0, 12)",-0.014530429164706184,-0.014851181080102442,-0.0155307413148474,-0.014787177878892993,-0.015622832382117027,-0.0161876057812693,-0.0150390113879548
"(1, 0, 0, 0, 0, 0, 13)",-0.018058839780870164,-0.015828812256981305,-0.01658138867711241,-0.01858557569526501,-0.01566475191296567,-0.016533398577480853,-0.016038855624691283
"(0, 0, 0, 0, 0, 0, 13)",0.0007687436257866,0.0007687436257866,-0.0004965232700341,0.000386303329541,0.0984781477267832,0.000386303329541,0.000386303329541
"(1, 0, 0, 0, 0, 0, 14)",-0.013606286807190948,-0.014476231124219094,-0.013258113306302612,-0.0956151824482343,-0.013297731441675505,-0.0966330151151549,-0.0136164598848732
"(1, 0, 0, 0, 0, 0, 15)",-0.011324260183363145,-0.011825330828591005,-0.012275289404518849,-0.014363183944597853,-0.013871891318120512,-0.012563919584481989,-0.011998610270134904
"(1, 0, 0, 0, 0, 0, 16)",-0.008037727090470688,-0.0074019037040923144,-0.007303751360234677,-0.007452731337862232,-0.01046784208729442,-0.010046581150979181,-0.007465449843762947
"(1, 0, 0, 0, 0, 0, 17)",-0.006946817521811808,-0.005966973511032029,-0.006453477798130359,-0.006078220278794289,-0.006417730265440107,-0.006417090022071311,-0.0039869879148590765
"(0, 0, 0, 1, 0, 0, 2)",-0.000995,0.0,-0.000995,-0.000995,0.0,-0.0005,0.0
"(0, 0, 0, 1, 0, 0, -6)",-0.0005,-0.0005,-0.0005,-0.0005,-0.000995,-0.0005,-0.0005
"(0, 0, 0, 1, 0, 0, -5)",-0.0009995,-0.0009995,-0.0009995,-0.0005,-0.001494005,-0.000995,-0.0019746995
"(0, 0, 0, 0, 0, 0, 1)",0.6288280036726234,0.4116429236118734,0.9536152478053975,0.55122622673468,0.5141075531164043,0.5665096899037896,0.43903434365930194
"(0, 1, 0, 0, 0, 0, -6)",-0.0022712231305942266,-0.0005109085375180403,0.08452340189385009,0.001541076108399174,0.001126552081851025,0.03171190563283595,0.03358210719527276
"(0, 1, 0, 0, 0, 0, -5)",-0.0023944881712508,-0.0015904836589349,-0.002384161407688,0.13303004457965464,-0.0002633701657494,-0.0034094227971837,0.0473558685636567
"(1, 1, 0, 0, 0, 0, -4)",-0.013135979137931441,-0.012305112703481554,-0.013162954657318803,-0.012738493660898192,-0.012721258414356876,-0.012593824218738725,-0.012289932237981631
"(1, 1, 0, 0, 0, 0, -3)",-0.0009995,-0.0024682293004999,-0.0019836095,-0.001003955,-0.0009995,-0.000995,-0.0005
"(1, 1, 0, 0, 0, 0, -2)",-0.0048983435914212,-0.002463907505,-0.0029833812283194,-0.002970256077545,-0.0239782078062179,-0.0039245973120869,-0.002490518484005
"(0, 0, 0, 0, 0, 0, 7)",0.252856671587666,-0.0005,-0.0005,-0.000995,-0.0005,-0.0005,-0.0005
"(0, 0, 0, 0, 0, 0, 9)",0.04673614439846414,0.05792709448964355,0.005279633298188311,0.0032755882092613646,0.00757330678127135,0.4951218164974755,0.005865787209960894
"(1, 0, 0, 0, 0, 0, -5)",-0.034476964587151,-0.03262810946535374,-0.03267884372493798,-0.03443037485186823,-0.03251888729112486,-0.032417250859614576,-0.03398292191184824
"(0, 1, 0, 0, 0, 0, 0)",-0.5357717466132671,-0.5289120818096139,-0.5102930027010484,-0.5039062860144251,-0.5154998798932905,-0.5103051882028523,-0.5234294040757015
"(0, 1, 0, 0, 0, 0, 1)",-8.488440316620997e-05,-0.005542396587629,-0.0155399940652212,-0.0049729765496104,-0.0063785235759409,-0.0068673391157276,-0.0049506912363867
"(0, 1, 0, 0, 0, 0, -7)",0.06502560927942082,0.10543427066957359,0.10044721336742404,0.021277407830352226,0.30079499567480317,0.1075356530924884,0.09309436814490235
"(1, 0, 0, 0, 0, 0, -15)",-0.049961000412785735,-0.04913532633421972,-0.04986328592501767,-0.0493801725830408,-0.04987940998404352,-0.05033997993791262,-0.05133717093367654
"(0, 0, 0, 0, 0, 0, -15)",0.0596999539088104,0.1036464762179666,0.0051814638597585,0.0119958219734958,0.0529812422935245,0.0072360239278462,0.2749455282048974
"(1, 0, 0, 0, 0, 0, -20)",-0.0025709193216607,-0.002747865024061,-0.0029702552359509,-0.0024916854273348,-0.00198356495,-0.0026485161842816,-0.001996880945
"(0, 0, 0, 0, 0, 0, -20)",-0.0018956260315081,0.0889024533679222,-0.0019725967480702625,-0.0022194033092698,-0.0015432606373157222,-0.0007693472424750152,-0.0017518717704389
"(0, 1, 0, 0, 0, 0, 2)",-0.002463948005,-0.0044490679261084,-0.0024771753455,-0.003919993307123,-0.0029745549475254,-0.0038907426002814,-0.0026169672112005
"(1, 1, 0, 0, 0, 0, -6)",0.0005679806551195,-0.001983515495,-0.0039229392466612,-0.0029688986187902,-0.0049277422607973,-0.0019791545,-0.0035006277558893
"(0, 0, 0, 0, 0, 0, -19)",-0.0010470949349254,-0.0001869565460448,0.0445742359111678,-0.0016715418020715,-0.0008953352083369,0.0480352689244487,-0.0007029374264727
"(1, 1, 0, 0, 0, 0, -8)",-0.011468773081686,-0.0104413955798478,-0.0123338080433593,-0.0714941415670964,-0.0117348376744526,-0.0102558006542568,-0.1090036842027507
"(1, 1, 0, 0, 0, 0, -7)",-0.01077745546586462,-0.012152055084161756,-0.010721974232893084,-0.011795580925974007,-0.012326132832559568,-0.010577231664538393,-0.01202403349447386
"(1, 1, 0, 0, 0, 0, -14)",-0.0058588858722578435,-0.005938225436787301,-0.005952765586595881,-0.00688004252490396,-0.005471675204062341,-0.006424414086610294,-0.0059542521434005295
"(0, 1, 0, 0, 0, 0, -14)",-0.005467963329572543,-0.005470335876143199,-0.007221697876105771,-0.0054680823589368325,-0.005893285083735957,-0.005620555580438749,-0.006037282360760212
"(0, 1, 0, 0, 0, 0, -22)",-0.003004751585250239,-0.0018719319733062,0.045227443726378484,0.04095980451066853,0.19269525391429138,-0.001667070098330571,0.042441272425874824
"(0, 1, 0, 0, 0, 0, -21)",-0.008480802101960378,-0.008412848384858087,-0.008413522628937279,-0.008727472081133218,-0.007922256034026253,-0.008367451816368564,-0.00827988321122427
"(0, 0, 0, 0, 0, 0, -21)",-0.0010858596805095,-0.0025428551242329,-0.0009258687142253836,-0.0009995,-0.0021532930276831203,0.044128855045398055,-0.0021303254496386013
"(1, 0, 0, 0, 0, 0, -2)",-0.013135462471736326,-0.01346042196239041,-0.012811796036271333,-0.01278567114284002,-0.013192727832058907,-0.01325648695475622,-0.01316877938364037
"(1, 0, 0, 0, 0, 0, -1)",-0.15885161563682887,-0.17429408118511555,-0.1153235365650025,-0.2548597553141195,-0.16843725407152726,-0.22609170301351728,-0.03018138730858495
"(0, 0, 0, 0, 0, 0, -1)",-0.014777143505412725,0.03749640520883755,-0.031211016891402633,-4.888554960538246e-05,0.015565888884222409,-1.0011772164700764e-05,0.05315669664175219
"(0, 1, 0, 0, 0, 0, -3)",-0.0009995,-0.001992510995,-0.001494005,-0.0025039770848531194,-0.0009995,-0.0030804252711859,-0.00104846
"(0, 1, 0, 0, 0, 0, 5)",-0.004473145005984335,-0.004481881951114318,-0.003981196965680433,-0.004446708232255029,-0.004459380530704772,0.09506775072165577,-0.004464283496763848
"(0, 1, 0, 0, 0, 0, -2)",0.14679671249014078,-0.0008006128815538,-0.000767666341102,-0.000995,-0.0005,-0.000656559144864,0.0420615893713923
"(1, 1, 0, 0, 0, 0, -1)",-0.00347152407102041,-0.0044154680786225,-0.0996719968592978,-0.0030603658462761488,-0.003499446632085,-0.003537539274272449,-0.07082201627238915
"(0, 1, 0, 0, 0, 0, -12)",-0.0020080610341416,-0.001308276628665,-0.0026882839500385,-0.0017706129082035,-0.002935007517453207,-0.0018908195048168,0.040873155846472456
"(1, 1, 0, 0, 0, 0, -12)",-0.00299246961388154,-0.003467529522428049,-0.003471847881791005,-0.003471723471984345,-0.003954792203534858,-0.00348060273084329,-0.0029925099925029995
"(1, 1, 0, 0, 0, 0, -22)",-0.004915772127123839,-0.003893715637808495,-0.004008226668300386,-0.003972644615889964,-0.0034894364055125483,-0.003893969002608995,-0.003959583684030733
"(1, 1, 0, 0, 0, 0, -21)",-0.001494005,-0.00198356495,-0.0019923814395500002,-0.001502910545,-0.0024682293004999,-0.0024682293004999996,-0.0014939604499999
"(0, 1, 0, 0, 0, 0, -20)",-0.0039342825822373095,-0.0024918592639981913,-0.004846898075713302,-0.0024874100891518593,-0.004836604666983324,-0.00314263910868812,-0.0034672296938395063
"(1, 0, 0, 1, 0, 0, 0)",-0.052300888164105,-0.051928989,-0.042122171569605,-0.052300888164105,-0.052017671569605,-0.05239425614766,-0.072720559535567
"(0, 0, 0, 1, 0, 0, -8)",-0.0009995,-0.00153801995,0.09746693505,-0.00104846,-0.001044005,-0.0005,-0.00104846
"(1, 0, 0, 1, 0, 0, -8)",-0.0044510757639162,-0.0034806027308432,-0.0034895174825104,-0.0034895174825104,-0.0034766048435325,-0.0146815747676544,-0.0034805631161416
"(1, 1, 0, 1, 0, 0, 0)",0.0,0.0,-0.0005,0.0,0.0,-0.0005,0.0
"(1, 1, 0, 1, 0, 0, 1)",-0.0019701995,-0.0119746545,-0.00148955,-0.0005,-0.0009995,-0.0009995,-0.0005
"(1, 1, 0, 1, 0, 0, -14)",0.0,0.0,-0.0005,0.0,-0.0005,0.0,0.0
"(1, 1, 0, 1, 0, 0, -13)",-0.000995,-0.0005,-0.0005,-0.0019701995,0.0,-0.000995,-0.0005
"(1, 1, 0, 1, 0, 0, -12)",-0.0029656132991649,-0.0024950049975005,-0.00296147960645,-0.00297918468365,-0.0029699752783194,-0.0024950049975005,-0.0029791042097045
"(1, 0, 0, 1, 0, 0, -12)",-0.0019836095,-0.0015029915045,-0.001494005,-0.00149846,-0.001992510995,-0.0009995,-0.001494005
"(0, 1, 0, 1, 0, 0, -20)",-0.0005,0.0,0.0,0.0,-0.0005,0.0,-0.0005
"(0, 1, 0, 1, 0, 0, -19)",-0.0009995,-0.00148505,-0.0005,-0.0005,-0.0005,-0.0019746545,-0.0005
"(0, 0, 0, 1, 0, 0, -19)",-0.0005,-0.001494005,-0.0011841536013317,-0.001063268316806,0.048505995,0.046812271834529,-0.0005
"(1, 0, 0, 1, 0, 0, -19)",-0.0019834754,-0.0009995,-0.00148505,-0.0019791545,-0.001494005,-0.001494005,-0.001494005
"(1, 0, 0, 0, 0, 0, -19)",-0.0025430491511138,-0.0015418102750049,-0.001494005,-0.0020366193802455,-0.0024682293004999,-0.0024738619681937,-0.001058292193955
"(1, 0, 0, 0, 0, 0, -18)",-0.001494005,-0.0009995,-0.0005089955,-0.0015119589565764,-0.0005,-0.0009995,-0.0005
"(0, 0, 0, 0, 0, 0, -18)",-0.0024950049975005,-0.0029790998036649,-0.0029925089041019,-0.0029923891799909,-0.0029923891799909,-0.0030177892325029,-0.0025338312684144
"(0, 0, 0, 0, 0, 0, -12)",-0.0016139139695921403,-0.0014009059173318,-0.0013154218504723,-0.0014861167678838078,0.036544134356834436,-0.0020218725040809,-0.001437865034805406
"(0, 0, 0, 1, 0, 0, -12)",0.0,-0.0005,0.0,0.0,-0.0005,-0.0005,-0.000995
"(0, 0, 0, 1, 0, 0, -20)",-0.0005,-0.0005,0.0,-5.895500000000005e-05,-0.0005,-0.00148505,0.0
"(0, 1, 0, 0, 0, 0, -1)",-0.0151117438321857,0.0,-0.0112443965790567,-0.000995,-0.000995,-0.0005,-0.0005
"(0, 1, 0, 0, 0, 0, -11)",-0.004451818069872,-0.0049470471697446,-0.004561253516015445,-0.0049420394372987,-0.0086528201200968,-0.0039813950745925,-0.0039771221281124
"(0, 1, 0, 0, 0, 0, -19)",-0.0010862293658587,-0.0005,-0.0012048842011367,-0.0011034864780535,-0.0008960873790125,0.0404651607272701,-0.000621070568521
"(1, 1, 0, 0, 0, 0, -19)",0.0,-0.0005,0.0,0.0,0.0,-0.0005,0.0
"(1, 1, 0, 0, 0, 0, -18)",-0.0005,-0.0005,-0.000995,-0.000995,-0.0005,-0.0005,0.0
"(1, 1, 0, 0, 0, 0, -5)",-0.001568809418803673,-0.0015896153383004167,-0.0009995,-0.001495922068336677,-0.0012533906323503,-0.0009995,-0.001212294585371158
"(1, 1, 0, 0, 0, 0, -11)",-0.0009995,-0.001003955,-0.0009995,-0.001983515495,-0.0014985005,-0.0014985005,-0.0014985005
"(1, 1, 0, 0, 0, 0, -13)",-0.005887631093044239,-0.0059402906393957,-0.0055701938956549,-0.0059842228174303,-0.006895516712846256,-0.005891682553358684,-0.006425328315977109
"(1, 1, 0, 0, 0, 0, -15)",-0.0034057281046505,-0.0034402794914808,-0.0024815857955,-0.001979195,-0.00148955,-0.001996921445,-0.0014985005
"(0, 1, 0, 0, 0, 0, -15)",-0.0034586855162915,-0.0024950049975005,0.0470431503134999,-0.0029703766100405,-0.0024950049975005,-0.0039460286582303,-0.0024950049975005
"(1, 0, 0, 0, 0, 0, -22)",-0.00148505,-0.00292599252995,-0.0011627691108148299,-0.00293935797995,-0.0005,-0.0019746995,-0.0006652869198666097
"(1, 1, 0, 0, 0, 0, 12)",-0.0009995,-0.000995,-0.002459452505,-0.002459452505,-0.0020551299887926,-0.00199255109,-0.0005
"(1, 1, 0, 0, 0, 0, 14)",-0.0029879879506709,-0.0029702346777054,-0.0029835863171604,-0.003484879954547,-0.0034586855162915,-0.0029835863171604,-0.0039372499643839
"(1, 1, 0, 0, 0, 0, 15)",-0.0005,-0.0005,0.0,0.0,-0.0005,0.0,0.0
"(1, 1, 0, 0, 0, 0, 16)",-0.0005,-0.0005,0.0,-0.0005,-0.0005,-0.0005,-0.0005
"(1, 1, 0, 0, 0, 0, 17)",-0.0039275638150977,-0.0014985005,-0.0019970019995,-0.00198806045,-0.0038938936641039,-0.00199696154,-0.0024728895545
"(1, 1, 0, 0, 0, 0, 18)",0.0,-0.000995,-0.00148505,-0.0005,0.0,0.0,-0.0005
"(1, 0, 0, 0, 0, 0, 18)",-0.003489197953415891,-0.005851946989954787,-0.002992349525634995,-0.00391599231612404,-0.0029746981701545,-0.0034716870540680003,-0.005667568697776775
"(0, 0, 0, 0, 0, 0, -13)",-0.0024950049975005,-0.0043936985408328,-0.0034452712411245,-0.00296152735595,-0.0032538927564986966,-0.00297465851219,-0.0026700932693550796
"(0, 1, 0, 0, 0, 0, 3)",-0.0038969137064535,-0.003440480167041,-0.001624262930776,-0.002110870953392,-0.0019935077565596,-0.0034200408612101,-0.0029624829949941
"(1, 0, 0, 0, 0, 0, 19)",-0.001494005,-0.0024682293004999,-0.00148955,-0.0042600907144576,-0.0009995,-0.0024549975049999,-0.00148955
"(0, 1, 0, 0, 0, 0, -13)",-0.006907937395745711,0.09217880174130255,-0.004759292785490986,-0.005669573036616831,-0.003931584436380074,-0.004224841855850381,0.029839372610135403
"(1, 0, 0, 0, 0, 0, -21)",-0.001494005,-0.003478539018985881,-0.0019836095,-0.0019746995,-0.002468317955,-0.002468438199905,-0.001489505
"(0, 0, 0, 0, 0, 0, 14)",-0.0043505218951594,-0.0025857068124858,-0.0025398445957685,-0.0019968502771126,-0.0024948534268355,-0.0019801608145034,-0.0024771753455
"(0, 0, 0, 0, 0, 0, 15)",-0.00148505,-0.0009995,0.0,-0.0005,-0.000995,0.0061207328553304,-0.000995
"(1, 0, 0, 0, 0, 0, 20)",0.0,-0.0005,0.0,-0.0005045,0.0,0.0,0.0
"(0, 0, 0, 0, 0, 0, -22)",-0.0012417408275560444,-0.002586670312473188,0.041451463000925434,-0.0007954302304432063,-0.000766056225878443,-0.0003813826792275128,-0.00104841545
"(0, 1, 0, 0, 0, 0, -23)",-0.001992510995,-0.002463862955,-0.0019791545,-0.0034190440996505,0.048016484505,-0.00148505,-0.0038937729741039
"(1, 1, 0, 0, 0, 0, 13)",-0.0043852101121621,-0.0009995,-0.002961399092045,-0.001992510995,-0.003441116684741,-0.0029657610711995,-0.0048205822668793
"(0, 1, 0, 0, 0, 0, 6)",0.0,0.0,0.0,-0.0005,0.0,0.0,0.0
"(2, 1, 0, 0, 0, 0, 5)",-0.0064434587489364935,-0.0073294319558900485,-0.0064133916323641784,-0.006941303234481731,-0.006456651799204419,-0.007433818564176703,-0.006434558027953783
"(2, 1, 0, 0, 0, 0, 4)",-0.003967972354225372,-0.00347148401611541,-0.0034891577751454245,-0.003449589964987505,-0.003980759890172939,-0.0029925099925029995,-0.0034581476858657856
"(2, 1, 0, 0, 0, 0, 12)",-0.001992510995,-0.0029656132991649504,-0.00249496457846,-0.0024904379696,-0.0024905184840050003,-0.00199696154,-0.0029659329945499998
"(2, 1, 0, 0, 0, 0, 11)",-0.003968131790451442,-0.0034625848925779693,-0.0029879471743839503,-0.003467289386354,-0.0029790601493089996,-0.00298358631716045,-0.0034718078669409096
"(2, 1, 0, 0, 0, 0, 10)",-0.0034892376473933916,-0.003945756728699612,-0.0034849200058038364,-0.003476124741359296,-0.0034761247450006507,-0.00392486625410679,-0.0029879879506709
