Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,6,0
16.0,50,0,12,16,2,0
32.0,50,0,12,16,4,0
48.0,50,0,12,16,3,0
64.0,50,0,12,16,1,0
80.0,50,0,12,16,6,0
96.0,50,0,12,16,2,0
112.0,55,0,12,16,5,0
128.0,60,0,12,16,6,0
144.0,75,0,12,16,4,0
160.0,80,0,12,16,6,0
176.0,95,0,12,16,3,0
192.0,35,0,12,16,5,0
208.0,35,0,12,16,6,0
224.0,35,0,12,19,4,0
240.0,40,0,12,19,2,0
256.0,60,0,12,19,2,0
272.0,65,0,12,19,2,0
288.0,75,0,12,19,3,0
304.0,10,0,12,19,2,0
320.0,15,0,12,22,1,0
336.0,15,0,12,22,2,0
352.0,15,0,12,22,6,0
368.0,35,0,12,22,5,0
384.0,40,0,12,22,1,0
400.0,40,0,12,22,6,0
416.0,55,0,12,22,2,0
432.0,65,0,12,22,5,0
448.0,65,0,12,22,2,0
464.0,65,0,12,22,2,0
480.0,75,0,12,22,2,0
496.0,85,0,12,22,4,0
