Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,3,0
16.0,50,0,12,16,1,0
32.0,50,0,12,16,5,0
48.0,50,0,12,16,4,0
64.0,50,0,12,16,3,0
80.0,50,0,12,16,4,0
96.0,50,0,12,16,4,0
112.0,55,0,12,16,4,0
128.0,60,0,12,16,3,0
144.0,70,0,12,16,2,0
160.0,75,0,12,16,6,0
176.0,95,0,12,16,3,0
192.0,35,0,12,16,6,0
208.0,35,0,12,16,5,0
224.0,35,0,12,16,6,0
240.0,40,0,12,19,1,0
256.0,50,0,12,19,1,0
272.0,5,0,12,19,2,0
288.0,15,0,12,19,2,0
304.0,35,0,12,19,4,0
320.0,40,0,12,19,1,0
336.0,40,0,12,19,6,0
352.0,40,0,12,19,4,0
400.0,65,0,12,19,2,0
416.0,80,0,12,19,1,0
432.0,95,0,12,19,4,0
448.0,95,0,12,19,1,0
464.0,45,0,12,19,6,0
480.0,50,0,12,19,2,0
496.0,65,0,12,19,3,0
512.0,65,0,12,19,2,0
528.0,70,0,13,19,3,0
544.0,90,0,13,19,4,0
560.0,95,0,13,19,6,0
576.0,100,0,13,19,1,0
592.0,105,0,13,19,5,0
608.0,110,0,13,19,5,0
624.0,115,0,13,19,6,0
640.0,120,0,13,19,4,0
656.0,130,0,13,19,5,0
672.0,140,0,13,19,6,0
688.0,150,0,13,19,4,0
704.0,155,0,13,19,4,0
720.0,155,0,13,19,4,0
736.0,165,0,13,19,2,0
752.0,70,0,13,19,4,0
784.0,75,4,13,19,1,0
800.0,90,4,14,19,5,0
816.0,100,4,14,19,1,0
832.0,100,4,14,19,2,0
848.0,110,8,14,19,5,0
864.0,110,8,14,19,3,0
896.0,120,12,14,19,2,0
912.0,125,12,14,19,6,0
928.0,135,16,14,19,3,0
944.0,150,16,14,19,1,0
960.0,150,20,14,19,1,0
976.0,105,20,14,19,5,0
992.0,110,20,14,19,3,0
1008.0,115,24,14,19,1,0
1024.0,115,24,14,19,6,0
1040.0,120,28,14,19,3,0
1056.0,140,28,14,19,3,0
1072.0,155,32,14,19,3,0
1088.0,155,32,14,19,2,0
1104.0,55,36,14,19,3,0
1136.0,165,40,14,19,4,0
1152.0,165,40,14,19,3,0
1168.0,180,40,14,19,1,0
1184.0,205,44,14,19,5,0
1200.0,205,44,14,19,6,0
1216.0,205,48,14,19,4,0
1248.0,210,52,15,19,1,0
1264.0,220,52,15,19,2,0
1280.0,225,56,15,19,6,0
1296.0,240,56,15,19,1,0
1312.0,250,60,15,19,1,0
1328.0,200,60,15,19,4,0
1344.0,200,64,15,19,5,0
1360.0,210,64,15,19,3,0
1376.0,220,64,15,19,3,0
1392.0,225,68,15,19,1,0
1408.0,230,68,15,19,4,0
1424.0,240,72,15,19,5,0
1440.0,250,72,15,19,6,0
1456.0,250,76,15,19,4,0
1472.0,250,76,15,19,3,0
1488.0,270,80,15,19,1,0
1504.0,275,80,15,19,5,0
1520.0,280,84,15,19,2,0
1536.0,280,84,15,19,3,0
1552.0,290,88,15,19,3,0
1568.0,300,88,15,19,5,0
1584.0,150,92,16,19,3,0
1600.0,160,92,16,19,1,0
1616.0,170,96,16,19,1,0
1632.0,125,96,16,19,4,0
1648.0,125,100,16,19,2,0
1664.0,125,100,16,19,5,0
1680.0,145,104,16,19,2,0
1696.0,150,104,16,19,3,0
1712.0,160,108,16,19,1,0
1728.0,170,108,16,19,3,0
1744.0,170,112,16,19,2,0
1760.0,75,112,16,19,3,0
1776.0,75,116,16,19,5,0
1792.0,75,116,16,19,4,0
1808.0,95,120,16,19,6,0
