Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,2,0
16.0,50,0,12,16,6,0
32.0,50,0,12,16,3,0
48.0,50,0,12,16,5,0
64.0,50,0,12,16,3,0
80.0,50,0,12,16,1,0
96.0,50,0,12,16,3,0
112.0,55,0,12,16,3,0
128.0,60,0,12,16,3,0
144.0,75,0,12,16,1,0
160.0,75,0,12,16,1,0
176.0,45,0,12,16,4,0
192.0,60,0,12,16,3,0
208.0,60,0,12,16,4,0
224.0,60,0,12,16,1,0
240.0,65,0,12,16,6,0
256.0,85,0,12,16,1,0
272.0,35,0,12,16,4,0
288.0,50,0,12,16,3,0
304.0,65,0,12,16,1,0
320.0,70,0,12,16,4,0
336.0,70,0,12,16,6,0
352.0,70,0,12,16,1,0
368.0,40,0,12,16,5,0
384.0,50,0,12,16,1,0
400.0,50,0,12,16,3,0
416.0,70,0,12,16,6,0
432.0,80,0,13,16,1,0
448.0,80,0,13,16,3,0
464.0,80,0,13,16,5,0
480.0,90,0,13,16,3,0
496.0,30,0,13,16,4,0
512.0,35,0,13,16,3,0
528.0,40,0,13,19,5,0
544.0,55,0,13,19,4,0
560.0,65,0,13,19,3,0
576.0,70,0,13,19,3,0
592.0,80,0,13,19,2,0
608.0,85,0,13,19,2,0
624.0,85,0,13,19,1,0
640.0,100,0,13,19,3,0
656.0,105,0,13,19,6,0
672.0,120,0,13,19,1,0
688.0,130,0,13,19,6,0
704.0,135,0,14,19,2,0
720.0,140,0,14,19,5,0
736.0,145,0,14,19,1,0
752.0,150,0,14,19,2,0
768.0,160,0,14,19,5,0
