Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,2,0
16.0,50,0,12,16,2,0
32.0,50,0,12,16,1,0
48.0,50,0,12,16,4,0
64.0,50,0,12,16,3,0
80.0,50,0,12,16,4,0
96.0,50,0,12,16,6,0
112.0,55,0,12,16,6,0
128.0,60,0,12,16,4,0
144.0,70,0,12,16,1,0
160.0,75,0,12,16,5,0
176.0,95,0,12,16,2,0
192.0,110,0,12,16,2,0
208.0,110,0,12,16,5,0
224.0,110,0,12,16,2,0
240.0,115,0,12,16,2,0
256.0,30,0,12,16,6,0
272.0,35,0,12,16,2,0
288.0,45,0,12,16,5,0
304.0,60,0,12,16,3,0
320.0,65,0,12,16,2,0
336.0,65,0,12,16,5,0
352.0,65,0,12,16,4,0
368.0,85,0,12,16,3,0
384.0,15,0,12,16,3,0
400.0,15,0,12,16,4,0
416.0,30,0,12,19,6,0
432.0,40,0,12,19,4,0
448.0,40,0,12,19,2,0
464.0,40,0,12,19,2,0
480.0,50,0,12,19,2,0
496.0,65,0,12,19,2,0
512.0,65,0,12,19,6,0
528.0,70,0,12,19,5,0
544.0,75,0,12,19,6,0
560.0,85,0,12,19,6,0
576.0,90,0,12,19,2,0
592.0,100,0,12,19,2,0
608.0,105,0,12,19,5,0
624.0,110,0,12,19,2,0
640.0,115,0,12,19,6,0
656.0,120,0,12,19,1,0
672.0,125,0,12,19,5,0
688.0,135,0,12,19,2,0
704.0,145,0,12,19,2,0
720.0,145,0,12,19,6,0
736.0,150,0,12,19,3,0
752.0,160,0,12,19,2,0
768.0,160,0,12,19,2,0
784.0,165,0,12,19,4,0
800.0,180,0,12,19,6,0
816.0,190,0,12,19,5,0
832.0,40,0,12,19,3,0
848.0,50,0,12,19,1,0
864.0,50,0,12,19,5,0
880.0,55,0,12,19,2,0
896.0,65,0,12,19,2,0
912.0,80,0,12,19,5,0
928.0,80,0,12,19,5,0
944.0,85,0,12,19,4,0
960.0,90,0,12,19,4,0
976.0,95,4,12,19,4,0
992.0,100,4,12,19,3,0
1008.0,105,4,12,19,2,0
1024.0,15,4,12,19,4,0
1040.0,15,4,12,19,3,0
1056.0,15,4,12,19,3,0
1072.0,25,8,12,19,6,0
1088.0,30,8,12,19,6,0
1104.0,35,12,12,19,4,0
1120.0,35,12,12,19,3,0
1136.0,45,12,12,19,1,0
1152.0,45,16,12,19,1,0
1168.0,45,16,12,19,1,0
1184.0,55,16,12,19,4,0
1200.0,60,20,12,19,6,0
1216.0,70,20,12,19,5,0
1232.0,70,20,12,19,4,0
1248.0,75,24,12,19,1,0
1264.0,80,24,12,19,4,0
1280.0,80,24,12,19,6,0
1296.0,90,28,12,19,4,0
1312.0,100,28,12,19,4,0
1328.0,105,32,12,19,3,0
1344.0,105,32,12,19,4,0
1360.0,110,32,12,19,6,0
1376.0,115,36,12,19,2,0
1392.0,120,36,12,19,5,0
1408.0,120,36,12,19,6,0
1424.0,130,40,12,19,1,0
1440.0,135,40,12,19,3,0
1456.0,145,44,12,19,3,0
1472.0,145,44,12,19,1,0
1488.0,145,44,12,19,1,0
1504.0,105,48,12,19,3,0
1520.0,110,48,12,19,4,0
1536.0,110,48,12,19,2,0
1552.0,115,52,12,19,4,0
1568.0,130,52,12,19,4,0
1584.0,130,52,12,19,4,0
1600.0,130,56,12,19,2,0
1616.0,140,56,12,19,4,0
1632.0,145,60,12,19,1,0
1648.0,145,60,12,19,5,0
1664.0,150,60,12,19,1,0
1680.0,155,64,12,19,4,0
1696.0,165,64,12,19,1,0
1712.0,115,64,12,19,2,0
1728.0,125,68,12,19,1,0
1744.0,130,68,12,19,4,0
1760.0,130,68,13,19,2,0
1776.0,130,72,13,19,3,0
1792.0,140,72,13,19,1,0
1808.0,150,76,13,19,1,0
1824.0,105,76,13,19,1,0
1840.0,60,76,13,19,5,0
1856.0,65,80,13,19,3,0
1872.0,65,80,13,19,3,0
1888.0,70,80,13,19,2,0
1904.0,75,84,13,19,5,0
1920.0,80,84,13,19,6,0
1936.0,95,84,13,19,4,0
1952.0,100,88,13,19,3,0
1968.0,105,88,13,19,6,0
1984.0,105,92,13,19,4,0
2000.0,110,92,13,19,1,0
2016.0,115,92,13,19,3,0
2032.0,120,96,14,19,2,0
2048.0,135,96,14,19,1,0
2064.0,140,96,14,19,6,0
2080.0,140,100,14,19,5,0
2096.0,145,100,14,19,4,0
2112.0,150,100,14,19,3,0
2128.0,150,104,14,19,1,0
2144.0,160,104,14,19,4,0
2160.0,175,108,14,19,4,0
2176.0,175,108,14,19,3,0
2192.0,180,108,14,19,3,0
2208.0,185,112,14,19,4,0
2224.0,195,112,14,19,3,0
2240.0,200,112,14,19,5,0
2256.0,205,116,14,19,5,0
2272.0,215,116,14,19,5,0
2288.0,220,116,14,19,1,0
2304.0,225,120,15,19,2,0
2320.0,225,120,15,19,4,0
2336.0,235,124,15,19,3,0
2352.0,245,124,15,19,1,0
2368.0,250,124,15,19,2,0
2384.0,255,128,15,19,1,0
2400.0,265,128,15,19,1,0
2416.0,215,128,15,19,2,0
2432.0,220,132,15,19,4,0
2448.0,235,132,15,19,3,0
2464.0,240,132,15,19,6,0
2480.0,245,136,15,19,2,0
2496.0,255,136,15,19,1,0
2512.0,255,140,15,19,3,0
2528.0,265,140,15,19,3,0
2544.0,270,140,15,19,1,0
2560.0,280,144,15,19,6,0
2576.0,290,144,16,19,5,0
2592.0,300,144,16,19,5,0
2608.0,300,148,16,19,4,0
2624.0,305,148,16,19,2,0
2640.0,310,148,16,19,5,0
2656.0,325,152,16,19,3,0
2672.0,325,152,16,19,4,0
2688.0,340,156,16,19,2,0
2704.0,345,156,16,19,3,0
2720.0,355,156,16,19,4,0
2736.0,355,160,16,19,2,0
2752.0,365,160,16,19,6,0
2768.0,375,160,16,19,3,0
2784.0,380,164,16,19,6,0
2800.0,390,164,16,19,4,0
2816.0,400,164,16,19,5,0
2832.0,400,168,16,19,4,0
2848.0,410,168,17,19,2,0
2864.0,420,172,17,19,3,0
2880.0,430,172,17,19,5,0
2896.0,430,172,17,19,6,0
2912.0,440,176,17,19,1,0
2928.0,455,176,17,19,3,0
2944.0,455,176,17,19,6,0
2960.0,460,180,17,19,5,0
2976.0,470,180,17,19,2,0
2992.0,485,180,17,19,4,0
3008.0,485,184,17,19,1,0
3024.0,490,184,17,19,1,0
3040.0,450,188,17,19,6,0
3056.0,460,188,17,19,1,0
3072.0,470,188,17,19,2,0
3088.0,480,192,17,19,3,0
3104.0,485,192,17,19,5,0
3120.0,495,192,17,19,3,0
3136.0,505,196,17,19,2,0
3152.0,505,196,17,19,2,0
3168.0,520,196,17,19,3,0
3184.0,525,200,17,19,1,0
3200.0,535,200,17,19,6,0
3216.0,545,204,17,19,3,0
3232.0,550,204,17,19,5,0
3248.0,565,204,17,19,2,0
3264.0,565,208,17,19,1,0
3280.0,570,208,17,19,4,0
3296.0,580,208,18,19,5,0
3312.0,595,212,18,19,5,0
3328.0,595,212,18,19,5,0
3344.0,605,212,18,19,3,0
3360.0,620,216,18,19,4,0
3376.0,630,216,18,19,6,0
3392.0,630,220,18,19,3,0
3408.0,635,220,18,19,1,0
3424.0,650,220,18,19,1,0
3440.0,605,224,18,19,5,0
3456.0,605,224,18,19,4,0
3472.0,635,224,18,19,5,0
3488.0,640,228,18,19,1,0
3504.0,645,228,18,19,3,0
3520.0,645,228,18,19,5,0
3536.0,660,232,18,19,5,0
3552.0,670,232,18,19,1,0
3568.0,670,236,18,19,1,0
3584.0,640,236,18,19,4,0
3600.0,650,236,18,19,3,0
3616.0,655,240,18,19,5,0
3632.0,665,240,18,19,4,0
3648.0,675,240,18,19,6,0
3664.0,675,244,18,19,5,0
3680.0,695,244,18,19,1,0
3696.0,700,244,19,19,1,0
3712.0,710,248,19,19,1,0
3728.0,715,248,19,19,4,0
3744.0,730,252,19,19,1,0
3760.0,735,252,19,19,5,0
3776.0,740,252,19,19,3,0
3792.0,755,256,19,19,1,0
3808.0,765,256,19,19,1,0
3824.0,765,256,19,19,5,0
3840.0,775,260,19,19,6,0
3856.0,790,260,19,19,4,0
3872.0,795,260,19,19,5,0
3888.0,810,264,19,19,4,0
3904.0,825,264,19,19,6,0
3920.0,825,268,19,19,5,0
3936.0,835,268,19,19,3,0
3952.0,840,268,19,19,1,0
3968.0,855,272,20,19,4,0
3984.0,860,272,20,19,2,0
4000.0,875,272,20,19,4,0
4016.0,890,276,20,19,2,0
4032.0,895,276,20,19,6,0
4048.0,895,276,20,19,3,0
4064.0,905,280,20,19,6,0
4080.0,925,280,20,19,2,0
4096.0,930,284,20,19,2,0
4112.0,945,284,20,19,3,0
4128.0,960,284,20,19,6,0
4144.0,965,288,20,19,6,0
4160.0,915,263,20,19,3,0
4176.0,925,263,20,19,7,0
4192.0,950,267,20,19,7,0
4208.0,950,267,20,19,7,0
4224.0,955,267,20,19,7,0
4240.0,980,271,20,19,7,0
4256.0,980,271,20,19,7,0
4272.0,985,275,20,19,7,0
4288.0,995,275,20,19,7,0
4304.0,1010,275,20,19,7,0
4320.0,1025,279,20,19,7,0
4336.0,1035,279,20,19,7,0
4352.0,1035,279,20,19,7,0
4368.0,1055,283,20,19,7,0
4384.0,1055,283,20,19,7,0
4400.0,1075,283,20,19,7,0
4416.0,1080,287,20,19,7,0
4432.0,1090,287,20,19,7,0
