Time,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
0.0,50,0,12,16,0,18
16.0,50,0,12,16,0,2
32.0,50,0,12,16,0,18
48.0,50,0,12,16,0,18
64.0,50,0,12,16,0,11
80.0,50,0,12,16,0,34
96.0,50,0,12,16,0,11
112.0,55,0,12,16,0,18
128.0,60,0,12,16,0,11
144.0,75,0,12,16,0,34
160.0,75,0,12,16,0,2
176.0,95,0,12,16,0,34
192.0,110,0,12,16,0,18
208.0,110,0,12,16,0,11
224.0,35,0,12,16,0,18
240.0,40,0,12,19,0,34
256.0,60,0,12,19,0,11
272.0,60,0,12,19,0,34
288.0,75,0,12,19,0,2
304.0,90,0,12,19,0,2
320.0,90,0,12,19,0,11
336.0,90,0,12,19,0,18
352.0,90,0,12,19,0,11
368.0,110,0,12,19,0,34
384.0,120,0,12,19,0,34
400.0,120,0,12,19,0,2
416.0,135,0,12,19,0,11
432.0,140,0,12,19,0,34
448.0,140,0,12,19,0,18
464.0,145,0,12,19,0,2
480.0,155,0,12,19,0,18
496.0,170,0,12,19,0,11
512.0,175,0,12,19,0,11
528.0,180,0,12,19,0,34
544.0,190,0,12,19,0,34
560.0,195,0,12,19,0,11
576.0,205,0,12,19,0,2
592.0,215,0,12,19,0,34
608.0,220,0,12,19,0,11
624.0,225,0,12,19,0,34
640.0,235,0,12,19,0,34
656.0,240,0,12,19,0,18
672.0,250,0,12,19,0,2
688.0,260,0,12,19,0,34
704.0,270,0,12,19,0,18
720.0,270,0,12,19,0,2
736.0,275,0,12,19,0,11
752.0,285,0,12,19,0,34
768.0,290,0,12,19,0,18
784.0,300,0,12,19,0,18
800.0,320,0,12,19,0,34
816.0,320,4,12,19,0,11
832.0,325,4,12,19,0,18
848.0,330,4,12,19,0,11
864.0,340,4,12,19,0,2
880.0,340,4,12,19,0,11
896.0,355,4,12,19,0,11
912.0,370,8,12,19,0,11
928.0,370,8,12,19,0,18
944.0,375,8,12,19,0,2
960.0,385,8,12,19,0,11
976.0,390,8,12,19,0,11
992.0,395,12,12,19,0,11
1008.0,400,12,12,19,0,11
1024.0,420,12,12,19,0,34
1040.0,425,12,12,19,0,11
1056.0,425,12,12,19,0,2
1072.0,435,12,12,19,0,18
1088.0,445,16,12,19,0,34
1104.0,450,16,12,19,0,2
1120.0,455,16,12,19,0,11
1136.0,470,16,12,19,0,2
1152.0,475,16,12,19,0,2
1168.0,480,20,12,19,0,34
1184.0,485,20,12,19,0,34
1200.0,495,20,12,19,0,11
1216.0,505,20,12,19,0,18
1232.0,515,20,12,19,0,11
1248.0,520,20,12,19,0,2
1264.0,525,24,12,19,0,11
1280.0,530,24,12,19,0,2
1296.0,540,24,12,19,0,11
1312.0,545,24,12,19,0,34
1328.0,560,24,12,19,0,11
1344.0,570,28,12,19,0,11
1360.0,570,28,12,19,0,11
1376.0,580,28,12,19,0,11
1392.0,580,28,12,19,0,18
1408.0,595,28,12,19,0,2
1424.0,600,28,12,19,0,11
1440.0,605,32,12,19,0,34
1456.0,625,32,12,19,0,34
1472.0,625,32,12,19,0,2
1488.0,635,32,12,19,0,2
1504.0,640,32,12,19,0,2
1520.0,645,36,12,19,0,11
1536.0,655,36,12,19,0,34
1552.0,655,36,12,19,0,2
1568.0,670,36,12,19,0,11
1584.0,680,36,12,19,0,11
1600.0,680,36,12,19,0,34
1616.0,695,40,12,19,0,34
1632.0,700,40,12,19,0,34
1648.0,700,40,12,19,0,34
1664.0,710,40,12,19,0,18
1680.0,725,40,12,19,0,2
1696.0,725,44,12,19,0,18
1712.0,735,44,12,19,0,18
1728.0,750,44,12,19,0,2
1744.0,755,44,12,19,0,34
1760.0,755,44,12,19,0,18
1776.0,760,44,12,19,0,11
1792.0,775,48,12,19,0,11
1808.0,780,48,12,19,0,11
1824.0,790,48,12,19,0,18
1840.0,800,48,12,19,0,11
1856.0,805,48,12,19,0,18
1872.0,810,52,12,19,0,2
1888.0,820,52,12,19,0,2
1904.0,825,52,12,19,0,34
1920.0,835,52,12,19,0,2
1936.0,840,52,12,19,0,11
1952.0,850,52,12,19,0,18
1968.0,860,56,12,19,0,11
1984.0,860,56,12,19,0,18
2000.0,875,56,12,19,0,11
2016.0,875,56,12,19,0,2
2032.0,885,56,12,19,0,18
2048.0,900,60,12,19,0,11
2064.0,900,60,12,19,0,11
2080.0,905,60,12,19,0,11
2096.0,915,60,12,19,0,34
2112.0,930,60,12,19,0,18
2128.0,930,60,12,19,0,18
2144.0,935,64,12,19,0,11
2160.0,950,64,12,19,0,18
2176.0,950,64,12,19,0,34
2192.0,955,64,12,19,0,2
2208.0,965,64,12,19,0,2
2224.0,980,68,12,19,0,2
2240.0,990,68,12,19,0,18
2256.0,990,68,12,19,0,18
2272.0,1000,68,12,19,0,2
2288.0,1005,68,12,19,0,34
2304.0,1005,68,12,19,0,11
2320.0,1015,72,12,19,0,2
2336.0,1030,72,12,19,0,11
2352.0,1040,72,12,19,0,18
2368.0,1045,72,12,19,0,2
2384.0,1050,72,12,19,0,11
2400.0,1060,76,12,19,0,18
2416.0,1060,76,12,19,0,18
2432.0,1070,76,12,19,0,18
2448.0,1085,76,12,19,0,18
2464.0,1090,76,12,19,0,2
2480.0,1095,76,12,19,0,11
2496.0,1105,80,12,19,0,34
2512.0,1110,80,12,19,0,18
2528.0,1115,80,12,19,0,34
2544.0,1130,80,12,19,0,11
2560.0,1135,80,12,19,0,18
2576.0,1145,84,12,19,0,18
2592.0,1145,84,12,19,0,34
2608.0,1160,84,12,19,0,2
2624.0,1160,84,12,19,0,18
2640.0,1165,84,12,19,0,34
2656.0,1185,84,12,19,0,34
2672.0,1185,88,12,19,0,18
2688.0,1190,88,12,19,0,11
2704.0,1205,88,12,19,0,11
2720.0,1205,88,12,19,0,18
2736.0,1215,88,12,19,0,18
2752.0,1225,92,12,19,0,34
2768.0,1235,92,12,19,0,2
2784.0,1240,92,12,19,0,34
2800.0,1245,92,12,19,0,11
2816.0,1250,92,12,19,0,11
2832.0,1260,92,12,19,0,34
2848.0,1260,96,12,19,0,11
2864.0,1275,96,12,19,0,11
2880.0,1290,96,12,19,0,11
2896.0,1290,96,12,19,0,11
2912.0,1295,96,12,19,0,34
2928.0,1305,100,12,19,0,2
2944.0,1305,100,12,19,0,11
2960.0,1320,100,12,19,0,11
2976.0,1330,100,12,19,0,34
2992.0,1340,100,12,19,0,34
3008.0,1345,100,12,19,0,18
3024.0,1350,104,12,19,0,2
3040.0,1360,104,12,19,0,2
3056.0,1360,104,12,19,0,34
3072.0,1365,104,12,19,0,2
3088.0,1385,104,12,19,0,18
3104.0,1385,108,12,19,0,2
3120.0,1395,108,12,19,0,2
3136.0,1400,108,12,19,0,11
3152.0,1410,108,12,19,0,2
3168.0,1420,108,12,19,0,18
3184.0,1420,108,12,19,0,11
3200.0,1435,112,12,19,0,34
3216.0,1440,112,12,19,0,11
3232.0,1450,112,12,19,0,18
3248.0,1455,112,12,19,0,11
3264.0,1460,112,12,19,0,11
3280.0,1475,116,12,19,0,11
3296.0,1475,116,12,19,0,11
3312.0,1485,116,12,19,0,11
3328.0,1490,116,12,19,0,18
3344.0,1500,116,12,19,0,34
3360.0,1510,116,12,19,0,11
3376.0,1515,120,12,19,0,2
3392.0,1525,120,12,19,0,18
3408.0,1530,120,12,19,0,11
3424.0,1540,120,12,19,0,2
3440.0,1540,120,12,19,0,18
3456.0,1545,124,12,19,0,18
3472.0,1565,124,12,19,0,11
3488.0,1570,124,12,19,0,18
3504.0,1570,124,12,19,0,2
3520.0,1590,124,12,19,0,11
3536.0,1595,124,12,19,0,34
3552.0,1595,128,12,19,0,11
3568.0,1595,128,12,19,0,18
3584.0,1615,128,12,19,0,18
3600.0,1620,128,12,19,0,18
3616.0,1625,128,12,19,0,18
3632.0,1640,132,12,19,0,11
3648.0,1650,132,12,19,0,34
3664.0,1650,132,12,19,0,2
3680.0,1655,132,12,19,0,11
3696.0,1660,132,12,19,0,11
3712.0,1670,132,12,19,0,34
3728.0,1675,136,12,19,0,11
3744.0,1690,136,12,19,0,11
3760.0,1695,136,12,19,0,18
3776.0,1705,136,12,19,0,34
3792.0,1715,136,12,19,0,2
3808.0,1715,140,12,19,0,34
3824.0,1725,140,12,19,0,18
3840.0,1725,140,12,19,0,11
3856.0,1745,140,12,19,0,34
3872.0,1750,140,12,19,0,34
3888.0,1755,140,12,19,0,18
3904.0,1770,144,12,19,0,2
3920.0,1770,144,12,19,0,34
3936.0,1770,144,12,19,0,2
3952.0,1780,144,12,19,0,18
3968.0,1790,144,12,19,0,18
3984.0,1800,148,12,19,0,2
4000.0,1810,148,12,19,0,2
4016.0,1815,148,12,19,0,11
4032.0,1825,148,12,19,0,2
4048.0,1825,148,12,19,0,18
4064.0,1835,148,12,19,0,34
4080.0,1845,152,12,19,0,18
4096.0,1850,152,12,19,0,34
4112.0,1865,152,12,19,0,18
4128.0,1870,152,12,19,0,34
4144.0,1875,152,12,19,0,11
4160.0,1880,156,12,19,0,11
4176.0,1895,156,12,19,0,18
4192.0,1900,156,12,19,0,11
4208.0,1905,156,12,19,0,11
4224.0,1905,156,12,19,0,11
4240.0,1920,156,12,19,0,18
4256.0,1925,160,12,19,0,18
4272.0,1930,160,12,19,0,11
4288.0,1945,160,12,19,0,18
4304.0,1955,160,12,19,0,2
4320.0,1955,160,12,19,0,34
4336.0,1960,164,12,19,0,11
4352.0,1970,164,12,19,0,11
4368.0,1975,164,12,19,0,34
4384.0,1980,164,12,19,0,2
4400.0,2000,164,12,19,0,11
4416.0,2010,164,12,19,0,11
4432.0,2010,168,12,19,0,2
4448.0,2015,168,12,19,0,34
4464.0,2025,168,12,19,0,11
4480.0,2030,168,12,19,0,11
4496.0,2030,168,12,19,0,2
4512.0,2050,172,12,19,0,11
4528.0,2055,172,12,19,0,11
4544.0,2065,172,12,19,0,2
4560.0,2070,172,12,19,0,18
4576.0,2075,172,12,19,0,11
4592.0,2080,172,12,19,0,11
4608.0,2090,176,12,19,0,2
4624.0,2100,176,12,19,0,18
4640.0,2110,176,12,19,0,18
4656.0,2115,176,12,19,0,18
4672.0,2125,176,12,19,0,11
4688.0,2125,180,12,19,0,11
4704.0,2135,180,12,19,0,18
4720.0,2150,180,12,19,0,11
4736.0,2155,180,12,19,0,18
4752.0,2155,180,12,19,0,2
4768.0,2165,180,12,19,0,2
4784.0,2175,184,12,19,0,34
4800.0,2180,184,12,19,0,18
4816.0,2185,184,12,19,0,11
4832.0,2205,184,12,19,0,11
4848.0,2205,184,12,19,0,18
4864.0,2210,188,12,19,0,11
4880.0,2210,188,12,19,0,2
4896.0,2230,188,12,19,0,11
4912.0,2230,188,12,19,0,11
4928.0,2240,188,12,19,0,18
4944.0,2250,188,12,19,0,11
4960.0,2260,192,12,19,0,34
4976.0,2260,192,12,19,0,34
4992.0,2270,192,12,19,0,2
5008.0,2270,192,12,19,0,2
5024.0,2290,192,12,19,0,2
5040.0,2290,196,12,19,0,34
5056.0,2300,196,12,19,0,18
5072.0,2310,196,12,19,0,2
5088.0,2315,196,12,19,0,34
5104.0,2325,196,12,19,0,2
5120.0,2330,196,12,19,0,18
5136.0,2340,200,12,19,0,34
5152.0,2345,200,12,19,0,2
5168.0,2355,200,12,19,0,34
5184.0,2355,200,12,19,0,11
5200.0,2370,200,12,19,0,34
5216.0,2375,204,12,19,0,18
5232.0,2385,204,12,19,0,18
5248.0,2390,204,12,19,0,11
5264.0,2400,204,12,19,0,34
5280.0,2410,204,12,19,0,34
5296.0,2410,204,12,19,0,34
5312.0,2415,208,12,19,0,18
5328.0,2435,208,12,19,0,18
5344.0,2435,208,12,19,0,2
5360.0,2440,208,12,19,0,18
5376.0,2455,208,12,19,0,11
5392.0,2460,212,12,19,0,11
5408.0,2465,212,12,19,0,2
5424.0,2465,212,12,19,0,2
5440.0,2480,212,12,19,0,2
5456.0,2490,212,12,19,0,18
5472.0,2490,212,12,19,0,2
5488.0,2505,216,12,19,0,18
5504.0,2510,216,12,19,0,34
5520.0,2515,216,12,19,0,34
5536.0,2530,216,12,19,0,34
5552.0,2535,216,12,19,0,2
5568.0,2535,220,12,19,0,11
5584.0,2545,220,12,19,0,2
5600.0,2560,220,12,19,0,2
5616.0,2565,220,12,19,0,18
5632.0,2565,220,12,19,0,34
5648.0,2580,220,12,19,0,11
5664.0,2585,224,12,19,0,34
5680.0,2590,224,12,19,0,11
5696.0,2590,224,12,19,0,11
5712.0,2610,224,12,19,0,2
5728.0,2615,224,12,19,0,11
5744.0,2625,228,12,19,0,18
5760.0,2635,228,12,19,0,34
5776.0,2635,228,12,19,0,2
5792.0,2645,228,12,19,0,2
5808.0,2650,228,12,19,0,11
5824.0,2660,228,12,19,0,34
5840.0,2670,232,12,19,0,2
5856.0,2680,232,12,19,0,18
5872.0,2685,232,12,19,0,2
5888.0,2690,232,12,19,0,34
5904.0,2695,232,12,19,0,11
5920.0,2710,236,12,19,0,2
5936.0,2710,236,12,19,0,2
5952.0,2720,236,12,19,0,11
5968.0,2725,236,12,19,0,34
5984.0,2740,236,12,19,0,18
6000.0,2740,236,12,19,0,11
6016.0,2745,240,12,19,0,2
6032.0,2760,240,12,19,0,11
6048.0,2770,240,12,19,0,11
6064.0,2770,240,12,19,0,11
6080.0,2775,240,12,19,0,18
6096.0,2790,244,12,19,0,11
6112.0,2795,244,12,19,0,2
6128.0,2795,244,12,19,0,18
6144.0,2815,244,12,19,0,11
6160.0,2820,244,12,19,0,2
6176.0,2825,244,12,19,0,34
6192.0,2830,248,12,19,0,18
6208.0,2835,248,12,19,0,11
6224.0,2850,248,12,19,0,34
6240.0,2850,248,12,19,0,2
6256.0,2870,248,12,19,0,11
6272.0,2875,252,12,19,0,2
6288.0,2875,252,12,19,0,34
6304.0,2880,252,12,19,0,2
6320.0,2885,252,12,19,0,11
6336.0,2895,252,12,19,0,18
6352.0,2905,252,12,19,0,18
6368.0,2920,256,12,19,0,2
6384.0,2930,256,12,19,0,18
6400.0,2930,256,12,19,0,11
6416.0,2935,256,12,19,0,18
6432.0,2935,256,12,19,0,11
6448.0,2945,260,12,19,0,2
6464.0,2965,260,12,19,0,18
6480.0,2975,260,12,19,0,34
6496.0,2975,260,12,19,0,34
6512.0,2985,260,12,19,0,18
6528.0,2990,260,12,19,0,34
6544.0,2990,264,12,19,0,11
6560.0,2990,264,12,19,0,18
6576.0,3020,264,12,19,0,11
6592.0,3020,264,12,19,0,11
6608.0,3030,264,12,19,0,18
6624.0,3035,268,12,19,0,18
6640.0,3045,268,12,19,0,18
6656.0,3045,268,12,19,0,11
6672.0,3050,268,12,19,0,11
6688.0,3065,268,12,19,0,11
6704.0,3075,268,12,19,0,11
6720.0,3075,272,12,19,0,2
6736.0,3090,272,12,19,0,11
6752.0,3100,272,12,19,0,18
6768.0,3105,272,12,19,0,34
6784.0,3105,272,12,19,0,18
6800.0,3115,276,12,19,0,34
6816.0,3120,276,12,19,0,11
6832.0,3130,276,12,19,0,11
6848.0,3140,276,12,19,0,2
6864.0,3150,276,12,19,0,34
6880.0,3160,276,12,19,0,11
6896.0,3160,280,12,19,0,34
6912.0,3170,280,12,19,0,18
6928.0,3175,280,12,19,0,11
6944.0,3175,280,12,19,0,11
6960.0,3190,280,12,19,0,34
6976.0,3205,284,12,19,0,2
6992.0,3210,284,12,19,0,34
7008.0,3220,284,12,19,0,11
7024.0,3225,284,12,19,0,2
7040.0,3225,284,12,19,0,11
7056.0,3230,284,12,19,0,18
7072.0,3235,288,12,19,0,18
7088.0,3250,288,12,19,0,11
7104.0,3260,288,12,19,0,34
7120.0,3270,288,12,19,0,11
7136.0,3280,288,12,19,0,11
7152.0,3280,292,12,19,0,34
7168.0,3285,292,12,19,0,18
7184.0,3295,292,12,19,0,11
7200.0,3300,292,12,19,0,34
7216.0,3310,292,12,19,0,11
7232.0,3325,292,12,19,0,2
7248.0,3325,296,12,19,0,18
7264.0,3335,296,12,19,0,2
7280.0,3340,296,12,19,0,18
7296.0,3350,296,12,19,0,2
7312.0,3350,296,12,19,0,34
7328.0,3355,300,12,19,0,18
7344.0,3375,300,12,19,0,2
7360.0,3380,300,12,19,0,2
7376.0,3385,300,12,19,0,11
7392.0,3400,300,12,19,0,18
7408.0,3405,300,12,19,0,18
7424.0,3405,304,12,19,0,2
7440.0,3405,304,12,19,0,34
7456.0,3425,304,12,19,0,2
7472.0,3435,304,12,19,0,34
7488.0,3440,304,12,19,0,2
7504.0,3450,308,12,19,0,18
7520.0,3460,308,12,19,0,2
7536.0,3460,308,12,19,0,18
7552.0,3465,308,12,19,0,18
7568.0,3470,308,12,19,0,11
7584.0,3480,308,12,19,0,18
7600.0,3495,312,12,19,0,2
7616.0,3500,312,12,19,0,11
7632.0,3505,312,12,19,0,34
7648.0,3515,312,12,19,0,2
7664.0,3525,312,12,19,0,2
7680.0,3525,316,12,19,0,34
7696.0,3535,316,12,19,0,34
7712.0,3540,316,12,19,0,11
7728.0,3555,316,12,19,0,2
7744.0,3555,316,12,19,0,34
7760.0,3565,316,12,19,0,34
7776.0,3580,320,12,19,0,11
7792.0,3580,320,12,19,0,11
7808.0,3590,320,12,19,0,11
7824.0,3595,320,12,19,0,34
7840.0,3600,320,12,19,0,34
