Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,5,0
16.0,50,0,12,16,3,0
32.0,50,0,12,16,2,0
48.0,50,0,12,16,3,0
64.0,50,0,12,16,6,0
80.0,50,0,12,16,2,0
96.0,50,0,12,16,5,0
112.0,55,0,12,16,2,0
128.0,60,0,12,16,5,0
144.0,75,0,12,16,2,0
160.0,80,0,12,16,2,0
176.0,95,0,12,16,1,0
192.0,110,0,12,16,3,0
208.0,110,0,12,16,2,0
224.0,10,0,12,16,4,0
240.0,15,0,12,16,6,0
256.0,30,0,12,16,1,0
272.0,35,0,12,16,3,0
288.0,45,0,12,16,5,0
304.0,60,0,12,16,3,0
320.0,65,0,12,16,6,0
336.0,65,0,12,16,3,0
352.0,65,0,12,16,2,0
368.0,85,0,12,16,2,0
384.0,90,0,12,16,4,0
400.0,90,0,12,16,2,0
416.0,110,0,12,16,4,0
432.0,120,0,12,16,3,0
448.0,45,0,12,16,5,0
464.0,45,0,12,16,5,0
480.0,50,0,12,16,3,0
496.0,65,0,12,19,1,0
512.0,65,0,12,19,3,0
528.0,70,0,12,19,4,0
544.0,85,0,12,19,2,0
560.0,95,0,12,19,3,0
576.0,25,0,12,19,1,0
592.0,25,0,12,22,2,0
608.0,30,0,12,22,5,0
624.0,35,0,12,22,6,0
640.0,40,0,12,22,2,0
656.0,45,0,12,22,6,0
672.0,60,0,12,22,1,0
688.0,70,0,12,22,6,0
704.0,70,0,12,22,6,0
720.0,70,0,12,22,3,0
800.0,105,0,12,22,6,0
816.0,110,0,12,22,4,0
832.0,110,0,12,22,5,0
848.0,115,0,12,22,4,0
864.0,125,0,12,22,4,0
880.0,125,0,12,22,6,0
896.0,130,0,12,22,2,0
912.0,45,0,12,22,1,0
928.0,45,0,12,22,3,0
944.0,45,0,12,22,5,0
960.0,50,0,12,22,2,0
976.0,55,0,12,22,3,0
992.0,60,0,12,22,2,0
1008.0,60,0,12,22,1,0
1024.0,65,0,12,22,6,0
1040.0,80,0,12,22,3,0
1056.0,80,0,12,22,4,0
1072.0,85,0,12,22,3,0
1088.0,90,4,12,22,1,0
1104.0,90,4,12,22,4,0
1120.0,95,4,12,22,3,0
1136.0,100,8,12,22,4,0
1152.0,100,8,12,22,4,0
1168.0,115,12,12,22,6,0
