Time,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,8
2.0,50,0,12,16,12
4.0,50,0,12,16,3
5.0,50,0,12,16,9
6.0,50,0,12,16,6
7.0,50,0,12,16,11
8.0,50,0,12,16,1
9.0,50,0,12,16,7
10.0,50,0,12,16,1
11.0,0,0,12,16,0
12.0,0,0,12,16,11
13.0,0,0,12,16,0
14.0,0,0,12,16,5
15.0,0,0,12,16,4
16.0,0,0,12,16,11
17.0,0,0,12,16,9
18.0,0,0,12,16,5
19.0,0,0,12,16,12
20.0,0,0,12,16,7
21.0,0,0,12,16,12
22.0,0,0,12,16,11
25.0,0,0,12,16,4
26.0,0,0,12,16,0
28.0,0,0,12,16,8
31.0,0,0,12,16,11
32.0,0,0,12,16,9
34.0,0,0,12,16,6
36.0,0,0,12,16,10
37.0,0,0,12,16,8
38.0,0,0,12,16,1
39.0,0,0,12,16,8
40.0,0,0,12,16,0
41.0,0,0,12,16,4
42.0,0,0,12,16,6
43.0,0,0,12,16,12
44.0,0,0,12,16,9
45.0,0,0,12,16,11
46.0,0,0,12,16,3
47.0,0,0,12,16,5
48.0,0,0,12,16,3
49.0,0,0,12,16,1
50.0,0,0,12,16,0
51.0,0,0,12,16,9
52.0,0,0,12,16,4
53.0,0,0,12,16,3
54.0,0,0,12,16,0
55.0,0,0,12,16,4
56.0,0,0,12,16,5
57.0,0,0,12,16,11
58.0,0,0,12,16,3
59.0,0,0,12,16,9
60.0,0,0,12,16,1
61.0,0,0,12,16,12
62.0,0,0,12,16,12
64.0,0,0,12,16,12
65.0,0,0,12,16,11
66.0,0,0,12,16,3
67.0,0,0,12,16,2
68.0,0,0,12,16,0
69.0,0,0,12,16,5
70.0,0,0,12,16,2
71.0,0,0,12,16,11
72.0,0,0,12,16,1
73.0,0,0,12,16,9
74.0,0,0,12,16,4
75.0,0,0,12,16,1
76.0,0,0,12,16,7
77.0,0,0,12,16,4
78.0,0,0,12,16,8
79.0,0,0,12,16,0
80.0,0,0,12,16,7
81.0,0,0,12,16,1
82.0,0,0,12,16,6
83.0,0,0,12,16,1
84.0,0,0,12,16,6
85.0,0,0,12,16,5
86.0,0,0,12,16,9
87.0,0,0,12,16,9
88.0,0,0,12,16,0
89.0,0,0,12,16,3
90.0,0,0,12,16,5
91.0,0,0,12,16,8
92.0,0,0,12,16,0
93.0,0,0,12,16,9
94.0,0,0,12,16,8
95.0,0,0,12,16,5
96.0,0,0,12,16,6
97.0,0,0,12,16,5
102.0,0,0,12,16,0
103.0,0,0,12,16,2
104.0,0,0,12,16,3
105.0,0,0,12,16,5
106.0,0,0,12,16,6
107.0,0,0,12,16,6
108.0,0,0,12,16,7
109.0,0,0,12,16,1
110.0,0,0,12,16,4
111.0,0,0,12,16,2
112.0,5,0,12,16,9
113.0,5,0,12,16,0
115.0,5,0,12,16,6
118.0,10,0,12,16,12
119.0,10,0,12,16,0
120.0,10,0,12,16,11
121.0,10,0,12,16,12
122.0,10,0,12,16,7
125.0,10,0,12,16,6
126.0,10,0,12,16,12
127.0,15,0,12,16,8
128.0,15,0,12,16,5
129.0,15,0,12,16,7
130.0,15,0,12,16,2
131.0,15,0,12,16,5
132.0,15,0,12,16,1
133.0,15,0,12,16,1
134.0,20,0,12,16,4
135.0,20,0,12,16,11
136.0,20,0,12,16,1
137.0,20,0,12,16,2
138.0,20,0,12,16,9
143.0,20,0,12,16,6
144.0,25,0,12,16,11
145.0,30,0,12,16,6
147.0,30,0,12,16,4
150.0,30,0,12,16,2
151.0,30,0,12,16,4
152.0,30,0,12,16,0
153.0,30,0,12,16,5
155.0,30,0,12,16,11
158.0,35,0,12,16,0
159.0,35,0,12,16,11
160.0,35,0,12,16,6
161.0,35,0,12,16,5
162.0,35,0,12,16,7
163.0,35,0,12,16,0
164.0,35,0,12,16,2
166.0,35,0,12,16,2
169.0,35,0,12,16,0
170.0,40,0,12,16,2
171.0,40,0,12,16,5
172.0,40,0,12,16,3
173.0,40,0,12,16,6
174.0,40,0,12,16,9
175.0,40,0,12,16,7
176.0,40,0,12,16,5
177.0,45,0,12,16,9
178.0,45,0,12,16,3
179.0,45,0,12,16,7
180.0,50,0,12,16,8
181.0,50,0,12,16,12
182.0,50,0,12,16,5
185.0,55,0,12,16,0
186.0,55,0,12,16,6
188.0,55,0,12,16,4
190.0,55,0,12,16,10
191.0,55,0,12,16,1
192.0,55,0,12,16,4
193.0,55,0,12,16,0
194.0,55,0,12,16,12
195.0,55,0,12,16,6
196.0,55,0,12,16,5
197.0,55,0,12,16,1
198.0,55,0,12,16,3
199.0,55,0,12,16,9
200.0,55,0,12,16,8
201.0,55,0,12,16,4
202.0,60,0,12,16,1
203.0,60,0,12,16,12
204.0,60,0,12,16,5
205.0,60,0,12,16,3
206.0,60,0,12,16,6
207.0,60,0,12,16,8
208.0,60,0,12,16,0
209.0,60,0,12,16,4
210.0,60,0,12,16,7
211.0,60,0,12,16,6
212.0,60,0,12,16,4
213.0,60,0,12,16,11
215.0,60,0,12,16,12
217.0,60,0,12,16,11
218.0,60,0,12,16,8
220.0,60,0,12,16,2
222.0,60,0,12,16,10
223.0,60,0,12,16,4
224.0,60,0,12,16,2
225.0,60,0,12,16,5
226.0,60,0,12,16,5
227.0,60,0,12,16,6
228.0,60,0,12,16,0
229.0,60,0,12,16,7
230.0,60,0,12,16,6
231.0,60,0,12,16,0
232.0,60,0,12,16,9
233.0,60,0,12,16,8
234.0,60,0,12,16,0
235.0,60,0,12,16,3
236.0,60,0,12,16,8
237.0,60,0,12,16,0
238.0,65,0,12,16,0
239.0,65,0,12,16,6
240.0,65,0,12,16,5
241.0,65,0,12,16,12
242.0,65,0,12,16,12
244.0,65,0,12,16,3
245.0,65,0,12,16,3
246.0,65,0,12,16,8
247.0,65,0,12,16,12
248.0,65,0,12,16,12
250.0,70,0,12,16,7
251.0,70,0,12,16,12
252.0,70,0,12,16,4
253.0,75,0,12,16,12
254.0,75,0,12,16,2
255.0,80,0,12,16,1
256.0,80,0,12,16,3
257.0,85,0,12,16,7
258.0,85,0,12,16,5
259.0,85,0,12,16,1
260.0,85,0,12,16,4
261.0,85,0,12,16,1
262.0,35,0,12,16,12
263.0,35,0,12,16,11
266.0,35,0,12,16,7
267.0,35,0,12,16,8
269.0,35,0,12,16,2
272.0,35,0,12,16,8
273.0,35,0,12,16,8
274.0,35,0,12,16,9
275.0,35,0,12,16,1
276.0,35,0,12,16,9
277.0,35,0,12,16,12
279.0,35,0,12,16,6
280.0,40,0,12,16,12
283.0,40,0,13,16,1
284.0,40,0,13,16,1
285.0,40,0,13,16,11
286.0,40,0,13,16,0
287.0,40,0,13,16,3
288.0,40,0,13,16,6
289.0,40,0,13,16,4
290.0,40,0,13,16,2
291.0,40,0,13,16,12
293.0,40,0,13,16,8
296.0,45,0,13,16,11
297.0,45,0,13,16,8
298.0,45,0,13,16,4
299.0,45,0,13,16,3
300.0,45,0,13,16,1
301.0,45,0,13,16,3
303.0,50,0,13,16,1
306.0,50,0,13,16,4
307.0,55,0,13,16,11
308.0,55,0,13,16,3
310.0,55,0,13,16,0
312.0,55,0,13,16,10
313.0,55,0,13,16,12
314.0,55,0,13,16,6
315.0,55,0,13,16,0
316.0,55,0,13,16,9
317.0,55,0,13,16,6
319.0,55,0,13,16,12
320.0,55,0,13,16,10
321.0,55,0,13,16,12
325.0,60,0,13,16,2
326.0,60,0,13,16,4
327.0,60,0,13,16,12
328.0,60,0,13,16,4
329.0,60,0,13,16,2
331.0,60,0,13,16,7
334.0,60,0,13,16,8
335.0,60,0,13,16,4
336.0,60,0,13,16,3
337.0,60,0,13,16,12
338.0,60,0,13,16,2
340.0,60,0,13,16,10
341.0,60,0,13,16,0
342.0,60,0,13,16,5
343.0,65,0,13,16,5
344.0,65,0,13,16,0
345.0,65,0,13,16,11
346.0,65,0,13,16,12
347.0,65,0,13,16,1
348.0,65,0,13,16,12
349.0,65,0,13,16,1
350.0,15,0,13,16,1
351.0,15,0,13,16,12
352.0,15,0,13,16,6
353.0,15,0,13,16,5
354.0,15,0,13,16,4
355.0,15,0,13,16,2
356.0,15,0,13,16,5
357.0,15,0,13,16,5
358.0,15,0,13,16,12
359.0,15,0,13,16,4
361.0,20,0,13,16,12
362.0,20,0,13,16,6
363.0,20,0,13,16,0
364.0,20,0,13,16,9
365.0,30,0,13,16,9
366.0,30,0,13,16,11
367.0,30,0,13,16,1
368.0,30,0,13,16,9
369.0,30,0,13,16,1
370.0,30,0,13,16,12
371.0,35,0,13,16,6
374.0,35,0,13,16,11
376.0,35,0,13,16,7
379.0,40,0,13,16,12
381.0,40,0,13,16,8
384.0,40,0,13,16,6
385.0,40,0,13,16,3
386.0,40,0,13,16,8
387.0,40,0,13,16,5
388.0,40,0,13,16,9
389.0,40,0,13,16,2
390.0,40,0,13,16,9
391.0,40,0,13,16,7
392.0,40,0,13,16,11
393.0,40,0,13,16,4
394.0,40,0,13,16,2
395.0,40,0,13,16,0
396.0,40,0,13,16,1
397.0,40,0,13,16,8
399.0,40,0,13,16,6
401.0,40,0,13,16,10
402.0,40,0,13,16,3
403.0,40,0,13,16,6
404.0,40,0,13,16,4
405.0,40,0,13,16,0
406.0,40,0,13,16,7
407.0,40,0,13,16,2
408.0,40,0,13,16,12
409.0,40,0,13,16,0
410.0,45,0,13,16,12
411.0,45,0,13,16,5
412.0,50,0,13,16,0
413.0,50,0,13,16,11
414.0,50,0,13,16,12
415.0,50,0,13,16,5
418.0,50,0,13,16,9
419.0,55,0,13,16,2
420.0,55,0,13,16,1
421.0,55,0,13,16,1
422.0,5,0,13,16,12
423.0,5,0,13,16,11
424.0,10,0,13,16,5
425.0,10,0,13,16,1
426.0,10,0,13,16,6
427.0,10,0,13,16,8
428.0,10,0,13,16,9
429.0,10,0,13,16,3
430.0,10,0,13,16,1
431.0,10,0,13,16,5
432.0,10,0,13,16,9
433.0,10,0,13,16,1
434.0,10,0,13,16,9
435.0,10,0,13,16,12
436.0,15,0,13,16,2
439.0,20,0,13,16,3
440.0,20,0,13,16,6
441.0,20,0,13,16,0
442.0,25,0,13,16,8
443.0,25,0,13,16,12
444.0,25,0,13,16,5
445.0,25,0,13,16,7
446.0,25,0,13,16,3
447.0,25,0,13,16,11
448.0,25,0,13,16,3
449.0,25,0,13,16,3
450.0,25,0,13,16,2
451.0,25,0,13,16,7
452.0,25,0,13,16,5
453.0,30,0,13,16,8
454.0,30,0,13,16,3
456.0,30,0,13,16,6
459.0,30,0,13,16,5
460.0,30,0,13,16,9
461.0,30,0,13,16,2
462.0,30,0,13,16,7
463.0,30,0,13,16,5
464.0,30,0,13,16,5
465.0,30,0,13,16,3
466.0,30,0,13,16,11
467.0,30,0,13,16,8
468.0,30,0,13,16,7
469.0,30,0,13,16,11
470.0,30,0,13,16,2
471.0,30,0,13,16,7
473.0,30,0,13,16,4
476.0,30,0,13,16,2
477.0,30,0,13,16,7
479.0,30,0,13,16,0
482.0,35,0,13,16,9
483.0,35,0,13,16,11
484.0,35,0,13,16,1
485.0,35,0,13,16,4
486.0,35,0,13,16,8
487.0,35,0,13,16,2
488.0,35,0,13,16,9
489.0,35,0,13,16,2
490.0,40,0,13,16,2
491.0,40,0,13,16,1
492.0,45,0,13,16,7
493.0,45,0,13,16,6
495.0,45,0,13,16,3
498.0,50,0,13,16,9
499.0,50,0,13,16,0
501.0,50,0,13,16,9
502.0,50,0,13,16,12
504.0,55,0,13,16,3
505.0,55,0,13,16,4
506.0,55,0,13,16,5
507.0,55,0,13,16,3
508.0,55,0,13,16,3
510.0,55,0,13,16,2
514.0,55,0,13,16,2
518.0,55,0,13,16,1
521.0,55,0,13,16,1
522.0,5,0,13,16,7
523.0,5,0,13,16,4
524.0,5,0,13,16,1
525.0,5,0,13,16,3
526.0,5,0,13,16,8
527.0,5,0,13,16,12
528.0,5,0,13,16,4
529.0,5,0,13,16,12
530.0,5,0,13,16,12
532.0,5,0,13,16,0
534.0,5,0,13,16,11
537.0,10,0,13,16,5
538.0,10,0,13,16,4
539.0,10,0,13,16,7
540.0,10,0,13,16,6
541.0,10,0,13,16,12
542.0,10,0,13,16,9
545.0,20,0,13,16,3
546.0,20,0,13,16,7
547.0,30,0,13,16,2
548.0,30,0,13,16,0
550.0,30,0,13,16,1
553.0,30,0,14,16,3
554.0,30,0,14,16,1
556.0,30,0,14,16,2
