Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
16.0,50,0,12,16,9,0
48.0,50,0,12,16,3,0
64.0,50,0,12,16,5,0
112.0,55,0,12,16,4,0
160.0,80,0,12,16,8,0
176.0,95,0,12,16,1,0
192.0,110,0,12,16,8,0
208.0,110,0,12,16,8,0
224.0,110,0,12,16,3,0
240.0,115,0,12,16,3,0
256.0,60,0,12,16,0,0
272.0,65,0,12,16,1,0
288.0,75,0,12,19,2,0
368.0,105,0,12,19,0,0
384.0,115,0,12,19,1,0
400.0,115,0,12,19,7,0
416.0,135,0,12,19,4,0
432.0,145,0,12,19,4,0
448.0,145,0,12,19,6,0
464.0,145,0,12,19,3,0
480.0,150,0,12,19,2,0
496.0,60,0,12,19,3,0
576.0,95,0,12,19,7,0
592.0,95,0,12,19,2,0
608.0,105,0,12,19,0,0
624.0,105,0,12,19,8,0
656.0,125,0,12,19,8,0
1520.0,445,64,12,16,8,0
1744.0,535,84,12,16,9,0
1968.0,215,104,12,16,9,0
1984.0,215,108,12,16,5,0
2000.0,70,108,12,16,7,0
2016.0,70,108,12,16,6,0
2032.0,80,112,12,16,1,0
2064.0,95,112,12,16,3,0
2080.0,95,116,12,16,2,0
2096.0,105,116,12,16,4,0
2112.0,110,116,12,16,2,0
2128.0,160,120,12,16,2,0
2208.0,190,128,12,16,4,0
2224.0,200,128,12,16,0,0
2240.0,200,128,12,16,0,0
2256.0,200,132,12,16,3,0
2272.0,235,132,12,16,4,0
2288.0,245,132,12,16,5,0
2304.0,170,136,12,16,0,0
2320.0,180,136,12,16,3,0
2336.0,260,140,12,16,3,0
2368.0,265,140,12,16,7,0
2384.0,270,144,12,16,2,0
2400.0,255,144,12,16,4,0
2416.0,260,144,12,16,1,0
2432.0,265,148,12,16,1,0
2448.0,275,148,12,16,5,0
2464.0,280,148,12,16,6,0
2480.0,280,152,12,16,2,0
2496.0,285,152,12,16,2,0
2512.0,290,156,12,16,5,0
2528.0,245,156,12,16,1,0
2576.0,265,160,12,16,8,0
2608.0,275,164,12,16,1,0
2624.0,275,164,12,16,5,0
2640.0,280,164,12,16,5,0
2656.0,290,168,12,16,7,0
2672.0,295,168,12,16,8,0
2976.0,400,196,12,16,7,0
2992.0,405,196,12,16,1,0
3008.0,405,200,12,16,1,0
3024.0,410,200,12,16,0,0
3040.0,425,204,12,16,5,0
3056.0,425,204,12,16,2,0
3072.0,425,204,12,16,1,0
3088.0,440,208,12,16,1,0
3104.0,440,208,12,16,7,0
3120.0,445,208,12,16,4,0
