Time,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID
0.0,50,0,12,16,0,42
16.0,50,0,12,16,0,41
32.0,50,0,12,16,0,41
48.0,50,0,12,16,0,41
64.0,50,0,12,16,0,42
80.0,50,0,12,16,0,42
96.0,50,0,12,16,0,42
112.0,55,0,12,16,0,41
128.0,60,0,12,16,0,42
144.0,70,0,12,16,0,42
160.0,75,0,12,16,0,42
176.0,95,0,12,16,0,41
192.0,110,0,12,16,0,41
208.0,110,0,12,16,0,41
224.0,110,0,12,16,0,41
240.0,115,0,12,16,0,42
256.0,130,0,12,16,0,41
272.0,135,0,12,16,0,42
288.0,145,0,12,16,0,41
304.0,165,0,12,16,0,41
320.0,170,0,12,16,0,41
336.0,170,0,12,16,0,41
352.0,170,0,12,16,0,41
368.0,190,0,12,16,0,41
384.0,200,0,12,16,0,42
400.0,200,0,12,16,0,41
416.0,215,0,12,16,0,42
432.0,230,0,12,16,0,41
448.0,230,0,12,16,0,41
464.0,230,0,12,16,0,41
480.0,240,0,12,16,0,41
496.0,255,0,12,16,0,42
512.0,260,0,12,16,0,42
528.0,265,0,12,16,0,42
544.0,280,0,12,16,0,41
560.0,290,0,12,16,0,42
576.0,295,0,12,16,0,41
592.0,305,0,12,16,0,42
608.0,310,0,12,16,0,42
624.0,315,0,12,16,0,41
640.0,325,0,12,16,0,42
656.0,330,0,12,16,0,41
672.0,340,0,12,16,0,41
688.0,355,0,12,16,0,42
704.0,365,0,12,16,0,41
720.0,365,0,12,16,0,42
736.0,370,0,12,16,0,41
752.0,380,0,12,16,0,42
768.0,385,0,12,16,0,42
784.0,390,0,12,16,0,41
800.0,410,0,12,16,0,42
816.0,425,0,12,16,0,42
832.0,425,0,12,16,0,41
848.0,435,0,12,16,0,42
864.0,435,0,12,16,0,41
880.0,440,0,12,16,0,41
896.0,455,0,12,16,0,42
912.0,470,0,12,16,0,42
928.0,475,0,12,16,0,41
944.0,485,0,12,16,0,41
960.0,490,0,12,16,0,41
976.0,495,0,12,16,0,42
992.0,500,0,12,16,0,41
1008.0,505,0,12,16,0,42
1024.0,525,0,12,16,0,42
1040.0,530,0,12,16,0,41
1056.0,540,0,12,16,0,41
1072.0,550,0,12,16,0,41
1088.0,555,0,12,16,0,42
1104.0,560,0,12,16,0,41
1120.0,565,0,12,16,0,41
1136.0,580,0,12,16,0,41
1152.0,585,0,12,16,0,42
1168.0,590,0,12,16,0,42
1184.0,605,0,12,16,0,42
1200.0,610,0,12,16,0,41
1216.0,620,0,12,16,0,41
1232.0,625,0,12,16,0,42
1248.0,640,0,12,16,0,41
1264.0,640,0,12,16,0,41
1280.0,645,0,12,16,0,41
1296.0,660,0,12,16,0,41
1312.0,670,0,12,16,0,42
1328.0,680,0,12,16,0,42
1344.0,685,0,12,16,0,41
1360.0,690,0,12,16,0,42
1376.0,700,0,12,16,0,42
1392.0,705,0,12,16,0,41
1408.0,710,0,12,16,0,42
1424.0,725,0,12,16,0,41
1440.0,735,0,12,16,0,41
1456.0,750,0,12,16,0,42
1472.0,750,0,12,16,0,42
1488.0,755,0,12,16,0,41
1504.0,765,0,12,16,0,41
1520.0,770,0,12,16,0,41
1536.0,775,0,12,16,0,41
1552.0,790,0,12,16,0,41
1568.0,805,0,12,16,0,41
1584.0,810,0,12,16,0,41
1600.0,810,0,12,16,0,42
1616.0,820,0,12,16,0,41
1632.0,830,0,12,16,0,41
1648.0,830,0,12,16,0,41
1664.0,840,0,12,16,0,41
1680.0,865,0,12,16,0,42
1696.0,865,0,12,16,0,42
1712.0,870,0,12,16,0,41
1728.0,885,0,12,16,0,41
1744.0,890,0,12,16,0,41
1760.0,890,0,12,16,0,41
1776.0,895,0,12,16,0,41
1792.0,910,0,12,16,0,42
1808.0,925,0,12,16,0,42
1824.0,930,0,12,16,0,41
1840.0,940,0,12,16,0,42
1856.0,945,0,12,16,0,42
1872.0,950,0,12,16,0,41
1888.0,955,0,12,16,0,42
1904.0,960,0,12,16,0,41
1920.0,980,0,12,16,0,42
1936.0,990,0,12,16,0,41
1952.0,995,0,12,16,0,41
1968.0,1005,0,12,16,0,42
1984.0,1005,0,12,16,0,41
2000.0,1020,0,12,16,0,42
2016.0,1020,0,12,16,0,42
2032.0,1025,0,12,16,0,41
2048.0,1055,0,12,16,0,41
2064.0,1055,0,12,16,0,41
2080.0,1055,0,12,16,0,41
2096.0,1065,0,12,16,0,42
2112.0,1075,0,12,16,0,42
2128.0,1080,0,12,16,0,42
2144.0,1085,0,12,16,0,41
2160.0,1095,0,12,16,0,41
2176.0,1115,0,12,16,0,42
2192.0,1115,0,12,16,0,42
2208.0,1120,0,12,16,0,41
2224.0,1135,0,12,16,0,42
2240.0,1140,0,12,16,0,41
2256.0,1145,0,12,16,0,42
2272.0,1150,0,12,16,0,42
2288.0,1155,0,12,16,0,41
2304.0,1175,0,12,16,0,41
2320.0,1185,0,12,16,0,41
2336.0,1190,0,12,16,0,42
2352.0,1200,0,12,16,0,41
2368.0,1200,0,12,16,0,42
2384.0,1210,0,12,16,0,42
2400.0,1215,0,12,16,0,41
2416.0,1215,0,12,16,0,41
2432.0,1240,0,12,16,0,41
2448.0,1255,0,12,16,0,42
2464.0,1255,0,12,16,0,41
2480.0,1260,0,12,16,0,41
2496.0,1265,0,12,16,0,41
2512.0,1270,0,12,16,0,41
2528.0,1275,0,12,16,0,41
2544.0,1295,0,12,16,0,41
2560.0,1315,0,12,16,0,42
2576.0,1315,0,12,16,0,41
2592.0,1320,0,12,16,0,42
2608.0,1325,0,12,16,0,41
2624.0,1330,0,12,16,0,42
2640.0,1335,0,12,16,0,41
2656.0,1350,0,12,16,0,42
2672.0,1365,0,12,16,0,42
2688.0,1375,0,12,16,0,41
2704.0,1380,0,12,16,0,42
2720.0,1380,0,12,16,0,41
2736.0,1385,0,12,16,0,41
2752.0,1395,0,12,16,0,42
2768.0,1410,0,12,16,0,42
2784.0,1410,0,12,16,0,42
2800.0,1425,0,12,16,0,42
2816.0,1440,0,12,16,0,41
2832.0,1440,0,12,16,0,41
2848.0,1440,0,12,16,0,42
2864.0,1450,0,12,16,0,41
2880.0,1470,0,12,16,0,41
2896.0,1470,0,12,16,0,41
2912.0,1470,0,12,16,0,42
2928.0,1495,0,12,16,0,41
2944.0,1500,0,12,16,0,42
2960.0,1505,0,12,16,0,41
2976.0,1510,0,12,16,0,42
2992.0,1520,0,12,16,0,42
3008.0,1530,0,12,16,0,42
3024.0,1530,0,12,16,0,42
3040.0,1535,0,12,16,0,42
3056.0,1555,0,12,16,0,41
3072.0,1565,0,12,16,0,42
3088.0,1570,0,12,16,0,41
3104.0,1575,0,12,16,0,41
3120.0,1585,0,12,16,0,42
3136.0,1595,0,12,16,0,41
3152.0,1595,0,12,16,0,42
3168.0,1610,0,12,16,0,41
3184.0,1620,0,12,16,0,41
3200.0,1635,0,12,16,0,42
3216.0,1635,0,12,16,0,42
3232.0,1635,0,12,16,0,41
3248.0,1650,0,12,16,0,41
3264.0,1655,0,12,16,0,42
3280.0,1660,0,12,16,0,41
3296.0,1675,0,12,16,0,41
3312.0,1690,0,12,16,0,42
3328.0,1695,0,12,16,0,42
3344.0,1695,0,12,16,0,42
3360.0,1705,0,12,16,0,41
3376.0,1720,0,12,16,0,42
3392.0,1720,0,12,16,0,42
3408.0,1725,0,12,16,0,41
3424.0,1750,0,12,16,0,42
3440.0,1750,0,12,16,0,41
3456.0,1755,0,12,16,0,41
3472.0,1765,0,12,16,0,41
