Time,Minerals,Vespene,Workers,Ideal,Action
2000.0,690,44,15,19,REASSIGN_IDLE
2016.0,690,44,15,19,REASSIGN_IDLE
2032.0,695,44,15,19,REASSIGN_IDLE
2048.0,720,44,15,19,REASSIGN_IDLE
2064.0,720,48,15,19,REASSIGN_IDLE
2080.0,730,48,15,19,REASSIGN_IDLE
2096.0,735,48,15,19,REASSIGN_IDLE
2112.0,750,48,15,19,REASSIGN_IDLE
2128.0,755,48,15,19,REASSIGN_IDLE
2144.0,755,52,15,19,REASSIGN_IDLE
2160.0,765,52,15,19,REASSIGN_IDLE
2176.0,785,52,15,19,REASSIGN_IDLE
2192.0,785,52,15,19,REASSIGN_IDLE
2208.0,795,52,15,19,REASSIGN_IDLE
2224.0,815,52,15,19,REASSIGN_IDLE
2240.0,815,56,15,19,REASSIGN_IDLE
2256.0,815,56,15,19,REASSIGN_IDLE
2272.0,825,56,15,19,REASSIGN_IDLE
2288.0,830,56,15,19,REASSIGN_IDLE
2304.0,845,56,15,19,REASSIGN_IDLE
2320.0,860,60,15,19,REASSIGN_IDLE
2336.0,875,60,15,19,REASSIGN_IDLE
2352.0,875,60,15,19,REASSIGN_IDLE
2368.0,880,60,15,19,REASSIGN_IDLE
2384.0,885,60,15,19,REASSIGN_IDLE
2400.0,895,60,15,19,REASSIGN_IDLE
2416.0,900,64,15,19,REASSIGN_IDLE
2432.0,920,64,15,19,REASSIGN_IDLE
2448.0,935,64,15,19,REASSIGN_IDLE
2464.0,940,64,15,19,REASSIGN_IDLE
2480.0,940,64,15,19,REASSIGN_IDLE
2496.0,950,68,15,19,REASSIGN_IDLE
2512.0,950,68,15,19,REASSIGN_IDLE
2528.0,955,68,15,19,REASSIGN_IDLE
2544.0,980,68,15,19,REASSIGN_IDLE
2560.0,995,68,15,19,REASSIGN_IDLE
2576.0,995,68,15,19,REASSIGN_IDLE
2592.0,1010,72,15,19,REASSIGN_IDLE
2608.0,1010,72,15,19,REASSIGN_IDLE
2624.0,1010,72,15,19,REASSIGN_IDLE
2640.0,1020,72,15,19,REASSIGN_IDLE
2656.0,1035,72,15,19,REASSIGN_IDLE
2672.0,1045,76,15,19,REASSIGN_IDLE
2688.0,1060,76,15,19,REASSIGN_IDLE
2704.0,1065,76,15,19,REASSIGN_IDLE
2720.0,1070,76,15,19,REASSIGN_IDLE
2736.0,1075,76,15,19,REASSIGN_IDLE
2752.0,1075,76,15,19,REASSIGN_IDLE
2768.0,1100,80,15,19,REASSIGN_IDLE
2784.0,1100,80,15,19,REASSIGN_IDLE
2800.0,1110,80,15,19,REASSIGN_IDLE
2816.0,1130,80,15,19,REASSIGN_IDLE
2832.0,1130,80,15,19,REASSIGN_IDLE
2848.0,1135,84,15,19,REASSIGN_IDLE
2864.0,1145,84,15,19,REASSIGN_IDLE
2880.0,1160,84,15,19,REASSIGN_IDLE
2896.0,1160,84,15,19,REASSIGN_IDLE
2912.0,1165,84,15,19,REASSIGN_IDLE
2928.0,1185,84,15,19,REASSIGN_IDLE
2944.0,1190,88,15,19,REASSIGN_IDLE
2960.0,1195,88,15,19,REASSIGN_IDLE
2976.0,1210,88,15,19,REASSIGN_IDLE
2992.0,1215,88,15,19,REASSIGN_IDLE
3008.0,1225,88,15,19,REASSIGN_IDLE
3024.0,1225,92,15,19,REASSIGN_IDLE
3040.0,1235,92,15,19,REASSIGN_IDLE
3056.0,1250,92,15,19,REASSIGN_IDLE
3072.0,1255,92,15,19,REASSIGN_IDLE
3088.0,1265,92,15,19,REASSIGN_IDLE
3104.0,1280,92,15,19,REASSIGN_IDLE
3120.0,1285,96,15,19,REASSIGN_IDLE
3136.0,1295,96,15,19,REASSIGN_IDLE
3152.0,1295,96,15,19,REASSIGN_IDLE
3168.0,1305,96,15,19,REASSIGN_IDLE
3184.0,1315,96,15,19,REASSIGN_IDLE
3200.0,1335,100,15,19,REASSIGN_IDLE
3216.0,1335,100,15,19,REASSIGN_IDLE
3232.0,1345,100,15,19,REASSIGN_IDLE
3248.0,1355,100,15,19,REASSIGN_IDLE
3264.0,1355,100,15,19,REASSIGN_IDLE
3280.0,1360,100,15,19,REASSIGN_IDLE
3296.0,1380,104,15,19,REASSIGN_IDLE
3312.0,1390,104,15,19,REASSIGN_IDLE
3328.0,1400,104,15,19,REASSIGN_IDLE
3344.0,1400,104,15,19,REASSIGN_IDLE
3360.0,1415,104,15,19,REASSIGN_IDLE
3376.0,1420,108,15,19,REASSIGN_IDLE
3392.0,1420,108,15,19,REASSIGN_IDLE
3408.0,1430,108,15,19,REASSIGN_IDLE
3424.0,1455,108,15,19,REASSIGN_IDLE
3440.0,1455,108,15,19,REASSIGN_IDLE
3456.0,1460,108,15,19,REASSIGN_IDLE
3472.0,1470,112,15,19,REASSIGN_IDLE
3488.0,1480,112,15,19,REASSIGN_IDLE
3504.0,1480,112,15,19,REASSIGN_IDLE
3520.0,1495,112,15,19,REASSIGN_IDLE
3536.0,1510,112,15,19,REASSIGN_IDLE
3552.0,1520,116,15,19,REASSIGN_IDLE
3568.0,1520,116,15,19,REASSIGN_IDLE
3584.0,1530,116,15,19,REASSIGN_IDLE
3600.0,1540,116,15,19,REASSIGN_IDLE
3616.0,1545,116,15,19,REASSIGN_IDLE
3632.0,1555,116,15,19,REASSIGN_IDLE
3648.0,1570,120,15,19,REASSIGN_IDLE
3664.0,1575,120,15,19,REASSIGN_IDLE
3680.0,1580,120,15,19,REASSIGN_IDLE
3696.0,1590,120,15,19,REASSIGN_IDLE
3712.0,1595,120,15,19,REASSIGN_IDLE
3728.0,1605,124,15,19,REASSIGN_IDLE
3744.0,1625,124,15,19,REASSIGN_IDLE
3760.0,1630,124,15,19,REASSIGN_IDLE
3776.0,1630,124,15,19,REASSIGN_IDLE
3792.0,1645,124,15,19,REASSIGN_IDLE
3808.0,1650,124,15,19,REASSIGN_IDLE
3824.0,1650,128,15,19,REASSIGN_IDLE
3840.0,1670,128,15,19,REASSIGN_IDLE
3856.0,1680,128,15,19,REASSIGN_IDLE
3872.0,1690,128,15,19,REASSIGN_IDLE
3888.0,1695,128,15,19,REASSIGN_IDLE
3904.0,1700,132,15,19,REASSIGN_IDLE
3920.0,1715,132,15,19,REASSIGN_IDLE
3936.0,1715,132,15,19,REASSIGN_IDLE
3952.0,1725,132,15,19,REASSIGN_IDLE
3968.0,1745,132,15,19,REASSIGN_IDLE
3984.0,1745,132,15,19,REASSIGN_IDLE
4000.0,1755,136,15,19,REASSIGN_IDLE
4016.0,1765,136,15,19,REASSIGN_IDLE
4032.0,1770,136,15,19,REASSIGN_IDLE
4048.0,1775,136,15,19,REASSIGN_IDLE
4064.0,1790,136,15,19,REASSIGN_IDLE
4080.0,1800,140,15,19,REASSIGN_IDLE
4096.0,1805,140,15,19,REASSIGN_IDLE
4112.0,1810,140,15,19,REASSIGN_IDLE
4128.0,1825,140,15,19,REASSIGN_IDLE
4144.0,1825,140,15,19,REASSIGN_IDLE
4160.0,1840,140,15,19,REASSIGN_IDLE
4176.0,1850,144,15,19,REASSIGN_IDLE
4192.0,1860,144,15,19,REASSIGN_IDLE
4208.0,1865,144,15,19,REASSIGN_IDLE
4224.0,1870,144,15,19,REASSIGN_IDLE
4240.0,1880,144,15,19,REASSIGN_IDLE
4256.0,1890,148,15,19,REASSIGN_IDLE
4272.0,1895,148,15,19,REASSIGN_IDLE
4288.0,1910,148,15,19,REASSIGN_IDLE
4304.0,1920,148,15,19,REASSIGN_IDLE
4320.0,1925,148,15,19,REASSIGN_IDLE
4336.0,1935,148,15,19,REASSIGN_IDLE
4352.0,1940,152,15,19,REASSIGN_IDLE
4368.0,1945,152,15,19,REASSIGN_IDLE
4384.0,1960,152,15,19,REASSIGN_IDLE
4400.0,1970,152,15,19,REASSIGN_IDLE
4416.0,1975,152,15,19,REASSIGN_IDLE
4432.0,1990,156,15,19,REASSIGN_IDLE
4448.0,1995,156,15,19,REASSIGN_IDLE
4464.0,1995,156,15,19,REASSIGN_IDLE
4480.0,2010,156,15,19,REASSIGN_IDLE
4496.0,2015,156,15,19,REASSIGN_IDLE
4512.0,2030,156,15,19,REASSIGN_IDLE
4528.0,2035,160,15,19,REASSIGN_IDLE
4544.0,2045,160,15,19,REASSIGN_IDLE
4560.0,2055,160,15,19,REASSIGN_IDLE
4576.0,2060,160,15,19,REASSIGN_IDLE
4592.0,2065,160,15,19,REASSIGN_IDLE
4608.0,2080,164,15,19,REASSIGN_IDLE
4624.0,2090,164,15,19,REASSIGN_IDLE
4640.0,2095,164,15,19,REASSIGN_IDLE
4656.0,2105,164,15,19,REASSIGN_IDLE
4672.0,2120,164,15,19,REASSIGN_IDLE
4688.0,2120,164,15,19,REASSIGN_IDLE
4704.0,2130,168,15,19,REASSIGN_IDLE
4720.0,2140,168,15,19,REASSIGN_IDLE
4736.0,2150,168,15,19,REASSIGN_IDLE
4752.0,2155,168,15,19,REASSIGN_IDLE
4768.0,2160,168,15,19,REASSIGN_IDLE
4784.0,2170,172,15,19,REASSIGN_IDLE
4800.0,2185,172,15,19,REASSIGN_IDLE
4816.0,2190,172,15,19,REASSIGN_IDLE
4832.0,2200,172,15,19,REASSIGN_IDLE
4848.0,2210,172,15,19,REASSIGN_IDLE
4864.0,2215,172,15,19,REASSIGN_IDLE
4880.0,2220,176,15,19,REASSIGN_IDLE
4896.0,2230,176,15,19,REASSIGN_IDLE
4912.0,2240,176,15,19,REASSIGN_IDLE
4928.0,2250,176,15,19,REASSIGN_IDLE
4944.0,2265,176,15,19,REASSIGN_IDLE
4960.0,2270,180,15,19,REASSIGN_IDLE
4976.0,2270,180,15,19,REASSIGN_IDLE
4992.0,2285,180,15,19,REASSIGN_IDLE
5008.0,2285,180,15,19,REASSIGN_IDLE
5024.0,2305,180,15,19,REASSIGN_IDLE
5040.0,2310,180,15,19,REASSIGN_IDLE
5056.0,2325,184,15,19,REASSIGN_IDLE
5072.0,2335,184,15,19,REASSIGN_IDLE
5088.0,2335,184,15,19,REASSIGN_IDLE
5104.0,2340,184,15,19,REASSIGN_IDLE
5120.0,2350,184,15,19,REASSIGN_IDLE
5136.0,2355,188,15,19,REASSIGN_IDLE
5152.0,2370,188,15,19,REASSIGN_IDLE
5168.0,2385,188,15,19,REASSIGN_IDLE
5184.0,2390,188,15,19,REASSIGN_IDLE
5200.0,2395,188,15,19,REASSIGN_IDLE
5216.0,2405,188,15,19,REASSIGN_IDLE
5232.0,2405,192,15,19,REASSIGN_IDLE
5248.0,2415,192,15,19,REASSIGN_IDLE
5264.0,2430,192,15,19,REASSIGN_IDLE
5280.0,2445,192,15,19,REASSIGN_IDLE
5296.0,2450,192,15,19,REASSIGN_IDLE
5312.0,2460,196,15,19,REASSIGN_IDLE
5328.0,2465,196,15,19,REASSIGN_IDLE
5344.0,2470,196,15,19,REASSIGN_IDLE
5360.0,2475,196,15,19,REASSIGN_IDLE
5376.0,2485,196,15,19,REASSIGN_IDLE
5392.0,2500,196,15,19,REASSIGN_IDLE
5408.0,2510,200,15,19,REASSIGN_IDLE
5424.0,2515,200,15,19,REASSIGN_IDLE
5440.0,2530,200,15,19,REASSIGN_IDLE
5456.0,2535,200,15,19,REASSIGN_IDLE
5472.0,2535,200,15,19,REASSIGN_IDLE
5488.0,2550,204,15,19,REASSIGN_IDLE
5504.0,2560,204,15,19,REASSIGN_IDLE
5520.0,2560,204,15,19,REASSIGN_IDLE
5536.0,2580,204,15,19,REASSIGN_IDLE
5552.0,2590,204,15,19,REASSIGN_IDLE
5568.0,2595,204,15,19,REASSIGN_IDLE
5584.0,2600,208,15,19,REASSIGN_IDLE
5600.0,2610,208,15,19,REASSIGN_IDLE
5616.0,2610,208,15,19,REASSIGN_IDLE
5632.0,2625,208,15,19,REASSIGN_IDLE
5648.0,2630,208,15,19,REASSIGN_IDLE
5664.0,2645,212,15,19,REASSIGN_IDLE
5680.0,2660,212,15,19,REASSIGN_IDLE
5696.0,2660,212,15,19,REASSIGN_IDLE
5712.0,2675,212,15,19,REASSIGN_IDLE
5728.0,2675,212,15,19,REASSIGN_IDLE
5744.0,2680,212,15,19,REASSIGN_IDLE
5760.0,2695,216,15,19,REASSIGN_IDLE
5776.0,2700,216,15,19,REASSIGN_IDLE
5792.0,2715,216,15,19,REASSIGN_IDLE
5808.0,2730,216,15,19,REASSIGN_IDLE
5824.0,2735,216,15,19,REASSIGN_IDLE
5840.0,2735,220,15,19,REASSIGN_IDLE
5856.0,2745,220,15,19,REASSIGN_IDLE
5872.0,2750,220,15,19,REASSIGN_IDLE
5888.0,2760,220,15,19,REASSIGN_IDLE
5904.0,2775,220,15,19,REASSIGN_IDLE
5920.0,2790,220,15,19,REASSIGN_IDLE
5936.0,2795,224,15,19,REASSIGN_IDLE
5952.0,2800,224,15,19,REASSIGN_IDLE
5968.0,2800,224,15,19,REASSIGN_IDLE
5984.0,2810,224,15,19,REASSIGN_IDLE
6000.0,2820,224,15,19,REASSIGN_IDLE
6016.0,2825,228,15,19,REASSIGN_IDLE
6032.0,2840,228,15,19,REASSIGN_IDLE
6048.0,2860,228,15,19,REASSIGN_IDLE
6064.0,2860,228,15,19,REASSIGN_IDLE
6080.0,2870,228,15,19,REASSIGN_IDLE
6096.0,2875,228,15,19,REASSIGN_IDLE
6112.0,2880,232,15,19,REASSIGN_IDLE
6128.0,2885,232,15,19,REASSIGN_IDLE
6144.0,2905,232,15,19,REASSIGN_IDLE
6160.0,2910,232,15,19,REASSIGN_IDLE
6176.0,2925,232,15,19,REASSIGN_IDLE
6192.0,2930,236,15,19,REASSIGN_IDLE
6208.0,2930,236,15,19,REASSIGN_IDLE
6224.0,2945,236,15,19,REASSIGN_IDLE
6240.0,2945,236,15,19,REASSIGN_IDLE
6256.0,2955,236,15,19,REASSIGN_IDLE
6272.0,2975,236,15,19,REASSIGN_IDLE
6288.0,2975,240,15,19,REASSIGN_IDLE
6304.0,2990,240,15,19,REASSIGN_IDLE
6320.0,3000,240,15,19,REASSIGN_IDLE
6336.0,3005,240,15,19,REASSIGN_IDLE
6352.0,3005,240,15,19,REASSIGN_IDLE
6368.0,3020,244,15,19,REASSIGN_IDLE
6384.0,3025,244,15,19,REASSIGN_IDLE
6400.0,3035,244,15,19,REASSIGN_IDLE
6416.0,3045,244,15,19,REASSIGN_IDLE
6432.0,3060,244,15,19,REASSIGN_IDLE
6448.0,3065,244,15,19,REASSIGN_IDLE
6464.0,3075,248,15,19,REASSIGN_IDLE
6480.0,3080,248,15,19,REASSIGN_IDLE
6496.0,3085,248,15,19,REASSIGN_IDLE
6512.0,3090,248,15,19,REASSIGN_IDLE
6528.0,3105,248,15,19,REASSIGN_IDLE
6544.0,3120,252,15,19,REASSIGN_IDLE
6560.0,3125,252,15,19,REASSIGN_IDLE
6576.0,3135,252,15,19,REASSIGN_IDLE
6592.0,3145,252,15,19,REASSIGN_IDLE
6608.0,3145,252,15,19,REASSIGN_IDLE
6624.0,3155,252,15,19,REASSIGN_IDLE
6640.0,3160,256,15,19,REASSIGN_IDLE
6656.0,3175,256,15,19,REASSIGN_IDLE
6672.0,3180,256,15,19,REASSIGN_IDLE
6688.0,3200,256,15,19,REASSIGN_IDLE
6704.0,3205,256,15,19,REASSIGN_IDLE
6720.0,3205,260,15,19,REASSIGN_IDLE
6736.0,3220,260,15,19,REASSIGN_IDLE
6752.0,3225,260,15,19,REASSIGN_IDLE
6768.0,3230,260,15,19,REASSIGN_IDLE
6784.0,3240,260,15,19,REASSIGN_IDLE
6800.0,3255,260,15,19,REASSIGN_IDLE
6816.0,3265,264,15,19,REASSIGN_IDLE
6832.0,3270,264,15,19,REASSIGN_IDLE
6848.0,3275,264,15,19,REASSIGN_IDLE
6864.0,3290,264,15,19,REASSIGN_IDLE
6880.0,3290,264,15,19,REASSIGN_IDLE
6896.0,3295,268,15,19,REASSIGN_IDLE
6912.0,3315,268,15,19,REASSIGN_IDLE
6928.0,3325,268,15,19,REASSIGN_IDLE
6944.0,3330,268,15,19,REASSIGN_IDLE
6960.0,3340,268,15,19,REASSIGN_IDLE
6976.0,3350,268,15,19,REASSIGN_IDLE
6992.0,3350,272,15,19,REASSIGN_IDLE
7008.0,3360,272,15,19,REASSIGN_IDLE
7024.0,3370,272,15,19,REASSIGN_IDLE
7040.0,3375,272,15,19,REASSIGN_IDLE
7056.0,3390,272,15,19,REASSIGN_IDLE
7072.0,3400,276,15,19,REASSIGN_IDLE
7088.0,3405,276,15,19,REASSIGN_IDLE
7104.0,3415,276,15,19,REASSIGN_IDLE
7120.0,3420,276,15,19,REASSIGN_IDLE
7136.0,3425,276,15,19,REASSIGN_IDLE
7152.0,3435,276,15,19,REASSIGN_IDLE
7168.0,3445,280,15,19,REASSIGN_IDLE
7184.0,3465,280,15,19,REASSIGN_IDLE
7200.0,3470,280,15,19,REASSIGN_IDLE
7216.0,3475,280,15,19,REASSIGN_IDLE
7232.0,3490,280,15,19,REASSIGN_IDLE
7248.0,3490,284,15,19,REASSIGN_IDLE
7264.0,3490,284,15,19,REASSIGN_IDLE
7280.0,3505,284,15,19,REASSIGN_IDLE
7296.0,3525,284,15,19,REASSIGN_IDLE
7312.0,3525,284,15,19,REASSIGN_IDLE
7328.0,3535,284,15,19,REASSIGN_IDLE
7344.0,3550,288,15,19,REASSIGN_IDLE
7360.0,3550,288,15,19,REASSIGN_IDLE
7376.0,3555,288,15,19,REASSIGN_IDLE
7392.0,3565,288,15,19,REASSIGN_IDLE
7408.0,3575,288,15,19,REASSIGN_IDLE
7424.0,3590,292,15,19,REASSIGN_IDLE
7440.0,3590,292,15,19,REASSIGN_IDLE
7456.0,3610,292,15,19,REASSIGN_IDLE
7472.0,3615,292,15,19,REASSIGN_IDLE
7488.0,3615,292,15,19,REASSIGN_IDLE
7504.0,3620,292,15,19,REASSIGN_IDLE
7520.0,3635,296,15,19,REASSIGN_IDLE
7536.0,3640,296,15,19,REASSIGN_IDLE
7552.0,3655,296,15,19,REASSIGN_IDLE
7568.0,3670,296,15,19,REASSIGN_IDLE
7584.0,3675,296,15,19,REASSIGN_IDLE
7600.0,3680,300,15,19,REASSIGN_IDLE
7616.0,3690,300,15,19,REASSIGN_IDLE
7632.0,3690,300,15,19,REASSIGN_IDLE
7648.0,3705,300,15,19,REASSIGN_IDLE
7664.0,3710,300,15,19,REASSIGN_IDLE
7680.0,3725,300,15,19,REASSIGN_IDLE
7696.0,3735,304,15,19,REASSIGN_IDLE
7712.0,3740,304,15,19,REASSIGN_IDLE
7728.0,3750,304,15,19,REASSIGN_IDLE
7744.0,3755,304,15,19,REASSIGN_IDLE
7760.0,3760,304,15,19,REASSIGN_IDLE
7776.0,3770,308,15,19,REASSIGN_IDLE
7792.0,3780,308,15,19,REASSIGN_IDLE
7808.0,3795,308,15,19,REASSIGN_IDLE
7824.0,3800,308,15,19,REASSIGN_IDLE
7840.0,3815,308,15,19,REASSIGN_IDLE
7856.0,3815,308,15,19,REASSIGN_IDLE
7872.0,3815,312,15,19,REASSIGN_IDLE
7888.0,3840,312,15,19,REASSIGN_IDLE
7904.0,3840,312,15,19,REASSIGN_IDLE
7920.0,3850,312,15,19,REASSIGN_IDLE
7936.0,3865,312,15,19,REASSIGN_IDLE
7952.0,3870,316,15,19,REASSIGN_IDLE
7968.0,3880,316,15,19,REASSIGN_IDLE
7984.0,3880,316,15,19,REASSIGN_IDLE
8000.0,3895,316,15,19,REASSIGN_IDLE
8016.0,3905,316,15,19,REASSIGN_IDLE
8032.0,3905,316,15,19,REASSIGN_IDLE
8048.0,3925,320,15,19,REASSIGN_IDLE
8064.0,3935,320,15,19,REASSIGN_IDLE
8080.0,3935,320,15,19,REASSIGN_IDLE
8096.0,3940,320,15,19,REASSIGN_IDLE
8112.0,3955,320,15,19,REASSIGN_IDLE
8128.0,3960,324,15,19,REASSIGN_IDLE
8144.0,3960,324,15,19,REASSIGN_IDLE
8160.0,3960,324,15,19,REASSIGN_IDLE
8176.0,3960,324,15,19,REASSIGN_IDLE
8192.0,3960,324,15,19,REASSIGN_IDLE
8208.0,3960,324,15,19,REASSIGN_IDLE
8224.0,3960,324,14,19,REASSIGN_IDLE
8240.0,3960,324,14,19,REASSIGN_IDLE
8256.0,3960,324,13,19,REASSIGN_IDLE
8272.0,3960,324,13,19,REASSIGN_IDLE
8288.0,3960,324,12,19,REASSIGN_IDLE
8304.0,3960,324,12,19,REASSIGN_IDLE
8320.0,3960,324,12,19,REASSIGN_IDLE
8336.0,3960,324,12,19,REASSIGN_IDLE
8352.0,3960,324,11,19,REASSIGN_IDLE
8368.0,3960,324,11,19,REASSIGN_IDLE
8384.0,3960,324,10,19,REASSIGN_IDLE
8400.0,3960,324,10,19,REASSIGN_IDLE
8416.0,3960,324,9,16,REASSIGN_IDLE
8432.0,3960,324,9,16,REASSIGN_IDLE
8448.0,3960,324,9,16,REASSIGN_IDLE
8464.0,3960,324,9,16,REASSIGN_IDLE
8480.0,3960,324,9,16,REASSIGN_IDLE
8496.0,3960,324,9,16,REASSIGN_IDLE
8512.0,3960,324,9,16,REASSIGN_IDLE
8528.0,3960,324,9,16,REASSIGN_IDLE
8544.0,3960,324,9,19,REASSIGN_IDLE
8560.0,3960,324,9,16,REASSIGN_IDLE
8576.0,3960,324,9,16,REASSIGN_IDLE
8592.0,3960,324,9,19,REASSIGN_IDLE
8608.0,3960,324,9,19,REASSIGN_IDLE
8624.0,3960,324,9,19,REASSIGN_IDLE
8640.0,3960,324,9,19,REASSIGN_IDLE
8656.0,3960,324,9,19,REASSIGN_IDLE
8672.0,3960,324,9,19,REASSIGN_IDLE
8688.0,3960,324,9,16,REASSIGN_IDLE
8704.0,3960,324,9,16,REASSIGN_IDLE
8720.0,3960,324,9,16,REASSIGN_IDLE
8736.0,3960,324,9,19,REASSIGN_IDLE
8752.0,3960,324,9,19,REASSIGN_IDLE
8768.0,3960,324,9,19,REASSIGN_IDLE
8784.0,3960,324,8,19,REASSIGN_IDLE
