Time,Minerals,Vespene,Workers,Ideal,Action_ID,Marauders_Produced
0.0,50,0,12,16,4,0
16.0,50,0,12,16,4,0
32.0,50,0,12,16,3,0
48.0,50,0,12,16,4,0
64.0,50,0,12,16,1,0
80.0,50,0,12,16,3,0
96.0,50,0,12,16,6,0
112.0,55,0,12,16,6,0
128.0,60,0,12,16,3,0
144.0,70,0,12,16,3,0
160.0,80,0,12,16,2,0
176.0,95,0,12,16,4,0
192.0,110,0,12,16,5,0
208.0,110,0,12,16,5,0
224.0,110,0,12,16,6,0
240.0,115,0,12,16,1,0
256.0,130,0,12,16,2,0
272.0,140,0,12,16,2,0
288.0,145,0,12,16,1,0
304.0,165,0,12,16,3,0
336.0,170,0,12,16,5,0
352.0,170,0,12,16,5,0
368.0,190,0,12,16,5,0
384.0,200,0,12,16,1,0
400.0,200,0,12,16,6,0
416.0,215,0,12,16,6,0
432.0,230,0,12,16,1,0
448.0,180,0,12,16,1,0
464.0,130,0,12,16,2,0
480.0,140,0,12,16,6,0
496.0,155,0,12,16,6,0
512.0,160,0,12,16,4,0
528.0,165,0,12,16,2,0
544.0,180,0,12,16,5,0
560.0,190,0,12,16,3,0
576.0,120,0,12,16,6,0
592.0,130,0,12,16,1,0
608.0,135,0,12,19,6,0
624.0,135,0,12,19,1,0
640.0,95,0,12,19,5,0
656.0,100,0,12,19,6,0
672.0,110,0,12,19,2,0
688.0,25,0,12,19,3,0
704.0,30,0,13,19,5,0
720.0,30,0,13,19,5,0
736.0,35,0,13,19,4,0
752.0,40,0,13,19,1,0
768.0,45,0,13,19,6,0
784.0,50,0,13,19,2,0
800.0,70,0,13,19,6,0
816.0,80,0,13,19,2,0
832.0,80,0,13,19,6,0
848.0,90,0,13,19,3,0
864.0,90,0,13,19,6,0
880.0,90,0,13,19,5,0
896.0,105,0,13,19,4,0
912.0,115,0,13,19,1,0
928.0,125,0,13,19,5,0
944.0,125,0,13,19,1,0
960.0,130,0,13,19,2,0
976.0,140,0,14,19,1,0
992.0,140,0,14,19,4,0
1008.0,145,0,14,19,3,0
1024.0,165,0,14,19,2,0
1040.0,170,0,14,19,5,0
1056.0,175,0,14,19,5,0
1072.0,180,0,14,19,6,0
1088.0,190,0,14,19,4,0
1104.0,200,0,14,19,5,0
1120.0,200,0,14,19,6,0
1136.0,215,0,14,19,2,0
1152.0,220,0,14,19,1,0
1168.0,225,4,14,19,4,0
1184.0,235,4,14,19,3,0
1200.0,235,4,14,19,1,0
1216.0,250,8,14,19,2,0
1232.0,260,8,14,19,2,0
1248.0,270,12,15,19,4,0
1264.0,270,12,15,19,5,0
1280.0,125,12,15,19,1,0
1296.0,140,12,15,19,4,0
1312.0,145,12,15,19,4,0
1328.0,150,12,15,19,3,0
1344.0,165,16,15,19,6,0
1360.0,170,16,15,19,5,0
1376.0,25,16,15,19,1,0
1392.0,35,16,15,19,3,0
1408.0,45,16,15,19,3,0
1424.0,50,20,15,19,5,0
1440.0,210,20,15,19,6,0
1456.0,215,20,15,19,2,0
1472.0,220,20,15,19,1,0
1488.0,230,20,15,19,3,0
1504.0,235,20,15,19,4,0
1520.0,240,24,15,19,2,0
1536.0,150,24,15,19,3,0
1552.0,155,24,15,19,1,0
1568.0,165,24,15,19,2,0
1584.0,170,24,15,19,4,0
1600.0,170,24,15,19,3,0
1616.0,190,24,15,19,5,0
1632.0,190,24,15,19,5,0
1648.0,190,24,15,19,4,0
1664.0,190,24,15,19,2,0
1680.0,205,24,15,19,2,0
1696.0,205,24,15,19,3,0
1712.0,215,24,15,19,2,0
1728.0,230,24,15,19,5,0
1744.0,235,24,15,19,2,0
1760.0,240,24,15,19,3,0
1776.0,240,24,15,19,1,0
1792.0,250,24,15,19,3,0
1808.0,255,24,15,19,5,0
1824.0,260,24,15,19,5,0
1840.0,280,24,15,19,1,0
1856.0,285,24,15,19,2,0
1872.0,290,24,15,19,2,0
1888.0,290,24,15,19,1,0
1904.0,300,24,15,19,5,0
1920.0,305,24,15,19,5,0
1936.0,310,24,15,19,3,0
1952.0,320,24,15,19,2,0
1968.0,340,24,15,19,5,0
1984.0,340,24,15,19,5,0
2000.0,340,24,15,19,1,0
2016.0,345,24,15,19,6,0
2032.0,355,24,15,19,3,0
2048.0,365,24,15,19,5,0
2064.0,370,24,15,19,6,0
2080.0,375,24,15,19,5,0
2096.0,390,24,15,19,6,0
2112.0,395,24,15,19,4,0
2128.0,400,24,15,19,1,0
2144.0,405,24,15,19,5,0
2160.0,420,24,15,19,5,0
2176.0,420,24,15,19,3,0
2192.0,430,24,15,19,2,0
2208.0,440,24,15,19,5,0
2224.0,445,24,15,19,4,0
2240.0,460,24,15,19,1,0
2256.0,460,24,15,19,1,0
2272.0,415,24,15,19,4,0
2288.0,425,24,15,19,1,0
2304.0,380,24,15,19,2,0
2320.0,385,24,15,19,4,0
2336.0,400,24,15,19,1,0
2352.0,410,24,15,19,6,0
2368.0,415,24,15,19,3,0
2384.0,420,24,15,19,4,0
2400.0,435,24,15,19,2,0
2416.0,435,24,15,19,1,0
2432.0,440,24,15,19,6,0
2448.0,455,24,15,19,3,0
