Time,Minerals,Vespene,Workers,Ideal,Action_ID
0.0,50,0,12,16,0
8.0,50,0,12,16,0
16.0,50,0,12,16,1
24.0,50,0,12,16,8
32.0,50,0,12,16,12
40.0,50,0,12,16,11
48.0,50,0,12,16,7
56.0,50,0,12,16,2
64.0,50,0,12,16,4
72.0,50,0,12,16,4
80.0,50,0,12,16,4
88.0,50,0,12,16,1
96.0,50,0,12,16,9
104.0,50,0,12,16,4
128.0,55,0,12,16,1
136.0,15,0,12,16,0
144.0,25,0,12,16,8
152.0,25,0,12,16,4
160.0,25,0,12,16,12
176.0,45,0,12,16,1
200.0,60,0,12,16,9
208.0,60,0,12,16,3
216.0,60,0,12,16,8
224.0,60,0,12,16,12
232.0,60,0,12,16,9
240.0,60,0,12,16,0
248.0,65,0,12,16,2
256.0,85,0,12,16,2
264.0,85,0,12,16,12
280.0,90,0,12,16,8
296.0,105,0,12,16,12
320.0,120,0,12,16,5
328.0,120,0,12,16,1
336.0,120,0,12,16,11
344.0,120,0,12,16,4
352.0,120,0,12,16,4
360.0,125,0,12,16,7
368.0,135,0,12,16,3
376.0,145,0,12,16,8
384.0,150,0,12,16,9
392.0,150,0,12,16,9
400.0,150,0,13,16,7
408.0,155,0,13,16,6
432.0,180,0,13,16,5
440.0,180,0,13,16,2
448.0,80,0,13,16,12
464.0,80,0,13,16,11
472.0,190,0,13,16,7
496.0,200,0,13,16,3
504.0,130,0,13,16,9
512.0,130,0,13,16,11
520.0,210,0,13,16,11
528.0,210,0,13,16,6
536.0,220,0,13,16,11
544.0,220,0,13,16,2
552.0,130,0,13,16,5
560.0,135,0,13,16,9
584.0,145,0,13,16,3
592.0,75,0,13,16,3
600.0,75,0,13,16,2
608.0,80,0,13,16,11
616.0,80,0,13,16,1
624.0,80,0,13,16,11
632.0,85,0,13,16,6
640.0,85,0,13,16,8
648.0,90,0,13,19,9
656.0,95,0,13,19,4
664.0,100,0,13,19,5
672.0,105,0,13,19,7
680.0,115,0,13,19,4
688.0,120,0,13,19,0
696.0,120,0,13,19,8
704.0,125,0,13,19,3
712.0,125,0,13,19,9
720.0,125,0,13,19,3
728.0,130,0,13,19,0
736.0,135,0,13,19,9
744.0,135,0,13,19,2
752.0,35,0,13,19,1
776.0,50,0,13,19,2
784.0,55,0,13,19,11
792.0,55,0,13,19,11
800.0,65,0,13,19,7
808.0,70,0,13,19,2
816.0,75,0,13,19,1
824.0,75,0,13,19,2
832.0,75,0,13,19,5
840.0,75,0,13,19,8
848.0,85,0,13,19,1
856.0,85,0,13,19,9
864.0,85,0,13,19,1
872.0,35,0,13,19,3
880.0,40,0,13,19,12
888.0,40,0,13,19,12
904.0,55,0,13,19,4
912.0,60,0,13,19,2
920.0,60,0,13,19,12
928.0,65,0,13,19,6
936.0,70,0,13,19,12
952.0,70,0,13,19,5
960.0,75,0,13,19,9
968.0,80,0,13,19,6
976.0,80,0,13,19,12
984.0,90,0,13,19,2
1040.0,110,0,13,19,12
1056.0,115,0,13,19,9
1064.0,125,0,13,19,7
1072.0,125,0,13,19,12
1080.0,125,0,13,19,12
1128.0,150,0,13,19,11
1136.0,155,0,14,16,3
1144.0,160,0,14,16,11
1152.0,160,0,14,16,11
1160.0,160,0,14,16,1
1168.0,160,0,14,16,11
1176.0,170,0,14,16,11
1184.0,170,0,14,16,11
1192.0,175,0,14,16,11
1200.0,180,0,14,16,8
1208.0,185,0,14,16,11
1216.0,185,4,14,16,11
1224.0,190,4,14,16,11
1232.0,195,4,14,16,7
1240.0,200,4,14,16,11
1248.0,200,4,14,16,11
1256.0,205,4,14,16,6
1264.0,210,4,14,16,4
1272.0,215,4,14,16,2
1296.0,120,4,14,19,0
1304.0,120,8,14,19,5
1312.0,130,8,14,19,1
1320.0,140,8,14,19,0
1328.0,145,8,14,19,11
1336.0,145,8,14,16,1
1344.0,150,8,14,16,11
1368.0,155,8,14,19,11
1376.0,160,8,14,19,11
1384.0,160,12,14,19,11
1392.0,175,12,14,19,1
1400.0,175,12,14,19,11
1408.0,175,12,14,16,11
1416.0,180,12,14,16,11
1424.0,180,12,14,16,12
1432.0,185,12,14,19,11
1440.0,195,12,14,16,1
1448.0,200,12,14,16,11
1456.0,205,12,14,16,9
1464.0,205,12,14,16,11
1472.0,205,16,14,16,11
1480.0,205,16,14,16,11
1488.0,215,16,14,16,11
1496.0,215,16,14,16,11
1504.0,220,16,14,16,11
1512.0,225,16,14,16,11
1520.0,230,16,14,16,8
1544.0,240,16,14,19,11
1552.0,240,16,14,16,11
1560.0,255,20,14,16,11
1568.0,255,20,14,16,11
1576.0,255,20,14,16,11
1584.0,260,20,14,16,11
1592.0,260,20,14,16,11
1600.0,260,20,14,16,11
1608.0,270,20,14,16,11
1616.0,275,20,14,16,3
1624.0,200,20,14,16,3
1632.0,205,20,14,16,9
1656.0,220,24,14,19,8
1664.0,220,24,14,19,6
1672.0,225,24,14,19,6
1680.0,230,24,14,19,3
1688.0,235,24,14,19,3
1696.0,235,24,14,19,12
1712.0,240,24,14,22,8
1720.0,245,24,14,22,2
1728.0,250,24,14,22,11
1736.0,255,28,14,22,6
1744.0,260,28,14,22,5
1768.0,120,28,14,22,6
1776.0,120,28,14,22,11
1784.0,125,28,14,19,11
1792.0,125,28,14,19,11
1800.0,130,28,14,19,9
1808.0,135,28,14,19,11
1816.0,135,28,14,19,12
1824.0,135,32,14,19,11
1832.0,140,32,14,19,11
1840.0,145,32,14,19,11
1848.0,155,32,14,19,11
1856.0,155,32,14,19,11
1864.0,160,32,14,19,11
1872.0,160,32,14,19,0
1880.0,160,32,14,19,11
1888.0,170,32,14,19,11
1896.0,175,32,14,19,11
1904.0,175,32,14,19,9
1912.0,175,36,14,19,11
1920.0,180,36,14,19,11
1928.0,180,36,14,19,11
1936.0,190,36,14,19,11
1944.0,190,36,14,19,11
1952.0,190,36,14,19,11
1960.0,195,36,14,19,11
1968.0,205,36,14,19,11
1976.0,205,36,14,19,11
1984.0,210,36,14,19,11
1992.0,210,36,14,19,3
2000.0,215,40,14,19,8
2008.0,215,40,14,19,11
2016.0,225,40,14,19,11
2024.0,225,40,14,19,12
2040.0,230,40,14,22,5
2048.0,235,40,14,22,8
2056.0,240,40,14,22,11
2064.0,245,40,14,19,11
2072.0,245,40,14,19,11
2080.0,245,40,14,19,5
2088.0,250,44,14,19,3
2096.0,255,44,14,19,11
2104.0,260,44,14,19,11
2112.0,265,44,14,19,5
2120.0,265,44,14,19,11
2128.0,265,44,14,19,11
2136.0,270,44,14,19,11
2144.0,275,44,14,19,5
2152.0,275,44,14,19,9
2160.0,285,44,14,19,11
2168.0,285,44,14,19,11
2176.0,290,48,14,19,12
2184.0,295,48,14,22,11
2192.0,295,48,14,22,11
2200.0,295,48,14,22,11
2208.0,300,48,14,22,2
2216.0,305,48,14,22,1
2224.0,310,48,14,22,6
2232.0,310,48,14,22,11
2240.0,315,48,14,19,11
2248.0,315,48,14,19,11
2256.0,315,52,14,19,0
2264.0,330,56,14,19,11
2272.0,335,56,14,19,0
2280.0,340,56,14,19,11
2288.0,340,56,14,19,11
2296.0,340,56,14,19,1
2304.0,340,56,14,19,11
2312.0,345,56,14,19,11
2320.0,345,56,14,19,1
2328.0,355,56,14,19,11
2336.0,355,56,14,19,11
2344.0,355,60,14,19,11
2352.0,360,64,14,19,12
2368.0,365,64,14,22,4
2376.0,370,64,14,22,4
2384.0,375,64,14,22,11
2392.0,390,64,14,19,12
2400.0,390,64,14,22,0
2408.0,390,64,14,22,11
2416.0,390,64,14,19,11
2424.0,390,64,14,19,0
2432.0,400,68,14,19,11
2456.0,405,72,14,22,11
2464.0,405,72,14,19,11
2472.0,405,72,14,19,11
2480.0,410,72,14,19,11
2488.0,420,72,14,19,11
2496.0,425,72,14,19,8
2504.0,425,72,14,19,7
2512.0,440,72,14,19,11
2520.0,440,76,14,19,11
2528.0,440,80,14,19,7
2536.0,440,80,14,19,11
2544.0,445,80,14,19,0
2552.0,445,80,14,19,11
2560.0,455,80,14,19,11
2568.0,455,80,14,19,11
2576.0,455,80,14,19,11
2584.0,455,80,14,19,11
2592.0,460,80,14,19,1
2600.0,460,80,14,19,11
2608.0,470,84,14,19,11
2616.0,475,88,14,19,11
2624.0,475,88,14,19,11
2632.0,480,88,14,19,11
2640.0,490,88,14,19,11
2648.0,490,88,14,19,11
2656.0,495,88,14,19,12
2672.0,495,88,14,22,6
2680.0,505,88,14,22,11
2688.0,505,92,14,22,11
2696.0,505,92,14,19,11
2704.0,510,96,14,19,9
2712.0,515,96,14,19,4
2720.0,515,96,14,19,11
2728.0,515,96,14,19,11
2736.0,520,96,14,19,11
2744.0,525,96,14,19,11
2752.0,530,96,14,19,11
2776.0,545,100,14,22,11
2784.0,545,100,14,19,11
2792.0,545,104,14,19,11
2800.0,550,104,14,19,5
2808.0,560,104,14,19,11
2816.0,560,104,14,19,11
2824.0,565,104,14,19,4
2832.0,565,104,14,19,11
2840.0,565,104,14,19,2
2848.0,565,104,14,19,11
2856.0,565,104,14,19,11
2864.0,570,108,14,19,8
2872.0,435,58,14,19,4
2880.0,435,62,14,19,11
2888.0,445,62,14,19,11
2896.0,445,62,14,19,3
2904.0,445,62,14,19,11
2912.0,445,62,14,19,11
2920.0,455,62,14,19,11
2928.0,465,62,14,19,11
2936.0,465,62,14,19,11
2944.0,465,62,14,19,4
2952.0,465,66,14,19,5
2960.0,465,66,14,19,9
2968.0,465,70,14,19,11
2976.0,470,70,14,19,11
2984.0,475,70,14,19,8
2992.0,480,70,14,19,7
3000.0,485,70,14,19,11
3008.0,490,70,14,19,11
3016.0,495,70,14,19,11
3024.0,495,70,14,19,11
3032.0,500,74,14,19,11
3040.0,510,74,14,19,11
3048.0,510,74,14,19,11
3056.0,515,78,14,19,11
3064.0,515,78,14,19,11
3072.0,515,78,14,19,11
3080.0,515,78,14,19,11
3088.0,520,78,14,19,11
3096.0,520,78,14,19,11
3104.0,520,78,14,19,11
3112.0,530,78,14,19,11
3120.0,530,82,14,19,11
3128.0,535,82,14,19,11
3136.0,550,82,14,19,11
3144.0,555,86,14,19,5
3152.0,555,86,14,19,11
3160.0,560,86,14,19,11
3168.0,560,86,14,19,11
3176.0,560,86,14,19,11
3184.0,565,86,14,19,11
3192.0,565,86,14,19,11
3200.0,570,86,14,19,11
3208.0,570,90,14,19,5
3216.0,570,90,14,19,11
3224.0,575,90,14,19,2
3232.0,575,94,14,19,11
3240.0,580,94,14,19,11
3248.0,585,94,14,19,11
3256.0,600,94,14,19,8
3264.0,605,94,14,19,11
3272.0,605,94,14,19,11
3280.0,610,94,14,19,9
3288.0,610,94,14,19,12
3296.0,610,98,14,19,11
3304.0,620,98,14,19,11
3312.0,620,98,14,19,1
3320.0,620,102,14,19,11
3328.0,620,102,14,19,11
3336.0,620,102,14,19,11
3344.0,625,102,14,19,11
3352.0,625,102,14,19,11
3360.0,640,102,14,19,1
3368.0,640,102,14,19,11
3376.0,640,106,14,19,9
3384.0,655,106,14,19,11
3392.0,660,106,14,19,11
3400.0,660,106,14,19,11
3408.0,660,110,14,19,11
3416.0,665,110,14,19,11
3424.0,665,110,14,19,11
3432.0,670,110,14,19,11
3440.0,670,110,14,19,5
3448.0,670,110,14,19,11
3456.0,670,110,14,19,8
3464.0,680,114,14,19,11
3472.0,685,114,14,19,11
3480.0,685,114,14,19,0
3488.0,690,114,14,19,11
3496.0,690,118,14,19,11
3504.0,690,118,14,19,11
3512.0,710,118,14,19,0
3520.0,710,118,14,19,1
3528.0,715,118,14,19,11
3536.0,715,118,14,19,11
3544.0,715,118,14,19,4
3552.0,720,122,14,19,11
3560.0,720,122,14,19,0
3568.0,720,122,14,19,11
3576.0,730,122,14,19,11
3584.0,735,126,14,19,11
3592.0,735,126,14,19,11
3600.0,735,126,14,19,7
3608.0,740,126,14,19,11
3616.0,740,126,14,19,11
3624.0,740,126,14,19,9
3632.0,760,126,14,19,11
3656.0,765,130,14,22,7
3664.0,765,130,14,22,8
3672.0,765,134,14,22,11
3680.0,775,134,14,19,5
3688.0,780,134,14,19,11
3696.0,780,134,14,19,11
3704.0,785,134,14,19,11
3712.0,785,134,14,19,11
3720.0,785,138,14,19,11
3728.0,785,138,14,19,8
3736.0,790,138,14,19,11
3744.0,795,138,14,19,12
3760.0,810,142,14,22,11
3768.0,810,142,14,19,11
3776.0,815,142,14,19,11
3784.0,815,142,14,19,11
3792.0,825,142,14,19,11
3800.0,825,142,14,19,11
3808.0,830,146,14,19,8
3816.0,830,146,14,19,11
3824.0,835,146,14,19,7
3832.0,835,146,14,19,11
3840.0,835,146,14,19,5
3848.0,840,150,14,19,11
