Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.8212,5772,5,0
2,掠奪者任務,0.995,0.8187,5884,5,0
3,掠奪者任務,0.990,0.8235,5668,5,0
4,掠奪者任務,0.985,0.8110,6228,5,0
5,掠奪者任務,0.980,0.7936,7008,5,0
6,掠奪者任務,0.975,0.8232,5680,5,0
7,掠奪者任務,0.970,0.8279,5472,5,0
8,掠奪者任務,0.966,0.8266,5528,5,0
9,掠奪者任務,0.961,0.8065,6428,5,0
10,掠奪者任務,0.956,0.7966,6872,5,0
11,掠奪者任務,0.951,0.8032,6128,5,0
12,掠奪者任務,0.946,0.8257,5568,5,0
13,掠奪者任務,0.942,0.8114,6208,5,0
14,掠奪者任務,0.937,0.8126,6156,5,0
15,掠奪者任務,0.932,0.8037,6556,5,0
16,掠奪者任務,0.928,0.8343,5184,5,0
17,掠奪者任務,0.923,0.8257,5568,5,0
18,掠奪者任務,0.918,0.8362,5100,5,0
19,掠奪者任務,0.914,0.8240,5644,5,0
20,掠奪者任務,0.909,0.8223,5720,5,0
21,掠奪者任務,0.905,0.8363,5092,5,0
22,掠奪者任務,0.900,0.8302,5368,5,0
23,掠奪者任務,0.896,0.8331,5236,5,0
24,掠奪者任務,0.891,0.8288,5428,5,0
25,掠奪者任務,0.887,0.8011,6672,5,0
26,掠奪者任務,0.882,0.8260,5556,5,0
27,掠奪者任務,0.878,0.8374,5044,5,0
28,掠奪者任務,0.873,0.8008,6684,5,0
29,掠奪者任務,0.869,0.8232,5680,5,0
30,掠奪者任務,0.865,0.8152,6040,5,0
31,掠奪者任務,0.860,0.8230,5688,5,0
32,掠奪者任務,0.856,0.8240,5644,5,0
33,掠奪者任務,0.852,0.8261,5104,5,0
34,掠奪者任務,0.848,0.8229,5696,5,0
35,掠奪者任務,0.843,0.8320,5288,5,0
36,掠奪者任務,0.839,0.8341,5192,5,0
37,掠奪者任務,0.835,0.8275,5488,5,0
38,掠奪者任務,0.831,0.8171,5504,5,0
39,掠奪者任務,0.827,0.8219,5740,5,0
40,掠奪者任務,0.822,0.8040,6540,5,0
41,掠奪者任務,0.818,0.8096,6288,5,0
42,掠奪者任務,0.814,0.8129,6140,5,0
43,掠奪者任務,0.810,0.8281,5460,5,0
44,掠奪者任務,0.806,0.8221,5728,5,0
45,掠奪者任務,0.802,0.8312,5324,5,0
46,掠奪者任務,0.798,0.7897,7180,5,0
47,掠奪者任務,0.794,0.8275,5488,5,0
48,掠奪者任務,0.790,0.8095,6296,5,0
49,掠奪者任務,0.786,0.8273,5496,5,0
50,掠奪者任務,0.782,0.8155,6024,5,0
51,掠奪者任務,0.778,0.8280,5464,5,0
52,掠奪者任務,0.774,0.8178,5924,5,0
53,掠奪者任務,0.771,0.8240,5644,5,0
54,掠奪者任務,0.767,0.8326,5260,5,0
55,掠奪者任務,0.763,0.8213,5764,5,0
