Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.8393,5968,5,0
2,掠奪者任務,0.995,0.8168,6976,5,0
3,掠奪者任務,0.990,0.8325,6272,5,0
4,掠奪者任務,0.985,0.7497,9376,5,0
5,掠奪者任務,0.980,0.8209,7040,5,0
6,掠奪者任務,0.975,0.8374,5984,5,0
7,掠奪者任務,0.970,0.8252,6688,5,0
8,掠奪者任務,0.966,0.8537,5792,5,0
9,掠奪者任務,0.961,0.7904,8048,5,0
10,掠奪者任務,0.956,0.8374,5696,5,0
11,掠奪者任務,0.951,0.8227,6800,5,0
12,掠奪者任務,0.946,0.8149,7104,5,0
13,掠奪者任務,0.942,0.8541,5440,5,0
14,掠奪者任務,0.937,0.8436,5888,5,0
15,掠奪者任務,0.932,0.8089,7264,5,0
16,掠奪者任務,0.928,0.8389,5984,5,0
17,掠奪者任務,0.923,0.8111,7344,5,0
18,掠奪者任務,0.918,0.8159,6768,5,0
19,掠奪者任務,0.914,0.8491,5664,5,0
20,掠奪者任務,0.909,0.7941,7904,5,0
21,掠奪者任務,0.905,0.8131,7296,5,0
22,掠奪者任務,0.900,0.8261,6672,5,0
23,掠奪者任務,0.896,0.8342,6128,5,0
24,掠奪者任務,0.891,0.8341,6336,5,0
25,掠奪者任務,0.887,0.8271,6336,5,0
26,掠奪者任務,0.882,0.8469,5872,5,0
27,掠奪者任務,0.878,0.8010,7728,5,0
28,掠奪者任務,0.873,0.7834,8224,5,0
29,掠奪者任務,0.869,0.8160,6944,5,0
30,掠奪者任務,0.865,0.8300,6496,5,0
31,掠奪者任務,0.860,0.7931,7520,5,0
32,掠奪者任務,0.856,0.7624,8896,5,0
33,掠奪者任務,0.852,0.8438,5968,5,0
34,掠奪者任務,0.848,0.8406,5728,5,0
35,掠奪者任務,0.843,0.8394,5984,5,0
36,掠奪者任務,0.839,0.7782,8480,5,0
37,掠奪者任務,0.835,0.8068,7088,5,0
38,掠奪者任務,0.831,0.8309,6320,5,0
39,掠奪者任務,0.827,0.8384,6368,5,0
40,掠奪者任務,0.822,0.8348,6304,5,0
41,掠奪者任務,0.818,0.7092,11504,5,0
42,掠奪者任務,0.814,0.8222,6688,5,0
43,掠奪者任務,0.810,0.8149,7216,5,0
44,掠奪者任務,0.806,0.8294,6656,5,0
45,掠奪者任務,0.802,0.8385,6272,5,0
46,掠奪者任務,0.798,0.8426,5952,5,0
47,掠奪者任務,0.794,0.8097,7360,5,0
48,掠奪者任務,0.790,0.7799,8608,5,0
49,掠奪者任務,0.786,0.8406,5952,5,0
50,掠奪者任務,0.782,0.8301,6512,5,0
51,掠奪者任務,0.778,-0.5840,13440,0,0
52,掠奪者任務,0.774,0.7716,8640,5,0
53,掠奪者任務,0.771,0.8094,7216,5,0
54,掠奪者任務,0.767,0.8507,5568,5,0
55,掠奪者任務,0.763,0.8236,6784,5,0
56,掠奪者任務,0.759,0.8280,6608,5,0
57,掠奪者任務,0.755,0.7874,7888,5,0
58,掠奪者任務,0.751,0.8482,5904,5,0
59,掠奪者任務,0.748,0.8191,7072,5,0
60,掠奪者任務,0.744,0.7771,8528,5,0
61,掠奪者任務,0.740,0.7926,8192,5,0
62,掠奪者任務,0.737,0.8141,7072,5,0
63,掠奪者任務,0.733,0.8186,7008,5,0
64,掠奪者任務,0.729,0.8268,6640,5,0
65,掠奪者任務,0.726,0.8236,6624,5,0
66,掠奪者任務,0.722,0.8386,6224,5,0
67,掠奪者任務,0.718,0.8401,5888,5,0
68,掠奪者任務,0.715,0.8189,6992,5,0
69,掠奪者任務,0.711,0.8187,7136,5,0
70,掠奪者任務,0.708,0.8264,6432,5,0
71,掠奪者任務,0.704,-0.6020,13440,0,0
72,掠奪者任務,0.701,0.8317,6240,5,0
73,掠奪者任務,0.697,0.8201,7008,5,0
74,掠奪者任務,0.694,0.8276,6336,5,0
