Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,819,13440,0,34
2,掠奪者任務,0.995,6768,9776,5,24
3,掠奪者任務,0.990,5902,8000,5,6
4,掠奪者任務,0.985,1280,13440,1,26
5,掠奪者任務,0.980,6002,7440,5,8
6,掠奪者任務,0.975,1124,13440,0,42
7,掠奪者任務,0.970,6238,8432,5,13
8,掠奪者任務,0.966,1337,13440,0,43
9,掠奪者任務,0.961,1026,13440,0,37
10,掠奪者任務,0.956,6626,11888,5,24
11,掠奪者任務,0.951,6145,7728,5,11
12,掠奪者任務,0.946,7737,6304,5,2
13,掠奪者任務,0.942,7127,11984,5,20
14,掠奪者任務,0.937,247,13440,0,15
15,掠奪者任務,0.932,6143,10656,5,11
16,掠奪者任務,0.928,1306,13440,1,26
17,掠奪者任務,0.923,6095,8304,5,10
18,掠奪者任務,0.918,1084,13440,1,26
19,掠奪者任務,0.914,6221,10032,5,12
20,掠奪者任務,0.909,915,13440,1,18
21,掠奪者任務,0.905,6924,11968,5,28
22,掠奪者任務,0.900,1170,13440,0,40
23,掠奪者任務,0.896,1602,13440,1,32
24,掠奪者任務,0.891,1326,13440,0,38
25,掠奪者任務,0.887,1050,13440,0,31
26,掠奪者任務,0.882,902,13440,0,34
27,掠奪者任務,0.878,707,13440,0,30
28,掠奪者任務,0.873,1718,13440,1,18
29,掠奪者任務,0.869,1076,13440,0,38
30,掠奪者任務,0.865,1446,13440,1,28
31,掠奪者任務,0.860,1074,13440,0,40
32,掠奪者任務,0.856,778,13440,0,33
33,掠奪者任務,0.852,886,13440,0,34
34,掠奪者任務,0.848,6551,9776,5,20
35,掠奪者任務,0.843,6808,12464,5,26
36,掠奪者任務,0.839,2397,13440,3,28
37,掠奪者任務,0.835,1319,13440,0,38
38,掠奪者任務,0.831,2133,13440,4,24
39,掠奪者任務,0.827,875,13440,0,34
40,掠奪者任務,0.822,7128,11712,5,21
41,掠奪者任務,0.818,1047,13440,1,21
42,掠奪者任務,0.814,925,13440,0,35
43,掠奪者任務,0.810,514,13440,0,20
