Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,74
32.0,50,0,12,0,0,14,33
48.0,0,0,12,0,0,14,14
64.0,0,0,12,0,0,45,19
80.0,0,0,12,0,0,44,46
96.0,0,0,12,0,0,45,59
112.0,0,0,12,0,0,44,42
128.0,5,0,12,0,0,45,60
144.0,10,0,12,0,0,44,56
160.0,30,0,12,0,0,45,92
176.0,45,0,12,0,0,44,26
192.0,50,0,12,0,0,45,18
208.0,5,0,12,0,0,14,20
224.0,10,0,12,0,0,45,98
240.0,15,0,12,0,0,44,24
256.0,15,0,12,0,0,45,35
272.0,30,0,12,0,0,44,45
288.0,45,0,12,0,0,45,10
304.0,55,0,13,0,0,44,41
320.0,15,0,13,0,0,14,24
336.0,20,0,13,0,0,45,84
352.0,20,0,13,0,0,44,55
368.0,25,0,13,0,0,45,20
384.0,35,0,13,0,0,44,29
400.0,55,0,13,0,0,45,83
416.0,10,0,13,0,0,14,24
432.0,20,0,13,0,0,45,17
448.0,30,0,13,0,0,44,76
464.0,30,0,13,0,0,45,31
480.0,40,0,13,0,0,44,27
496.0,45,0,13,0,0,45,52
512.0,55,0,13,0,0,44,63
528.0,15,0,13,0,0,14,13
544.0,25,0,13,0,0,45,48
560.0,35,0,13,0,0,44,63
576.0,45,0,14,0,0,45,39
592.0,55,0,14,0,0,44,50
608.0,60,0,14,0,0,45,11
624.0,60,0,14,0,0,44,24
640.0,75,0,14,0,0,45,73
656.0,85,0,14,0,0,11,75
672.0,20,0,14,0,0,45,85
688.0,25,0,14,0,0,44,58
704.0,40,0,14,0,0,45,91
720.0,45,0,14,0,0,42,10
736.0,45,0,14,0,0,42,79
752.0,60,0,14,0,0,45,99
768.0,65,0,14,0,0,42,40
784.0,75,0,14,0,0,45,84
800.0,90,0,14,0,0,44,39
816.0,95,0,14,0,0,45,28
832.0,95,0,14,0,0,44,48
848.0,105,0,15,0,0,45,99
864.0,110,0,15,0,0,1,22
880.0,10,0,15,0,0,45,100
896.0,25,0,15,0,0,44,93
