Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,1404,13456,3,15
2,掠奪者任務,0.990,-509,13536,0,15
3,掠奪者任務,0.980,9551,6384,5,9
4,掠奪者任務,0.970,-449,13440,0,13
5,掠奪者任務,0.961,8721,9680,5,7
6,掠奪者任務,0.951,8233,9056,5,11
7,掠奪者任務,0.941,3245,13440,3,8
8,掠奪者任務,0.932,3357,13440,4,8
9,掠奪者任務,0.923,10015,5456,5,2
10,掠奪者任務,0.914,9365,6800,5,10
11,掠奪者任務,0.904,-646,13488,0,11
12,掠奪者任務,0.895,9038,7728,6,7
13,掠奪者任務,0.886,369,13440,1,14
14,掠奪者任務,0.878,1418,13488,2,8
15,掠奪者任務,0.869,9860,5760,6,3
16,掠奪者任務,0.860,-805,13440,0,14
17,掠奪者任務,0.851,-970,13520,0,17
18,掠奪者任務,0.843,10096,5248,5,3
19,掠奪者任務,0.835,-501,13472,0,14
20,掠奪者任務,0.826,1460,13456,2,13
21,掠奪者任務,0.818,1337,13440,2,14
22,掠奪者任務,0.810,1393,13472,2,8
23,掠奪者任務,0.802,-446,13440,0,11
24,掠奪者任務,0.794,9284,6848,5,7
25,掠奪者任務,0.786,-805,13456,0,14
26,掠奪者任務,0.778,2608,13536,4,8
27,掠奪者任務,0.770,172,13472,1,18
28,掠奪者任務,0.762,9912,5600,5,5
29,掠奪者任務,0.755,-1061,13440,0,18
30,掠奪者任務,0.747,9799,5968,5,7
31,掠奪者任務,0.740,2797,13536,4,9
32,掠奪者任務,0.732,9554,6240,5,5
33,掠奪者任務,0.725,9004,7664,5,10
34,掠奪者任務,0.718,-676,13504,0,12
35,掠奪者任務,0.711,3277,13456,3,7
36,掠奪者任務,0.703,-903,13472,0,16
37,掠奪者任務,0.696,9603,6432,5,7
38,掠奪者任務,0.689,9224,7072,5,4
39,掠奪者任務,0.683,-624,13472,0,9
40,掠奪者任務,0.676,-707,13520,0,14
41,掠奪者任務,0.669,9563,6256,5,4
42,掠奪者任務,0.662,9715,6064,5,7
43,掠奪者任務,0.656,1428,13440,2,11
44,掠奪者任務,0.649,2524,13488,3,10
45,掠奪者任務,0.643,9784,5872,5,2
46,掠奪者任務,0.636,2847,13520,4,9
47,掠奪者任務,0.630,-989,13488,0,19
48,掠奪者任務,0.624,-988,13536,0,17
49,掠奪者任務,0.617,9517,6464,5,5
50,掠奪者任務,0.611,9102,7280,5,5
51,掠奪者任務,0.605,8736,9744,5,10
52,掠奪者任務,0.599,411,13440,1,17
53,掠奪者任務,0.593,1305,13520,2,12
54,掠奪者任務,0.587,-75,13488,1,19
55,掠奪者任務,0.581,9535,6560,5,6
56,掠奪者任務,0.575,6889,11296,5,11
57,掠奪者任務,0.570,333,13504,1,14
58,掠奪者任務,0.564,498,13440,1,13
59,掠奪者任務,0.558,10030,5408,5,4
60,掠奪者任務,0.553,-962,13440,0,16
61,掠奪者任務,0.547,-677,13440,0,18
62,掠奪者任務,0.542,-640,13440,0,17
63,掠奪者任務,0.536,9854,5760,5,4
64,掠奪者任務,0.531,-885,13456,0,15
65,掠奪者任務,0.526,-597,13488,0,18
66,掠奪者任務,0.520,460,13520,1,12
67,掠奪者任務,0.515,10406,6304,6,4
68,掠奪者任務,0.510,-1269,13456,0,21
69,掠奪者任務,0.505,2136,13488,3,12
70,掠奪者任務,0.500,1449,13456,2,10
71,掠奪者任務,0.495,2580,13536,3,7
72,掠奪者任務,0.490,-1029,13536,0,18
73,掠奪者任務,0.485,1375,13520,2,14
74,掠奪者任務,0.480,9198,7072,5,8
75,掠奪者任務,0.475,9588,6288,5,2
76,掠奪者任務,0.471,-465,13472,0,12
77,掠奪者任務,0.466,-382,13536,0,6
78,掠奪者任務,0.461,9645,6064,5,2
79,掠奪者任務,0.457,-669,13504,0,17
80,掠奪者任務,0.452,9397,6768,5,8
81,掠奪者任務,0.448,9313,6848,5,8
82,掠奪者任務,0.443,-920,13520,0,19
83,掠奪者任務,0.439,8350,10240,5,11
84,掠奪者任務,0.434,-708,13440,0,12
85,掠奪者任務,0.430,9436,6704,5,9
86,掠奪者任務,0.426,-609,13520,0,15
87,掠奪者任務,0.421,9510,6352,5,4
88,掠奪者任務,0.417,8957,7424,5,3
89,掠奪者任務,0.413,9710,6016,5,5
90,掠奪者任務,0.409,9806,5840,5,4
91,掠奪者任務,0.405,-620,13440,0,15
92,掠奪者任務,0.401,8388,8800,5,6
93,掠奪者任務,0.397,-374,13440,0,4
94,掠奪者任務,0.393,-871,13440,0,15
95,掠奪者任務,0.389,9499,6448,5,4
96,掠奪者任務,0.385,9480,6464,5,10
97,掠奪者任務,0.381,570,13520,1,10
98,掠奪者任務,0.377,2606,13536,4,9
99,掠奪者任務,0.373,3590,13488,4,8
100,掠奪者任務,0.370,9729,6144,5,5
101,掠奪者任務,0.366,9658,6032,5,2
102,掠奪者任務,0.362,9370,6672,5,5
103,掠奪者任務,0.359,1524,13440,2,10
104,掠奪者任務,0.355,7800,8192,5,2
105,掠奪者任務,0.352,-799,13536,0,13
106,掠奪者任務,0.348,-657,13440,0,12
107,掠奪者任務,0.345,9573,7712,5,2
108,掠奪者任務,0.341,-910,13456,0,16
109,掠奪者任務,0.338,2377,13520,3,7
110,掠奪者任務,0.334,-583,13440,0,9
111,掠奪者任務,0.331,-606,13440,0,15
112,掠奪者任務,0.328,482,13520,1,12
113,掠奪者任務,0.324,9387,6704,5,3
114,掠奪者任務,0.321,7688,9808,5,12
115,掠奪者任務,0.318,9923,5696,5,4
116,掠奪者任務,0.315,10117,5200,5,2
117,掠奪者任務,0.312,9881,5728,6,1
118,掠奪者任務,0.309,-355,13536,0,11
119,掠奪者任務,0.305,8742,6368,6,2
120,掠奪者任務,0.302,9867,5968,5,7
121,掠奪者任務,0.299,-442,13504,0,12
122,掠奪者任務,0.296,-792,13456,0,13
123,掠奪者任務,0.293,9091,5552,5,3
124,掠奪者任務,0.290,9878,5664,5,3
125,掠奪者任務,0.288,1512,13440,2,6
126,掠奪者任務,0.285,-794,13440,0,14
127,掠奪者任務,0.282,9925,5696,5,4
128,掠奪者任務,0.279,8097,9136,5,6
129,掠奪者任務,0.276,2955,13520,4,10
130,掠奪者任務,0.273,-711,13504,0,12
131,掠奪者任務,0.271,9563,6416,5,8
132,掠奪者任務,0.268,2198,13536,3,15
133,掠奪者任務,0.265,-722,13472,0,12
134,掠奪者任務,0.263,10216,5056,5,2
135,掠奪者任務,0.260,9445,6816,5,6
136,掠奪者任務,0.257,9994,5408,5,2
137,掠奪者任務,0.255,9695,6016,5,1
138,掠奪者任務,0.252,8925,7648,5,6
139,掠奪者任務,0.250,9149,7312,5,3
140,掠奪者任務,0.247,7925,9616,5,4
141,掠奪者任務,0.245,2577,13504,4,8
142,掠奪者任務,0.242,9616,6400,5,10
143,掠奪者任務,0.240,2514,13504,4,9
144,掠奪者任務,0.238,8496,8560,5,8
145,掠奪者任務,0.235,9885,5648,5,2
146,掠奪者任務,0.233,498,13520,1,9
147,掠奪者任務,0.231,-792,13456,0,13
148,掠奪者任務,0.228,-437,13488,0,12
149,掠奪者任務,0.226,8979,7648,5,5
150,掠奪者任務,0.224,9622,6288,5,4
151,掠奪者任務,0.221,8194,9008,5,7
152,掠奪者任務,0.219,9953,7104,5,9
153,掠奪者任務,0.217,9750,5936,5,5
154,掠奪者任務,0.215,1190,13440,2,16
155,掠奪者任務,0.213,-497,13472,0,14
156,掠奪者任務,0.211,8093,9088,5,5
157,掠奪者任務,0.208,8978,7296,5,4
158,掠奪者任務,0.206,2537,13488,4,6
159,掠奪者任務,0.204,9418,6752,5,7
160,掠奪者任務,0.202,-771,13472,0,13
161,掠奪者任務,0.200,10138,5088,5,3
162,掠奪者任務,0.198,-726,13440,0,12
163,掠奪者任務,0.196,-575,13456,0,10
164,掠奪者任務,0.194,2245,13472,2,7
165,掠奪者任務,0.192,460,13472,1,11
166,掠奪者任務,0.190,454,13440,1,10
167,掠奪者任務,0.189,449,13456,1,13
168,掠奪者任務,0.187,-655,13520,0,11
169,掠奪者任務,0.185,2486,13504,3,6
170,掠奪者任務,0.183,9551,6480,5,3
171,掠奪者任務,0.181,1503,13504,2,8
172,掠奪者任務,0.179,-690,13520,0,10
173,掠奪者任務,0.178,-399,13440,0,0
174,掠奪者任務,0.176,654,13440,1,11
175,掠奪者任務,0.174,-920,13472,0,16
176,掠奪者任務,0.172,8886,7664,5,6
177,掠奪者任務,0.171,9522,6352,5,1
178,掠奪者任務,0.169,-1188,13440,0,25
179,掠奪者任務,0.167,2665,13520,4,7
180,掠奪者任務,0.165,2349,13536,4,8
181,掠奪者任務,0.164,-983,13440,0,16
182,掠奪者任務,0.162,2558,13440,3,10
183,掠奪者任務,0.161,8219,7424,5,7
184,掠奪者任務,0.159,-817,13440,0,11
185,掠奪者任務,0.157,8941,7328,5,2
186,掠奪者任務,0.156,3335,13472,4,8
187,掠奪者任務,0.154,8366,8672,5,9
188,掠奪者任務,0.153,-717,13536,0,13
189,掠奪者任務,0.151,-639,13536,0,10
190,掠奪者任務,0.150,-664,13440,0,11
191,掠奪者任務,0.148,9809,5776,5,0
192,掠奪者任務,0.147,-454,13536,0,13
193,掠奪者任務,0.145,3158,13520,4,7
194,掠奪者任務,0.144,9009,7536,5,7
195,掠奪者任務,0.142,2572,13472,4,10
196,掠奪者任務,0.141,-578,13440,0,10
197,掠奪者任務,0.139,-928,13488,0,17
198,掠奪者任務,0.138,6946,11536,5,9
