Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.9977,5792,5,0
2,掠奪者任務,0.995,0.9657,6912,5,0
3,掠奪者任務,0.990,0.9804,6432,5,0
4,掠奪者任務,0.985,0.9521,7456,5,0
5,掠奪者任務,0.980,0.9891,6224,5,0
6,掠奪者任務,0.975,1.0000,6672,5,0
7,掠奪者任務,0.970,0.9653,6752,5,0
8,掠奪者任務,0.966,0.9574,7488,5,0
9,掠奪者任務,0.961,0.9759,6816,5,0
10,掠奪者任務,0.956,0.9684,7152,5,0
11,掠奪者任務,0.951,0.9589,7328,5,0
12,掠奪者任務,0.946,0.9268,8656,5,0
13,掠奪者任務,0.942,0.9922,5904,5,0
14,掠奪者任務,0.937,0.9808,6416,5,0
15,掠奪者任務,0.932,0.9748,6864,5,0
16,掠奪者任務,0.928,0.9787,6464,5,0
17,掠奪者任務,0.923,0.9238,8880,5,0
18,掠奪者任務,0.918,0.9540,6944,5,0
19,掠奪者任務,0.914,-0.5000,13440,0,0
20,掠奪者任務,0.909,0.9651,7008,5,0
21,掠奪者任務,0.905,0.9779,6432,5,0
22,掠奪者任務,0.900,0.9901,6224,5,0
23,掠奪者任務,0.896,0.9604,7376,5,0
24,掠奪者任務,0.891,0.9861,6224,5,0
25,掠奪者任務,0.887,1.0000,6672,5,0
26,掠奪者任務,0.882,0.9809,6320,5,0
27,掠奪者任務,0.878,0.9384,8000,5,0
28,掠奪者任務,0.873,0.9987,5792,5,0
29,掠奪者任務,0.869,0.9755,6720,5,0
30,掠奪者任務,0.865,0.9459,7776,5,0
31,掠奪者任務,0.860,0.9974,5984,5,0
32,掠奪者任務,0.856,0.9981,5728,5,0
33,掠奪者任務,0.852,0.9899,6096,5,0
34,掠奪者任務,0.848,0.9779,6544,5,0
35,掠奪者任務,0.843,0.9660,6720,5,0
36,掠奪者任務,0.839,0.9589,6704,5,0
37,掠奪者任務,0.835,0.9881,6000,5,0
38,掠奪者任務,0.831,0.9364,8336,5,0
39,掠奪者任務,0.827,0.9818,6528,5,0
40,掠奪者任務,0.822,0.9520,7280,5,0
41,掠奪者任務,0.818,1.0000,7584,5,0
42,掠奪者任務,0.814,0.9643,7088,5,0
43,掠奪者任務,0.810,0.9402,8256,5,0
44,掠奪者任務,0.806,0.9991,5728,5,0
45,掠奪者任務,0.802,0.9743,6752,5,0
46,掠奪者任務,0.798,0.9579,7664,5,0
47,掠奪者任務,0.794,1.0000,6384,5,0
48,掠奪者任務,0.790,0.9463,8096,5,0
49,掠奪者任務,0.786,0.9705,7168,5,0
50,掠奪者任務,0.782,0.9425,7728,5,0
51,掠奪者任務,0.778,0.9871,6224,5,0
52,掠奪者任務,0.774,0.9456,7520,5,0
53,掠奪者任務,0.771,0.9920,6160,5,0
54,掠奪者任務,0.767,0.9686,6960,5,0
55,掠奪者任務,0.763,0.9891,6112,5,0
56,掠奪者任務,0.759,0.9734,6928,5,0
57,掠奪者任務,0.755,0.9591,7408,5,0
58,掠奪者任務,0.751,0.9979,5808,5,0
59,掠奪者任務,0.748,0.9919,5648,5,0
60,掠奪者任務,0.744,0.9716,7072,5,0
61,掠奪者任務,0.740,0.9633,7200,5,0
62,掠奪者任務,0.737,1.0000,5136,5,0
63,掠奪者任務,0.733,0.9904,6144,5,0
64,掠奪者任務,0.729,1.0000,5872,5,0
65,掠奪者任務,0.726,1.0000,8848,5,0
66,掠奪者任務,0.722,0.9591,7456,5,0
67,掠奪者任務,0.718,0.9966,5440,5,0
68,掠奪者任務,0.715,0.9820,6496,5,0
69,掠奪者任務,0.711,0.9981,5952,5,0
70,掠奪者任務,0.708,0.9254,8720,5,0
71,掠奪者任務,0.704,0.9757,6800,5,0
72,掠奪者任務,0.701,0.9818,5968,5,0
73,掠奪者任務,0.697,0.9933,5856,5,0
74,掠奪者任務,0.694,0.9608,7312,5,0
75,掠奪者任務,0.690,0.9831,6560,5,0
76,掠奪者任務,0.687,0.9384,8448,5,0
77,掠奪者任務,0.683,0.9820,6496,5,0
78,掠奪者任務,0.680,0.9617,7472,5,0
79,掠奪者任務,0.676,0.8837,10720,5,0
80,掠奪者任務,0.673,1.0000,8048,5,0
81,掠奪者任務,0.670,0.9758,6640,5,0
82,掠奪者任務,0.666,0.9937,5456,5,0
83,掠奪者任務,0.663,1.0000,6784,5,0
84,掠奪者任務,0.660,0.9761,6784,5,0
