Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,508,13440,1,13
2,掠奪者任務,0.990,2654,13456,3,12
3,掠奪者任務,0.980,7765,8256,5,10
4,掠奪者任務,0.970,-642,13504,0,11
5,掠奪者任務,0.961,7737,7440,5,8
6,掠奪者任務,0.951,9733,6416,5,6
7,掠奪者任務,0.941,-513,13520,0,13
8,掠奪者任務,0.932,-645,13456,0,10
9,掠奪者任務,0.923,-661,13520,0,11
10,掠奪者任務,0.914,2703,13440,0,1
11,掠奪者任務,0.904,9749,6288,5,7
12,掠奪者任務,0.895,7755,6912,5,7
13,掠奪者任務,0.886,8622,11216,5,10
14,掠奪者任務,0.878,2716,13504,3,7
15,掠奪者任務,0.869,-677,13488,0,12
16,掠奪者任務,0.860,9710,5360,5,2
17,掠奪者任務,0.851,516,13472,1,14
18,掠奪者任務,0.843,7735,6752,5,8
19,掠奪者任務,0.835,10721,6240,5,6
20,掠奪者任務,0.826,9714,6608,5,3
21,掠奪者任務,0.818,-805,12944,0,0
22,掠奪者任務,0.810,-881,13520,0,16
23,掠奪者任務,0.802,-594,13520,0,10
24,掠奪者任務,0.794,-784,13488,0,14
25,掠奪者任務,0.786,-739,13456,0,13
26,掠奪者任務,0.778,9693,4384,5,0
27,掠奪者任務,0.770,-800,13456,0,14
28,掠奪者任務,0.762,-577,3281,0,2
