Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,88,9184,5,13
2,掠奪者任務,0.990,-38,13440,2,19
3,掠奪者任務,0.980,115,6096,5,7
4,掠奪者任務,0.970,-70,13456,0,13
5,掠奪者任務,0.961,-71,13456,0,12
6,掠奪者任務,0.951,-67,13536,0,11
7,掠奪者任務,0.941,-69,13440,0,8
8,掠奪者任務,0.932,103,6064,5,7
9,掠奪者任務,0.923,94,6960,6,6
10,掠奪者任務,0.914,104,6016,5,3
11,掠奪者任務,0.904,-71,13440,0,12
12,掠奪者任務,0.895,104,5856,5,4
13,掠奪者任務,0.886,-27,13440,3,19
14,掠奪者任務,0.878,-71,13440,0,15
15,掠奪者任務,0.869,89,7760,5,9
16,掠奪者任務,0.860,84,8384,5,7
17,掠奪者任務,0.851,45,13088,5,7
18,掠奪者任務,0.843,-49,13472,2,11
19,掠奪者任務,0.835,-71,13488,0,21
20,掠奪者任務,0.826,99,6080,5,1
21,掠奪者任務,0.818,-61,13472,1,15
22,掠奪者任務,0.810,101,6080,6,6
23,掠奪者任務,0.802,-36,13440,0,0
24,掠奪者任務,0.794,94,7008,5,3
25,掠奪者任務,0.786,-30,13520,4,9
26,掠奪者任務,0.778,-61,13488,1,11
27,掠奪者任務,0.770,-88,13440,0,0
28,掠奪者任務,0.762,110,5488,5,4
29,掠奪者任務,0.755,78,9280,5,14
30,掠奪者任務,0.747,-69,13456,0,13
31,掠奪者任務,0.740,97,6512,5,7
32,掠奪者任務,0.732,100,6592,5,6
33,掠奪者任務,0.725,-70,13472,0,15
34,掠奪者任務,0.718,110,6688,5,6
35,掠奪者任務,0.711,109,5728,5,5
36,掠奪者任務,0.703,-67,13504,0,13
37,掠奪者任務,0.696,74,9616,5,16
38,掠奪者任務,0.689,94,7040,5,6
39,掠奪者任務,0.683,-45,13440,2,13
40,掠奪者任務,0.676,101,6288,5,6
41,掠奪者任務,0.669,-25,13440,3,7
42,掠奪者任務,0.662,-69,13520,0,15
43,掠奪者任務,0.656,78,8992,5,10
44,掠奪者任務,0.649,95,6976,5,9
45,掠奪者任務,0.643,110,5120,5,2
46,掠奪者任務,0.636,92,7200,5,9
47,掠奪者任務,0.630,103,7472,5,9
48,掠奪者任務,0.624,-40,13472,3,13
49,掠奪者任務,0.617,112,5136,5,2
50,掠奪者任務,0.611,101,6176,5,6
51,掠奪者任務,0.605,92,7104,5,5
52,掠奪者任務,0.599,-20,1137,0,0
