Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.9837,6352,5,0
2,掠奪者任務,0.995,0.9894,6144,5,0
3,掠奪者任務,0.990,0.9659,7216,5,0
4,掠奪者任務,0.985,0.9934,5920,5,0
5,掠奪者任務,0.980,0.9926,5840,5,0
6,掠奪者任務,0.975,0.9536,7632,5,0
7,掠奪者任務,0.970,0.9408,7984,5,0
8,掠奪者任務,0.966,0.9671,7008,5,0
9,掠奪者任務,0.961,0.9604,7376,5,0
10,掠奪者任務,0.956,1.0000,5488,5,0
11,掠奪者任務,0.951,1.0000,5440,5,0
12,掠奪者任務,0.946,0.9476,7904,5,0
13,掠奪者任務,0.942,0.9592,7360,5,0
14,掠奪者任務,0.937,0.9786,6560,5,0
15,掠奪者任務,0.932,0.9760,6608,5,0
16,掠奪者任務,0.928,0.9917,6016,5,0
17,掠奪者任務,0.923,0.9305,8400,5,0
18,掠奪者任務,0.918,1.0000,6400,5,0
19,掠奪者任務,0.914,0.9701,6848,5,0
20,掠奪者任務,0.909,0.9868,6304,5,0
21,掠奪者任務,0.905,0.9829,6208,5,0
22,掠奪者任務,0.900,0.9679,7040,5,0
23,掠奪者任務,0.896,0.9664,6992,5,0
24,掠奪者任務,0.891,0.9520,7616,5,0
25,掠奪者任務,0.887,0.9891,6000,5,0
26,掠奪者任務,0.882,0.9784,6768,5,0
27,掠奪者任務,0.878,0.9744,6816,5,0
28,掠奪者任務,0.873,1.0000,6976,5,0
29,掠奪者任務,0.869,0.9732,6688,5,0
30,掠奪者任務,0.865,0.9890,6160,5,0
31,掠奪者任務,0.860,0.9572,7360,5,0
32,掠奪者任務,0.856,0.9681,6960,5,0
33,掠奪者任務,0.852,0.9934,5984,5,0
34,掠奪者任務,0.848,0.9631,7232,5,0
35,掠奪者任務,0.843,0.9581,7632,5,0
36,掠奪者任務,0.839,0.9206,8688,5,0
37,掠奪者任務,0.835,0.9578,7536,5,0
38,掠奪者任務,0.831,0.9731,6848,5,0
39,掠奪者任務,0.827,1.0000,5120,5,0
40,掠奪者任務,0.822,0.9908,6080,5,0
41,掠奪者任務,0.818,0.9676,6960,5,0
42,掠奪者任務,0.814,0.9813,6528,5,0
43,掠奪者任務,0.810,0.9789,6656,5,0
44,掠奪者任務,0.806,0.9881,6176,5,0
45,掠奪者任務,0.802,0.9396,8352,5,0
46,掠奪者任務,0.798,0.9675,7056,5,0
47,掠奪者任務,0.794,1.0000,6416,5,0
48,掠奪者任務,0.790,0.9658,7088,5,0
49,掠奪者任務,0.786,0.9396,7184,5,0
50,掠奪者任務,0.782,0.9877,6240,5,0
51,掠奪者任務,0.778,0.9832,6352,5,0
52,掠奪者任務,0.774,0.9770,6608,5,0
53,掠奪者任務,0.771,0.9807,6352,5,0
54,掠奪者任務,0.767,0.9846,6288,5,0
55,掠奪者任務,0.763,0.9834,6656,5,0
56,掠奪者任務,0.759,1.0000,5616,5,0
57,掠奪者任務,0.755,0.9732,7024,5,0
58,掠奪者任務,0.751,0.9691,7120,5,0
59,掠奪者任務,0.748,0.9410,8176,5,0
60,掠奪者任務,0.744,0.9919,6144,5,0
61,掠奪者任務,0.740,0.9779,6544,5,0
62,掠奪者任務,0.737,0.9892,6016,5,0
63,掠奪者任務,0.733,0.9584,7216,5,0
64,掠奪者任務,0.729,0.9773,6752,5,0
65,掠奪者任務,0.726,0.9883,6304,5,0
66,掠奪者任務,0.722,0.9859,6320,5,0
67,掠奪者任務,0.718,1.0000,5360,5,0
68,掠奪者任務,0.715,1.0000,6848,5,0
69,掠奪者任務,0.711,0.9623,7088,5,0
70,掠奪者任務,0.708,0.9689,7104,5,0
71,掠奪者任務,0.704,0.9901,6000,5,0
72,掠奪者任務,0.701,0.9815,6384,5,0
73,掠奪者任務,0.697,0.9894,6256,5,0
74,掠奪者任務,0.694,0.9637,7472,5,0
75,掠奪者任務,0.690,0.9914,6096,5,0
76,掠奪者任務,0.687,0.9387,8368,5,0
77,掠奪者任務,0.683,1.0000,8128,5,0
78,掠奪者任務,0.680,1.0000,7712,5,0
79,掠奪者任務,0.676,0.9919,6368,5,0
80,掠奪者任務,0.673,0.9725,6720,5,0
81,掠奪者任務,0.670,0.9866,6288,5,0
82,掠奪者任務,0.666,0.9798,6640,5,0
83,掠奪者任務,0.663,0.9555,7392,5,0
84,掠奪者任務,0.660,0.9718,7088,5,0
85,掠奪者任務,0.656,0.9917,6128,5,0
86,掠奪者任務,0.653,0.9596,7408,5,0
87,掠奪者任務,0.650,0.9057,9712,5,0
88,掠奪者任務,0.647,0.9727,6800,5,0
89,掠奪者任務,0.643,0.9713,6864,5,0
90,掠奪者任務,0.640,0.9677,7136,5,0
