Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,1072,13440,0,42
2,掠奪者任務,0.995,7747,5088,5,2
3,掠奪者任務,0.990,1229,13440,0,42
4,掠奪者任務,0.985,1207,13440,0,40
5,掠奪者任務,0.980,6578,9456,5,20
6,掠奪者任務,0.975,1173,13440,0,41
7,掠奪者任務,0.970,6551,9472,5,20
8,掠奪者任務,0.966,1647,13440,1,34
9,掠奪者任務,0.961,1101,13440,1,22
10,掠奪者任務,0.956,1870,13440,2,28
11,掠奪者任務,0.951,6323,9088,5,15
12,掠奪者任務,0.946,847,13440,0,27
13,掠奪者任務,0.942,826,13440,0,33
14,掠奪者任務,0.937,6345,10768,5,19
15,掠奪者任務,0.932,1313,13440,1,28
16,掠奪者任務,0.928,6282,10752,5,16
17,掠奪者任務,0.923,1023,13440,0,37
18,掠奪者任務,0.918,6083,8112,5,6
19,掠奪者任務,0.914,1387,13440,1,28
20,掠奪者任務,0.909,1020,13440,0,37
21,掠奪者任務,0.905,6269,11440,5,15
22,掠奪者任務,0.900,477,13440,0,20
23,掠奪者任務,0.896,1496,13440,0,45
24,掠奪者任務,0.891,6193,8720,5,12
25,掠奪者任務,0.887,1869,13440,3,29
26,掠奪者任務,0.882,6836,10624,5,16
27,掠奪者任務,0.878,6390,8160,5,16
28,掠奪者任務,0.873,5797,7552,5,4
29,掠奪者任務,0.869,1096,13440,0,43
30,掠奪者任務,0.865,816,13440,0,27
31,掠奪者任務,0.860,525,13440,0,27
32,掠奪者任務,0.856,6179,8944,5,12
33,掠奪者任務,0.852,875,13440,0,28
34,掠奪者任務,0.848,1021,13440,0,37
35,掠奪者任務,0.843,1614,13440,1,34
36,掠奪者任務,0.839,1365,13440,0,38
37,掠奪者任務,0.835,6893,12528,5,27
38,掠奪者任務,0.831,1450,13440,0,39
39,掠奪者任務,0.827,467,13440,0,19
40,掠奪者任務,0.822,5787,8368,5,4
41,掠奪者任務,0.818,6362,9200,5,16
42,掠奪者任務,0.814,886,13440,0,37
43,掠奪者任務,0.810,2222,13440,0,1
44,掠奪者任務,0.806,1081,13440,1,21
45,掠奪者任務,0.802,2027,13440,1,41
46,掠奪者任務,0.798,1516,13440,1,28
47,掠奪者任務,0.794,611,13440,0,28
48,掠奪者任務,0.790,1122,13440,0,32
49,掠奪者任務,0.786,1215,13440,0,34
50,掠奪者任務,0.782,1067,13440,0,38
51,掠奪者任務,0.778,1580,13440,0,43
52,掠奪者任務,0.774,2324,13440,1,46
53,掠奪者任務,0.771,891,13440,0,40
54,掠奪者任務,0.767,2451,13440,2,39
55,掠奪者任務,0.763,3329,13440,4,36
56,掠奪者任務,0.759,1908,13440,0,55
57,掠奪者任務,0.755,1781,13440,3,25
58,掠奪者任務,0.751,1172,13440,0,42
59,掠奪者任務,0.748,1226,13440,0,36
60,掠奪者任務,0.744,2404,13440,4,25
61,掠奪者任務,0.740,1524,13440,1,30
62,掠奪者任務,0.737,1048,13440,0,39
63,掠奪者任務,0.733,1238,13440,0,40
64,掠奪者任務,0.729,2589,13440,4,37
65,掠奪者任務,0.726,6950,12560,5,28
66,掠奪者任務,0.722,1588,13440,0,48
67,掠奪者任務,0.718,1984,13440,0,56
68,掠奪者任務,0.715,733,13440,0,34
69,掠奪者任務,0.711,1204,13440,0,41
70,掠奪者任務,0.708,1127,13440,0,43
71,掠奪者任務,0.704,1082,13440,0,39
72,掠奪者任務,0.701,1066,13440,0,38
73,掠奪者任務,0.697,1435,13440,0,44
74,掠奪者任務,0.694,2291,13440,3,28
75,掠奪者任務,0.690,788,13440,0,32
76,掠奪者任務,0.687,1066,13440,0,38
