Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,0.9894,8560,5,13
2,掠奪者任務,0.995,-0.7163,13440,2,19
3,掠奪者任務,0.990,-0.2913,13440,3,13
4,掠奪者任務,0.985,0.9910,6688,5,10
5,掠奪者任務,0.980,-0.9705,13440,0,13
6,掠奪者任務,0.975,-0.7163,13440,2,15
7,掠奪者任務,0.970,-0.9051,13440,1,11
8,掠奪者任務,0.966,0.2913,13440,4,13
9,掠奪者任務,0.961,0.9881,9856,5,11
10,掠奪者任務,0.956,-0.9051,13440,1,14
11,掠奪者任務,0.951,-0.9705,13440,0,16
12,掠奪者任務,0.946,-0.9051,13440,1,22
13,掠奪者任務,0.942,0.9891,8864,5,14
14,掠奪者任務,0.937,0.2913,13440,4,17
15,掠奪者任務,0.932,-0.7163,13440,2,16
16,掠奪者任務,0.928,0.9879,10048,5,12
17,掠奪者任務,0.923,-0.7163,13440,2,18
18,掠奪者任務,0.918,0.9892,8752,5,11
19,掠奪者任務,0.914,-0.7163,13440,2,13
20,掠奪者任務,0.909,0.9875,10432,6,11
21,掠奪者任務,0.905,0.9910,6704,5,6
22,掠奪者任務,0.900,0.2913,13440,4,13
23,掠奪者任務,0.896,0.9899,7984,5,10
24,掠奪者任務,0.891,0.9907,7104,5,7
25,掠奪者任務,0.887,-0.2913,13440,3,13
26,掠奪者任務,0.882,-0.9051,13440,1,16
27,掠奪者任務,0.878,-0.9051,13440,1,23
28,掠奪者任務,0.873,-0.7163,13440,2,11
29,掠奪者任務,0.869,0.2913,13440,4,9
30,掠奪者任務,0.865,0.2913,13440,4,12
31,掠奪者任務,0.860,-0.9051,13440,1,4
32,掠奪者任務,0.856,0.9865,11312,5,13
33,掠奪者任務,0.852,-0.7163,13440,2,7
34,掠奪者任務,0.848,0.9896,8304,5,12
35,掠奪者任務,0.843,-0.2913,13440,3,14
36,掠奪者任務,0.839,-0.9051,13440,1,4
37,掠奪者任務,0.835,0.9919,5504,5,4
38,掠奪者任務,0.831,-0.7163,13440,2,13
39,掠奪者任務,0.827,0.9870,10848,5,7
40,掠奪者任務,0.822,0.9868,11024,5,13
41,掠奪者任務,0.818,-0.7163,13440,2,15
42,掠奪者任務,0.814,0.9892,8816,5,10
43,掠奪者任務,0.810,0.9883,9648,5,6
44,掠奪者任務,0.806,-0.9051,13440,1,13
45,掠奪者任務,0.802,-0.7163,13440,2,10
46,掠奪者任務,0.798,-0.9705,13440,0,21
47,掠奪者任務,0.794,-0.7163,13440,2,0
48,掠奪者任務,0.790,0.9906,7232,5,7
49,掠奪者任務,0.786,-0.9705,13440,0,13
50,掠奪者任務,0.782,0.9893,8640,6,5
51,掠奪者任務,0.778,-0.2913,13440,3,12
52,掠奪者任務,0.774,0.9905,7360,5,12
53,掠奪者任務,0.771,-0.9705,13440,0,12
54,掠奪者任務,0.767,0.2913,13440,4,9
55,掠奪者任務,0.763,0.9907,7136,5,6
56,掠奪者任務,0.759,-0.7163,13440,2,14
57,掠奪者任務,0.755,-0.9705,13440,0,12
58,掠奪者任務,0.751,0.9897,8240,5,2
59,掠奪者任務,0.748,0.2913,13440,4,12
60,掠奪者任務,0.744,0.9913,6320,5,5
61,掠奪者任務,0.740,-0.9051,13440,1,11
62,掠奪者任務,0.737,0.2913,13440,4,18
63,掠奪者任務,0.733,0.9906,7184,5,4
64,掠奪者任務,0.729,-0.7163,13440,2,16
65,掠奪者任務,0.726,0.9891,8864,5,9
66,掠奪者任務,0.722,0.9841,13168,5,17
67,掠奪者任務,0.718,0.9880,9984,5,11
68,掠奪者任務,0.715,-0.2913,13440,3,10
69,掠奪者任務,0.711,0.9870,10880,5,6
70,掠奪者任務,0.708,0.9882,9792,5,8
71,掠奪者任務,0.704,-0.2913,13440,3,14
72,掠奪者任務,0.701,-0.7163,13440,2,18
73,掠奪者任務,0.697,-0.7163,13440,2,14
74,掠奪者任務,0.694,-0.9051,13440,1,26
75,掠奪者任務,0.690,0.9911,6576,5,5
76,掠奪者任務,0.687,-0.9051,13440,1,21
77,掠奪者任務,0.683,-0.7163,13440,2,17
78,掠奪者任務,0.680,0.2913,13440,4,18
79,掠奪者任務,0.676,-0.9051,13440,1,13
80,掠奪者任務,0.673,-0.7163,13440,2,14
81,掠奪者任務,0.670,-0.7163,13440,2,14
82,掠奪者任務,0.666,0.2913,13440,4,14
83,掠奪者任務,0.663,0.9898,8128,5,5
84,掠奪者任務,0.660,0.9920,5456,5,2
85,掠奪者任務,0.656,-0.9051,13440,1,16
86,掠奪者任務,0.653,-0.9705,13440,0,14
87,掠奪者任務,0.650,-0.9051,13440,1,14
88,掠奪者任務,0.647,0.9850,12448,5,11
89,掠奪者任務,0.643,0.9879,10080,5,14
90,掠奪者任務,0.640,-0.7163,13440,2,17
91,掠奪者任務,0.637,0.9900,7936,5,6
92,掠奪者任務,0.634,0.9912,6528,5,7
93,掠奪者任務,0.631,0.9864,11408,5,17
94,掠奪者任務,0.627,-0.7163,13440,2,10
95,掠奪者任務,0.624,0.9905,7328,5,3
96,掠奪者任務,0.621,0.9890,8960,5,13
97,掠奪者任務,0.618,0.9897,8272,5,6
98,掠奪者任務,0.615,-0.7163,13440,2,16
99,掠奪者任務,0.612,-0.9705,13440,0,16
100,掠奪者任務,0.609,0.9910,6672,5,4
101,掠奪者任務,0.606,0.9902,7648,5,2
