Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-0.9705,13440,0,8
2,掠奪者任務,0.998,-0.9051,13440,1,19
3,掠奪者任務,0.996,-0.9705,13440,0,7
4,掠奪者任務,0.994,0.2913,13440,4,17
5,掠奪者任務,0.992,0.9866,11200,5,16
6,掠奪者任務,0.990,-0.9705,13440,0,10
7,掠奪者任務,0.988,-0.9051,13440,1,1
8,掠奪者任務,0.986,0.9851,12400,5,14
9,掠奪者任務,0.984,0.9879,10064,5,12
10,掠奪者任務,0.982,0.9844,12944,5,14
11,掠奪者任務,0.980,-0.9705,13440,0,12
12,掠奪者任務,0.978,0.2913,13440,4,12
13,掠奪者任務,0.976,0.9852,12304,5,11
14,掠奪者任務,0.974,-0.9051,13440,1,4
15,掠奪者任務,0.972,0.2913,13440,4,19
16,掠奪者任務,0.970,0.9843,13008,5,13
17,掠奪者任務,0.968,-0.9705,13440,0,4
18,掠奪者任務,0.967,0.9861,11616,5,17
19,掠奪者任務,0.965,-0.7163,13440,2,10
20,掠奪者任務,0.963,-0.9705,13440,0,1
21,掠奪者任務,0.961,-0.9705,13440,0,3
22,掠奪者任務,0.959,-0.9705,13440,0,17
23,掠奪者任務,0.957,0.9863,11488,5,14
24,掠奪者任務,0.955,0.9844,12960,5,17
25,掠奪者任務,0.953,0.9883,9712,5,14
26,掠奪者任務,0.951,0.9854,12208,5,7
27,掠奪者任務,0.949,0.9877,10256,5,10
28,掠奪者任務,0.947,-0.9705,1665,0,0
