Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-730,13440,0,12
2,掠奪者任務,0.990,-667,13440,0,11
3,掠奪者任務,0.980,577,13440,1,11
4,掠奪者任務,0.970,9666,6016,5,4
5,掠奪者任務,0.961,2568,13440,4,8
6,掠奪者任務,0.951,1427,13440,2,12
7,掠奪者任務,0.941,9477,6336,5,5
8,掠奪者任務,0.932,-768,13440,0,13
9,掠奪者任務,0.923,8173,8928,5,10
10,掠奪者任務,0.914,-641,13440,0,16
11,掠奪者任務,0.904,8988,7616,5,8
12,掠奪者任務,0.895,-716,13440,0,12
13,掠奪者任務,0.886,3372,13440,4,7
14,掠奪者任務,0.878,-666,13440,0,10
15,掠奪者任務,0.869,9153,7264,5,9
16,掠奪者任務,0.860,-714,13440,0,11
17,掠奪者任務,0.851,9611,7968,5,7
18,掠奪者任務,0.843,10141,6816,6,4
19,掠奪者任務,0.835,9762,5984,5,6
20,掠奪者任務,0.826,9654,6080,5,4
21,掠奪者任務,0.818,583,13440,1,11
22,掠奪者任務,0.810,-475,13440,0,12
23,掠奪者任務,0.802,9307,7072,5,8
24,掠奪者任務,0.794,2384,13440,4,8
25,掠奪者任務,0.786,9191,7008,5,6
26,掠奪者任務,0.778,2505,13440,3,10
27,掠奪者任務,0.770,610,13440,1,11
28,掠奪者任務,0.762,2507,13440,3,8
29,掠奪者任務,0.755,-497,13440,0,13
30,掠奪者任務,0.747,9022,7296,5,4
31,掠奪者任務,0.740,3401,13440,4,8
32,掠奪者任務,0.732,9814,5664,5,1
33,掠奪者任務,0.725,-870,13440,0,15
34,掠奪者任務,0.718,9751,5824,5,2
35,掠奪者任務,0.711,-818,13440,0,14
36,掠奪者任務,0.703,-726,13440,0,12
37,掠奪者任務,0.696,9859,5696,5,2
38,掠奪者任務,0.689,9372,4960,5,2
39,掠奪者任務,0.683,547,13440,1,9
41,掠奪者任務,0.669,2313,13440,2,10
42,掠奪者任務,0.662,9948,7264,5,5
43,掠奪者任務,0.656,3277,13440,4,5
44,掠奪者任務,0.649,2465,13440,3,4
45,掠奪者任務,0.643,8741,10144,5,9
46,掠奪者任務,0.636,1359,13440,2,11
47,掠奪者任務,0.630,8799,7872,5,7
48,掠奪者任務,0.624,-811,13440,0,12
49,掠奪者任務,0.617,-517,13440,0,15
50,掠奪者任務,0.611,-351,13440,0,9
51,掠奪者任務,0.605,2492,13440,3,8
52,掠奪者任務,0.599,351,13440,1,14
53,掠奪者任務,0.593,9762,5824,5,4
54,掠奪者任務,0.587,-706,13440,0,12
55,掠奪者任務,0.581,2507,13440,4,8
56,掠奪者任務,0.575,9123,7328,5,7
57,掠奪者任務,0.570,2608,13440,4,10
58,掠奪者任務,0.564,-426,13440,0,12
59,掠奪者任務,0.558,9733,5984,5,6
60,掠奪者任務,0.553,9629,6272,6,2
61,掠奪者任務,0.547,9555,6368,5,3
62,掠奪者任務,0.542,9912,5536,5,2
63,掠奪者任務,0.536,9422,6432,5,2
64,掠奪者任務,0.531,9918,5600,5,2
65,掠奪者任務,0.526,8822,7616,5,5
66,掠奪者任務,0.520,-417,13440,0,12
67,掠奪者任務,0.515,3535,13440,4,8
68,掠奪者任務,0.510,8024,9216,5,4
69,掠奪者任務,0.505,9820,5824,5,3
70,掠奪者任務,0.500,9372,6560,5,2
71,掠奪者任務,0.495,-505,13440,0,14
72,掠奪者任務,0.490,-723,13440,0,12
73,掠奪者任務,0.485,-723,13440,0,12
74,掠奪者任務,0.480,9349,6560,5,3
75,掠奪者任務,0.475,9986,5504,5,1
76,掠奪者任務,0.471,9246,6912,5,5
77,掠奪者任務,0.466,10039,5216,5,0
78,掠奪者任務,0.461,585,13440,1,9
79,掠奪者任務,0.457,9687,6080,5,2
80,掠奪者任務,0.452,10276,6560,6,5
81,掠奪者任務,0.448,-589,13440,0,10
82,掠奪者任務,0.443,9117,7104,5,2
83,掠奪者任務,0.439,10235,4992,5,2
84,掠奪者任務,0.434,8603,8192,5,8
85,掠奪者任務,0.430,-480,13440,0,11
86,掠奪者任務,0.426,10081,5312,5,1
87,掠奪者任務,0.421,644,13440,1,8
88,掠奪者任務,0.417,8799,7776,5,6
89,掠奪者任務,0.413,-809,13440,0,14
90,掠奪者任務,0.409,-513,13440,0,15
92,掠奪者任務,0.401,-570,13440,0,14
93,掠奪者任務,0.397,10408,6144,5,3
94,掠奪者任務,0.393,9867,5664,5,2
95,掠奪者任務,0.389,9920,5696,5,5
96,掠奪者任務,0.385,-631,13440,0,10
97,掠奪者任務,0.381,-659,13440,0,10
98,掠奪者任務,0.377,10254,4832,5,0
99,掠奪者任務,0.373,9396,6624,5,5
100,掠奪者任務,0.370,9973,5504,5,3
101,掠奪者任務,0.366,10014,5376,5,2
102,掠奪者任務,0.362,-1139,13440,0,21
103,掠奪者任務,0.359,9772,5792,5,3
104,掠奪者任務,0.355,2393,13440,3,7
