Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,1.0000,5824,5,0
2,掠奪者任務,0.995,1.0000,6432,5,0
3,掠奪者任務,0.990,1.0000,6816,5,0
4,掠奪者任務,0.985,1.0000,8192,5,0
5,掠奪者任務,0.980,1.0000,6160,5,0
6,掠奪者任務,0.975,1.0000,9808,5,0
7,掠奪者任務,0.970,1.0000,6480,5,0
8,掠奪者任務,0.966,1.0000,7312,5,0
9,掠奪者任務,0.961,1.0000,5952,5,0
10,掠奪者任務,0.956,1.0000,5280,5,0
11,掠奪者任務,0.951,1.0000,6560,5,0
12,掠奪者任務,0.946,1.0000,5664,5,0
13,掠奪者任務,0.942,1.0000,7760,5,0
14,掠奪者任務,0.937,1.0000,6896,5,0
15,掠奪者任務,0.932,1.0000,6032,5,0
16,掠奪者任務,0.928,1.0000,6320,5,0
17,掠奪者任務,0.923,1.0000,7296,5,0
18,掠奪者任務,0.918,1.0000,5824,5,0
19,掠奪者任務,0.914,1.0000,7488,5,0
20,掠奪者任務,0.909,1.0000,6128,5,0
21,掠奪者任務,0.905,1.0000,6000,5,0
22,掠奪者任務,0.900,1.0000,6080,5,0
23,掠奪者任務,0.896,1.0000,6992,5,0
24,掠奪者任務,0.891,1.0000,6592,5,0
