Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,94
32.0,0,0,12,0,0,14,14
48.0,0,0,12,0,0,45,86
64.0,0,0,12,0,0,44,80
80.0,0,0,12,0,0,45,99
96.0,0,0,12,0,0,44,39
112.0,0,0,12,0,0,45,16
128.0,5,0,12,0,0,44,60
144.0,10,0,12,0,0,45,78
160.0,30,0,12,0,0,44,54
176.0,45,0,12,0,0,45,94
192.0,50,0,12,0,0,44,52
208.0,5,0,12,0,0,14,81
224.0,10,0,12,0,0,45,74
240.0,15,0,12,0,0,44,69
256.0,15,0,12,0,0,45,50
272.0,30,0,12,0,0,44,96
288.0,45,0,13,0,0,45,53
304.0,55,0,13,0,0,44,77
320.0,15,0,13,0,0,14,69
336.0,20,0,13,0,0,45,32
352.0,20,0,13,0,0,44,95
368.0,25,0,13,0,0,45,49
384.0,35,0,13,0,0,44,84
400.0,55,0,13,0,0,45,38
416.0,10,0,13,0,0,14,50
432.0,20,0,13,0,0,45,29
448.0,30,0,13,0,0,44,33
464.0,30,0,13,0,0,45,38
480.0,40,0,13,0,0,44,82
496.0,45,0,13,0,0,45,7
512.0,50,0,13,0,0,44,92
528.0,15,0,13,0,0,14,17
544.0,25,0,13,0,0,45,64
560.0,35,0,14,0,0,44,100
576.0,40,0,14,0,0,45,100
592.0,50,0,14,0,0,44,2
608.0,55,0,14,0,0,45,94
624.0,55,0,14,0,0,44,22
640.0,75,0,14,0,0,45,61
656.0,80,0,14,0,0,11,65
672.0,15,0,14,0,0,11,36
688.0,25,0,14,0,0,45,3
704.0,35,0,14,0,0,44,52
720.0,45,0,14,0,0,45,75
736.0,45,0,14,0,0,42,30
752.0,55,0,14,0,0,42,47
768.0,65,0,14,0,0,45,93
784.0,75,0,14,0,0,42,62
800.0,90,0,14,0,0,45,48
816.0,90,0,14,0,0,42,1
832.0,100,0,15,0,0,45,60
848.0,5,0,15,0,0,1,64
864.0,15,0,15,0,0,45,71
880.0,15,0,15,0,0,44,16
896.0,30,0,15,0,0,45,88
912.0,35,0,15,0,0,44,35
928.0,45,0,15,0,0,45,62
944.0,55,0,15,0,0,44,65
960.0,60,0,15,0,0,45,36
976.0,65,0,15,0,0,44,44
992.0,75,0,15,0,0,45,82
1008.0,80,0,15,0,0,44,56
1024.0,85,0,15,0,0,45,73
1040.0,100,0,15,0,0,44,8
1056.0,110,0,15,0,0,1,66
1072.0,120,0,15,0,0,1,61
1088.0,120,0,15,0,0,45,65
1104.0,140,0,15,0,0,1,12
1120.0,140,0,15,0,0,1,12
1136.0,40,0,15,0,0,45,96
1152.0,50,0,15,0,0,44,25
1168.0,70,0,15,0,0,45,44
1184.0,80,0,15,0,0,44,42
1200.0,80,0,15,0,0,45,9
1216.0,85,0,15,0,0,44,25
1232.0,95,0,15,0,0,45,26
1248.0,95,0,15,0,0,44,88
1264.0,105,4,15,0,0,45,39
1280.0,120,4,15,0,0,1,80
1296.0,25,4,15,0,0,45,36
1312.0,30,8,15,0,0,44,53
1328.0,35,8,15,0,0,45,78
1344.0,40,8,15,0,0,44,43
1360.0,45,12,15,0,0,45,59
1376.0,55,12,15,0,0,44,36
1392.0,60,16,15,0,0,45,53
1408.0,25,16,15,0,0,14,48
1424.0,25,16,15,0,0,41,77
1440.0,35,20,15,0,0,45,12
1456.0,35,20,15,0,0,44,85
1472.0,45,20,15,0,0,45,22
1488.0,55,24,15,0,0,44,14
1504.0,10,24,15,0,0,14,88
1520.0,20,24,15,0,0,45,43
1536.0,25,28,15,0,0,44,69
1552.0,35,28,15,0,0,45,58
