Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,15
32.0,0,0,12,0,0,14,15
48.0,0,0,12,0,0,45,96
64.0,0,0,12,0,0,44,4
80.0,0,0,12,0,0,45,15
96.0,0,0,12,0,0,44,59
112.0,0,0,12,0,0,45,15
128.0,5,0,12,0,0,44,15
144.0,10,0,12,0,0,45,52
160.0,30,0,12,0,0,44,15
176.0,45,0,12,0,0,45,26
192.0,55,0,12,0,0,44,38
208.0,55,0,12,0,0,45,6
224.0,10,0,12,0,0,14,15
240.0,15,0,12,0,0,45,58
256.0,15,0,12,0,0,44,3
272.0,30,0,12,0,0,45,80
288.0,45,0,13,0,0,44,3
304.0,55,0,13,0,0,45,15
320.0,15,0,13,0,0,14,15
336.0,20,0,13,0,0,45,73
352.0,20,0,13,0,0,44,15
368.0,25,0,13,0,0,45,15
384.0,30,0,13,0,0,44,77
400.0,50,0,13,0,0,45,24
416.0,10,0,13,0,0,14,38
432.0,20,0,13,0,0,45,15
448.0,25,0,13,0,0,44,15
464.0,30,0,13,0,0,45,12
480.0,45,0,13,0,0,44,15
496.0,50,0,13,0,0,45,15
512.0,5,0,13,0,0,14,87
528.0,20,0,13,0,0,45,73
544.0,30,0,13,0,0,44,31
560.0,40,0,14,0,0,45,15
576.0,40,0,14,0,0,44,66
592.0,60,0,14,0,0,45,13
608.0,65,0,14,0,0,44,51
624.0,65,0,14,0,0,45,82
640.0,70,0,14,0,0,44,15
656.0,90,0,14,0,0,45,75
672.0,100,0,14,0,0,11,15
688.0,35,0,14,0,0,45,15
704.0,45,0,14,0,0,44,15
720.0,50,0,14,0,0,45,4
736.0,50,0,14,0,0,44,15
752.0,60,0,14,0,0,45,15
768.0,70,0,14,0,0,42,15
784.0,75,0,14,0,0,42,60
800.0,100,0,14,0,0,45,84
816.0,100,0,14,0,0,42,15
832.0,105,0,15,0,0,42,4
848.0,115,0,15,0,0,42,15
864.0,125,0,15,0,0,45,84
880.0,125,0,15,0,0,1,100
896.0,130,0,15,0,0,45,38
912.0,145,0,15,0,0,1,87
928.0,55,0,15,0,0,1,24
944.0,60,0,15,0,0,45,15
960.0,65,0,15,0,0,44,15
976.0,75,0,15,0,0,45,15
992.0,85,0,15,0,0,44,15
1008.0,90,0,15,0,0,45,15
1024.0,95,0,15,0,0,44,96
1040.0,105,0,15,0,0,45,67
1056.0,110,0,15,0,0,1,70
1072.0,20,0,15,0,0,1,4
1088.0,25,0,15,0,0,45,15
1104.0,35,0,15,0,0,44,14
1120.0,45,0,15,0,0,45,9
1136.0,50,0,15,0,0,44,50
1152.0,55,0,15,0,0,45,15
1168.0,60,0,15,0,0,44,15
1184.0,70,0,15,0,0,45,15
1200.0,70,0,15,0,0,44,3
1216.0,75,0,15,0,0,45,15
1232.0,90,0,15,0,0,44,11
1248.0,95,0,15,0,0,45,46
1264.0,100,0,15,0,0,44,15
1280.0,110,0,15,0,0,1,15
1296.0,10,0,15,0,0,1,15
1312.0,20,4,15,0,0,45,15
1328.0,25,4,15,0,0,44,93
1344.0,35,8,15,0,0,45,15
