Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,9749,5616,5,6
2,掠奪者任務,0.990,-943,13472,0,17
3,掠奪者任務,0.980,3652,13504,2,9
4,掠奪者任務,0.970,2684,13456,4,8
5,掠奪者任務,0.961,696,13440,1,9
6,掠奪者任務,0.951,9703,6064,5,2
7,掠奪者任務,0.941,-690,13520,0,18
8,掠奪者任務,0.932,590,13536,1,12
9,掠奪者任務,0.923,7727,6848,5,7
10,掠奪者任務,0.914,-633,13536,0,12
11,掠奪者任務,0.904,-793,13488,0,15
12,掠奪者任務,0.895,-664,13504,0,12
13,掠奪者任務,0.886,-588,13536,0,6
14,掠奪者任務,0.878,7707,6976,5,4
15,掠奪者任務,0.869,-681,13488,0,12
16,掠奪者任務,0.860,9685,5472,5,0
17,掠奪者任務,0.851,8650,9488,6,12
18,掠奪者任務,0.843,7667,9152,5,11
19,掠奪者任務,0.835,2676,13504,3,8
20,掠奪者任務,0.826,3699,13440,4,8
21,掠奪者任務,0.818,-650,13440,0,11
22,掠奪者任務,0.810,3690,13520,4,6
23,掠奪者任務,0.802,2687,13440,3,7
24,掠奪者任務,0.794,8721,5872,5,2
25,掠奪者任務,0.786,3700,13472,4,10
26,掠奪者任務,0.778,-756,13440,0,13
27,掠奪者任務,0.770,9721,5632,5,4
28,掠奪者任務,0.762,428,13488,1,15
29,掠奪者任務,0.755,9747,6160,5,6
30,掠奪者任務,0.747,8728,6208,5,5
31,掠奪者任務,0.740,-757,13440,0,10
32,掠奪者任務,0.732,9731,6384,5,4
33,掠奪者任務,0.725,7746,7808,5,8
34,掠奪者任務,0.718,7731,7072,5,6
35,掠奪者任務,0.711,9735,6176,5,6
36,掠奪者任務,0.703,2553,13456,4,12
37,掠奪者任務,0.696,9750,6080,5,6
38,掠奪者任務,0.689,-886,13440,0,17
39,掠奪者任務,0.683,7770,8352,5,10
40,掠奪者任務,0.676,9734,5696,5,4
41,掠奪者任務,0.669,-394,13456,0,14
42,掠奪者任務,0.662,10704,5872,5,2
43,掠奪者任務,0.656,9714,5232,5,2
44,掠奪者任務,0.649,-752,13456,0,14
45,掠奪者任務,0.643,9696,5056,5,0
46,掠奪者任務,0.636,9713,5264,5,2
47,掠奪者任務,0.630,-730,13472,0,13
48,掠奪者任務,0.624,-755,13440,0,13
49,掠奪者任務,0.617,7726,7040,5,6
50,掠奪者任務,0.611,6770,7168,5,9
51,掠奪者任務,0.605,9719,5584,6,3
52,掠奪者任務,0.599,8530,8928,5,14
53,掠奪者任務,0.593,2689,13536,2,9
54,掠奪者任務,0.587,9725,5520,6,3
55,掠奪者任務,0.581,9707,4272,5,1
