Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,552,13488,1,13
2,掠奪者任務,0.990,9737,5792,5,5
3,掠奪者任務,0.980,-952,13440,0,9
4,掠奪者任務,0.970,8745,8000,5,8
5,掠奪者任務,0.961,9738,5520,5,5
6,掠奪者任務,0.951,-1007,13456,0,19
7,掠奪者任務,0.941,1695,13520,2,10
8,掠奪者任務,0.932,9729,5696,5,4
9,掠奪者任務,0.923,7738,6976,5,6
10,掠奪者任務,0.914,8751,7136,6,8
11,掠奪者任務,0.904,2668,13456,4,7
12,掠奪者任務,0.895,-803,13472,0,12
13,掠奪者任務,0.886,2655,13440,3,10
14,掠奪者任務,0.878,7731,8048,5,6
15,掠奪者任務,0.869,9712,5472,5,2
16,掠奪者任務,0.860,7767,7280,5,9
17,掠奪者任務,0.851,9707,5792,5,2
18,掠奪者任務,0.843,315,13488,1,18
19,掠奪者任務,0.835,-981,13440,0,18
20,掠奪者任務,0.826,2545,13472,3,13
21,掠奪者任務,0.818,-700,13440,0,12
22,掠奪者任務,0.810,2664,13504,3,11
23,掠奪者任務,0.802,1466,13520,2,14
24,掠奪者任務,0.794,-1029,13488,0,18
25,掠奪者任務,0.786,-660,18640,0,4
26,掠奪者任務,0.778,2458,13536,3,15
27,掠奪者任務,0.770,-921,865,0,0
