Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-707,13520,0,12
2,掠奪者任務,0.990,-1291,13488,0,23
3,掠奪者任務,0.980,3042,13520,4,15
4,掠奪者任務,0.970,-854,13440,0,15
5,掠奪者任務,0.961,-955,13440,0,17
6,掠奪者任務,0.951,9458,6592,5,5
7,掠奪者任務,0.941,17,13536,1,19
8,掠奪者任務,0.932,265,13472,1,16
9,掠奪者任務,0.923,452,13520,1,13
10,掠奪者任務,0.914,9587,6304,5,7
11,掠奪者任務,0.904,2900,13488,2,8
12,掠奪者任務,0.895,9169,7040,5,2
13,掠奪者任務,0.886,9342,6864,5,9
14,掠奪者任務,0.878,-290,13456,0,9
15,掠奪者任務,0.869,9075,7200,5,6
16,掠奪者任務,0.860,2617,13504,4,7
17,掠奪者任務,0.851,-759,13472,0,13
18,掠奪者任務,0.843,509,13456,1,9
19,掠奪者任務,0.835,1505,13456,2,13
20,掠奪者任務,0.826,-789,13456,0,14
21,掠奪者任務,0.818,-930,13488,0,17
22,掠奪者任務,0.810,-1038,13456,0,20
23,掠奪者任務,0.802,-790,13456,0,11
24,掠奪者任務,0.794,-793,13472,0,14
25,掠奪者任務,0.786,406,13536,1,14
26,掠奪者任務,0.778,-904,13520,0,16
27,掠奪者任務,0.770,9083,7488,5,8
28,掠奪者任務,0.762,9040,7584,5,8
29,掠奪者任務,0.755,-683,13520,0,12
30,掠奪者任務,0.747,9740,5952,5,3
31,掠奪者任務,0.740,1336,13536,2,13
32,掠奪者任務,0.732,-701,13536,0,12
33,掠奪者任務,0.725,9389,6640,5,5
34,掠奪者任務,0.718,9159,7312,5,8
35,掠奪者任務,0.711,570,13488,1,11
36,掠奪者任務,0.703,-959,13504,0,17
37,掠奪者任務,0.696,9643,6144,5,3
38,掠奪者任務,0.689,9618,6336,5,7
39,掠奪者任務,0.683,8761,8000,5,8
40,掠奪者任務,0.676,-697,13504,0,12
41,掠奪者任務,0.669,-615,13472,0,7
42,掠奪者任務,0.662,9534,6512,5,8
43,掠奪者任務,0.656,2435,13536,4,13
44,掠奪者任務,0.649,9828,5824,5,2
45,掠奪者任務,0.643,-853,13504,0,14
46,掠奪者任務,0.636,2768,13488,4,9
47,掠奪者任務,0.630,-671,13440,0,11
48,掠奪者任務,0.624,-791,13440,0,15
49,掠奪者任務,0.617,9670,6192,5,7
50,掠奪者任務,0.611,8697,7936,5,5
51,掠奪者任務,0.605,-783,13472,0,3
52,掠奪者任務,0.599,-650,13440,0,10
53,掠奪者任務,0.593,-651,13536,0,10
54,掠奪者任務,0.587,9161,7088,5,11
55,掠奪者任務,0.581,-493,13440,0,13
56,掠奪者任務,0.575,2629,13520,3,9
57,掠奪者任務,0.570,9458,6512,5,4
58,掠奪者任務,0.564,9397,6576,5,4
59,掠奪者任務,0.558,9832,5760,6,1
60,掠奪者任務,0.553,-653,13440,0,11
61,掠奪者任務,0.547,-334,13440,0,10
62,掠奪者任務,0.542,9068,7552,5,6
63,掠奪者任務,0.536,9699,6064,5,4
64,掠奪者任務,0.531,9897,5520,5,0
65,掠奪者任務,0.526,9976,7248,5,3
66,掠奪者任務,0.520,-804,13536,0,14
67,掠奪者任務,0.515,-781,13456,0,14
68,掠奪者任務,0.510,7067,11040,5,13
69,掠奪者任務,0.505,-743,13520,0,13
70,掠奪者任務,0.500,1796,13504,2,14
71,掠奪者任務,0.495,9521,6464,6,6
72,掠奪者任務,0.490,10257,5008,5,2
73,掠奪者任務,0.485,2609,13440,4,11
74,掠奪者任務,0.480,9708,6176,5,2
75,掠奪者任務,0.475,-985,13488,0,19
76,掠奪者任務,0.471,8662,8240,5,8
77,掠奪者任務,0.466,10020,5376,5,2
78,掠奪者任務,0.461,10142,6752,5,6
79,掠奪者任務,0.457,1252,13440,2,16
80,掠奪者任務,0.452,10135,5152,5,0
81,掠奪者任務,0.448,2328,13536,3,9
82,掠奪者任務,0.443,-578,13456,0,10
83,掠奪者任務,0.439,9013,7440,5,4
84,掠奪者任務,0.434,9748,5952,5,4
85,掠奪者任務,0.430,8435,8496,5,6
86,掠奪者任務,0.426,9173,8512,5,3
87,掠奪者任務,0.421,-646,13456,0,11
88,掠奪者任務,0.417,8154,9296,5,5
89,掠奪者任務,0.413,8761,6320,5,6
90,掠奪者任務,0.409,9747,5824,5,2
91,掠奪者任務,0.405,9982,7040,6,5
92,掠奪者任務,0.401,10143,5136,5,0
93,掠奪者任務,0.397,9172,6896,5,1
94,掠奪者任務,0.393,10003,7008,5,1
95,掠奪者任務,0.389,3112,13456,4,5
96,掠奪者任務,0.385,3130,13440,4,12
97,掠奪者任務,0.381,9145,7136,5,1
98,掠奪者任務,0.377,-676,13488,0,12
99,掠奪者任務,0.373,-705,13440,0,12
100,掠奪者任務,0.370,2274,13440,1,11
101,掠奪者任務,0.366,8032,9552,5,11
102,掠奪者任務,0.362,9723,6016,5,1
103,掠奪者任務,0.359,1340,13504,3,13
104,掠奪者任務,0.355,-681,13440,0,11
105,掠奪者任務,0.352,-644,13488,0,10
106,掠奪者任務,0.348,10022,5408,5,1
107,掠奪者任務,0.345,2430,13488,3,14
108,掠奪者任務,0.341,10019,5296,5,2
109,掠奪者任務,0.338,1371,13440,2,12
110,掠奪者任務,0.334,8839,7760,5,4
111,掠奪者任務,0.331,8831,7600,5,3
112,掠奪者任務,0.328,-846,13456,0,16
113,掠奪者任務,0.324,1547,13472,2,10
114,掠奪者任務,0.321,8827,7872,5,10
115,掠奪者任務,0.318,10357,4736,5,0
116,掠奪者任務,0.315,-634,13504,0,11
117,掠奪者任務,0.312,3264,13456,4,6
118,掠奪者任務,0.309,2113,13440,4,5
119,掠奪者任務,0.305,-807,13440,0,14
120,掠奪者任務,0.302,10135,5248,5,1
121,掠奪者任務,0.299,9330,6864,5,7
122,掠奪者任務,0.296,9609,6144,5,0
123,掠奪者任務,0.293,9098,7200,5,2
