Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-805,13504,0,14
2,掠奪者任務,0.995,1594,13456,2,12
3,掠奪者任務,0.990,2691,13536,4,9
4,掠奪者任務,0.985,9728,6464,5,6
5,掠奪者任務,0.980,-453,13456,0,14
6,掠奪者任務,0.975,2684,13520,4,8
7,掠奪者任務,0.970,7751,6784,5,7
8,掠奪者任務,0.966,-945,13456,0,17
9,掠奪者任務,0.961,9706,6320,5,2
10,掠奪者任務,0.956,-769,13488,0,13
11,掠奪者任務,0.951,-761,13520,0,13
12,掠奪者任務,0.946,9712,5760,5,3
13,掠奪者任務,0.942,-745,13488,0,13
14,掠奪者任務,0.937,7731,6944,5,4
15,掠奪者任務,0.932,-525,13472,0,14
16,掠奪者任務,0.928,8706,6960,6,3
17,掠奪者任務,0.923,2697,13456,4,8
18,掠奪者任務,0.918,660,13456,1,11
19,掠奪者任務,0.914,125,13440,1,20
20,掠奪者任務,0.909,-745,13520,0,13
21,掠奪者任務,0.905,-501,13488,0,14
22,掠奪者任務,0.900,8705,5024,5,2
23,掠奪者任務,0.896,562,13472,1,12
24,掠奪者任務,0.891,-847,13504,0,15
25,掠奪者任務,0.887,-612,13504,0,17
26,掠奪者任務,0.882,-781,13536,0,15
27,掠奪者任務,0.878,8733,10336,5,9
28,掠奪者任務,0.873,9708,5360,5,2
29,掠奪者任務,0.869,7747,7088,5,8
30,掠奪者任務,0.865,-688,13456,0,12
31,掠奪者任務,0.860,3694,13488,4,9
32,掠奪者任務,0.856,2680,13456,3,8
33,掠奪者任務,0.852,9737,6640,5,7
34,掠奪者任務,0.848,-653,13472,0,0
35,掠奪者任務,0.843,-539,13504,0,14
36,掠奪者任務,0.839,3643,13488,4,5
37,掠奪者任務,0.835,8729,6640,5,4
38,掠奪者任務,0.831,2332,13472,3,16
39,掠奪者任務,0.827,1638,13440,2,10
40,掠奪者任務,0.822,2589,13536,4,12
41,掠奪者任務,0.818,7775,7104,5,10
42,掠奪者任務,0.814,2656,13456,2,10
43,掠奪者任務,0.810,-683,13520,0,12
44,掠奪者任務,0.806,689,13440,1,8
45,掠奪者任務,0.802,-753,13488,0,13
46,掠奪者任務,0.798,-906,13488,0,18
47,掠奪者任務,0.794,7738,7920,5,7
48,掠奪者任務,0.790,9715,4880,5,1
49,掠奪者任務,0.786,9738,5472,5,4
50,掠奪者任務,0.782,1508,13456,2,14
51,掠奪者任務,0.778,7713,10512,5,7
52,掠奪者任務,0.774,1500,13520,2,14
53,掠奪者任務,0.771,-896,13536,0,15
54,掠奪者任務,0.767,-857,13440,0,15
55,掠奪者任務,0.763,7760,6992,6,9
56,掠奪者任務,0.759,2451,13520,3,15
57,掠奪者任務,0.755,547,13488,1,13
58,掠奪者任務,0.751,9738,6016,5,5
59,掠奪者任務,0.748,-579,13504,0,15
60,掠奪者任務,0.744,267,13440,1,19
61,掠奪者任務,0.740,7740,7008,5,7
62,掠奪者任務,0.737,7746,7680,5,9
63,掠奪者任務,0.733,10741,6640,6,6
64,掠奪者任務,0.729,9720,5296,5,3
65,掠奪者任務,0.726,9742,6368,5,6
66,掠奪者任務,0.722,8735,7584,5,7
67,掠奪者任務,0.718,-609,13536,0,10
68,掠奪者任務,0.715,9744,6416,5,7
69,掠奪者任務,0.711,1710,13488,2,10
70,掠奪者任務,0.708,9751,6224,5,8
71,掠奪者任務,0.704,1655,13536,2,11
72,掠奪者任務,0.701,7684,7136,5,12
73,掠奪者任務,0.697,2630,13488,3,11
74,掠奪者任務,0.694,1720,13488,2,9
75,掠奪者任務,0.690,2694,13504,4,9
76,掠奪者任務,0.687,8725,9504,5,8
77,掠奪者任務,0.683,7723,8464,5,6
78,掠奪者任務,0.680,-993,13456,0,15
79,掠奪者任務,0.676,3706,13536,3,9
80,掠奪者任務,0.673,2650,13488,4,11
81,掠奪者任務,0.670,8706,9664,5,6
82,掠奪者任務,0.666,1673,13504,2,10
83,掠奪者任務,0.663,7709,6832,5,3
