Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,45,69
32.0,50,0,12,0,0,14,77
48.0,0,0,12,0,0,14,73
64.0,0,0,12,0,0,45,88
80.0,0,0,12,0,0,44,6
96.0,0,0,12,0,0,45,94
112.0,0,0,12,0,0,44,34
128.0,5,0,12,0,0,45,52
144.0,10,0,12,0,0,44,74
160.0,30,0,12,0,0,45,32
176.0,45,0,12,0,0,44,85
192.0,50,0,12,0,0,45,47
208.0,5,0,12,0,0,14,50
224.0,10,0,12,0,0,45,47
240.0,15,0,12,0,0,44,5
256.0,15,0,12,0,0,45,67
272.0,30,0,12,0,0,44,60
288.0,45,0,12,0,0,45,11
304.0,55,0,13,0,0,44,1
320.0,65,0,13,0,0,45,75
336.0,20,0,13,0,0,14,65
352.0,20,0,13,0,0,45,70
368.0,25,0,13,0,0,44,99
384.0,35,0,13,0,0,45,59
400.0,55,0,13,0,0,44,93
416.0,60,0,13,0,0,45,40
432.0,20,0,13,0,0,14,36
448.0,30,0,13,0,0,45,29
464.0,30,0,13,0,0,44,85
480.0,40,0,13,0,0,45,36
496.0,45,0,13,0,0,44,49
512.0,55,0,13,0,0,45,100
528.0,15,0,13,0,0,14,20
544.0,25,0,13,0,0,45,21
560.0,35,0,13,0,0,44,48
576.0,45,0,14,0,0,45,19
592.0,55,0,14,0,0,44,55
608.0,60,0,14,0,0,45,24
624.0,60,0,14,0,0,44,31
640.0,75,0,14,0,0,45,7
656.0,85,0,14,0,0,11,79
672.0,20,0,14,0,0,11,54
688.0,25,0,14,0,0,45,32
704.0,40,0,14,0,0,44,12
720.0,45,0,14,0,0,45,32
736.0,45,0,14,0,0,42,3
752.0,60,0,14,0,0,45,33
768.0,65,0,14,0,0,42,45
784.0,70,0,14,0,0,42,33
800.0,85,0,14,0,0,45,100
816.0,90,0,14,0,0,44,43
832.0,95,0,14,0,0,45,18
848.0,100,0,15,0,0,44,8
864.0,110,0,15,0,0,1,69
880.0,115,0,15,0,0,45,70
896.0,30,0,15,0,0,1,100
912.0,35,0,15,0,0,45,34
928.0,45,0,15,0,0,44,58
944.0,55,0,15,0,0,45,48
960.0,55,0,15,0,0,44,37
976.0,60,0,15,0,0,45,95
992.0,70,0,15,0,0,44,74
1008.0,90,0,15,0,0,45,77
1024.0,90,0,15,0,0,44,30
1040.0,95,0,15,0,0,45,57
1056.0,110,0,15,0,0,44,40
1072.0,110,0,15,0,0,45,82
1088.0,115,0,15,0,0,1,63
1104.0,30,0,15,0,0,45,36
1120.0,40,0,15,0,0,44,36
1136.0,50,0,15,0,0,45,6
1152.0,50,0,15,0,0,44,83
1168.0,50,0,15,0,0,45,19
1184.0,65,0,15,0,0,44,80
1200.0,65,0,15,0,0,45,16
1216.0,80,0,15,0,0,44,36
1232.0,85,0,15,0,0,45,95
1248.0,100,4,15,0,0,44,80
1264.0,105,4,15,0,0,45,58
1280.0,105,4,15,0,0,1,89
1296.0,10,8,15,0,0,1,49
1312.0,20,8,15,0,0,45,41
1328.0,30,12,15,0,0,44,100
1344.0,35,12,15,0,0,45,51
1360.0,35,12,15,0,0,44,38
1376.0,55,12,15,0,0,45,5
1392.0,55,16,15,0,0,44,99
1408.0,55,16,15,0,0,45,82
1424.0,70,20,15,0,0,44,70
1440.0,75,20,15,0,0,45,91
1456.0,80,20,15,0,0,44,82
1472.0,85,24,15,0,0,45,51
1488.0,40,24,15,0,0,14,25
1504.0,55,28,15,0,0,45,19
1520.0,60,28,15,0,0,41,50
1536.0,65,28,15,0,0,41,63
1552.0,75,28,15,0,0,45,78
1568.0,80,32,15,0,0,14,40
1584.0,35,32,15,0,0,14,79
1600.0,35,36,15,0,0,45,41
1616.0,45,36,15,0,0,44,56
1632.0,60,36,15,0,0,45,1
1648.0,15,40,15,0,0,14,92
1664.0,15,40,15,0,0,41,50
1680.0,25,44,15,0,0,41,98
1696.0,35,44,15,0,0,45,99
1712.0,40,44,15,0,0,44,65
1728.0,45,44,16,0,0,45,64
1744.0,65,48,16,0,0,44,97
1760.0,70,48,16,0,0,45,64
1776.0,20,52,16,0,0,14,74
1792.0,30,52,16,0,0,45,53
1808.0,35,52,16,0,0,44,17
1824.0,50,56,16,0,0,45,90
1840.0,55,56,16,0,0,14,60
1856.0,70,60,16,0,0,41,10
1872.0,75,60,16,0,0,41,26
1888.0,80,60,16,0,0,34,39
1904.0,85,60,16,0,0,34,46
1920.0,95,64,16,0,0,34,1
1936.0,100,64,16,0,0,34,24
1952.0,120,68,16,0,0,14,68
1968.0,130,68,16,0,0,34,60
1984.0,135,68,16,0,0,34,43
2000.0,145,72,17,0,0,14,55
2016.0,150,72,17,0,0,45,68
2032.0,155,76,17,0,0,34,20
2048.0,125,76,17,0,0,14,33
2064.0,125,76,17,0,0,34,6
2080.0,135,76,17,0,0,34,87
2096.0,145,80,17,0,0,45,7
2112.0,150,80,17,0,0,34,87
2128.0,170,84,17,0,0,2,58
2144.0,175,84,17,0,0,2,50
2160.0,180,84,17,0,0,2,49
2176.0,195,88,17,0,0,2,59
2192.0,200,88,17,0,0,45,39
2208.0,205,92,17,0,0,34,36
2224.0,220,92,17,0,0,14,91
2240.0,230,92,17,0,0,2,53
2256.0,85,92,17,0,0,14,71
2272.0,95,96,18,0,0,34,36
2288.0,110,96,18,0,0,34,52
2304.0,115,100,18,0,0,34,72
2320.0,125,100,18,0,1,14,91
2336.0,130,100,18,0,1,14,75
2352.0,145,104,18,0,1,34,41
2368.0,155,104,18,0,1,14,52
2384.0,160,108,18,0,1,2,82
2400.0,165,108,18,0,1,34,57
2416.0,185,108,18,0,1,2,85
2432.0,185,108,18,0,1,14,58
2448.0,200,112,18,0,1,2,26
2464.0,55,112,18,0,1,2,49
2480.0,70,116,18,0,1,34,88
2496.0,85,116,18,0,1,34,14
2512.0,85,116,18,0,1,34,56
2528.0,95,120,19,0,1,34,41
2544.0,105,120,19,0,1,34,85
2560.0,115,124,19,0,1,45,20
2576.0,120,124,19,0,2,34,82
2592.0,130,124,19,0,2,45,100
2608.0,145,124,19,0,2,1,20
2624.0,150,128,19,0,2,34,42
2640.0,155,128,19,0,2,34,97
2656.0,170,132,19,0,2,1,11
2672.0,180,132,19,0,2,45,85
2688.0,190,132,19,0,2,2,21
2704.0,195,136,19,0,2,1,38
2720.0,205,136,19,0,2,45,51
2736.0,65,140,19,0,2,2,16
2752.0,75,140,19,0,2,45,28
2768.0,85,140,19,0,2,34,50
2784.0,95,140,19,0,2,34,39
2800.0,105,144,20,0,2,45,56
2816.0,110,144,20,0,3,1,51
2832.0,120,148,20,0,3,1,53
2848.0,125,148,20,0,3,34,59
2864.0,145,148,20,0,3,1,20
2880.0,155,152,20,0,3,45,70
2896.0,160,152,20,0,3,1,1
2912.0,170,156,20,0,3,34,90
2928.0,180,156,20,0,3,34,92
2944.0,185,156,20,0,3,34,82
2960.0,195,156,20,0,3,34,33
2976.0,210,160,20,0,3,34,70
2992.0,215,160,20,0,3,1,7
3008.0,225,164,20,0,3,34,25
3024.0,235,164,20,0,3,1,42
3040.0,240,164,20,0,3,45,49
3056.0,255,168,20,0,3,34,35
3072.0,270,168,21,0,3,45,1
3088.0,275,172,21,0,3,34,57
3104.0,290,172,21,0,3,1,49
3120.0,190,172,21,0,3,45,75
3136.0,195,172,21,0,3,1,2
3152.0,210,176,21,0,3,45,14
3168.0,220,176,21,0,3,34,74
3184.0,235,180,21,0,3,45,44
3200.0,245,180,21,0,3,34,26
3216.0,250,180,21,0,3,45,68
3232.0,260,184,21,0,3,1,69
3248.0,260,184,21,0,3,34,80
3264.0,275,188,21,0,3,1,37
3280.0,290,188,21,0,3,45,40
3296.0,300,188,21,0,3,34,21
3312.0,315,188,21,0,3,45,63
3328.0,325,192,21,0,3,1,30
3344.0,325,192,22,0,3,34,92
3360.0,330,196,22,0,3,45,85
3376.0,290,171,22,0,3,1,77
