Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-38,13504,3,14
2,掠奪者任務,0.990,-36,13456,4,12
3,掠奪者任務,0.980,106,7568,6,9
4,掠奪者任務,0.970,-59,13456,1,13
5,掠奪者任務,0.961,88,8576,5,14
6,掠奪者任務,0.951,98,6816,5,7
7,掠奪者任務,0.941,-28,13472,4,11
8,掠奪者任務,0.932,-47,13504,1,11
9,掠奪者任務,0.923,-30,13456,4,9
10,掠奪者任務,0.914,104,6096,5,6
11,掠奪者任務,0.904,91,7664,6,6
12,掠奪者任務,0.895,93,7184,5,9
13,掠奪者任務,0.886,109,5520,5,4
14,掠奪者任務,0.878,-61,13440,0,15
15,掠奪者任務,0.869,-35,13456,4,13
16,掠奪者任務,0.860,-38,13456,4,10
17,掠奪者任務,0.851,90,7504,5,6
18,掠奪者任務,0.843,79,8976,6,10
19,掠奪者任務,0.835,88,8016,5,10
20,掠奪者任務,0.826,-72,13488,0,14
21,掠奪者任務,0.818,-58,13456,1,16
22,掠奪者任務,0.810,-50,13504,2,12
23,掠奪者任務,0.802,-72,13456,0,11
24,掠奪者任務,0.794,-61,13440,1,15
25,掠奪者任務,0.786,97,6768,5,8
26,掠奪者任務,0.778,102,5888,5,2
27,掠奪者任務,0.770,-46,13504,2,11
28,掠奪者任務,0.762,-66,13488,0,18
29,掠奪者任務,0.755,-69,13472,0,15
30,掠奪者任務,0.747,-37,13536,4,14
31,掠奪者任務,0.740,-69,13520,0,17
32,掠奪者任務,0.732,-66,13472,0,18
33,掠奪者任務,0.725,83,7312,5,5
34,掠奪者任務,0.718,93,8432,6,10
35,掠奪者任務,0.711,-48,13504,4,7
36,掠奪者任務,0.703,-70,13456,0,11
37,掠奪者任務,0.696,101,7696,5,12
38,掠奪者任務,0.689,-72,13488,0,14
39,掠奪者任務,0.683,-40,13520,4,10
40,掠奪者任務,0.676,95,6992,5,6
41,掠奪者任務,0.669,104,6016,5,6
42,掠奪者任務,0.662,113,5104,5,1
43,掠奪者任務,0.656,101,6096,6,5
44,掠奪者任務,0.649,108,5408,5,1
45,掠奪者任務,0.643,-66,13536,0,15
46,掠奪者任務,0.636,97,7888,6,6
47,掠奪者任務,0.630,-33,13472,4,9
48,掠奪者任務,0.624,89,7728,5,8
49,掠奪者任務,0.617,113,5184,5,2
50,掠奪者任務,0.611,-70,13536,0,12
51,掠奪者任務,0.605,-69,13456,0,14
52,掠奪者任務,0.599,-25,13472,4,5
53,掠奪者任務,0.593,91,7408,5,6
54,掠奪者任務,0.587,-72,13440,0,13
55,掠奪者任務,0.581,103,5760,5,2
56,掠奪者任務,0.575,-70,13456,0,15
57,掠奪者任務,0.570,115,4784,5,1
