Episode,Task,Epsilon,Total_Reward,End_Loop,Marauders,Marines
1,掠奪者任務,1.000,-442,13440,0,13
2,掠奪者任務,0.990,-652,13456,0,11
3,掠奪者任務,0.980,-801,13472,0,13
4,掠奪者任務,0.970,-447,13440,0,14
5,掠奪者任務,0.961,9715,6640,5,3
6,掠奪者任務,0.951,-915,13456,0,18
7,掠奪者任務,0.941,7628,10256,5,11
8,掠奪者任務,0.932,9700,5712,5,2
9,掠奪者任務,0.923,1590,13504,2,11
10,掠奪者任務,0.914,9692,4448,5,0
11,掠奪者任務,0.904,-503,13440,0,13
12,掠奪者任務,0.895,7716,7920,5,5
13,掠奪者任務,0.886,8746,7264,5,8
14,掠奪者任務,0.878,7557,8272,5,14
15,掠奪者任務,0.869,-761,13440,0,13
16,掠奪者任務,0.860,-748,13504,0,13
17,掠奪者任務,0.851,-609,13456,0,16
18,掠奪者任務,0.843,-507,13504,0,14
19,掠奪者任務,0.835,-753,13472,0,13
20,掠奪者任務,0.826,-778,13504,0,14
21,掠奪者任務,0.818,-940,13504,0,17
22,掠奪者任務,0.810,7752,8576,5,10
23,掠奪者任務,0.802,658,13504,1,11
24,掠奪者任務,0.794,7721,7024,5,4
25,掠奪者任務,0.786,-795,13440,0,12
26,掠奪者任務,0.778,1460,13472,2,15
27,掠奪者任務,0.770,-515,13440,0,14
28,掠奪者任務,0.762,7753,7024,5,8
29,掠奪者任務,0.755,7716,9440,5,8
30,掠奪者任務,0.747,7739,7088,5,7
31,掠奪者任務,0.740,2432,13472,4,15
32,掠奪者任務,0.732,-700,13536,0,12
33,掠奪者任務,0.725,9707,5472,5,2
34,掠奪者任務,0.718,3700,13440,3,10
