Game_Loop,Minerals,Vespene,Workers,Ideal,Barracks,Action_ID,P_ID
16.0,50,0,12,0,0,14,99
32.0,50,0,12,0,0,45,96
48.0,0,0,12,0,0,14,36
64.0,0,0,12,0,0,45,74
80.0,0,0,12,0,0,44,100
96.0,0,0,12,0,0,45,73
112.0,0,0,12,0,0,44,58
128.0,5,0,12,0,0,45,5
144.0,10,0,12,0,0,44,6
160.0,30,0,12,0,0,45,91
176.0,45,0,12,0,0,44,40
192.0,50,0,12,0,0,45,30
208.0,5,0,12,0,0,14,18
224.0,10,0,12,0,0,45,16
240.0,15,0,12,0,0,44,64
256.0,15,0,12,0,0,45,60
272.0,30,0,12,0,0,44,99
288.0,45,0,12,0,0,45,70
304.0,55,0,13,0,0,44,41
320.0,65,0,13,0,0,45,15
336.0,20,0,13,0,0,14,28
352.0,20,0,13,0,0,45,88
368.0,25,0,13,0,0,44,50
384.0,35,0,13,0,0,45,11
400.0,55,0,13,0,0,44,45
416.0,10,0,13,0,0,14,99
432.0,20,0,13,0,0,45,61
448.0,30,0,13,0,0,44,75
464.0,30,0,13,0,0,45,54
480.0,45,0,13,0,0,44,95
496.0,50,0,13,0,0,45,39
512.0,5,0,13,0,0,14,76
528.0,20,0,13,0,0,45,11
544.0,30,0,13,0,0,44,50
560.0,40,0,13,0,0,45,6
576.0,45,0,14,0,0,44,7
592.0,55,0,14,0,0,45,25
608.0,65,0,14,0,0,44,76
624.0,65,0,14,0,0,45,43
640.0,80,0,14,0,0,44,10
656.0,90,0,14,0,0,45,41
672.0,100,0,14,0,0,11,45
688.0,30,0,14,0,0,11,25
704.0,45,0,14,0,0,45,53
720.0,50,0,14,0,0,44,64
736.0,50,0,14,0,0,45,51
752.0,65,0,14,0,0,44,45
768.0,75,0,14,0,0,45,40
784.0,75,0,14,0,0,42,20
800.0,100,0,14,0,0,42,95
816.0,0,0,14,0,0,1,60
832.0,0,0,14,0,0,45,78
848.0,10,0,15,0,0,42,41
864.0,20,0,15,0,0,45,9
880.0,20,0,15,0,0,42,57
896.0,40,0,15,0,0,45,42
912.0,45,0,15,0,0,44,50
928.0,50,0,15,0,0,45,75
944.0,55,0,15,0,0,44,38
960.0,60,0,15,0,0,45,67
976.0,70,0,15,0,0,44,37
992.0,75,0,15,0,0,45,100
1008.0,90,0,15,0,0,44,38
1024.0,95,0,15,0,0,45,76
1040.0,100,0,15,0,0,44,28
1056.0,105,0,15,0,0,45,31
1072.0,115,0,15,0,0,1,57
1088.0,20,0,15,0,0,45,48
1104.0,35,0,15,0,0,44,67
1120.0,40,0,15,0,0,45,99
1136.0,40,0,15,0,0,44,87
1152.0,45,0,15,0,0,45,98
1168.0,55,0,15,0,0,44,89
1184.0,65,0,15,0,0,45,38
1200.0,65,0,15,0,0,44,41
1216.0,75,0,15,0,0,45,19
1232.0,85,0,15,0,0,44,41
1248.0,85,0,15,0,0,45,29
1264.0,95,0,15,0,0,44,32
1280.0,105,0,15,0,0,45,1
1296.0,110,4,15,0,0,1,98
1312.0,20,4,15,0,0,1,95
1328.0,20,4,15,0,0,45,33
1344.0,25,8,15,0,0,44,89
1360.0,35,8,15,0,0,45,52
1376.0,50,8,15,0,0,41,65
1392.0,55,12,15,0,0,14,38
1408.0,55,12,15,0,0,45,5
1424.0,65,16,15,0,0,14,41
1440.0,70,16,15,0,0,45,77
1456.0,20,16,15,0,0,14,25
1472.0,30,20,15,0,0,45,92
1488.0,40,20,15,0,0,44,4
1504.0,55,20,15,0,0,45,32
1520.0,10,24,15,0,0,14,19
1536.0,15,24,15,0,0,45,97
1552.0,25,28,15,0,0,44,70
1568.0,25,28,15,0,0,45,61
1584.0,40,28,15,0,0,44,47
1600.0,45,32,16,0,0,45,58
1616.0,50,32,16,0,0,44,10
1632.0,65,32,16,0,0,45,10
1648.0,65,36,16,0,0,41,48
1664.0,75,36,16,0,0,14,68
1680.0,80,40,16,0,0,14,91
1696.0,45,40,16,0,0,14,91
1712.0,45,40,16,0,0,45,10
1728.0,60,44,16,0,0,44,36
1744.0,20,44,16,0,0,14,88
1760.0,25,44,16,0,0,45,7
1776.0,35,48,16,0,0,44,48
1792.0,45,48,16,0,0,45,99
1808.0,55,48,16,0,0,44,80
1824.0,60,52,16,0,0,45,24
1840.0,60,52,16,0,0,41,15
1856.0,70,56,16,0,0,34,34
1872.0,80,56,17,0,0,34,16
1888.0,85,56,17,0,0,14,63
1904.0,30,60,17,0,0,11,28
1920.0,35,60,17,0,0,45,44
1936.0,40,60,17,0,0,44,20
1952.0,45,64,17,0,0,45,34
1968.0,45,64,17,0,0,44,27
1984.0,65,64,17,0,0,45,23
2000.0,25,68,17,0,0,14,45
2016.0,35,68,17,0,0,45,51
2032.0,45,72,17,0,0,44,77
2048.0,55,72,17,0,0,45,19
2064.0,60,72,17,0,0,14,100
2080.0,60,76,17,0,0,14,74
2096.0,65,76,17,0,0,14,82
2112.0,85,76,17,0,0,45,86
2128.0,100,80,17,0,0,34,16
2144.0,100,80,18,0,0,45,17
2160.0,55,80,18,0,0,14,17
2176.0,75,84,18,0,0,45,91
2192.0,80,84,18,0,0,14,19
2208.0,80,88,18,0,0,14,39
2224.0,100,88,18,0,0,45,73
2240.0,110,88,18,0,0,14,8
2256.0,120,92,18,0,0,34,86
2272.0,125,92,18,0,0,14,53
2288.0,135,92,18,0,0,14,60
2304.0,150,96,18,0,0,34,28
2320.0,155,96,18,0,0,14,83
2336.0,165,96,18,0,0,2,81
2352.0,30,100,18,0,0,34,53
2368.0,40,100,18,0,0,45,90
2384.0,50,104,18,0,0,44,69
2400.0,55,104,18,0,1,45,13
2416.0,65,104,19,0,1,14,38
